"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","K1A","K1B","K1C","K1D","K2A","K2B","K2C","K2D","K3A","K3B","K3C","K3D","K4A","K4B","K4C","K4D","K5A","K5B","K5C","K5D","K6A","K6B","K6C","K6D","K7A","K7B","K7C","K7D","K8A","K8B","K8C","K8D","K9A","K9B","K9C","K9D","L1A","L2A","L3A","L4A_1","L4A_2","L4A_3","L4A_4","L4A_5","L5A","L6A","L7A","L8A","L9A","L1B","L2B","L3B","L4B_1","L4B_2","L4B_3","L4B_4","L4B_5","L5B","L6B","L7B","L8B","L9B","L1C","L2C","L3C","L4C_1","L4C_2","L4C_3","L4C_4","L4C_5","L5C","L6C","L7C","L8C","L9C","L1D","L2D","L3D","L4D_1","L4D_2","L4D_3","L4D_4","L4D_5","L5D","L6D","L7D","L8D","L9D","L1E","L2E","L3E","L4E_1","L4E_2","L4E_3","L4E_4","L4E_5","L5E","L6E","L7E","L8E","L9E","hhid","camp","ref_weight"
1,11,4,1,13,1,262.5804,,,,,90,,,,0,,,,0,,,,0,,,,0,,,,0,,,,30,,,,30,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,110401301,,
1,11,4,1,15,1,262.5804,,,,,15,,0,0,20,,25,35,35,,45,0,0,,420,0,45,,45,40,0,,0,45,40,,120,60,180,,180,120,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110401501,,
1,11,4,1,17,1,262.5804,,,,,30,,0,0,30,,0,0,60,,0,0,0,,0,0,30,,0,45,45,,0,45,45,,0,160,120,,0,120,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110401701,,
1,11,4,1,19,1,262.5804,,,,,120,120,0,,40,0,40,,40,0,0,,0,0,420,,60,30,90,,0,0,0,,60,120,60,,0,0,0,,1,0,0,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,110401901,,
1,11,4,1,21,1,262.5804,,,,,,,0,,,,60,,,,0,,,,600,,,,120,,,,240,,,,120,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110402101,,
1,11,4,1,22,1,262.5804,,,,,60,,0,0,0,,0,0,0,,0,0,660,,0,0,60,,0,120,0,,0,60,30,,0,60,30,,0,60,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110402201,,
1,11,5,1,1,1,35.6145062761506,,,,,10,0,0,0,30,120,60,60,60,0,20,0,0,0,480,0,60,45,50,60,0,260,35,180,0,45,50,60,60,35,160,0,0,,0,,,,,,1,1,0,,0,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,110500101,,
1,11,5,1,2,1,35.6145062761506,,,,,30,40,0,0,60,60,45,30,30,0,30,0,0,0,720,0,0,0,60,60,0,120,0,120,350,50,300,0,0,0,120,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110500201,,
1,11,5,1,3,1,35.6145062761506,,,,,40,,0,,60,,45,,45,,30,,0,,350,,120,,120,,0,,0,,180,,180,,180,,180,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,110500301,,
1,11,5,1,4,1,35.6145062761506,,,,,180,0,0,0,540,240,120,240,30,0,0,60,0,0,600,0,120,180,120,240,60,0,0,540,120,30,120,30,60,60,120,60,1,0,0,,,,,,0,0,0,,0,1,0,0,,,,,,1,0,0,,0,0,,,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,110500401,,
1,11,5,1,5,1,187.074,,,,,30,0,0,0,15,0,0,0,120,0,0,0,60,0,0,0,30,60,60,30,0,30,0,30,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110500501,,
1,11,5,1,6,1,187.074,,,,,120,,0,0,15,,0,30,30,,0,60,60,,60,0,30,,60,60,0,,0,60,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110500601,,
1,11,5,1,7,1,187.074,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110500701,,
1,11,5,1,8,1,187.074,,,,,120,0,0,0,600,240,180,240,60,120,0,120,0,0,660,0,120,60,180,360,0,300,0,300,120,120,120,120,60,240,180,120,0,,0,,,,,,0,0,0,,0,2,2,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,110500801,,
1,11,5,1,9,1,187.074,,,,,120,0,,,0,0,,,0,30,,,360,0,,,60,30,,,0,30,,,0,0,,,0,0,,,0,,0,,,,,,0,0,0,,0,1,0,1,0,0,1,0,0,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110500901,,
1,11,5,1,10,1,187.074,,,,,,,0,,,,0,,,,0,,,,120,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110501001,,
1,11,5,1,11,1,187.074,,,,,120,,0,,660,,180,,60,,60,,300,,600,,120,,240,,480,,540,,120,,120,,120,,120,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,110501101,,
1,11,5,1,12,1,187.074,,,,,120,0,0,,30,0,30,,60,0,0,,0,0,600,,60,0,60,,0,0,0,,120,0,120,,30,0,30,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,110501201,,
1,11,5,1,14,1,187.074,,,,,150,0,0,,300,0,0,,0,30,30,,360,0,540,,0,60,240,,0,30,0,,60,0,60,,0,120,0,,0,,0,,,,,,0,0,0,,0,1,0,1,1,0,0,0,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,1,0,0,1,1,0,0,0,0,,0,110501401,,
1,11,5,1,16,1,187.074,,,,,180,,0,0,360,,240,240,60,,120,120,300,,0,0,120,,180,240,60,,600,300,300,,180,180,300,,180,180,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,1,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,110501601,,
1,11,5,1,17,1,187.074,,,,,,0,120,0,,0,0,0,,40,40,0,,0,300,0,,40,120,40,,80,80,80,,0,0,0,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110501701,,
1,11,5,1,18,1,187.074,,,,,150,,0,,0,,0,,0,,30,,300,,0,,60,,40,,0,,30,,180,,60,,0,,60,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110501801,,
1,11,5,1,20,1,187.074,,,,,120,,0,,0,,0,,30,,60,,0,,540,,60,,240,,30,,60,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110502001,,
1,11,6,1,1,1,504.2603,,,,,60,,0,0,0,,0,0,0,,0,0,120,,240,120,0,,0,0,0,,0,0,0,,45,40,90,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110600101,,
1,11,6,1,2,1,504.2603,,,,,,,30,,,,0,,,,0,,,,180,,,,180,,,,0,,,,630,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110600201,,
1,11,6,1,3,1,504.2603,,,,,30,,0,,300,,0,,0,,0,,0,,0,,0,,0,,0,,0,,120,,120,,120,,120,,0,,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,110600301,,
1,11,6,1,4,1,504.2603,,,,,120,,0,,0,,0,,90,,0,,0,,720,,120,,180,,0,,0,,60,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110600401,,
1,11,6,1,5,1,504.2603,,,,,120,0,0,0,0,0,0,0,60,0,0,0,480,0,600,0,0,0,0,0,0,0,0,0,240,0,180,30,240,0,30,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110600501,,
1,11,6,1,6,1,504.2603,,,,,,,0,,,,0,,,,0,,,,420,,,,120,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110600601,,
1,11,6,1,7,1,504.2603,,,,,0,60,45,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110600701,,
1,11,6,1,8,1,504.2603,,,,,40,,0,,0,,0,,0,,0,,0,,600,,180,,180,,0,,0,,0,,0,,0,,120,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110600801,,
1,11,6,1,9,1,504.2603,,,,,30,,,,12,,,,0,,,,500,,,,60,,,,0,,,,120,,,,120,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,110600901,,
1,11,6,1,10,1,504.2603,,,,,30,0,,,60,0,,,30,0,,,500,0,,,120,120,,,0,0,,,0,60,,,180,60,,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110601001,,
1,11,6,1,11,1,504.2603,,,,,30,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,160,,0,,0,,90,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,110601101,,
1,11,6,1,12,1,504.2603,,,,,80,,60,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,2,0,2,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110601201,,
1,11,6,1,13,1,504.2603,,,,,40,,0,,30,,30,,0,,0,,660,,900,,30,,180,,0,,0,,0,,60,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,110601301,,
1,11,6,1,14,1,504.2603,,,,,140,0,0,,60,60,0,,60,30,0,,0,0,720,,0,45,180,,0,60,0,,60,30,120,,30,60,30,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,1,0,,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,2,2,2,2,0,0,0,0,0,0,0,,0,110601401,,
1,11,6,1,15,1,504.2603,,,,,,,60,,,,0,,,,0,,,,480,,,,240,,,,0,,,,45,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110601501,,
1,11,6,1,16,1,504.2603,,,,,45,,20,0,0,,0,0,0,,0,0,0,,420,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,110601601,,
1,11,6,1,17,1,504.2603,,,,,120,0,0,0,600,0,180,240,60,0,30,0,0,0,720,0,30,120,60,240,0,0,0,0,60,120,120,60,0,60,0,60,1,0,0,,,,,,1,0,0,,0,0,,,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,1,1,0,,,,,,0,0,0,,0,110601701,,
1,11,6,1,18,1,504.2603,,,,,,,30,,,,0,,,,0,,,,720,,,,120,,,,0,,,,120,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110601801,,
1,11,7,1,1,1,191.7855,,,,,180,0,0,,0,0,0,,0,0,0,,180,0,0,,0,0,0,,0,0,0,,60,240,0,,0,240,0,,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110700101,,
1,11,7,1,2,1,191.7855,,,,,30,,0,,60,,60,,0,,0,,0,,0,,90,,180,,90,,90,,60,,60,,120,,120,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110700201,,
1,11,7,1,3,1,191.7855,,,,,60,,0,,60,,30,,0,,0,,0,,0,,180,,270,,0,,0,,90,,120,,30,,45,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110700301,,
1,11,7,1,4,1,191.7855,,,,,30,,0,0,120,,0,0,60,,0,0,0,,480,0,120,,0,0,0,,0,0,60,,60,30,60,,60,30,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,110700401,,
1,11,7,1,5,1,191.7855,,,,,,,120,,,,0,,,,0,,,,480,,,,360,,,,0,,,,180,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110700501,,
1,11,7,1,6,1,191.7855,,,,,30,,0,,0,,0,,120,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110700601,,
1,11,7,1,7,1,191.7855,,,,,160,0,0,,60,0,30,,40,60,30,,480,0,480,,30,30,30,,30,30,30,,30,30,30,,30,60,60,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,,0,110700701,,
1,11,7,1,8,1,191.7855,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,90,,300,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110700801,,
1,11,7,1,9,1,191.7855,,,,,,,60,,,,0,,,,0,,,,240,,,,30,,,,60,,,,30,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110700901,,
1,11,7,1,10,1,191.7855,,,,,180,,,,0,,,,0,,,,0,,,,0,,,,0,,,,60,,,,30,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110701001,,
1,11,7,1,11,1,191.7855,,,,,115,,,0,90,,,0,30,,,0,600,,,0,60,,,90,90,,,30,30,,,30,25,,,30,2,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,110701101,,
1,11,7,1,12,1,191.7855,,,,,30,,0,,0,,0,,0,,0,,0,,0,,300,,300,,0,,0,,180,,180,,240,,240,,2,0,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110701201,,
1,11,7,1,13,1,191.7855,,,,,0,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110701301,,
1,11,7,1,14,1,191.7855,,,,,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,110701401,,
1,11,7,1,15,1,191.7855,,,,,30,,0,,600,,120,,30,,0,,300,,480,,120,,60,,0,,0,,300,,60,,60,,0,,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,1,0,0,,0,,,,,,,,,,,,,,2,2,2,0,2,2,0,0,0,0,0,,0,110701501,,
1,11,7,1,16,1,191.7855,,,,,60,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110701601,,
1,11,7,1,17,1,191.7855,,,,,,,0,,,,0,,,,0,,,,780,,,,0,,,,0,,,,0,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110701701,,
1,11,7,1,18,1,191.7855,,,,,30,0,0,0,0,0,0,0,0,0,30,0,0,0,960,0,0,0,0,0,0,0,0,0,0,30,0,0,120,0,50,0,0,,0,,,,,,0,0,0,,1,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110701801,,
1,11,8,1,1,1,709.7715,,,,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,45,0,0,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,110800101,,
1,11,8,1,2,1,709.7715,,,,,30,0,0,0,0,60,0,0,90,0,0,0,0,0,0,0,0,120,240,180,0,60,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,3,0,,0,1,0,0,,,,,,1,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110800201,,
1,11,8,1,3,1,709.7715,,,,,100,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,30,,,60,120,,,0,60,,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110800301,,
1,11,8,1,4,1,709.7715,,,,,60,50,0,,120,0,0,,0,0,0,,0,0,0,,180,0,0,,60,0,0,,240,0,0,,0,60,60,,0,,0,,,,,,0,0,0,,0,0,,,,,,,,1,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,0,0,,,,,,0,0,0,,0,110800401,,
1,11,8,1,5,1,709.7715,,,,,0,,0,,0,,0,,0,,0,,480,,0,,120,,120,,30,,540,,60,,60,,0,,180,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110800501,,
1,11,8,1,6,1,709.7715,,,,,0,,0,,720,,60,,0,,0,,0,,660,,120,,60,,120,,0,,60,,30,,240,,30,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,110800601,,
1,11,8,1,7,1,709.7715,,,,,,0,0,0,,0,0,0,,0,120,0,,0,660,0,,0,180,0,,30,0,0,,0,0,120,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110800701,,
1,11,8,1,8,1,709.7715,,,,,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,60,,90,0,0,,0,0,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110800801,,
1,11,8,1,9,1,709.7715,,,,,170,0,0,,180,0,60,,60,0,0,,0,0,720,,60,30,120,,0,60,0,,60,60,60,,100,30,60,,0,,0,,,,,,0,0,0,,0,0,,,,,,,0,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110800901,,
1,11,8,1,10,1,709.7715,,,,,140,,0,,0,,0,,0,,0,,840,,0,,120,,360,,0,,180,,30,,60,,45,,60,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110801001,,
1,11,8,1,11,1,709.7715,,,,,0,,0,,0,,0,,0,,0,,0,,540,,120,,60,,240,,240,,60,,60,,0,,180,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110801101,,
1,11,8,1,12,1,709.7715,,,,,40,,0,,30,,0,,0,,0,,0,,540,,0,,0,,0,,0,,120,,120,,120,,120,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0,110801201,,
1,11,8,1,13,1,709.7715,,,,,160,,0,0,120,,120,180,90,,0,0,0,,720,0,45,,120,120,0,,0,60,0,,90,0,60,,90,60,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,1,0,0,,,,,,0,0,0,,0,1,1,1,0,0,1,0,0,0,0,0,,0,110801301,,
1,11,8,1,14,1,709.7715,,,,,80,,60,0,0,,0,0,0,,60,0,0,,540,0,0,,120,0,0,,0,0,240,,360,0,240,,360,0,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110801401,,
1,11,8,1,15,1,709.7715,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,60,,,,60,,,,0,,,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110801501,,
1,11,8,1,16,1,709.7715,,,,,110,,,,0,,,,0,,,,0,,,,120,,,,0,,,,30,,,,180,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110801601,,
1,11,8,1,17,1,709.7715,,,,,140,,0,0,60,,60,90,0,,0,0,600,,600,0,30,,60,90,0,,0,120,60,,90,90,45,,60,30,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110801701,,
1,11,8,1,18,1,57.7326100478469,,,,,60,,0,,0,,0,,60,,30,,0,,500,,120,,60,,0,,0,,0,,0,,0,,120,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110801801,,
1,11,9,1,2,1,450.0009,,,,,90,,60,,30,,60,,0,,0,,0,,780,,60,,60,,30,,60,,0,,0,,0,,0,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,1,1,0,,,,,,1,0,0,,0,110900201,,
1,11,9,1,4,1,450.0009,,,,,,,30,,,,0,,,,0,,,,240,,,,240,,,,30,,,,60,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,1,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110900401,,
1,11,9,1,5,1,450.0009,,,,,,,0,,,,0,,,,0,,,,420,,,,0,,,,240,,,,0,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110900501,,
1,11,9,1,6,1,450.0009,,,,,150,,0,,60,,30,,0,,0,,540,,240,,40,,40,,60,,240,,60,,0,,120,,60,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,1,0,0,,0,110900601,,
1,11,9,1,7,1,450.0009,,,,,90,,,,0,,,,0,,,,60,,,,180,,,,0,,,,0,,,,0,,,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110900701,,
1,11,9,1,8,1,450.0009,,,,,120,0,0,0,120,0,120,0,30,60,30,0,0,0,300,0,120,120,240,180,60,120,30,120,180,180,180,60,120,120,120,60,0,,0,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,110900801,,
1,11,9,1,9,1,450.0009,,,,,30,,30,,0,,0,,0,,0,,0,,240,,0,,180,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,110900901,,
1,11,9,1,10,1,450.0009,,,,,20,,0,45,60,,120,0,60,,0,0,0,,240,0,0,,0,0,180,,0,60,120,,120,120,0,,0,60,0,,0,,,,,,0,0,0,,0,,,,,,,,,,,,,,0,,,,,,,,0,0,0,,0,0,,,,,,,,0,0,0,,0,1,1,1,1,0,0,0,0,0,0,0,,0,110901001,,
