"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","F11","F12","F13","F14","F15","F16","hhid","camp","ref_weight"
2,22,56,2,17,3,20.9106391959799,4,0,,,,,225601702,,
2,22,56,2,17,3,20.9106391959799,2,0,,,,,225601702,,
2,22,56,2,17,3,20.9106391959799,1,0,,,,,225601702,,
2,22,56,2,17,3,20.9106391959799,6,0,,,,,225601702,,
2,22,56,2,18,3,169.8456,1,0,,,,,225601802,,
2,22,56,2,18,3,169.8456,2,0,,,,,225601802,,
2,22,56,2,18,3,169.8456,7,0,,,,,225601802,,
2,22,56,2,18,3,169.8456,6,0,,,,,225601802,,
2,22,56,2,18,3,169.8456,4,0,,,,,225601802,,
2,22,56,2,18,3,169.8456,3,0,,,,,225601802,,
,22,,2,17,1,,7,0,,,,,,,
,22,,2,17,1,,4,0,,,,,,,
,22,,2,17,1,,2,0,,,,,,,
,22,,2,17,1,,6,0,,,,,,,
,22,,2,17,1,,5,0,,,,,,,
,22,,2,17,1,,3,0,,,,,,,
,22,,2,17,1,,1,0,,,,,,,
2,22,57,2,1,3,92.0452122916667,2,0,,,,,225700102,,
2,22,57,2,1,3,92.0452122916667,4,0,,,,,225700102,,
2,22,57,2,1,3,92.0452122916667,1,0,,,,,225700102,,
2,22,57,2,1,3,92.0452122916667,3,0,,,,,225700102,,
2,22,57,2,1,3,92.0452122916667,5,0,,,,,225700102,,
2,22,57,2,1,3,92.0452122916667,6,0,,,,,225700102,,
2,22,57,2,2,3,92.0452122916667,2,0,,,,,225700202,,
2,22,57,2,2,3,92.0452122916667,6,0,,,,,225700202,,
2,22,57,2,2,3,92.0452122916667,5,0,,,,,225700202,,
2,22,57,2,2,3,92.0452122916667,3,0,,,,,225700202,,
2,22,57,2,2,3,92.0452122916667,1,0,,,,,225700202,,
2,22,57,2,2,3,92.0452122916667,4,0,,,,,225700202,,
2,22,57,2,3,3,92.0452122916667,2,0,,,,,225700302,,
2,22,57,2,3,3,92.0452122916667,7,0,,,,,225700302,,
2,22,57,2,3,3,92.0452122916667,6,0,,,,,225700302,,
2,22,57,2,3,3,92.0452122916667,3,0,,,,,225700302,,
2,22,57,2,3,3,92.0452122916667,1,0,,,,,225700302,,
2,22,57,2,3,3,92.0452122916667,5,0,,,,,225700302,,
2,22,57,2,4,3,92.0452122916667,2,0,,,,,225700402,,
2,22,57,2,4,3,92.0452122916667,1,0,,,,,225700402,,
2,22,57,2,4,3,92.0452122916667,4,0,,,,,225700402,,
2,22,57,2,4,3,92.0452122916667,6,0,,,,,225700402,,
2,22,57,2,4,3,92.0452122916667,7,0,,,,,225700402,,
2,22,57,2,4,3,92.0452122916667,5,0,,,,,225700402,,
2,22,57,2,5,3,92.0452122916667,1,0,,,,,225700502,,
2,22,57,2,5,3,92.0452122916667,6,0,,,,,225700502,,
2,22,57,2,5,3,92.0452122916667,2,0,,,,,225700502,,
2,22,57,2,5,3,92.0452122916667,7,0,,,,,225700502,,
2,22,57,2,5,3,92.0452122916667,4,0,,,,,225700502,,
2,22,57,2,5,3,92.0452122916667,5,0,,,,,225700502,,
2,22,57,2,6,3,92.0452122916667,4,0,,,,,225700602,,
2,22,57,2,6,3,92.0452122916667,2,0,,,,,225700602,,
2,22,57,2,6,3,92.0452122916667,6,0,,,,,225700602,,
2,22,57,2,6,3,92.0452122916667,7,0,,,,,225700602,,
2,22,57,2,6,3,92.0452122916667,5,0,,,,,225700602,,
2,22,57,2,6,3,92.0452122916667,3,0,,,,,225700602,,
2,22,57,2,7,3,92.0452122916667,4,0,,,,,225700702,,
2,22,57,2,7,3,92.0452122916667,7,0,,,,,225700702,,
2,22,57,2,7,3,92.0452122916667,2,0,,,,,225700702,,
2,22,57,2,7,3,92.0452122916667,5,0,,,,,225700702,,
2,22,57,2,7,3,92.0452122916667,3,0,,,,,225700702,,
2,22,57,2,7,3,92.0452122916667,1,0,,,,,225700702,,
2,22,57,2,8,3,92.0452122916667,6,0,,,,,225700802,,
2,22,57,2,8,3,92.0452122916667,1,0,,,,,225700802,,
2,22,57,2,8,3,92.0452122916667,2,0,,,,,225700802,,
2,22,57,2,8,3,92.0452122916667,4,0,,,,,225700802,,
2,22,57,2,8,3,92.0452122916667,5,0,,,,,225700802,,
2,22,57,2,8,3,92.0452122916667,3,0,,,,,225700802,,
2,22,57,2,9,3,92.0452122916667,4,0,,,,,225700902,,
2,22,57,2,9,3,92.0452122916667,5,0,,,,,225700902,,
2,22,57,2,9,3,92.0452122916667,1,1,13,1,100,,225700902,,
2,22,57,2,9,3,92.0452122916667,7,0,,,,,225700902,,
2,22,57,2,9,3,92.0452122916667,2,0,,,,,225700902,,
2,22,57,2,9,3,92.0452122916667,6,0,,,,,225700902,,
2,22,57,2,10,3,33.72649,7,0,,,,,225701002,,
2,22,57,2,10,3,33.72649,4,0,,,,,225701002,,
2,22,57,2,10,3,33.72649,2,0,,,,,225701002,,
2,22,57,2,10,3,33.72649,1,0,,,,,225701002,,
2,22,57,2,10,3,33.72649,6,0,,,,,225701002,,
2,22,57,2,10,3,33.72649,5,0,,,,,225701002,,
2,22,57,2,11,3,33.72649,4,0,,,,,225701102,,
2,22,57,2,11,3,33.72649,2,0,,,,,225701102,,
2,22,57,2,11,3,33.72649,7,0,,,,,225701102,,
2,22,57,2,11,3,33.72649,3,0,,,,,225701102,,
2,22,57,2,11,3,33.72649,5,0,,,,,225701102,,
2,22,57,2,11,3,33.72649,6,0,,,,,225701102,,
2,22,57,2,12,3,33.72649,6,0,,,,,225701202,,
2,22,57,2,12,3,33.72649,3,0,,,,,225701202,,
2,22,57,2,12,3,33.72649,5,0,,,,,225701202,,
2,22,57,2,12,3,33.72649,7,0,,,,,225701202,,
2,22,57,2,12,3,33.72649,4,0,,,,,225701202,,
2,22,57,2,12,3,33.72649,1,0,,,,,225701202,,
2,22,57,2,13,3,33.72649,5,0,,,,,225701302,,
2,22,57,2,13,3,33.72649,6,0,,,,,225701302,,
2,22,57,2,13,3,33.72649,3,0,,,,,225701302,,
2,22,57,2,13,3,33.72649,7,0,,,,,225701302,,
2,22,57,2,13,3,33.72649,2,0,,,,,225701302,,
2,22,57,2,13,3,33.72649,4,0,,,,,225701302,,
2,22,57,2,14,3,33.72649,2,0,,,,,225701402,,
2,22,57,2,14,3,33.72649,5,0,,,,,225701402,,
2,22,57,2,14,3,33.72649,6,0,,,,,225701402,,
2,22,57,2,14,3,33.72649,7,0,,,,,225701402,,
2,22,57,2,14,3,33.72649,4,0,,,,,225701402,,
2,22,57,2,14,3,33.72649,3,0,,,,,225701402,,
2,22,57,2,15,3,33.72649,5,0,,,,,225701502,,
2,22,57,2,15,3,33.72649,6,0,,,,,225701502,,
2,22,57,2,15,3,33.72649,3,0,,,,,225701502,,
2,22,57,2,15,3,33.72649,1,0,,,,,225701502,,
2,22,57,2,15,3,33.72649,4,0,,,,,225701502,,
2,22,57,2,15,3,33.72649,7,0,,,,,225701502,,
2,22,57,2,16,3,33.72649,3,0,,,,,225701602,,
2,22,57,2,16,3,33.72649,1,0,,,,,225701602,,
2,22,57,2,16,3,33.72649,2,0,,,,,225701602,,
2,22,57,2,16,3,33.72649,6,0,,,,,225701602,,
2,22,57,2,16,3,33.72649,7,0,,,,,225701602,,
2,22,57,2,16,3,33.72649,4,0,,,,,225701602,,
2,22,57,2,17,3,33.72649,4,0,,,,,225701702,,
2,22,57,2,17,3,33.72649,6,0,,,,,225701702,,
2,22,57,2,17,3,33.72649,2,0,,,,,225701702,,
2,22,57,2,17,3,33.72649,1,0,,,,,225701702,,
2,22,57,2,17,3,33.72649,7,0,,,,,225701702,,
2,22,57,2,17,3,33.72649,5,0,,,,,225701702,,
2,22,57,2,18,3,33.72649,3,0,,,,,225701802,,
2,22,57,2,18,3,33.72649,4,0,,,,,225701802,,
2,22,57,2,18,3,33.72649,1,0,,,,,225701802,,
2,22,57,2,18,3,33.72649,6,0,,,,,225701802,,
2,22,57,2,18,3,33.72649,7,0,,,,,225701802,,
2,22,57,2,18,3,33.72649,2,0,,,,,225701802,,
2,22,58,2,1,1,837.580654350997,2,0,,,,,225800102,,
2,22,58,2,1,1,837.580654350997,3,0,,,,,225800102,,
2,22,58,2,1,1,837.580654350997,7,0,,,,,225800102,,
2,22,58,2,1,1,837.580654350997,5,0,,,,,225800102,,
2,22,58,2,1,1,837.580654350997,6,0,,,,,225800102,,
2,22,58,2,1,1,837.580654350997,4,0,,,,,225800102,,
2,22,58,2,2,1,837.580654350997,4,0,,,,,225800202,,
2,22,58,2,2,1,837.580654350997,2,0,,,,,225800202,,
2,22,58,2,2,1,837.580654350997,3,0,,,,,225800202,,
2,22,58,2,2,1,837.580654350997,5,0,,,,,225800202,,
2,22,58,2,2,1,837.580654350997,1,0,,,,,225800202,,
2,22,58,2,2,1,837.580654350997,6,0,,,,,225800202,,
2,22,58,2,3,1,837.580654350997,3,0,,,,,225800302,,
2,22,58,2,3,1,837.580654350997,6,0,,,,,225800302,,
2,22,58,2,3,1,837.580654350997,2,0,,,,,225800302,,
2,22,58,2,3,1,837.580654350997,5,0,,,,,225800302,,
2,22,58,2,3,1,837.580654350997,7,0,,,,,225800302,,
2,22,58,2,3,1,837.580654350997,1,0,,,,,225800302,,
2,22,58,2,4,1,837.580654350997,3,0,,,,,225800402,,
2,22,58,2,4,1,837.580654350997,6,0,,,,,225800402,,
2,22,58,2,4,1,837.580654350997,5,0,,,,,225800402,,
2,22,58,2,4,1,837.580654350997,4,0,,,,,225800402,,
2,22,58,2,4,1,837.580654350997,1,0,,,,,225800402,,
2,22,58,2,4,1,837.580654350997,7,0,,,,,225800402,,
2,22,58,2,5,1,837.580654350997,1,0,,,,,225800502,,
2,22,58,2,5,1,837.580654350997,5,0,,,,,225800502,,
2,22,58,2,5,1,837.580654350997,6,0,,,,,225800502,,
2,22,58,2,5,1,837.580654350997,2,0,,,,,225800502,,
2,22,58,2,5,1,837.580654350997,4,0,,,,,225800502,,
2,22,58,2,5,1,837.580654350997,3,0,,,,,225800502,,
2,22,58,2,6,1,837.580654350997,5,0,,,,,225800602,,
2,22,58,2,6,1,837.580654350997,7,0,,,,,225800602,,
2,22,58,2,6,1,837.580654350997,4,0,,,,,225800602,,
2,22,58,2,6,1,837.580654350997,3,0,,,,,225800602,,
2,22,58,2,6,1,837.580654350997,2,0,,,,,225800602,,
2,22,58,2,6,1,837.580654350997,1,0,,,,,225800602,,
2,22,58,2,7,1,2511.521,7,0,,,,,225800702,,
2,22,58,2,7,1,2511.521,3,0,,,,,225800702,,
2,22,58,2,7,1,2511.521,4,0,,,,,225800702,,
2,22,58,2,7,1,2511.521,1,1,5,7,100,,225800702,,
2,22,58,2,7,1,2511.521,2,0,,,,,225800702,,
2,22,58,2,7,1,2511.521,5,0,,,,,225800702,,
2,22,58,2,8,1,2511.521,5,0,,,,,225800802,,
2,22,58,2,8,1,2511.521,1,0,,,,,225800802,,
2,22,58,2,8,1,2511.521,4,0,,,,,225800802,,
2,22,58,2,8,1,2511.521,3,0,,,,,225800802,,
2,22,58,2,8,1,2511.521,2,0,,,,,225800802,,
2,22,58,2,8,1,2511.521,6,0,,,,,225800802,,
2,22,58,2,9,1,837.580654350997,4,0,,,,,225800902,,
2,22,58,2,9,1,837.580654350997,3,0,,,,,225800902,,
2,22,58,2,9,1,837.580654350997,6,0,,,,,225800902,,
2,22,58,2,9,1,837.580654350997,5,0,,,,,225800902,,
2,22,58,2,9,1,837.580654350997,1,0,,,,,225800902,,
2,22,58,2,9,1,837.580654350997,2,0,,,,,225800902,,
2,22,58,2,10,1,837.580654350997,3,0,,,,,225801002,,
2,22,58,2,10,1,837.580654350997,6,0,,,,,225801002,,
2,22,58,2,10,1,837.580654350997,1,0,,,,,225801002,,
2,22,58,2,10,1,837.580654350997,7,0,,,,,225801002,,
2,22,58,2,10,1,837.580654350997,4,0,,,,,225801002,,
2,22,58,2,10,1,837.580654350997,5,0,,,,,225801002,,
2,22,58,2,11,1,837.580654350997,4,0,,,,,225801102,,
2,22,58,2,11,1,837.580654350997,2,0,,,,,225801102,,
2,22,58,2,11,1,837.580654350997,7,0,,,,,225801102,,
2,22,58,2,11,1,837.580654350997,1,0,,,,,225801102,,
2,22,58,2,11,1,837.580654350997,5,0,,,,,225801102,,
2,22,58,2,11,1,837.580654350997,3,0,,,,,225801102,,
2,22,58,2,12,1,837.580654350997,3,0,,,,,225801202,,
2,22,58,2,12,1,837.580654350997,1,0,,,,,225801202,,
2,22,58,2,12,1,837.580654350997,5,0,,,,,225801202,,
2,22,58,2,12,1,837.580654350997,2,0,,,,,225801202,,
2,22,58,2,12,1,837.580654350997,6,0,,,,,225801202,,
2,22,58,2,12,1,837.580654350997,7,0,,,,,225801202,,
2,22,58,2,13,1,2511.521,7,0,,,,,225801302,,
2,22,58,2,13,1,2511.521,5,0,,,,,225801302,,
2,22,58,2,13,1,2511.521,4,0,,,,,225801302,,
2,22,58,2,13,1,2511.521,2,0,,,,,225801302,,
2,22,58,2,13,1,2511.521,3,0,,,,,225801302,,
2,22,58,2,13,1,2511.521,6,0,,,,,225801302,,
2,22,58,2,14,1,2511.521,4,0,,,,,225801402,,
2,22,58,2,14,1,2511.521,2,0,,,,,225801402,,
2,22,58,2,14,1,2511.521,3,0,,,,,225801402,,
2,22,58,2,14,1,2511.521,6,0,,,,,225801402,,
2,22,58,2,14,1,2511.521,1,0,,,,,225801402,,
2,22,58,2,14,1,2511.521,7,0,,,,,225801402,,
2,22,58,2,15,1,2511.521,1,0,,,,,225801502,,
2,22,58,2,15,1,2511.521,5,0,,,,,225801502,,
2,22,58,2,15,1,2511.521,7,0,,,,,225801502,,
2,22,58,2,15,1,2511.521,3,0,,,,,225801502,,
2,22,58,2,15,1,2511.521,2,0,,,,,225801502,,
2,22,58,2,15,1,2511.521,4,0,,,,,225801502,,
2,22,58,2,16,1,2511.521,6,0,,,,,225801602,,
2,22,58,2,16,1,2511.521,3,0,,,,,225801602,,
2,22,58,2,16,1,2511.521,4,0,,,,,225801602,,
2,22,58,2,16,1,2511.521,5,0,,,,,225801602,,
2,22,58,2,16,1,2511.521,2,0,,,,,225801602,,
2,22,58,2,16,1,2511.521,1,0,,,,,225801602,,
2,22,58,2,17,1,2511.521,7,0,,,,,225801702,,
2,22,58,2,17,1,2511.521,2,0,,,,,225801702,,
2,22,58,2,17,1,2511.521,5,0,,,,,225801702,,
2,22,58,2,17,1,2511.521,1,0,,,,,225801702,,
2,22,58,2,17,1,2511.521,3,0,,,,,225801702,,
2,22,58,2,17,1,2511.521,4,0,,,,,225801702,,
2,22,58,2,18,1,837.580654350997,2,0,,,,,225801802,,
2,22,58,2,18,1,837.580654350997,7,0,,,,,225801802,,
2,22,58,2,18,1,837.580654350997,3,0,,,,,225801802,,
2,22,58,2,18,1,837.580654350997,1,0,,,,,225801802,,
2,22,58,2,18,1,837.580654350997,4,0,,,,,225801802,,
2,22,58,2,18,1,837.580654350997,6,0,,,,,225801802,,
2,22,59,2,1,3,90.6259082417582,5,0,,,,,225900102,,
2,22,59,2,1,3,90.6259082417582,2,0,,,,,225900102,,
2,22,59,2,1,3,90.6259082417582,7,0,,,,,225900102,,
2,22,59,2,1,3,90.6259082417582,6,0,,,,,225900102,,
2,22,59,2,1,3,90.6259082417582,3,0,,,,,225900102,,
2,22,59,2,1,3,90.6259082417582,1,0,,,,,225900102,,
2,22,59,2,2,3,90.6259082417582,5,0,,,,,225900202,,
2,22,59,2,2,3,90.6259082417582,6,0,,,,,225900202,,
2,22,59,2,2,3,90.6259082417582,2,0,,,,,225900202,,
2,22,59,2,2,3,90.6259082417582,1,0,,,,,225900202,,
2,22,59,2,2,3,90.6259082417582,4,0,,,,,225900202,,
2,22,59,2,2,3,90.6259082417582,7,0,,,,,225900202,,
2,22,59,2,3,3,90.6259082417582,2,0,,,,,225900302,,
2,22,59,2,3,3,90.6259082417582,7,0,,,,,225900302,,
2,22,59,2,3,3,90.6259082417582,4,0,,,,,225900302,,
2,22,59,2,3,3,90.6259082417582,1,0,,,,,225900302,,
2,22,59,2,3,3,90.6259082417582,5,0,,,,,225900302,,
2,22,59,2,3,3,90.6259082417582,3,0,,,,,225900302,,
2,22,59,2,4,3,90.6259082417582,5,0,,,,,225900402,,
2,22,59,2,4,3,90.6259082417582,2,0,,,,,225900402,,
2,22,59,2,4,3,90.6259082417582,4,0,,,,,225900402,,
2,22,59,2,4,3,90.6259082417582,1,0,,,,,225900402,,
2,22,59,2,4,3,90.6259082417582,6,0,,,,,225900402,,
2,22,59,2,4,3,90.6259082417582,3,0,,,,,225900402,,
2,22,59,2,5,3,90.6259082417582,1,0,,,,,225900502,,
2,22,59,2,5,3,90.6259082417582,4,0,,,,,225900502,,
2,22,59,2,5,3,90.6259082417582,5,0,,,,,225900502,,
2,22,59,2,5,3,90.6259082417582,3,0,,,,,225900502,,
2,22,59,2,5,3,90.6259082417582,2,0,,,,,225900502,,
2,22,59,2,5,3,90.6259082417582,7,0,,,,,225900502,,
2,22,59,2,6,3,90.6259082417582,7,0,,,,,225900602,,
2,22,59,2,6,3,90.6259082417582,4,0,,,,,225900602,,
2,22,59,2,6,3,90.6259082417582,6,0,,,,,225900602,,
2,22,59,2,6,3,90.6259082417582,3,0,,,,,225900602,,
2,22,59,2,6,3,90.6259082417582,1,0,,,,,225900602,,
2,22,59,2,6,3,90.6259082417582,2,0,,,,,225900602,,
2,22,59,2,7,3,90.6259082417582,2,0,,,,,225900702,,
2,22,59,2,7,3,90.6259082417582,6,0,,,,,225900702,,
2,22,59,2,7,3,90.6259082417582,5,0,,,,,225900702,,
2,22,59,2,7,3,90.6259082417582,4,0,,,,,225900702,,
2,22,59,2,7,3,90.6259082417582,3,0,,,,,225900702,,
2,22,59,2,7,3,90.6259082417582,1,0,,,,,225900702,,
2,22,59,2,8,3,90.6259082417582,6,0,,,,,225900802,,
2,22,59,2,8,3,90.6259082417582,5,0,,,,,225900802,,
2,22,59,2,8,3,90.6259082417582,3,0,,,,,225900802,,
2,22,59,2,8,3,90.6259082417582,1,0,,,,,225900802,,
2,22,59,2,8,3,90.6259082417582,7,0,,,,,225900802,,
2,22,59,2,8,3,90.6259082417582,2,0,,,,,225900802,,
2,22,59,2,9,3,90.6259082417582,2,0,,,,,225900902,,
2,22,59,2,9,3,90.6259082417582,1,0,,,,,225900902,,
2,22,59,2,9,3,90.6259082417582,6,0,,,,,225900902,,
2,22,59,2,9,3,90.6259082417582,4,0,,,,,225900902,,
2,22,59,2,9,3,90.6259082417582,5,0,,,,,225900902,,
2,22,59,2,9,3,90.6259082417582,7,0,,,,,225900902,,
2,22,59,2,10,3,90.6259082417582,7,0,,,,,225901002,,
2,22,59,2,10,3,90.6259082417582,3,0,,,,,225901002,,
2,22,59,2,10,3,90.6259082417582,2,0,,,,,225901002,,
2,22,59,2,10,3,90.6259082417582,6,0,,,,,225901002,,
2,22,59,2,10,3,90.6259082417582,4,0,,,,,225901002,,
2,22,59,2,10,3,90.6259082417582,5,0,,,,,225901002,,
2,22,59,2,11,3,90.6259082417582,6,0,,,,,225901102,,
2,22,59,2,11,3,90.6259082417582,4,0,,,,,225901102,,
2,22,59,2,11,3,90.6259082417582,3,0,,,,,225901102,,
2,22,59,2,11,3,90.6259082417582,5,0,,,,,225901102,,
2,22,59,2,11,3,90.6259082417582,7,0,,,,,225901102,,
2,22,59,2,11,3,90.6259082417582,1,0,,,,,225901102,,
2,22,59,2,12,3,16.01351,4,0,,,,,225901202,,
2,22,59,2,12,3,16.01351,2,0,,,,,225901202,,
2,22,59,2,12,3,16.01351,7,0,,,,,225901202,,
2,22,59,2,12,3,16.01351,5,0,,,,,225901202,,
2,22,59,2,12,3,16.01351,1,0,,,,,225901202,,
2,22,59,2,12,3,16.01351,6,0,,,,,225901202,,
2,22,59,2,13,3,16.01351,7,0,,,,,225901302,,
2,22,59,2,13,3,16.01351,4,0,,,,,225901302,,
2,22,59,2,13,3,16.01351,5,0,,,,,225901302,,
2,22,59,2,13,3,16.01351,6,0,,,,,225901302,,
2,22,59,2,13,3,16.01351,3,0,,,,,225901302,,
2,22,59,2,13,3,16.01351,2,0,,,,,225901302,,
2,22,59,2,14,3,16.01351,3,0,,,,,225901402,,
2,22,59,2,14,3,16.01351,5,0,,,,,225901402,,
2,22,59,2,14,3,16.01351,4,0,,,,,225901402,,
2,22,59,2,14,3,16.01351,2,0,,,,,225901402,,
2,22,59,2,14,3,16.01351,7,0,,,,,225901402,,
2,22,59,2,14,3,16.01351,1,0,,,,,225901402,,
2,22,59,2,15,3,16.01351,4,0,,,,,225901502,,
2,22,59,2,15,3,16.01351,5,0,,,,,225901502,,
2,22,59,2,15,3,16.01351,3,0,,,,,225901502,,
2,22,59,2,15,3,16.01351,6,0,,,,,225901502,,
2,22,59,2,15,3,16.01351,2,0,,,,,225901502,,
2,22,59,2,15,3,16.01351,1,0,,,,,225901502,,
2,22,59,2,16,3,90.6259082417582,5,0,,,,,225901602,,
2,22,59,2,16,3,90.6259082417582,3,0,,,,,225901602,,
2,22,59,2,16,3,90.6259082417582,1,0,,,,,225901602,,
2,22,59,2,16,3,90.6259082417582,6,0,,,,,225901602,,
2,22,59,2,16,3,90.6259082417582,2,0,,,,,225901602,,
2,22,59,2,16,3,90.6259082417582,7,0,,,,,225901602,,
2,22,59,2,17,3,16.01351,5,0,,,,,225901702,,
2,22,59,2,17,3,16.01351,6,0,,,,,225901702,,
2,22,59,2,17,3,16.01351,2,0,,,,,225901702,,
2,22,59,2,17,3,16.01351,4,0,,,,,225901702,,
2,22,59,2,17,3,16.01351,1,0,,,,,225901702,,
2,22,59,2,17,3,16.01351,7,0,,,,,225901702,,
2,22,59,2,18,3,90.6259082417582,1,0,,,,,225901802,,
2,22,59,2,18,3,90.6259082417582,6,0,,,,,225901802,,
2,22,59,2,18,3,90.6259082417582,3,0,,,,,225901802,,
2,22,59,2,18,3,90.6259082417582,4,0,,,,,225901802,,
2,22,59,2,18,3,90.6259082417582,5,0,,,,,225901802,,
2,22,59,2,18,3,90.6259082417582,2,0,,,,,225901802,,
2,22,60,2,1,3,41.5805368421053,5,0,,,,,226000102,,
2,22,60,2,1,3,41.5805368421053,1,0,,,,,226000102,,
2,22,60,2,1,3,41.5805368421053,6,0,,,,,226000102,,
2,22,60,2,1,3,41.5805368421053,3,0,,,,,226000102,,
2,22,60,2,1,3,41.5805368421053,7,0,,,,,226000102,,
2,22,60,2,1,3,41.5805368421053,2,0,,,,,226000102,,
2,22,60,2,2,3,41.5805368421053,6,0,,,,,226000202,,
2,22,60,2,2,3,41.5805368421053,5,0,,,,,226000202,,
2,22,60,2,2,3,41.5805368421053,4,0,,,,,226000202,,
2,22,60,2,2,3,41.5805368421053,1,0,,,,,226000202,,
2,22,60,2,2,3,41.5805368421053,2,0,,,,,226000202,,
2,22,60,2,2,3,41.5805368421053,3,0,,,,,226000202,,
2,22,60,2,3,3,131.6717,2,0,,,,,226000302,,
2,22,60,2,3,3,131.6717,3,0,,,,,226000302,,
2,22,60,2,3,3,131.6717,4,0,,,,,226000302,,
2,22,60,2,3,3,131.6717,7,0,,,,,226000302,,
2,22,60,2,3,3,131.6717,1,0,,,,,226000302,,
2,22,60,2,3,3,131.6717,5,0,,,,,226000302,,
2,22,60,2,4,3,41.5805368421053,4,0,,,,,226000402,,
2,22,60,2,4,3,41.5805368421053,3,0,,,,,226000402,,
2,22,60,2,4,3,41.5805368421053,5,0,,,,,226000402,,
2,22,60,2,4,3,41.5805368421053,7,0,,,,,226000402,,
2,22,60,2,4,3,41.5805368421053,1,0,,,,,226000402,,
2,22,60,2,4,3,41.5805368421053,6,0,,,,,226000402,,
2,22,60,2,5,3,41.5805368421053,6,0,,,,,226000502,,
2,22,60,2,5,3,41.5805368421053,2,0,,,,,226000502,,
2,22,60,2,5,3,41.5805368421053,7,0,,,,,226000502,,
2,22,60,2,5,3,41.5805368421053,5,0,,,,,226000502,,
2,22,60,2,5,3,41.5805368421053,4,0,,,,,226000502,,
2,22,60,2,5,3,41.5805368421053,1,0,,,,,226000502,,
2,22,60,2,6,3,41.5805368421053,7,0,,,,,226000602,,
2,22,60,2,6,3,41.5805368421053,1,0,,,,,226000602,,
2,22,60,2,6,3,41.5805368421053,6,0,,,,,226000602,,
2,22,60,2,6,3,41.5805368421053,4,0,,,,,226000602,,
2,22,60,2,6,3,41.5805368421053,5,0,,,,,226000602,,
2,22,60,2,6,3,41.5805368421053,3,0,,,,,226000602,,
2,22,60,2,7,3,131.6717,7,0,,,,,226000702,,
2,22,60,2,7,3,131.6717,2,0,,,,,226000702,,
2,22,60,2,7,3,131.6717,1,0,,,,,226000702,,
2,22,60,2,7,3,131.6717,5,0,,,,,226000702,,
2,22,60,2,7,3,131.6717,4,0,,,,,226000702,,
2,22,60,2,7,3,131.6717,3,0,,,,,226000702,,
2,22,60,2,8,3,41.5805368421053,5,0,,,,,226000802,,
2,22,60,2,8,3,41.5805368421053,4,0,,,,,226000802,,
2,22,60,2,8,3,41.5805368421053,6,0,,,,,226000802,,
2,22,60,2,8,3,41.5805368421053,3,0,,,,,226000802,,
2,22,60,2,8,3,41.5805368421053,2,0,,,,,226000802,,
2,22,60,2,8,3,41.5805368421053,1,0,,,,,226000802,,
2,22,60,2,9,3,131.6717,3,0,,,,,226000902,,
2,22,60,2,9,3,131.6717,6,0,,,,,226000902,,
2,22,60,2,9,3,131.6717,7,0,,,,,226000902,,
2,22,60,2,9,3,131.6717,2,0,,,,,226000902,,
2,22,60,2,9,3,131.6717,5,0,,,,,226000902,,
2,22,60,2,9,3,131.6717,1,0,,,,,226000902,,
2,22,60,2,10,3,131.6717,7,0,,,,,226001002,,
2,22,60,2,10,3,131.6717,2,0,,,,,226001002,,
2,22,60,2,10,3,131.6717,6,0,,,,,226001002,,
2,22,60,2,10,3,131.6717,5,0,,,,,226001002,,
2,22,60,2,10,3,131.6717,3,0,,,,,226001002,,
2,22,60,2,10,3,131.6717,4,0,,,,,226001002,,
2,22,60,2,11,3,131.6717,6,0,,,,,226001102,,
2,22,60,2,11,3,131.6717,5,0,,,,,226001102,,
2,22,60,2,11,3,131.6717,3,0,,,,,226001102,,
2,22,60,2,11,3,131.6717,2,0,,,,,226001102,,
2,22,60,2,11,3,131.6717,4,0,,,,,226001102,,
2,22,60,2,11,3,131.6717,1,0,,,,,226001102,,
2,22,60,2,12,3,41.5805368421053,7,0,,,,,226001202,,
2,22,60,2,12,3,41.5805368421053,6,0,,,,,226001202,,
2,22,60,2,12,3,41.5805368421053,5,0,,,,,226001202,,
2,22,60,2,12,3,41.5805368421053,4,0,,,,,226001202,,
2,22,60,2,12,3,41.5805368421053,3,0,,,,,226001202,,
2,22,60,2,12,3,41.5805368421053,1,0,,,,,226001202,,
2,22,60,2,13,3,41.5805368421053,6,0,,,,,226001302,,
2,22,60,2,13,3,41.5805368421053,1,0,,,,,226001302,,
2,22,60,2,13,3,41.5805368421053,3,0,,,,,226001302,,
2,22,60,2,13,3,41.5805368421053,7,0,,,,,226001302,,
2,22,60,2,13,3,41.5805368421053,4,0,,,,,226001302,,
2,22,60,2,13,3,41.5805368421053,2,0,,,,,226001302,,
2,22,60,2,14,3,131.6717,2,0,,,,,226001402,,
2,22,60,2,14,3,131.6717,6,0,,,,,226001402,,
2,22,60,2,14,3,131.6717,1,0,,,,,226001402,,
2,22,60,2,14,3,131.6717,5,0,,,,,226001402,,
2,22,60,2,14,3,131.6717,7,0,,,,,226001402,,
2,22,60,2,14,3,131.6717,4,0,,,,,226001402,,
2,22,60,2,15,3,131.6717,5,0,,,,,226001502,,
2,22,60,2,15,3,131.6717,2,0,,,,,226001502,,
2,22,60,2,15,3,131.6717,7,0,,,,,226001502,,
2,22,60,2,15,3,131.6717,1,0,,,,,226001502,,
