"Cluster","CO_ID","CI01","CI02","CI06","CI07","CI08","CO_F01","CO_F01_YON","CO_F02","CO_F02B","CO_F02_OTHER","CO_F03","CO_F04","CO_F05","CO_F06","Basicweight"
32,31,1,2,1,1,1,2,0,,,,,,,,4.23082260869565
32,31,1,2,1,1,1,4,0,,,,,,,,4.23082260869565
32,31,1,2,1,1,1,6,1,8,34,,11000,0,,,4.23082260869565
32,31,1,2,1,1,1,12,0,,,,,,,,4.23082260869565
32,31,1,2,1,1,1,1,1,1,,,1520,0,,,4.23082260869565
32,31,1,2,1,1,1,5,0,,,,,,,,4.23082260869565
32,31,1,2,1,1,1,13,0,,,,,,,,4.23082260869565
32,31,1,2,1,1,1,3,1,4,,,888,0,,,4.23082260869565
32,31,1,2,1,1,1,9,0,,,,,,,,4.23082260869565
32,31,1,2,1,1,1,8,0,,,,,,,,4.23082260869565
32,31,1,2,1,1,1,10,0,,,,,,,,4.23082260869565
32,31,1,2,1,1,1,11,0,,,,,,,,4.23082260869565
32,31,1,2,1,1,1,7,0,,,,,,,,4.23082260869565
33,32,1,2,1,1,1,4,0,,,,,,,,21.1555548
33,32,1,2,1,1,1,3,1,4,,,888,0,,,21.1555548
33,32,1,2,1,1,1,7,0,,,,,,,,21.1555548
33,32,1,2,1,1,1,11,0,,,,,,,,21.1555548
33,32,1,2,1,1,1,6,1,8,35,,12000,1,10000,11000,21.1555548
33,32,1,2,1,1,1,13,0,,,,,,,,21.1555548
33,32,1,2,1,1,1,8,0,,,,,,,,21.1555548
33,32,1,2,1,1,1,2,0,,,,,,,,21.1555548
33,32,1,2,1,1,1,9,0,,,,,,,,21.1555548
33,32,1,2,1,1,1,12,0,,,,,,,,21.1555548
33,32,1,2,1,1,1,10,0,,,,,,,,21.1555548
33,32,1,2,1,1,1,1,1,1,,,1563,0,,,21.1555548
33,32,1,2,1,1,1,5,0,,,,,,,,21.1555548
34,33,1,2,2,1,2,5,1,5,7,,1100,0,,,48.7433
34,33,1,2,2,1,2,2,0,,,,,,,,48.7433
34,33,1,2,2,1,2,6,1,1,,,350,1,300,330,48.7433
34,33,1,2,2,1,2,7,0,,,,,,,,48.7433
34,33,1,2,2,1,2,8,0,,,,,,,,48.7433
34,33,1,2,2,1,2,9,0,,,,,,,,48.7433
34,33,1,2,2,1,2,12,1,555,888,6,0,0,,,48.7433
34,33,1,2,2,1,2,13,0,,,,,,,,48.7433
34,33,1,2,2,1,2,11,0,,,,,,,,48.7433
34,33,1,2,2,1,2,1,0,,,,,,,,48.7433
34,33,1,2,2,1,2,3,1,4,,,888,0,,,48.7433
34,33,1,2,2,1,2,4,0,,,,,,,,48.7433
34,33,1,2,2,1,2,10,0,,,,,,,,48.7433
35,34,1,3,1,1,1,3,1,4,,,888,0,,,39.1813092105263
35,34,1,3,1,1,1,1,1,1,,,1541,1,1350,1433,39.1813092105263
35,34,1,3,1,1,1,4,1,3,,,289,0,,,39.1813092105263
35,34,1,3,1,1,1,8,0,,,,,,,,39.1813092105263
35,34,1,3,1,1,1,11,0,,,,,,,,39.1813092105263
35,34,1,3,1,1,1,10,0,,,,,,,,39.1813092105263
35,34,1,3,1,1,1,9,0,,,,,,,,39.1813092105263
35,34,1,3,1,1,1,12,0,,,,,,,,39.1813092105263
35,34,1,3,1,1,1,7,0,,,,,,,,39.1813092105263
35,34,1,3,1,1,1,5,0,,,,,,,,39.1813092105263
35,34,1,3,1,1,1,2,0,,,,,,,,39.1813092105263
35,34,1,3,1,1,1,6,1,1,,,350,1,290,320,39.1813092105263
35,34,1,3,1,1,1,13,0,,,,,,,,39.1813092105263
36,35,1,3,2,1,2,9,0,,,,,,,,33.7477419354839
36,35,1,3,2,1,2,13,0,,,,,,,,33.7477419354839
36,35,1,3,2,1,2,11,0,,,,,,,,33.7477419354839
36,35,1,3,2,1,2,12,0,,,,,,,,33.7477419354839
36,35,1,3,2,1,2,3,1,4,,,888,0,,,33.7477419354839
36,35,1,3,2,1,2,5,1,5,7,,1150,1,1080,1100,33.7477419354839
36,35,1,3,2,1,2,7,0,,,,,,,,33.7477419354839
36,35,1,3,2,1,2,2,0,,,,,,,,33.7477419354839
36,35,1,3,2,1,2,1,1,1,,,1250,1,1000,1300,33.7477419354839
36,35,1,3,2,1,2,4,0,,,,,,,,33.7477419354839
36,35,1,3,2,1,2,10,0,,,,,,,,33.7477419354839
36,35,1,3,2,1,2,8,0,,,,,,,,33.7477419354839
36,35,1,3,2,1,2,6,1,7,1.5,,400,1,350,400,33.7477419354839
37,36,1,3,1,1,1,10,0,,,,,,,,13.9474928131417
37,36,1,3,1,1,1,9,0,,,,,,,,13.9474928131417
37,36,1,3,1,1,1,4,0,,,,,,,,13.9474928131417
37,36,1,3,1,1,1,8,0,,,,,,,,13.9474928131417
37,36,1,3,1,1,1,2,0,,,,,,,,13.9474928131417
37,36,1,3,1,1,1,5,0,,,,,,,,13.9474928131417
37,36,1,3,1,1,1,12,0,,,,,,,,13.9474928131417
37,36,1,3,1,1,1,7,0,,,,,,,,13.9474928131417
37,36,1,3,1,1,1,11,0,,,,,,,,13.9474928131417
37,36,1,3,1,1,1,3,1,4,,,888,0,,,13.9474928131417
37,36,1,3,1,1,1,1,1,1,,,1250,1,1100,1300,13.9474928131417
37,36,1,3,1,1,1,13,0,,,,,,,,13.9474928131417
37,36,1,3,1,1,1,6,1,1,,,300,1,240,270,13.9474928131417
38,37,1,3,1,1,1,12,0,,,,,,,,12.3686712765957
38,37,1,3,1,1,1,3,1,4,,,888,0,,,12.3686712765957
38,37,1,3,1,1,1,10,0,,,,,,,,12.3686712765957
38,37,1,3,1,1,1,9,0,,,,,,,,12.3686712765957
38,37,1,3,1,1,1,5,1,5,7,,1100,1,980,1000,12.3686712765957
38,37,1,3,1,1,1,1,1,1,,,1400,0,,,12.3686712765957
38,37,1,3,1,1,1,6,1,8,30,,13000,1,12000,13000,12.3686712765957
38,37,1,3,1,1,1,2,0,,,,,,,,12.3686712765957
38,37,1,3,1,1,1,11,0,,,,,,,,12.3686712765957
38,37,1,3,1,1,1,8,1,2,,,1580,1,1000,1250,12.3686712765957
38,37,1,3,1,1,1,13,0,,,,,,,,12.3686712765957
38,37,1,3,1,1,1,7,0,,,,,,,,12.3686712765957
38,37,1,3,1,1,1,4,1,3,,,212,0,,,12.3686712765957
39,38,1,3,1,1,7,6,1,7,1.5,,400,1,300,350,28.5102728323699
39,38,1,3,1,1,7,7,0,,,,,,,,28.5102728323699
39,38,1,3,1,1,7,11,0,,,,,,,,28.5102728323699
39,38,1,3,1,1,7,3,1,4,,,888,0,,,28.5102728323699
39,38,1,3,1,1,7,13,0,,,,,,,,28.5102728323699
39,38,1,3,1,1,7,10,0,,,,,,,,28.5102728323699
39,38,1,3,1,1,7,1,1,1,,,1300,1,1000,1300,28.5102728323699
39,38,1,3,1,1,7,5,0,,,,,,,,28.5102728323699
39,38,1,3,1,1,7,8,0,,,,,,,,28.5102728323699
39,38,1,3,1,1,7,4,0,,,,,,,,28.5102728323699
39,38,1,3,1,1,7,2,0,,,,,,,,28.5102728323699
39,38,1,3,1,1,7,12,0,,,,,,,,28.5102728323699
39,38,1,3,1,1,7,9,0,,,,,,,,28.5102728323699
40,39,1,3,1,1,1,6,1,7,1.5,,350,1,300,350,46.9627568421053
40,39,1,3,1,1,1,11,0,,,,,,,,46.9627568421053
40,39,1,3,1,1,1,4,0,,,,,,,,46.9627568421053
40,39,1,3,1,1,1,7,0,,,,,,,,46.9627568421053
40,39,1,3,1,1,1,8,0,,,,,,,,46.9627568421053
40,39,1,3,1,1,1,10,0,,,,,,,,46.9627568421053
40,39,1,3,1,1,1,13,0,,,,,,,,46.9627568421053
40,39,1,3,1,1,1,9,0,,,,,,,,46.9627568421053
40,39,1,3,1,1,1,1,1,1,,,1250,1,1000,1300,46.9627568421053
40,39,1,3,1,1,1,2,0,,,,,,,,46.9627568421053
40,39,1,3,1,1,1,5,1,5,5,,750,1,580,650,46.9627568421053
40,39,1,3,1,1,1,12,0,,,,,,,,46.9627568421053
40,39,1,3,1,1,1,3,1,4,,,888,0,,,46.9627568421053
41,40,1,3,1,1,1,6,1,8,35,,11000,1,10000,11000,43.053996
41,40,1,3,1,1,1,1,1,1,,,1500,1,1200,1300,43.053996
41,40,1,3,1,1,1,3,1,4,,,888,0,,,43.053996
41,40,1,3,1,1,1,9,0,,,,,,,,43.053996
41,40,1,3,1,1,1,13,0,,,,,,,,43.053996
41,40,1,3,1,1,1,5,0,,,,,,,,43.053996
41,40,1,3,1,1,1,7,0,,,,,,,,43.053996
41,40,1,3,1,1,1,12,0,,,,,,,,43.053996
41,40,1,3,1,1,1,4,0,,,,,,,,43.053996
41,40,1,3,1,1,1,8,0,,,,,,,,43.053996
41,40,1,3,1,1,1,2,0,,,,,,,,43.053996
41,40,1,3,1,1,1,10,0,,,,,,,,43.053996
41,40,1,3,1,1,1,11,0,,,,,,,,43.053996
42,41,1,3,1,1,1,6,1,7,1,,350,1,300,330,23.9960368421053
42,41,1,3,1,1,1,13,0,,,,,,,,23.9960368421053
42,41,1,3,1,1,1,5,1,5,5,,800,0,,,23.9960368421053
42,41,1,3,1,1,1,9,0,,,,,,,,23.9960368421053
42,41,1,3,1,1,1,8,0,,,,,,,,23.9960368421053
42,41,1,3,1,1,1,1,1,1,,,1350,1,1275,1450,23.9960368421053
42,41,1,3,1,1,1,3,1,4,,,888,0,,,23.9960368421053
42,41,1,3,1,1,1,11,0,,,,,,,,23.9960368421053
42,41,1,3,1,1,1,7,0,,,,,,,,23.9960368421053
42,41,1,3,1,1,1,10,0,,,,,,,,23.9960368421053
42,41,1,3,1,1,1,12,0,,,,,,,,23.9960368421053
42,41,1,3,1,1,1,4,0,,,,,,,,23.9960368421053
42,41,1,3,1,1,1,2,0,,,,,,,,23.9960368421053
43,42,1,3,1,1,1,10,0,,,,,,,,27.0597727969349
43,42,1,3,1,1,1,5,1,1,,,150,0,,,27.0597727969349
43,42,1,3,1,1,1,4,1,3,,,119,0,,,27.0597727969349
43,42,1,3,1,1,1,12,0,,,,,,,,27.0597727969349
43,42,1,3,1,1,1,3,1,4,,,888,0,,,27.0597727969349
43,42,1,3,1,1,1,13,0,,,,,,,,27.0597727969349
43,42,1,3,1,1,1,6,1,1,,,300,1,240,270,27.0597727969349
43,42,1,3,1,1,1,8,0,,,,,,,,27.0597727969349
43,42,1,3,1,1,1,7,0,,,,,,,,27.0597727969349
43,42,1,3,1,1,1,1,1,1,,,1400,1,1250,1400,27.0597727969349
43,42,1,3,1,1,1,2,0,,,,,,,,27.0597727969349
43,42,1,3,1,1,1,9,0,,,,,,,,27.0597727969349
43,42,1,3,1,1,1,11,0,,,,,,,,27.0597727969349
45,43,1,3,1,1,1,6,1,7,1,,350,1,250,300,17.1043262068966
45,43,1,3,1,1,1,8,0,,,,,,,,17.1043262068966
45,43,1,3,1,1,1,11,0,,,,,,,,17.1043262068966
45,43,1,3,1,1,1,2,0,,,,,,,,17.1043262068966
45,43,1,3,1,1,1,5,1,5,6,,1000,1,900,950,17.1043262068966
45,43,1,3,1,1,1,10,0,,,,,,,,17.1043262068966
45,43,1,3,1,1,1,13,0,,,,,,,,17.1043262068966
45,43,1,3,1,1,1,7,0,,,,,,,,17.1043262068966
45,43,1,3,1,1,1,1,1,1,,,1667,1,1450,1700,17.1043262068966
45,43,1,3,1,1,1,12,0,,,,,,,,17.1043262068966
45,43,1,3,1,1,1,3,1,4,,,888,0,,,17.1043262068966
45,43,1,3,1,1,1,9,0,,,,,,,,17.1043262068966
45,43,1,3,1,1,1,4,1,3,,,228,0,,,17.1043262068966
46,44,1,3,2,1,4,12,1,555,888,6,888,0,,,34.238744813278
46,44,1,3,2,1,4,1,1,1,,,1700,0,,,34.238744813278
46,44,1,3,2,1,4,11,0,,,,,,,,34.238744813278
46,44,1,3,2,1,4,5,1,5,6,,1000,0,,,34.238744813278
46,44,1,3,2,1,4,13,0,,,,,,,,34.238744813278
46,44,1,3,2,1,4,10,0,,,,,,,,34.238744813278
46,44,1,3,2,1,4,6,1,7,1.5,,350,1,300,350,34.238744813278
46,44,1,3,2,1,4,7,0,,,,,,,,34.238744813278
46,44,1,3,2,1,4,8,0,,,,,,,,34.238744813278
46,44,1,3,2,1,4,9,0,,,,,,,,34.238744813278
46,44,1,3,2,1,4,3,1,4,,,888,0,,,34.238744813278
46,44,1,3,2,1,4,4,0,,,,,,,,34.238744813278
46,44,1,3,2,1,4,2,0,,,,,,,,34.238744813278
47,45,1,3,1,1,1,8,0,,,,,,,,88.8850588235294
47,45,1,3,1,1,1,6,0,,,,,,,,88.8850588235294
47,45,1,3,1,1,1,13,0,,,,,,,,88.8850588235294
47,45,1,3,1,1,1,3,1,4,,,888,0,,,88.8850588235294
47,45,1,3,1,1,1,10,0,,,,,,,,88.8850588235294
47,45,1,3,1,1,1,2,0,,,,,,,,88.8850588235294
47,45,1,3,1,1,1,12,0,,,,,,,,88.8850588235294
47,45,1,3,1,1,1,9,0,,,,,,,,88.8850588235294
47,45,1,3,1,1,1,11,0,,,,,,,,88.8850588235294
47,45,1,3,1,1,1,1,1,1,,,1558,1,1250,1300,88.8850588235294
47,45,1,3,1,1,1,4,0,,,,,,,,88.8850588235294
47,45,1,3,1,1,1,5,0,,,,,,,,88.8850588235294
47,45,1,3,1,1,1,7,0,,,,,,,,88.8850588235294
48,46,1,3,1,1,1,12,0,,,,,,,,24.1846151162791
48,46,1,3,1,1,1,11,0,,,,,,,,24.1846151162791
48,46,1,3,1,1,1,3,1,4,,,888,0,,,24.1846151162791
48,46,1,3,1,1,1,2,0,,,,,,,,24.1846151162791
48,46,1,3,1,1,1,6,1,1,,,350,1,200,250,24.1846151162791
48,46,1,3,1,1,1,8,0,,,,,,,,24.1846151162791
48,46,1,3,1,1,1,9,0,,,,,,,,24.1846151162791
48,46,1,3,1,1,1,1,1,1,,,1333,1,1250,1400,24.1846151162791
48,46,1,3,1,1,1,10,0,,,,,,,,24.1846151162791
48,46,1,3,1,1,1,4,1,3,,,285,0,,,24.1846151162791
48,46,1,3,1,1,1,13,0,,,,,,,,24.1846151162791
48,46,1,3,1,1,1,5,1,1,,,180,1,110,120,24.1846151162791
48,46,1,3,1,1,1,7,0,,,,,,,,24.1846151162791
49,47,1,3,1,1,1,9,0,,,,,,,,22.5478852941176
49,47,1,3,1,1,1,8,0,,,,,,,,22.5478852941176
49,47,1,3,1,1,1,13,0,,,,,,,,22.5478852941176
49,47,1,3,1,1,1,4,0,,,,,,,,22.5478852941176
49,47,1,3,1,1,1,5,0,,,,,,,,22.5478852941176
49,47,1,3,1,1,1,3,1,4,,,888,0,,,22.5478852941176
49,47,1,3,1,1,1,7,0,,,,,,,,22.5478852941176
49,47,1,3,1,1,1,2,0,,,,,,,,22.5478852941176
49,47,1,3,1,1,1,1,1,1,,,1300,1,1200,1250,22.5478852941176
49,47,1,3,1,1,1,12,0,,,,,,,,22.5478852941176
49,47,1,3,1,1,1,10,0,,,,,,,,22.5478852941176
49,47,1,3,1,1,1,11,0,,,,,,,,22.5478852941176
49,47,1,3,1,1,1,6,1,1,,,350,0,,,22.5478852941176
50,48,2,1,1,1,1,11,0,,,,,,,,20.2034487562189
50,48,2,1,1,1,1,9,0,,,,,,,,20.2034487562189
50,48,2,1,1,1,1,12,0,,,,,,,,20.2034487562189
50,48,2,1,1,1,1,3,1,4,,,888,0,,,20.2034487562189
50,48,2,1,1,1,1,5,1,5,7,,900,1,800,850,20.2034487562189
50,48,2,1,1,1,1,1,1,1,,,1200,1,1000,1200,20.2034487562189
50,48,2,1,1,1,1,2,0,,,,,,,,20.2034487562189
50,48,2,1,1,1,1,8,0,,,,,,,,20.2034487562189
50,48,2,1,1,1,1,10,0,,,,,,,,20.2034487562189
50,48,2,1,1,1,1,4,0,,,,,,,,20.2034487562189
50,48,2,1,1,1,1,6,1,7,1,,250,1,200,250,20.2034487562189
50,48,2,1,1,1,1,13,0,,,,,,,,20.2034487562189
50,48,2,1,1,1,1,7,0,,,,,,,,20.2034487562189
51,49,2,1,1,1,1,4,0,,,,,,,,8.52196355140187
51,49,2,1,1,1,1,12,0,,,,,,,,8.52196355140187
51,49,2,1,1,1,1,9,0,,,,,,,,8.52196355140187
51,49,2,1,1,1,1,13,0,,,,,,,,8.52196355140187
51,49,2,1,1,1,1,10,0,,,,,,,,8.52196355140187
51,49,2,1,1,1,1,8,0,,,,,,,,8.52196355140187
51,49,2,1,1,1,1,11,0,,,,,,,,8.52196355140187
51,49,2,1,1,1,1,1,1,1,,,1300,0,,,8.52196355140187
51,49,2,1,1,1,1,3,1,4,,,888,0,,,8.52196355140187
51,49,2,1,1,1,1,2,0,,,,,,,,8.52196355140187
51,49,2,1,1,1,1,7,0,,,,,,,,8.52196355140187
51,49,2,1,1,1,1,5,0,,,,,,,,8.52196355140187
51,49,2,1,1,1,1,6,1,7,1,,250,1,200,250,8.52196355140187
52,50,2,1,2,1,1,4,0,,,,,,,,90.9873333333333
52,50,2,1,2,1,1,10,0,,,,,,,,90.9873333333333
52,50,2,1,2,1,1,13,0,,,,,,,,90.9873333333333
52,50,2,1,2,1,1,8,0,,,,,,,,90.9873333333333
52,50,2,1,2,1,1,6,1,7,1,,300,0,,,90.9873333333333
52,50,2,1,2,1,1,3,1,4,,,888,0,,,90.9873333333333
52,50,2,1,2,1,1,5,1,5,7,,800,0,,,90.9873333333333
52,50,2,1,2,1,1,9,0,,,,,,,,90.9873333333333
52,50,2,1,2,1,1,1,0,,,,,,,,90.9873333333333
52,50,2,1,2,1,1,11,1,555,0,8,0,0,,,90.9873333333333
52,50,2,1,2,1,1,7,0,,,,,,,,90.9873333333333
52,50,2,1,2,1,1,2,0,,,,,,,,90.9873333333333
52,50,2,1,2,1,1,12,1,5,888,,0,0,,,90.9873333333333
53,51,2,1,2,1,1,9,0,,,,,,,,152.80155
53,51,2,1,2,1,1,4,0,,,,,,,,152.80155
53,51,2,1,2,1,1,11,0,,,,,,,,152.80155
53,51,2,1,2,1,1,7,0,,,,,,,,152.80155
53,51,2,1,2,1,1,2,0,,,,,,,,152.80155
53,51,2,1,2,1,1,5,1,5,7,,800,1,740,780,152.80155
53,51,2,1,2,1,1,10,0,,,,,,,,152.80155
53,51,2,1,2,1,1,13,0,,,,,,,,152.80155
53,51,2,1,2,1,1,8,0,,,,,,,,152.80155
53,51,2,1,2,1,1,6,0,,,,,,,,152.80155
53,51,2,1,2,1,1,3,1,4,,,888,0,,,152.80155
53,51,2,1,2,1,1,12,1,5,888,,0,0,,,152.80155
53,51,2,1,2,1,1,1,0,,,,,,,,152.80155
54,52,2,1,2,1,1,13,0,,,,,,,,45.2318409090909
54,52,2,1,2,1,1,5,1,5,7,,700,0,,,45.2318409090909
54,52,2,1,2,1,1,4,0,,,,,,,,45.2318409090909
54,52,2,1,2,1,1,10,0,,,,,,,,45.2318409090909
54,52,2,1,2,1,1,12,0,,,,,,,,45.2318409090909
54,52,2,1,2,1,1,7,0,,,,,,,,45.2318409090909
54,52,2,1,2,1,1,9,0,,,,,,,,45.2318409090909
54,52,2,1,2,1,1,8,0,,,,,,,,45.2318409090909
54,52,2,1,2,1,1,2,0,,,,,,,,45.2318409090909
54,52,2,1,2,1,1,6,1,8,35,,8000,0,,,45.2318409090909
54,52,2,1,2,1,1,3,1,4,,,888,0,,,45.2318409090909
54,52,2,1,2,1,1,1,0,,,,,,,,45.2318409090909
54,52,2,1,2,1,1,11,0,,,,,,,,45.2318409090909
55,53,2,1,2,1,1,10,0,,,,,,,,207.560347826087
55,53,2,1,2,1,1,13,0,,,,,,,,207.560347826087
55,53,2,1,2,1,1,1,0,,,,,,,,207.560347826087
55,53,2,1,2,1,1,12,1,555,0,16,0,0,,,207.560347826087
55,53,2,1,2,1,1,7,0,,,,,,,,207.560347826087
55,53,2,1,2,1,1,6,0,,,,,,,,207.560347826087
55,53,2,1,2,1,1,9,0,,,,,,,,207.560347826087
55,53,2,1,2,1,1,11,0,,,,,,,,207.560347826087
55,53,2,1,2,1,1,5,1,5,7,,900,1,800,850,207.560347826087
55,53,2,1,2,1,1,3,1,4,,,888,0,,,207.560347826087
55,53,2,1,2,1,1,8,0,,,,,,,,207.560347826087
55,53,2,1,2,1,1,2,0,,,,,,,,207.560347826087
55,53,2,1,2,1,1,4,0,,,,,,,,207.560347826087
56,54,2,2,2,1,10,13,0,,,,,,,,11.9489366834171
56,54,2,2,2,1,10,12,0,,,,,,,,11.9489366834171
56,54,2,2,2,1,10,2,0,,,,,,,,11.9489366834171
56,54,2,2,2,1,10,11,0,,,,,,,,11.9489366834171
56,54,2,2,2,1,10,7,0,,,,,,,,11.9489366834171
56,54,2,2,2,1,10,4,0,,,,,,,,11.9489366834171
56,54,2,2,2,1,10,5,1,5,7,,700,0,,,11.9489366834171
56,54,2,2,2,1,10,1,0,,,,,,,,11.9489366834171
56,54,2,2,2,1,10,10,0,,,,,,,,11.9489366834171
56,54,2,2,2,1,10,6,1,1,,,300,1,250,280,11.9489366834171
56,54,2,2,2,1,10,8,0,,,,,,,,11.9489366834171
56,54,2,2,2,1,10,3,1,4,,,888,0,,,11.9489366834171
56,54,2,2,2,1,10,9,0,,,,,,,,11.9489366834171
57,55,2,2,2,1,10,11,0,,,,,,,,6.323716875
57,55,2,2,2,1,10,10,0,,,,,,,,6.323716875
57,55,2,2,2,1,10,9,0,,,,,,,,6.323716875
57,55,2,2,2,1,10,7,0,,,,,,,,6.323716875
57,55,2,2,2,1,10,6,0,,,,,,,,6.323716875
57,55,2,2,2,1,10,3,1,4,,,888,0,,,6.323716875
57,55,2,2,2,1,10,5,1,5,7,,700,0,,,6.323716875
57,55,2,2,2,1,10,12,0,,,,,,,,6.323716875
57,55,2,2,2,1,10,8,0,,,,,,,,6.323716875
57,55,2,2,2,1,10,13,0,,,,,,,,6.323716875
57,55,2,2,2,1,10,4,0,,,,,,,,6.323716875
57,55,2,2,2,1,10,2,0,,,,,,,,6.323716875
57,55,2,2,2,1,10,1,0,,,,,,,,6.323716875
58,56,2,2,2,1,10,1,0,,,,,,,,94.0141550802139
58,56,2,2,2,1,10,2,0,,,,,,,,94.0141550802139
58,56,2,2,2,1,10,4,0,,,,,,,,94.0141550802139
58,56,2,2,2,1,10,11,0,,,,,,,,94.0141550802139
58,56,2,2,2,1,10,5,1,5,7,,800,1,700,800,94.0141550802139
58,56,2,2,2,1,10,13,0,,,,,,,,94.0141550802139
58,56,2,2,2,1,10,6,1,1,,,300,1,230,250,94.0141550802139
58,56,2,2,2,1,10,9,0,,,,,,,,94.0141550802139
58,56,2,2,2,1,10,8,0,,,,,,,,94.0141550802139
58,56,2,2,2,1,10,12,0,,,,,,,,94.0141550802139
58,56,2,2,2,1,10,3,1,4,,,888,0,,,94.0141550802139
58,56,2,2,2,1,10,10,0,,,,,,,,94.0141550802139
58,56,2,2,2,1,10,7,0,,,,,,,,94.0141550802139
59,57,2,2,2,1,10,8,0,,,,,,,,11.4382214285714
59,57,2,2,2,1,10,3,1,4,,,888,0,,,11.4382214285714
59,57,2,2,2,1,10,5,1,5,7,,900,1,770,850,11.4382214285714
59,57,2,2,2,1,10,7,0,,,,,,,,11.4382214285714
59,57,2,2,2,1,10,6,0,,,,,,,,11.4382214285714
59,57,2,2,2,1,10,9,0,,,,,,,,11.4382214285714
59,57,2,2,2,1,10,10,0,,,,,,,,11.4382214285714
59,57,2,2,2,1,10,11,0,,,,,,,,11.4382214285714
59,57,2,2,2,1,10,13,0,,,,,,,,11.4382214285714
59,57,2,2,2,1,10,4,0,,,,,,,,11.4382214285714
59,57,2,2,2,1,10,2,0,,,,,,,,11.4382214285714
59,57,2,2,2,1,10,1,0,,,,,,,,11.4382214285714
59,57,2,2,2,1,10,12,0,,,,,,,,11.4382214285714
60,58,2,2,2,1,10,9,0,,,,,,,,15.5927013157895
60,58,2,2,2,1,10,8,0,,,,,,,,15.5927013157895
60,58,2,2,2,1,10,4,0,,,,,,,,15.5927013157895
60,58,2,2,2,1,10,6,0,,,,,,,,15.5927013157895
60,58,2,2,2,1,10,3,1,4,,,888,0,,,15.5927013157895
60,58,2,2,2,1,10,13,0,,,,,,,,15.5927013157895
60,58,2,2,2,1,10,11,0,,,,,,,,15.5927013157895
60,58,2,2,2,1,10,12,0,,,,,,,,15.5927013157895
60,58,2,2,2,1,10,1,0,,,,,,,,15.5927013157895
60,58,2,2,2,1,10,2,0,,,,,,,,15.5927013157895
60,58,2,2,2,1,10,7,0,,,,,,,,15.5927013157895
60,58,2,2,2,1,10,5,1,5,5,,500,1,450,480,15.5927013157895
60,58,2,2,2,1,10,10,0,,,,,,,,15.5927013157895
61,59,2,2,2,1,10,11,0,,,,,,,,10.5182256410256
61,59,2,2,2,1,10,9,0,,,,,,,,10.5182256410256
61,59,2,2,2,1,10,6,0,,,,,,,,10.5182256410256
61,59,2,2,2,1,10,5,1,5,5,,700,1,580,650,10.5182256410256
61,59,2,2,2,1,10,7,0,,,,,,,,10.5182256410256
61,59,2,2,2,1,10,13,0,,,,,,,,10.5182256410256
61,59,2,2,2,1,10,12,1,1,,,0,0,,,10.5182256410256
61,59,2,2,2,1,10,4,0,,,,,,,,10.5182256410256
61,59,2,2,2,1,10,8,0,,,,,,,,10.5182256410256
61,59,2,2,2,1,10,2,0,,,,,,,,10.5182256410256
61,59,2,2,2,1,10,3,1,4,,,888,0,,,10.5182256410256
61,59,2,2,2,1,10,1,0,,,,,,,,10.5182256410256
61,59,2,2,2,1,10,10,0,,,,,,,,10.5182256410256
62,60,2,2,2,1,10,13,0,,,,,,,,9.59673777777778
62,60,2,2,2,1,10,2,0,,,,,,,,9.59673777777778
62,60,2,2,2,1,10,7,0,,,,,,,,9.59673777777778
62,60,2,2,2,1,10,11,0,,,,,,,,9.59673777777778
62,60,2,2,2,1,10,4,0,,,,,,,,9.59673777777778
62,60,2,2,2,1,10,9,0,,,,,,,,9.59673777777778
62,60,2,2,2,1,10,8,0,,,,,,,,9.59673777777778
62,60,2,2,2,1,10,12,0,,,,,,,,9.59673777777778
62,60,2,2,2,1,10,6,0,,,,,,,,9.59673777777778
62,60,2,2,2,1,10,1,0,,,,,,,,9.59673777777778
62,60,2,2,2,1,10,10,0,,,,,,,,9.59673777777778
62,60,2,2,2,1,10,3,1,4,,,888,0,,,9.59673777777778
62,60,2,2,2,1,10,5,1,5,5,,600,1,550,580,9.59673777777778
63,61,2,2,2,1,10,5,1,5,6,,700,1,580,600,5.68636416666667
63,61,2,2,2,1,10,13,0,,,,,,,,5.68636416666667
63,61,2,2,2,1,10,12,0,,,,,,,,5.68636416666667
63,61,2,2,2,1,10,2,0,,,,,,,,5.68636416666667
63,61,2,2,2,1,10,8,0,,,,,,,,5.68636416666667
63,61,2,2,2,1,10,11,0,,,,,,,,5.68636416666667
63,61,2,2,2,1,10,9,0,,,,,,,,5.68636416666667
63,61,2,2,2,1,10,1,0,,,,,,,,5.68636416666667
63,61,2,2,2,1,10,6,0,,,,,,,,5.68636416666667
63,61,2,2,2,1,10,7,0,,,,,,,,5.68636416666667
63,61,2,2,2,1,10,3,1,4,,,888,0,,,5.68636416666667
63,61,2,2,2,1,10,4,0,,,,,,,,5.68636416666667
63,61,2,2,2,1,10,10,0,,,,,,,,5.68636416666667
64,62,2,2,2,1,10,8,0,,,,,,,,7.20332459016393
64,62,2,2,2,1,10,1,0,,,,,,,,7.20332459016393
64,62,2,2,2,1,10,10,0,,,,,,,,7.20332459016393
64,62,2,2,2,1,10,3,1,4,,,888,0,,,7.20332459016393
64,62,2,2,2,1,10,13,0,,,,,,,,7.20332459016393
64,62,2,2,2,1,10,5,1,5,7,,800,1,740,800,7.20332459016393
64,62,2,2,2,1,10,2,0,,,,,,,,7.20332459016393
