"Cluster","CO_ID","CI01","CI02","CI06","CI07","CI08","CO_F01","CO_F01_YON","CO_F02","CO_F02B","CO_F02_OTHER","CO_F03","CO_F04","CO_F05","CO_F06","Basicweight"
103,94,2,5,2,1,1,3,1,4,,,888,0,,,7.06769470588235
103,94,2,5,2,1,1,7,0,,,,,,,,7.06769470588235
103,94,2,5,2,1,1,10,0,,,,,,,,7.06769470588235
103,94,2,5,2,1,1,5,1,5,5,,600,0,,,7.06769470588235
103,94,2,5,2,1,1,4,0,,,,,,,,7.06769470588235
103,94,2,5,2,1,1,8,0,,,,,,,,7.06769470588235
103,94,2,5,2,1,1,2,0,,,,,,,,7.06769470588235
104,95,2,5,2,1,1,5,1,5,7,,900,1,770,800,11.688666
104,95,2,5,2,1,1,1,0,,,,,,,,11.688666
104,95,2,5,2,1,1,6,0,,,,,,,,11.688666
104,95,2,5,2,1,1,13,0,,,,,,,,11.688666
104,95,2,5,2,1,1,10,0,,,,,,,,11.688666
104,95,2,5,2,1,1,9,0,,,,,,,,11.688666
104,95,2,5,2,1,1,12,0,,,,,,,,11.688666
104,95,2,5,2,1,1,8,0,,,,,,,,11.688666
104,95,2,5,2,1,1,2,0,,,,,,,,11.688666
104,95,2,5,2,1,1,7,0,,,,,,,,11.688666
104,95,2,5,2,1,1,4,0,,,,,,,,11.688666
104,95,2,5,2,1,1,3,1,4,,,888,0,,,11.688666
104,95,2,5,2,1,1,11,0,,,,,,,,11.688666
105,96,2,5,2,1,1,6,0,,,,,,,,7.49371745454545
105,96,2,5,2,1,1,5,1,5,6,,700,0,,,7.49371745454545
105,96,2,5,2,1,1,3,1,4,,,888,0,,,7.49371745454545
105,96,2,5,2,1,1,10,0,,,,,,,,7.49371745454545
105,96,2,5,2,1,1,9,0,,,,,,,,7.49371745454545
105,96,2,5,2,1,1,13,0,,,,,,,,7.49371745454545
105,96,2,5,2,1,1,2,0,,,,,,,,7.49371745454545
105,96,2,5,2,1,1,12,0,,,,,,,,7.49371745454545
105,96,2,5,2,1,1,8,0,,,,,,,,7.49371745454545
105,96,2,5,2,1,1,7,0,,,,,,,,7.49371745454545
105,96,2,5,2,1,1,1,0,,,,,,,,7.49371745454545
105,96,2,5,2,1,1,11,0,,,,,,,,7.49371745454545
105,96,2,5,2,1,1,4,0,,,,,,,,7.49371745454545
114,97,2,6,2,1,1,4,0,,,,,,,,109.48854
114,97,2,6,2,1,1,2,0,,,,,,,,109.48854
114,97,2,6,2,1,1,7,0,,,,,,,,109.48854
114,97,2,6,2,1,1,5,1,5,5,,600,1,500,580,109.48854
114,97,2,6,2,1,1,6,0,,,,,,,,109.48854
114,97,2,6,2,1,1,12,0,,,,,,,,109.48854
114,97,2,6,2,1,1,9,0,,,,,,,,109.48854
114,97,2,6,2,1,1,3,1,4,,,888,0,,,109.48854
114,97,2,6,2,1,1,10,0,,,,,,,,109.48854
114,97,2,6,2,1,1,11,0,,,,,,,,109.48854
114,97,2,6,2,1,1,13,0,,,,,,,,109.48854
114,97,2,6,2,1,1,8,0,,,,,,,,109.48854
114,97,2,6,2,1,1,1,0,,,,,,,,109.48854
115,98,2,6,1,1,1,8,0,,,,,,,,6.9631550877193
115,98,2,6,1,1,1,1,1,1,,,1300,0,,,6.9631550877193
115,98,2,6,1,1,1,6,1,8,35,,8000,0,,,6.9631550877193
115,98,2,6,1,1,1,9,0,,,,,,,,6.9631550877193
115,98,2,6,1,1,1,3,1,4,,,888,0,,,6.9631550877193
115,98,2,6,1,1,1,12,0,,,,,,,,6.9631550877193
115,98,2,6,1,1,1,13,0,,,,,,,,6.9631550877193
115,98,2,6,1,1,1,7,0,,,,,,,,6.9631550877193
115,98,2,6,1,1,1,10,0,,,,,,,,6.9631550877193
115,98,2,6,1,1,1,2,0,,,,,,,,6.9631550877193
115,98,2,6,1,1,1,4,0,,,,,,,,6.9631550877193
115,98,2,6,1,1,1,11,0,,,,,,,,6.9631550877193
115,98,2,6,1,1,1,5,1,5,6,,700,0,,,6.9631550877193
116,99,2,6,2,1,1,8,0,,,,,,,,138.22532038835
116,99,2,6,2,1,1,13,0,,,,,,,,138.22532038835
116,99,2,6,2,1,1,11,0,,,,,,,,138.22532038835
116,99,2,6,2,1,1,2,0,,,,,,,,138.22532038835
116,99,2,6,2,1,1,7,0,,,,,,,,138.22532038835
116,99,2,6,2,1,1,6,0,,,,,,,,138.22532038835
116,99,2,6,2,1,1,10,0,,,,,,,,138.22532038835
116,99,2,6,2,1,1,5,1,5,7,,800,1,750,780,138.22532038835
116,99,2,6,2,1,1,1,0,,,,,,,,138.22532038835
116,99,2,6,2,1,1,4,0,,,,,,,,138.22532038835
116,99,2,6,2,1,1,9,0,,,,,,,,138.22532038835
116,99,2,6,2,1,1,12,1,5,888,,0,0,,,138.22532038835
116,99,2,6,2,1,1,3,1,4,,,888,0,,,138.22532038835
117,100,2,6,2,1,1,8,0,,,,,,,,121.078246153846
117,100,2,6,2,1,1,9,0,,,,,,,,121.078246153846
117,100,2,6,2,1,1,1,0,,,,,,,,121.078246153846
117,100,2,6,2,1,1,13,0,,,,,,,,121.078246153846
117,100,2,6,2,1,1,2,0,,,,,,,,121.078246153846
117,100,2,6,2,1,1,3,1,4,,,888,0,,,121.078246153846
117,100,2,6,2,1,1,12,1,5,888,,0,0,,,121.078246153846
117,100,2,6,2,1,1,11,0,,,,,,,,121.078246153846
117,100,2,6,2,1,1,5,1,5,7,,800,1,750,800,121.078246153846
117,100,2,6,2,1,1,7,0,,,,,,,,121.078246153846
117,100,2,6,2,1,1,6,1,1,,,250,0,,,121.078246153846
117,100,2,6,2,1,1,10,0,,,,,,,,121.078246153846
117,100,2,6,2,1,1,4,0,,,,,,,,121.078246153846
118,101,2,6,2,1,2,7,0,,,,,,,,164.318615384615
118,101,2,6,2,1,2,9,0,,,,,,,,164.318615384615
118,101,2,6,2,1,2,12,1,5,888,,0,0,,,164.318615384615
118,101,2,6,2,1,2,6,0,,,,,,,,164.318615384615
118,101,2,6,2,1,2,10,0,,,,,,,,164.318615384615
118,101,2,6,2,1,2,8,0,,,,,,,,164.318615384615
118,101,2,6,2,1,2,13,0,,,,,,,,164.318615384615
118,101,2,6,2,1,2,5,1,555,0,5,0,0,,,164.318615384615
118,101,2,6,2,1,2,11,0,,,,,,,,164.318615384615
118,101,2,6,2,1,2,1,0,,,,,,,,164.318615384615
118,101,2,6,2,1,2,2,0,,,,,,,,164.318615384615
118,101,2,6,2,1,2,4,0,,,,,,,,164.318615384615
118,101,2,6,2,1,2,3,1,4,,,888,0,,,164.318615384615
119,102,2,6,1,1,1,9,0,,,,,,,,26.6755114503817
119,102,2,6,1,1,1,3,1,4,,,888,0,,,26.6755114503817
119,102,2,6,1,1,1,8,0,,,,,,,,26.6755114503817
119,102,2,6,1,1,1,4,0,,,,,,,,26.6755114503817
119,102,2,6,1,1,1,5,1,5,8,,1000,1,900,950,26.6755114503817
119,102,2,6,1,1,1,1,0,,,,,,,,26.6755114503817
119,102,2,6,1,1,1,11,0,,,,,,,,26.6755114503817
119,102,2,6,1,1,1,2,0,,,,,,,,26.6755114503817
119,102,2,6,1,1,1,10,0,,,,,,,,26.6755114503817
119,102,2,6,1,1,1,12,0,,,,,,,,26.6755114503817
119,102,2,6,1,1,1,6,1,8,35,,9000,1,8000,9000,26.6755114503817
119,102,2,6,1,1,1,7,0,,,,,,,,26.6755114503817
119,102,2,6,1,1,1,13,0,,,,,,,,26.6755114503817
120,103,2,7,1,1,1,7,0,,,,,,,,10.14123
120,103,2,7,1,1,1,12,1,5,888,,0,0,,,10.14123
120,103,2,7,1,1,1,3,1,4,,,888,0,,,10.14123
120,103,2,7,1,1,1,2,0,,,,,,,,10.14123
120,103,2,7,1,1,1,9,0,,,,,,,,10.14123
120,103,2,7,1,1,1,1,1,1,,,1666,0,,,10.14123
120,103,2,7,1,1,1,13,0,,,,,,,,10.14123
120,103,2,7,1,1,1,10,0,,,,,,,,10.14123
120,103,2,7,1,1,1,5,0,,,,,,,,10.14123
120,103,2,7,1,1,1,11,0,,,,,,,,10.14123
120,103,2,7,1,1,1,8,0,,,,,,,,10.14123
120,103,2,7,1,1,1,6,1,7,1.5,,300,1,250,300,10.14123
120,103,2,7,1,1,1,4,0,,,,,,,,10.14123
121,104,2,7,2,1,1,4,0,,,,,,,,90.2549166666667
121,104,2,7,2,1,1,3,1,4,,,888,0,,,90.2549166666667
121,104,2,7,2,1,1,13,0,,,,,,,,90.2549166666667
121,104,2,7,2,1,1,6,0,,,,,,,,90.2549166666667
121,104,2,7,2,1,1,5,1,5,6,,800,0,,,90.2549166666667
121,104,2,7,2,1,1,8,0,,,,,,,,90.2549166666667
121,104,2,7,2,1,1,2,0,,,,,,,,90.2549166666667
121,104,2,7,2,1,1,12,0,,,,,,,,90.2549166666667
121,104,2,7,2,1,1,10,0,,,,,,,,90.2549166666667
121,104,2,7,2,1,1,1,0,,,,,,,,90.2549166666667
121,104,2,7,2,1,1,11,0,,,,,,,,90.2549166666667
121,104,2,7,2,1,1,7,0,,,,,,,,90.2549166666667
121,104,2,7,2,1,1,9,0,,,,,,,,90.2549166666667
122,105,2,7,2,1,1,7,0,,,,,,,,53.5930577507599
122,105,2,7,2,1,1,12,1,5,888,,0,0,,,53.5930577507599
122,105,2,7,2,1,1,3,1,4,,,888,0,,,53.5930577507599
122,105,2,7,2,1,1,6,1,1,,,300,1,200,250,53.5930577507599
122,105,2,7,2,1,1,5,1,5,7,,800,0,,,53.5930577507599
122,105,2,7,2,1,1,4,0,,,,,,,,53.5930577507599
122,105,2,7,2,1,1,2,0,,,,,,,,53.5930577507599
122,105,2,7,2,1,1,13,0,,,,,,,,53.5930577507599
122,105,2,7,2,1,1,8,0,,,,,,,,53.5930577507599
122,105,2,7,2,1,1,11,0,,,,,,,,53.5930577507599
122,105,2,7,2,1,1,9,0,,,,,,,,53.5930577507599
122,105,2,7,2,1,1,1,0,,,,,,,,53.5930577507599
122,105,2,7,2,1,1,10,0,,,,,,,,53.5930577507599
123,106,2,7,1,1,1,13,0,,,,,,,,6.04231948051948
123,106,2,7,1,1,1,2,0,,,,,,,,6.04231948051948
123,106,2,7,1,1,1,10,0,,,,,,,,6.04231948051948
123,106,2,7,1,1,1,11,0,,,,,,,,6.04231948051948
123,106,2,7,1,1,1,6,1,7,1,,250,1,200,250,6.04231948051948
123,106,2,7,1,1,1,5,1,555,0,10,0,0,,,6.04231948051948
123,106,2,7,1,1,1,12,0,,,,,,,,6.04231948051948
123,106,2,7,1,1,1,9,0,,,,,,,,6.04231948051948
123,106,2,7,1,1,1,4,1,3,,,212,0,,,6.04231948051948
123,106,2,7,1,1,1,7,0,,,,,,,,6.04231948051948
123,106,2,7,1,1,1,3,1,4,,,888,0,,,6.04231948051948
123,106,2,7,1,1,1,8,0,,,,,,,,6.04231948051948
123,106,2,7,1,1,1,1,1,1,,,1500,1,1350,1400,6.04231948051948
124,107,2,7,1,1,1,6,1,7,1,,300,0,,,7.471653
124,107,2,7,1,1,1,1,1,1,,,1666,0,,,7.471653
124,107,2,7,1,1,1,7,0,,,,,,,,7.471653
124,107,2,7,1,1,1,9,0,,,,,,,,7.471653
124,107,2,7,1,1,1,11,0,,,,,,,,7.471653
124,107,2,7,1,1,1,13,0,,,,,,,,7.471653
124,107,2,7,1,1,1,12,0,,,,,,,,7.471653
124,107,2,7,1,1,1,5,1,5,7,,800,0,,,7.471653
124,107,2,7,1,1,1,10,0,,,,,,,,7.471653
124,107,2,7,1,1,1,8,0,,,,,,,,7.471653
124,107,2,7,1,1,1,4,0,,,,,,,,7.471653
124,107,2,7,1,1,1,3,1,4,,,888,0,,,7.471653
124,107,2,7,1,1,1,2,0,,,,,,,,7.471653
125,108,2,7,2,1,1,3,1,4,,,888,0,,,100.539116883117
125,108,2,7,2,1,1,1,0,,,,,,,,100.539116883117
125,108,2,7,2,1,1,6,0,,,,,,,,100.539116883117
125,108,2,7,2,1,1,13,0,,,,,,,,100.539116883117
125,108,2,7,2,1,1,11,0,,,,,,,,100.539116883117
125,108,2,7,2,1,1,8,0,,,,,,,,100.539116883117
125,108,2,7,2,1,1,10,0,,,,,,,,100.539116883117
125,108,2,7,2,1,1,7,0,,,,,,,,100.539116883117
125,108,2,7,2,1,1,5,1,5,7,,900,1,770,850,100.539116883117
125,108,2,7,2,1,1,12,0,,,,,,,,100.539116883117
125,108,2,7,2,1,1,2,0,,,,,,,,100.539116883117
125,108,2,7,2,1,1,9,0,,,,,,,,100.539116883117
125,108,2,7,2,1,1,4,0,,,,,,,,100.539116883117
126,109,2,7,1,1,1,7,1,2,,,1120,0,,,16.0080777777778
126,109,2,7,1,1,1,9,0,,,,,,,,16.0080777777778
126,109,2,7,1,1,1,3,1,4,,,888,0,,,16.0080777777778
126,109,2,7,1,1,1,11,0,,,,,,,,16.0080777777778
126,109,2,7,1,1,1,12,0,,,,,,,,16.0080777777778
126,109,2,7,1,1,1,4,0,,,,,,,,16.0080777777778
126,109,2,7,1,1,1,2,0,,,,,,,,16.0080777777778
126,109,2,7,1,1,1,6,1,8,33,,10000,0,,,16.0080777777778
126,109,2,7,1,1,1,5,1,5,7,,800,0,,,16.0080777777778
126,109,2,7,1,1,1,13,0,,,,,,,,16.0080777777778
126,109,2,7,1,1,1,10,0,,,,,,,,16.0080777777778
126,109,2,7,1,1,1,8,0,,,,,,,,16.0080777777778
126,109,2,7,1,1,1,1,1,1,,,1400,0,,,16.0080777777778
127,110,2,8,2,1,1,13,0,,,,,,,,60.01412
127,110,2,8,2,1,1,9,0,,,,,,,,60.01412
127,110,2,8,2,1,1,2,0,,,,,,,,60.01412
127,110,2,8,2,1,1,12,1,5,888,,0,0,,,60.01412
127,110,2,8,2,1,1,3,1,4,,,888,0,,,60.01412
127,110,2,8,2,1,1,11,0,,,,,,,,60.01412
127,110,2,8,2,1,1,10,0,,,,,,,,60.01412
127,110,2,8,2,1,1,8,0,,,,,,,,60.01412
127,110,2,8,2,1,1,7,0,,,,,,,,60.01412
127,110,2,8,2,1,1,1,1,1,,,1200,1,1000,1300,60.01412
127,110,2,8,2,1,1,5,1,5,7,,800,1,720,780,60.01412
127,110,2,8,2,1,1,6,1,7,1.5,,350,1,300,350,60.01412
127,110,2,8,2,1,1,4,1,3,,,214,0,,,60.01412
128,111,2,8,1,1,1,3,1,4,,,888,0,,,4.83481479713604
128,111,2,8,1,1,1,11,0,,,,,,,,4.83481479713604
128,111,2,8,1,1,1,9,0,,,,,,,,4.83481479713604
128,111,2,8,1,1,1,2,0,,,,,,,,4.83481479713604
128,111,2,8,1,1,1,6,1,7,1,,250,0,,,4.83481479713604
128,111,2,8,1,1,1,13,0,,,,,,,,4.83481479713604
128,111,2,8,1,1,1,10,0,,,,,,,,4.83481479713604
128,111,2,8,1,1,1,4,0,,,,,,,,4.83481479713604
128,111,2,8,1,1,1,12,1,5,888,,0,0,,,4.83481479713604
128,111,2,8,1,1,1,5,1,5,5,,500,0,,,4.83481479713604
128,111,2,8,1,1,1,8,0,,,,,,,,4.83481479713604
128,111,2,8,1,1,1,7,1,2,,,1500,1,1200,1300,4.83481479713604
128,111,2,8,1,1,1,1,1,1,,,1350,0,,,4.83481479713604
129,112,2,8,2,1,2,13,0,,,,,,,,72.9900818181818
129,112,2,8,2,1,2,4,0,,,,,,,,72.9900818181818
129,112,2,8,2,1,2,5,1,5,8,,900,1,770,850,72.9900818181818
129,112,2,8,2,1,2,3,1,4,,,888,0,,,72.9900818181818
129,112,2,8,2,1,2,10,0,,,,,,,,72.9900818181818
129,112,2,8,2,1,2,1,0,,,,,,,,72.9900818181818
129,112,2,8,2,1,2,9,0,,,,,,,,72.9900818181818
129,112,2,8,2,1,2,8,0,,,,,,,,72.9900818181818
129,112,2,8,2,1,2,12,1,5,888,,0,0,,,72.9900818181818
129,112,2,8,2,1,2,7,0,,,,,,,,72.9900818181818
129,112,2,8,2,1,2,11,0,,,,,,,,72.9900818181818
129,112,2,8,2,1,2,6,0,,,,,,,,72.9900818181818
129,112,2,8,2,1,2,2,0,,,,,,,,72.9900818181818
130,113,2,8,1,1,1,4,0,,,,,,,,9.81552
130,113,2,8,1,1,1,11,0,,,,,,,,9.81552
130,113,2,8,1,1,1,8,0,,,,,,,,9.81552
130,113,2,8,1,1,1,6,1,8,35,,10000,1,9000,9500,9.81552
130,113,2,8,1,1,1,7,0,,,,,,,,9.81552
130,113,2,8,1,1,1,1,0,,,,,,,,9.81552
130,113,2,8,1,1,1,10,0,,,,,,,,9.81552
130,113,2,8,1,1,1,12,0,,,,,,,,9.81552
130,113,2,8,1,1,1,5,1,5,5,,500,1,400,480,9.81552
130,113,2,8,1,1,1,13,0,,,,,,,,9.81552
130,113,2,8,1,1,1,3,1,4,,,888,0,,,9.81552
130,113,2,8,1,1,1,9,0,,,,,,,,9.81552
130,113,2,8,1,1,1,2,0,,,,,,,,9.81552
131,114,2,8,2,1,1,5,1,5,6,,700,1,580,650,82.8797946428571
131,114,2,8,2,1,1,2,0,,,,,,,,82.8797946428571
131,114,2,8,2,1,1,11,0,,,,,,,,82.8797946428571
131,114,2,8,2,1,1,12,0,,,,,,,,82.8797946428571
131,114,2,8,2,1,1,13,0,,,,,,,,82.8797946428571
131,114,2,8,2,1,1,1,0,,,,,,,,82.8797946428571
131,114,2,8,2,1,1,7,0,,,,,,,,82.8797946428571
131,114,2,8,2,1,1,10,0,,,,,,,,82.8797946428571
131,114,2,8,2,1,1,6,0,,,,,,,,82.8797946428571
131,114,2,8,2,1,1,9,0,,,,,,,,82.8797946428571
131,114,2,8,2,1,1,8,0,,,,,,,,82.8797946428571
131,114,2,8,2,1,1,4,0,,,,,,,,82.8797946428571
131,114,2,8,2,1,1,3,1,4,,,888,0,,,82.8797946428571
132,115,2,8,2,1,1,1,0,,,,,,,,95.6783076923077
132,115,2,8,2,1,1,5,1,5,7,,800,1,750,800,95.6783076923077
132,115,2,8,2,1,1,4,0,,,,,,,,95.6783076923077
132,115,2,8,2,1,1,7,0,,,,,,,,95.6783076923077
132,115,2,8,2,1,1,12,1,5,888,,0,0,,,95.6783076923077
132,115,2,8,2,1,1,2,0,,,,,,,,95.6783076923077
132,115,2,8,2,1,1,8,0,,,,,,,,95.6783076923077
132,115,2,8,2,1,1,3,1,4,,,888,0,,,95.6783076923077
132,115,2,8,2,1,1,11,0,,,,,,,,95.6783076923077
132,115,2,8,2,1,1,13,0,,,,,,,,95.6783076923077
132,115,2,8,2,1,1,10,0,,,,,,,,95.6783076923077
132,115,2,8,2,1,1,9,0,,,,,,,,95.6783076923077
132,115,2,8,2,1,1,6,1,7,1.5,,300,1,250,300,95.6783076923077
133,116,2,8,1,1,1,10,0,,,,,,,,9.9624364640884
133,116,2,8,1,1,1,13,0,,,,,,,,9.9624364640884
133,116,2,8,1,1,1,3,1,4,,,888,0,,,9.9624364640884
133,116,2,8,1,1,1,9,0,,,,,,,,9.9624364640884
133,116,2,8,1,1,1,1,1,1,,,1300,1,1275,1400,9.9624364640884
133,116,2,8,1,1,1,5,1,5,7,,800,1,750,780,9.9624364640884
133,116,2,8,1,1,1,6,1,1,,,250,0,,,9.9624364640884
133,116,2,8,1,1,1,11,0,,,,,,,,9.9624364640884
133,116,2,8,1,1,1,8,0,,,,,,,,9.9624364640884
133,116,2,8,1,1,1,12,0,,,,,,,,9.9624364640884
133,116,2,8,1,1,1,2,0,,,,,,,,9.9624364640884
133,116,2,8,1,1,1,7,0,,,,,,,,9.9624364640884
133,116,2,8,1,1,1,4,0,,,,,,,,9.9624364640884
134,117,2,8,1,1,1,5,1,555,0,10,0,0,,,5.43553831877729
134,117,2,8,1,1,1,4,0,,,,,,,,5.43553831877729
134,117,2,8,1,1,1,9,0,,,,,,,,5.43553831877729
134,117,2,8,1,1,1,11,0,,,,,,,,5.43553831877729
134,117,2,8,1,1,1,2,0,,,,,,,,5.43553831877729
134,117,2,8,1,1,1,7,0,,,,,,,,5.43553831877729
134,117,2,8,1,1,1,8,0,,,,,,,,5.43553831877729
134,117,2,8,1,1,1,13,0,,,,,,,,5.43553831877729
134,117,2,8,1,1,1,12,0,,,,,,,,5.43553831877729
134,117,2,8,1,1,1,3,1,4,,,888,0,,,5.43553831877729
134,117,2,8,1,1,1,1,1,1,,,1250,1,1100,1300,5.43553831877729
134,117,2,8,1,1,1,10,0,,,,,,,,5.43553831877729
134,117,2,8,1,1,1,6,1,8,34,,10000,1,8000,9000,5.43553831877729
135,118,3,1,2,1,1,12,0,,,,,,,,9.30926727272727
135,118,3,1,2,1,1,4,0,,,,,,,,9.30926727272727
135,118,3,1,2,1,1,11,0,,,,,,,,9.30926727272727
135,118,3,1,2,1,1,7,0,,,,,,,,9.30926727272727
135,118,3,1,2,1,1,13,0,,,,,,,,9.30926727272727
135,118,3,1,2,1,1,8,0,,,,,,,,9.30926727272727
135,118,3,1,2,1,1,1,0,,,,,,,,9.30926727272727
135,118,3,1,2,1,1,3,1,4,,,888,0,,,9.30926727272727
135,118,3,1,2,1,1,5,1,555,0,8,0,0,,,9.30926727272727
135,118,3,1,2,1,1,10,0,,,,,,,,9.30926727272727
135,118,3,1,2,1,1,6,1,1,,,250,1,200,220,9.30926727272727
135,118,3,1,2,1,1,2,0,,,,,,,,9.30926727272727
135,118,3,1,2,1,1,9,0,,,,,,,,9.30926727272727
136,119,3,1,2,1,1,8,0,,,,,,,,8.84043631578947
136,119,3,1,2,1,1,11,0,,,,,,,,8.84043631578947
136,119,3,1,2,1,1,13,0,,,,,,,,8.84043631578947
136,119,3,1,2,1,1,5,1,555,0,8,0,0,,,8.84043631578947
136,119,3,1,2,1,1,10,0,,,,,,,,8.84043631578947
136,119,3,1,2,1,1,3,1,4,,,888,0,,,8.84043631578947
136,119,3,1,2,1,1,4,0,,,,,,,,8.84043631578947
136,119,3,1,2,1,1,6,1,1,,,300,0,,,8.84043631578947
136,119,3,1,2,1,1,9,0,,,,,,,,8.84043631578947
136,119,3,1,2,1,1,12,1,555,0,6,0,0,,,8.84043631578947
136,119,3,1,2,1,1,1,0,,,,,,,,8.84043631578947
136,119,3,1,2,1,1,2,0,,,,,,,,8.84043631578947
136,119,3,1,2,1,1,7,0,,,,,,,,8.84043631578947
137,120,3,1,1,1,1,1,1,1,,,1666,1,1450,1550,23.9924330935252
137,120,3,1,1,1,1,8,0,,,,,,,,23.9924330935252
137,120,3,1,1,1,1,12,0,,,,,,,,23.9924330935252
137,120,3,1,1,1,1,13,0,,,,,,,,23.9924330935252
137,120,3,1,1,1,1,10,0,,,,,,,,23.9924330935252
137,120,3,1,1,1,1,3,1,4,,,888,0,,,23.9924330935252
137,120,3,1,1,1,1,5,1,5,7,,700,1,580,600,23.9924330935252
137,120,3,1,1,1,1,9,0,,,,,,,,23.9924330935252
137,120,3,1,1,1,1,7,0,,,,,,,,23.9924330935252
137,120,3,1,1,1,1,2,0,,,,,,,,23.9924330935252
137,120,3,1,1,1,1,6,1,1,,,300,1,250,270,23.9924330935252
137,120,3,1,1,1,1,4,0,,,,,,,,23.9924330935252
137,120,3,1,1,1,1,11,0,,,,,,,,23.9924330935252
138,121,3,1,2,1,1,7,0,,,,,,,,6.05804417910448
138,121,3,1,2,1,1,2,0,,,,,,,,6.05804417910448
138,121,3,1,2,1,1,8,0,,,,,,,,6.05804417910448
138,121,3,1,2,1,1,6,0,,,,,,,,6.05804417910448
138,121,3,1,2,1,1,3,1,4,,,888,0,,,6.05804417910448
138,121,3,1,2,1,1,11,0,,,,,,,,6.05804417910448
138,121,3,1,2,1,1,10,0,,,,,,,,6.05804417910448
138,121,3,1,2,1,1,12,1,555,0,6,0,0,,,6.05804417910448
138,121,3,1,2,1,1,5,1,555,0,1,0,0,,,6.05804417910448
138,121,3,1,2,1,1,4,0,,,,,,,,6.05804417910448
138,121,3,1,2,1,1,13,0,,,,,,,,6.05804417910448
138,121,3,1,2,1,1,9,0,,,,,,,,6.05804417910448
138,121,3,1,2,1,1,1,0,,,,,,,,6.05804417910448
139,122,3,1,2,1,1,10,0,,,,,,,,8.73729090909091
139,122,3,1,2,1,1,5,1,5,6,,800,1,740,800,8.73729090909091
139,122,3,1,2,1,1,1,0,,,,,,,,8.73729090909091
139,122,3,1,2,1,1,12,0,,,,,,,,8.73729090909091
139,122,3,1,2,1,1,11,0,,,,,,,,8.73729090909091
139,122,3,1,2,1,1,2,0,,,,,,,,8.73729090909091
139,122,3,1,2,1,1,6,0,,,,,,,,8.73729090909091
139,122,3,1,2,1,1,7,0,,,,,,,,8.73729090909091
139,122,3,1,2,1,1,8,0,,,,,,,,8.73729090909091
139,122,3,1,2,1,1,9,0,,,,,,,,8.73729090909091
139,122,3,1,2,1,1,4,0,,,,,,,,8.73729090909091
139,122,3,1,2,1,1,13,0,,,,,,,,8.73729090909091
139,122,3,1,2,1,1,3,1,4,,,888,0,,,8.73729090909091
140,123,3,1,2,1,1,12,0,,,,,,,,8.86556956521739
140,123,3,1,2,1,1,4,0,,,,,,,,8.86556956521739
140,123,3,1,2,1,1,8,0,,,,,,,,8.86556956521739
140,123,3,1,2,1,1,1,0,,,,,,,,8.86556956521739
140,123,3,1,2,1,1,3,1,4,,,888,0,,,8.86556956521739
140,123,3,1,2,1,1,13,0,,,,,,,,8.86556956521739
140,123,3,1,2,1,1,10,0,,,,,,,,8.86556956521739
140,123,3,1,2,1,1,2,0,,,,,,,,8.86556956521739
140,123,3,1,2,1,1,11,0,,,,,,,,8.86556956521739
140,123,3,1,2,1,1,5,1,5,6,,800,1,750,800,8.86556956521739
140,123,3,1,2,1,1,9,0,,,,,,,,8.86556956521739
140,123,3,1,2,1,1,6,1,1,,,300,1,250,280,8.86556956521739
140,123,3,1,2,1,1,7,0,,,,,,,,8.86556956521739
141,124,3,1,2,1,1,12,0,,,,,,,,7.22822444444444
141,124,3,1,2,1,1,5,1,5,7,,900,1,780,800,7.22822444444444
141,124,3,1,2,1,1,9,0,,,,,,,,7.22822444444444
141,124,3,1,2,1,1,13,0,,,,,,,,7.22822444444444
141,124,3,1,2,1,1,10,0,,,,,,,,7.22822444444444
141,124,3,1,2,1,1,1,0,,,,,,,,7.22822444444444
141,124,3,1,2,1,1,3,1,4,,,888,0,,,7.22822444444444
141,124,3,1,2,1,1,2,0,,,,,,,,7.22822444444444
141,124,3,1,2,1,1,7,0,,,,,,,,7.22822444444444
141,124,3,1,2,1,1,4,0,,,,,,,,7.22822444444444
141,124,3,1,2,1,1,6,1,1,,,300,1,200,250,7.22822444444444
141,124,3,1,2,1,1,11,0,,,,,,,,7.22822444444444
141,124,3,1,2,1,1,8,0,,,,,,,,7.22822444444444
142,125,3,1,2,1,1,3,1,4,,,888,0,,,7.96816413461539
142,125,3,1,2,1,1,11,0,,,,,,,,7.96816413461539
142,125,3,1,2,1,1,5,1,5,5,,600,1,480,580,7.96816413461539
142,125,3,1,2,1,1,6,1,1,,,300,0,,,7.96816413461539
142,125,3,1,2,1,1,1,1,1,,,1250,1,1100,1250,7.96816413461539
142,125,3,1,2,1,1,7,0,,,,,,,,7.96816413461539
142,125,3,1,2,1,1,12,0,,,,,,,,7.96816413461539
142,125,3,1,2,1,1,2,0,,,,,,,,7.96816413461539
142,125,3,1,2,1,1,9,0,,,,,,,,7.96816413461539
142,125,3,1,2,1,1,8,0,,,,,,,,7.96816413461539
142,125,3,1,2,1,1,10,0,,,,,,,,7.96816413461539
142,125,3,1,2,1,1,13,0,,,,,,,,7.96816413461539
142,125,3,1,2,1,1,4,0,,,,,,,,7.96816413461539
143,126,3,1,2,1,1,12,0,,,,,,,,129.616023809524
143,126,3,1,2,1,1,2,0,,,,,,,,129.616023809524
143,126,3,1,2,1,1,10,0,,,,,,,,129.616023809524
143,126,3,1,2,1,1,6,0,,,,,,,,129.616023809524
