"Cluster","ED_ID","CI01","CI02","CI06","CI07","CI08","QE_B04","QE_B05","QE_B06","QE_B07","QE_B08","QE_B11","QE_B11_OTHER","QE_B12","QE_B13","QE_B13A","QE_B14A","QE_B14B","QE_B15A","QE_B15B","QE_B16","QE_B17","QE_B17_OTHER","QE_B18","QE_B18_OTHER","QE_B19","QE_B20","QE_B21","QE_B22","QE_B23","QE_B24A","QE_B24B","QE_B25","QE_B26","QE_B27A","QE_B27A_OTHER","QE_B27B","QE_B28","QE_B28_OTHER","QE_B29","QE_B30A","QE_B30B","QE_B31","QE_B32_1","QE_B32_2","QE_B32_3","QE_B33","QE_B34_1","QE_B34_2","QE_B34_3","QE_B34_4","QE_B35","QE_B36","QE_B37","QE_B38","QE_B39","QE_B40","QE_B40_OTHER","QE_B41","QE_B42","QE_B43","QE_B43_OTHER","QE_B44","QE_B45","QE_B46","QE_B46_OTHER","QE_B47","QE_B48","QE_B48_OTHER","QE_B49","QE_B50","QE_B51A","QE_B51B","QE_B51B_OTHER","QE_B52","QE_B53","QE_B54","QE_B55","QE_B56","QE_B57","QE_B58","QE_B58_OTHER","QE_B59","QE_B59_OTHER","QE_B60A","QE_B60B","QE_B60C","QE_B61A","QE_B61B","QE_B61C","QE_B62A","QE_B62B","QE_B62C","QE_B63A","QE_B63B","QE_B63C","QE_B64A","QE_B64B","QE_B64C","QE_B65A","QE_B65B","QE_B65C","QE_B66A","QE_B66B","QE_B66C","QE_B67A","QE_B67B","QE_B67C","QE_B68A","QE_B68B","QE_B68C","QE_B69A","QE_B69B","QE_B69C","QE_B70A","QE_B70B","QE_B70C","QE_B71A","QE_B71B","QE_B71C","QE_B72A","QE_B72B","QE_B72C","QE_B73A","QE_B73B","QE_B73C","QE_B74A","QE_B74B","QE_B74C","QE_B75A","QE_B75B","QE_B75C","QE_B76A","QE_B76B","QE_B76C","QE_B77A","QE_B77B","QE_B77C","QE_B78A","QE_B78B","QE_B78C","QE_B79_01","QE_B79_02","QE_B79_03","QE_B79_04","QE_B79_05","QE_B79_06","QE_B79_07","QE_B79_08","QE_B79_09","QE_B79_10","QE_B79_11","QE_B79_12","QE_B79_13","QE_B79_14","QE_B79_15","QE_B79_16","QE_B79_17","QE_B79_18","QE_B79_19","QE_B80","QE_B80_OTHER","QE_B81","QE_C01","QE_C02","QE_C03","QE_C04","QE_C05","QE_C06","QE_C06_1","QE_C06_2","QE_C06_3","QE_C06_4","QE_C06_5","QE_C06_6","QE_C06_7","QE_C06_8","QE_C10","QE_C11_1","QE_C11_2","QE_C11_3","QE_C11_4","QE_C11_5","QE_C11_6","QE_C11_7","QE_C11_OTHER","QE_C12_1","QE_C12_2","QE_C12_3","QE_C12_4","QE_C12_5","QE_C12_6","QE_C12_7","QE_C12_OTHER","QE_C12A","QE_C12B","QE_C13","QE_C13_OTHER","QE_C14","QE_C14_OTHER","QE_C15A","QE_C15B","QE_C16A","QE_C16B","QE_C17A","QE_C17A_UNITY","QE_C17B","QE_C17B_UNITY","QE_C18A","QE_C18B","QE_C19","QE_C20A","QE_C20B","QE_C20C","QE_C21","QE_C22","QE_C23","QE_C24","QE_C25","QE_C26","QE_C27_01","QE_C27_02","QE_C27_03","QE_C27_04","QE_C27_05","QE_C27_06","QE_C27_07","QE_C27_08","QE_C27_09","QE_C27_10","QE_C27_11","QE_C27_12","QE_C28","QE_C29","QE_C30","QE_C31","QE_C32_1","QE_C32_2","QE_C32_3","QE_C32_4","QE_C32_5","QE_C32_6","Basicweight"
235,156,4,5,2,2,1,1,6,4,5,8,2," ",34,484,10,"5h00","21h30","888","888",1,,,1," ",24,1,1,1,1,0,30,2,0,1," ",100000,2," ",150000,292,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,1,6,0,1,90,0,0,,,1,3,1,1,105,0,1,1,0,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,3,0,0,,,0,,,,,,,1,,,,,,,,,,,,,,,3," ",,1,3,484,2,2,"B",,1,,,,,,,3,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,19,4,,,190000,,2,60,150,150,1,1,4,1,2,1,,,,,,,,,,,,,888,1,,2,1,1,1,,1,,190.598447368421
237,157,5,1,2,2,1,1,6,2,1,7,2," ",34,913,10,"7h00","17h00","888","888",1,,,1," ",23,0,,1,1,1,60,1,0,1," ",100000,2," ",240000,268,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,1,4," ",5," ",0,,,1,15,1,0,,,0,,,0,,,1,200,1,0,,,1,2,0,0,,,0,,,0,,,0,,,0,,,1,6,0,0,,,0,,,0,,,0,,,1,1,1,,1,,,,1,,,,,,,,,,,,,1,2," ",1,1,1,913,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,17,4,,,170000,,2,0,180,0,2,1,7,1,3,1,,,,,,,,,,,,,888,1,,888,,,1,1,,,75.9446417910448
238,158,5,1,1,2,1,2,3,3,4,9,1," ",16,200,9,"7h00","16h00","888","888",1,,,1," ",23,0,,1,6,0,1,1,0,1," ",3500000,555,"mobile moneny",20000,256,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,555,"Don't have",0,0,,,,0,," ",7," ",0,,,0,,,0,,,0,,,0,,,1,3,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,165,1,1,"B",,1,,,,,,,4,,1,,,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,1,4,,,11000,,2,0,120,0,2,1,2,1,3,1,,,,,,,,,,,,,888,1,,888,1,1,,1,,,20.0439647058824
239,159,5,1,1,2,1,1,3,6,3,9,1," ",23,812,9,"7h00","17h00","888","888",1,,,1," ",12,0,,1,0,,,,0,1," ",50000,2," ",10000,208,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,1,0,,,0,," ",7," ",0,,,1,1,0,1,4,0,0,,,0,,,1,65,1,1,1,0,1,2,0,0,,,0,,,0,,,0,,,0,,,1,2,0,0,,,1,3,0,0,,,0,,,1,1,1,,,,,,1,,,,,,,,,,,,,1,555,"Not working",1,1,1,812,1,1,"B",,1,,,,,,,3,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,15,4,,,180000,,1,0,360,0,2,1,3,1,2,1,,,,,,,,,,,,,1,1,,888,,,1,,,,4.94822621359223
240,160,5,1,1,2,1,1,6,3,3,9,4," ",60,176,12,"7h00","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",3000000,1," ",400000,255,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,1,50,1,0,,,0,,,0,,,1,60,0,1,2,0,1,2,0,0,,,0,,,0,,,0,,,0,,,1,30,1,1,1,1,0,,,1,1,0,0,,,0,,,,1,,,,,,,,,,,,1,1,,,,,3," ",1,1,3,176,3,2,"B",,1,,,,,,,3,,,,1,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,3,4,,,36000,,2,180,180,180,2,1,3,1,3,1,,,,,,,,,,,,,1,1,,888,,,,1,,,14.4773126760563
241,161,5,1,2,2,1,1,6,1,1,0,4," ",38,1534,9,"7h00","17h00","888","888",1,,,1," ",24,0,,1,1,1,60,1,0,1," ",100000,2," ",10000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,15,0,0,,,0,,,0,,,0,,,1,1,1,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,0,,,1,25,0,0,,,,,,,,1,,,,,,,,,,,,,,555,"Unidentified",1,1,1,1534,1,2,"A",1,,,,,,,,6,,,1,,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,23,4,,,230000,,3,0,240,0,2,1,5,1,2,1,,,,,,,,,,,,,1,1,,888,,,,,1,,119.70275862069
242,162,5,1,2,2,1,2,6,4,4,1,1," ",17,300,9,"6h30","17h00","888","888",1,,,1," ",12,0,,1,0,,,,0,1," ",800000,555,"mobile money",150000,300,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",6," ",0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,1,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,1,,,,,,2," ",,1,1,300,1,1,"B",,1,,,,,,,2,,,,,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,2,4,,,20000,,2,0,180,0,2,1,2,1,3,1,,,,,,,,,,,,,2,2,,888,,,1,,,,110.882382978723
243,163,5,2,2,2,1,1,6,4,1,1,2," ",6,2097,12,"7h00","17h00","888","888",1,,,1," ",24,0,,1,3,1,60,2,0,1," ",100000,1," ",360000,255,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",3," ",0,,,0,,,1,20,0,0,,,1,1,0,1,277,0,1,3,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,6,0,1,8,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1696,1,2,"B",,1,,,,,,,6,,1,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,31,4,,,310000,,3,0,180,0,2,1,5,1,2,1,,,,,,,,,,,,,4,1,,888,,,1,,1,,119.53393373494
244,164,5,2,2,2,1,2,6,4,3,13,2," ",55,1522,9,"7h20","17h00","888","888",1,,,4," ",24,1,3,0,,,,,1,," ",,," ",,,,,1,,,,1,,,,82012,1,,0,3,4," ",0,,," ",,,2," ",0,2," ",1,1,0,1," ",0,0,,,,0,," ",1," ",1,6,0,0,,,0,,,0,,,1,1,0,1,3,0,1,3,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,6,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1276,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,9,4,,,99000,,3,0,360,0,2,1,2,2,3,2,,,,1,,,,,,,,,4,3,,888,,,1,,,,50.6682119205298
245,165,5,2,1,2,1,1,6,3,3,10,3," ",17,290,12,"7h00","12h00","14h00","16h30",1,,,1," ",24,0,,1,0,,,,0,1," ",200000,1," ",50000,255,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,0,,,1,50,0,0,,,1,1,0,1,80,0,1,2,1,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,1,1,0,,,0,,,,,,,,,1,,,,,,,,,,1,,,1," ",1,1,3,150,3,1,"B",,1,,,,,,,3,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,8,4,,,96000,,2,60,180,180,2,1,4,1,2,1,,,,,,,,,,,,,1,2,,888,,,1,,,,15.1000164383562
246,166,5,2,2,2,1,1,7,2,1,0,2," ",38,1200,12,"6h30","17h00","888","888",1,,,1," ",24,0,,1,5,3,180,3,0,1," ",100000,1," ",120000,285,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,1,0,,,0,," ",3," ",0,,,0,,,1,10,0,0,,,0,,,1,125,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,1,32,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,600,1,2,"B",,1,,,,,,,4,,1,,1,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,3,4,,,30000,,1,0,240,0,2,1,5,1,2,2,,,,1,,,,,,,,,1,4,,111,1,1,1,1,1,,235.364968421053
247,167,5,2,1,2,1,1,7,2,1,22,2," ",65,884,12,"7h00","17h00","888","888",1,,,1," ",24,0,,1,3,1,60,1,0,1," ",550000,1," ",6360000,888,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,1,3," ",3," ",0,,,0,,,1,12,0,0,,,1,1,0,1,186,0,1,12,1,1,1,0,1,5,1,0,,,0,,,1,1,0,0,,,0,,,0,,,1,15,1,1,6,1,0,,,1,1,1,,,,,,,1,,1,,,,,,,1,1,,1,3," ",1,1,3,880,3,2,"B",,1,,,,,,,5,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,27,4,,,324000,,2,120,180,240,2,1,6,1,2,1,,,,,,,,,,,,,1,4,,888,1,,1,,,,5.48210979228487
250,168,5,2,2,2,1,1,6,4,3,9,2," ",91,3400,12,"7h00","12h00","14h00","17h00",1,,,1," ",24,0,,1,2,0,30,2,0,1," ",50000,1," ",50000,287,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,1,30,0,1,14,0,0,,,0,,,1,315,1,1,2,1,1,2,0,0,,,0,,,0,,,0,,,1,1,0,1,8,0,0,,,0,,,1,1,0,0,,,0,,,,,,,,1,1,,,,,,,,,,,,,3," ",0,1,1,1800,1,2,"B",,1,,,,,,,5,,,,1,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,28,4,,,308000,,1,0,240,0,2,1,7,2,2,1,,,,,,,,,,,,,1,1,,555,,,1,,,555,61.0949142857143
251,169,5,2,1,2,1,1,6,4,3,2,4," ",41,1500,12,"7h00","17h00","888","888",1,,,4," ",24,0,,0,,,,,1,," ",,," ",,,,,1,,,,1,,,,112019,1,,1,3,3," ",0,,," ",,,555,"Director",1,3," ",0,,0,5," ",0,0,,,,0,," ",2," ",0,,,0,,,0,,,0,,,0,,,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,902,1,2,"A",1,,,,,,,,3,,,,1,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,11,4,,,121000,,2,0,240,0,1,1,1,2,1,1,,,,,,,,,,,,,2,555,,888,,,,,1,,8.45871833333333
252,170,5,2,1,2,1,1,6,4,1,7,1," ",14,287,9,"5h00","18h00","888","888",1,,,1," ",24,0,,1,1,1,60,1,0,1," ",50000,1," ",5000,255,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",1," ",1,36,0,0,,,0,,,0,,,0,,,1,6,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,3,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,0,,,,," ",,,,,,,,,,,,,,,,," ",,,,,,,," ",,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.83617364864865
258,171,5,3,2,2,1,2,4,6,5,8,2," ",72,2055,9,"7h00","17h00","888","888",1,,,1," ",24,1,1,1,1,1,60,2,0,1," ",100000,1," ",25000,279,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",5," ",0,,,0,,,0,,,1,20,0,1,1,0,1,181,1,1,1,1,1,1,0,0,,,0,,,0,,,0,,,0,,,1,57,0,0,,,1,2,0,1,3,0,0,,,0,,,,,,,,1,1,,,,,,,,,,,,,555,"Not working",1,1,1,2055,1,2,"B",,1,,,,,,,6,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,34,4,,,306000,,1,0,180,0,2,1,4,1,2,1,,,,,,,,,,,,,888,1,,888,1,1,1,1,1,,137.657460869565
264,172,5,3,1,2,3,1,6,4,5,1,4," ",45,1418,9,"7h20","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",200000,1," ",24000,285,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,0,,,0,,,1,4,0,0,,,1,157,0,1,1,1,0,,,0,,,0,,,0,,,0,,,0,,,1,6,0,0,,,0,,,0,,,0,,,0,,,,,,,,,1,,,,,,,,,,,,,3," ",,1,1,1418,1,2,"A",1,,,,,,,,4,,,,,1,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,16,4,,,192000,,1,0,888,0,1,1,1,2,2,1,,,,,,,,,,,,,1,555,,888,,,,,,555,12.3318692307692
265,173,5,3,2,2,2,2,6,4,5,5,4," ",58,1438,9,"7h20","17h00","888","888",1,,,1," ",24,0,,1,1,2,120,1,0,1," ",100000,1," ",20000,286,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",3," ",0,,,1,3,0,0,,,1,15,0,0,,,1,283,0,1,2,1,1,1,0,0,,,0,,,0,,,0,,,0,,,1,58,0,0,,,0,,,1,7,0,0,,,0,,,,,,,,,1,,,,,,,,,,,,,2," ",,1,1,1438,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,22,4,,,220000,,2,0,888,0,1,1,3,1,3,1,,,,,,,,,,,,,888,555,,888,1,1,1,1,1,,90.9270416666667
266,174,5,3,2,2,1,1,6,4,5,1,4," ",43,1384,9,"7h00","17h00","888","888",1,,,5," ",12,1,3,0,,,,,1,," ",,," ",,,,,,1,,,,1,,,122020,1,,0,2,1," ",0,,," ",,,5," ",1,2," ",0,,0,555,"Is operating",0,0,,,,0,," ",7," ",0,,,0,,,0,,,1,3,0,0,,,1,5,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,10,0,0,,,0,,,0,,,0,,,0,,,,,,,,1,,,,,,,,,,,,,,3," ",0,1,1,1384,1,2,"B",,1,,,,,,,4,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,20,4,,,180000,,3,0,888,0,2,1,3,1,3,1,,,,,,,,,,,,,888,1,,888,1,1,1,1,1,,115.230054545455
267,175,5,3,1,2,1,1,6,4,1,10,1," ",39,1073,9,"7h20","13h40","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",50000,1," ",5000,200,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,1,1,1,0,,,1,7,0,0,,,1,140,0,1,2,1,1,2,0,0,,,0,,,0,,,0,,,0,,,1,39,0,0,,,0,,,0,,,0,,,0,,,,1,,,,,1,,,,,,,,,,,,,3," ",1,1,1,1073,1,2,"A",1,,,,,,,,5,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,2,,6,4,,,72000,,3,0,888,0,2,1,7,1,3,1,,,,,,,,,,,,,888,1,,888,1,1,1,1,1,555,31.9791152777778
271,176,5,3,2,2,1,1,6,4,5,1,1," ",18,380,9,"6h30","17h30","888","888",1,,,1," ",24,0,,1,0,,,,0,1," ",6000,1," ",6000,270,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",0,,,0,,,0,,,1,9,0,0,,,1,3,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,1,14,0,0,,,0,,,1,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,125,1,1,"B",,1,,,,,,,3,,,1,,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,2,4,,,20000,,2,0,888,0,2,1,3,2,3,1,,,,,,,,,,,,,1,1,,888,,,,,1,,61.146402640264
280,177,5,4,2,2,1,1,6,2,4,1,1," ",35,1338,12,"7h20","17h40","888","888",1,,,1," ",24,0,,1,1,1,60,1,0,1," ",4000,1," ",4000,255,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,6,0,1,4,0,0,,,0,,,1,1,0,1,154,0,0,,,1,1,0,0,,,0,,,0,,,0,,,0,,,1,8,0,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1338,1,2,"B",,1,,,,,,,5,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,22,4,,,198000,,1,0,888,0,2,1,5,1,2,2,,,,,,,,,,1,1,,888,2,,555,,1,1,,,,83.807
281,178,5,4,1,2,1,2,6,5,4,4,4," ",50,1530,12,"7h20","17h00","888","888",1,,,1," ",23,0,,1,1,1,60,2,0,1," ",200000,1," ",15000,269,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,3,0,0,,,1,5,0,0,,,0,,,1,242,0,1,1,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,5,0,1,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1530,1,2,"B",,1,,,,,,,6,,,,1,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,24,4,,,312000,,1,0,888,0,2,1,4,1,2,1,,,,,,,,,,,,,888,555,,888,,1,,1,,,9.17697944785276
282,179,5,4,1,2,1,1,6,3,1,3,4," ",62,2000,12,"7h00","17h00","888","888",1,,,1," ",24,0,,1,0,,,,0,2," ",200000,1," ",20000,272,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,25,0,0,,,0,,,0,,,1,1,0,1,84,0,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,1,1,0,0,,,1,2,0,1,2,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1600,1,2,"B",,1,,,,,,,6,,,,,,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,20,4,,,220000,,1,0,300,0,2,1,4,2,2,2,,,1,1,,,,,,,,,1,1,,888,,,1,1,,,9.30882887323944
283,180,5,4,1,2,2,1,6,3,1,4,4," ",65,2076,12,"7h20","17h00","888","888",1,,,1," ",22,0,,1,1,0,30,3,0,1," ",200000,1," ",30000,200,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,15,0,0,,,0,,,0,,,1,1,0,1,151,0,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,1,8,0,0,,,0,,,1,2,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,2076,1,2,"B",,1,,,,,,,6,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,23,4,,,276000,,2,0,888,0,2,1,6,1,2,2,,,,1,,,,,,,1,,888,2,,555,,1,,1,,,13.2456640127389
285,181,5,4,2,2,2,1,4,6,1,3,1," ",24,875,12,"7h00","17h00","888","888",1,,,1," ",23,0,,1,1,1,60,1,0,1," ",5000,1," ",5000,200,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",5," ",1,38,0,0,,,0,,,0,,,0,,,1,130,0,1,1,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,875,1,2,"B",,1,,,,,,,4,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,15,4,,,135000,,2,0,888,0,2,1,6,1,2,2,,,1,1,,,,,,1,1,,2,3,,555,,1,1,1,,,79.18262625
286,182,5,4,2,2,1,1,6,4,1,9,4," ",48,1811,12,"6h00","18h00","888","888",1,,,5," ",24,1,3,0,,,,,1,," ",,," ",,,,,,1,,,,1,,,92020,1,,1,3,4," ",1,22022,1," ",95000,,555,"School",0,555,"Their technician",1,1,0,1," ",0,0,,,,0,," ",6," ",1,4,0,0,,,0,,,0,,,0,,,1,3,0,0,,,1,3,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,5,0,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,1811,1,2,"B",,1,,,,,,,6,,,,1,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,33,4,,,330000,,1,0,120,0,1,1,4,1,2,2,,,1,1,,,,,,,,,3,2,,888,,1,1,,,,133.014805369128
287,183,5,5,2,2,1,1,7,2,4,5,4," ",62,1764,12,"7h20","12h20","14h00","17h00",1,,,1," ",24,0,,1,1,0,30,2,0,1," ",100000,1," ",30000,272,1,1,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",2," ",1,12,1,0,,,0,,,0,,,0,,,1,174,1,1,2,0,1,2,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,4,0,0,,,0,,,1,,,,,1,,,,,,,,,,,,,,3," ",0,1,1,1764,1,2,"B",,1,,,,,,,6,,,,1,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,24,4,,,264000,,2,0,888,0,2,1,5,1,2,2,,,,1,,,,,,1,1,,888,3,,111,,1,1,1,,,121.134436090226
288,184,5,5,1,2,1,2,6,4,3,1,1," ",4,60,12,"7h30","12h00","888","888",1,,,1," ",24,0,,1,2,1,60,2,0,1," ",50000,1," ",4000,255,1,0,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,0,1," ",0,0,,,,0,," ",7," ",1,4,0,0,,,0,,,0,,,0,,,1,1,0,1,1,0,0,,,1,3,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,," ",,0,,,,," ",,,,,,,,,,,,,,,,," ",,,,,,,," ",,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34212658227848
289,185,5,5,2,2,1,1,4,6,4,2,1," ",25,566,12,"7h20","17h40","888","888",0,1,,," ",,,,,,,,,,," ",,," ",,,,,,,,,,,,,,,,,,," ",,,," ",,,," ",,," ",,,,," ",,,,,,,," ",," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,1,1,566,1,2,"B",,1,,,,,,,4,,,,,1,1,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,8,4,,,80000,,3,0,888,0,2,1,6,1,2,2,,,,1,,,,,,1,1,,888,2,,111,,1,1,1,,,160.181593984962
294,186,5,5,2,2,1,2,6,4,1,0,4," ",41,1141,9,"6h30","17h00","888","888",1,,,5," ",24,0,,0,,,,,1,," ",,," ",,,,,1,,,,1,,,,62022,1,,1,3,1," ",0,,," ",,,1," ",1,1," ",0,,1,1," ",0,0,,,,1,111," ",7," ",1,7,1,0,,,0,,,0,,,0,,,1,263,1,1,1,1,1,1,1,0,,,0,,,0,,,0,,,0,,,1,1,1,0,,,0,,,1,1,1,0,,,0,,,1,,,,,1,1,1,,,,,,1,,,1,,,3," ",0,1,2,1141,1,2,"B",,1,,,,,,,5,,,,1,,,," ",1,,,,,,," ",1,1,1," ",888," ",1,,1,,26,4,,,260000,,1,60,240,888,1,1,1,1,2,2,,,1,1,,,,,,1,1,,1,1,,888,,,,1,,,195.606
