"Cluster","CO_ID","CI01","CI02","CI06","CI07","CI08","CO_B01","CO_B02","CO_B03","CO_B05","CO_B06","CO_B07","CO_B07B","CO_B07_OTHER","Basicweight"
282,244,5,4,1,1,1,2,"09:33","14/06/2022",1,49,3,999,,9.30882887323944
283,245,5,4,1,1,1,1,"14:28","13/06/2022",1,28,3,999,,13.2456640127389
283,245,5,4,1,1,1,3,"14:30","13/06/2022",2,45,11,999,,13.2456640127389
283,245,5,4,1,1,1,4,"14:31","13/06/2022",1,42,4,999,,13.2456640127389
283,245,5,4,1,1,1,2,"14:29","13/06/2022",1,34,2,999,,13.2456640127389
284,246,5,4,2,1,1,2,"11:37","13/06/2022",1,29,3,999,,21.25921875
284,246,5,4,2,1,1,1,"11:36","13/06/2022",1,39,1,999,,21.25921875
284,246,5,4,2,1,1,3,"11:39","13/06/2022",1,45,4,999,,21.25921875
284,246,5,4,2,1,1,4,"11:43","13/06/2022",2,40,6,3,,21.25921875
285,247,5,4,2,1,1,2,"11:42","14/06/2022",2,42,2,999,,79.18262625
285,247,5,4,2,1,1,1,"11:42","14/06/2022",1,38,4,3,,79.18262625
285,247,5,4,2,1,1,3,"11:43","14/06/2022",2,54,11,999,,79.18262625
286,248,5,4,2,1,1,3,"11:06","15/06/2022",1,33,3,999,,133.014805369128
286,248,5,4,2,1,1,1,"11:03","15/06/2022",1,33,1,999,,133.014805369128
286,248,5,4,2,1,1,2,"11:05","15/06/2022",2,55,2,999,,133.014805369128
287,249,5,5,2,1,1,3,"18:22","20/06/2022",2,30,2,999,,121.134436090226
287,249,5,5,2,1,1,2,"18:21","20/06/2022",1,39,3,999,,121.134436090226
287,249,5,5,2,1,1,4,"18:22","20/06/2022",1,39,4,999,,121.134436090226
287,249,5,5,2,1,1,1,"18:20","20/06/2022",1,43,1,999,,121.134436090226
288,250,5,5,1,1,1,3,"07:58","22/06/2022",1,38,3,999,,9.34212658227848
288,250,5,5,1,1,1,2,"07:57","22/06/2022",1,49,2,999,,9.34212658227848
288,250,5,5,1,1,1,1,"07:56","22/06/2022",1,59,1,999,,9.34212658227848
289,251,5,5,2,1,1,2,"11:57","22/06/2022",1,62,11,999,,160.181593984962
289,251,5,5,2,1,1,3,"11:58","22/06/2022",2,39,2,999,,160.181593984962
289,251,5,5,2,1,1,1,"11:54","22/06/2022",1,40,1,999,,160.181593984962
290,252,5,5,2,1,1,4,"10:32","21/06/2022",2,40,4,999,,6.41137191489362
290,252,5,5,2,1,1,1,"10:30","21/06/2022",1,47,1,999,,6.41137191489362
290,252,5,5,2,1,1,3,"10:31","21/06/2022",2,46,2,999,,6.41137191489362
290,252,5,5,2,1,1,2,"10:30","21/06/2022",1,37,3,999,,6.41137191489362
291,253,5,5,2,1,1,1,"13:32","16/06/2022",2,56,6,7,,5.14883130434783
291,253,5,5,2,1,1,4,"13:36","16/06/2022",1,48,555,7,14,5.14883130434783
291,253,5,5,2,1,1,5,"13:37","16/06/2022",1,48,1,7,,5.14883130434783
291,253,5,5,2,1,1,2,"13:33","16/06/2022",1,65,555,7,12,5.14883130434783
291,253,5,5,2,1,1,3,"13:35","16/06/2022",1,60,4,7,,5.14883130434783
292,254,5,5,2,1,1,3,"16:56","16/06/2022",1,53,1,7,,4.10791541284404
292,254,5,5,2,1,1,1,"16:55","16/06/2022",1,43,555,7,11,4.10791541284404
292,254,5,5,2,1,1,4,"16:57","16/06/2022",2,50,4,7,,4.10791541284404
292,254,5,5,2,1,1,2,"16:55","16/06/2022",2,31,2,7,,4.10791541284404
293,255,5,5,2,1,1,1,"13:16","18/06/2022",1,33,3,7,,6.88020618556701
293,255,5,5,2,1,1,4,"13:20","18/06/2022",2,29,6,7,,6.88020618556701
293,255,5,5,2,1,1,3,"13:19","18/06/2022",2,39,4,7,,6.88020618556701
293,255,5,5,2,1,1,2,"13:18","18/06/2022",1,34,9,7,,6.88020618556701
294,256,5,5,2,1,1,5,"10:19","15/06/2022",1,31,3,7,,195.606
294,256,5,5,2,1,1,4,"10:18","15/06/2022",2,55,1,7,,195.606
294,256,5,5,2,1,1,1,"10:15","15/06/2022",1,46,10,7,,195.606
294,256,5,5,2,1,1,2,"10:16","15/06/2022",2,43,2,7,,195.606
294,256,5,5,2,1,1,3,"10:17","15/06/2022",2,47,11,7,,195.606
295,257,5,5,2,1,1,3,"12:56","13/06/2022",1,43,3,7,,5.47658758928572
295,257,5,5,2,1,1,4,"12:57","13/06/2022",2,56,4,7,,5.47658758928572
295,257,5,5,2,1,1,1,"12:54","13/06/2022",2,47,1,7,,5.47658758928572
295,257,5,5,2,1,1,5,"12:59","13/06/2022",2,44,6,7,,5.47658758928572
295,257,5,5,2,1,1,2,"12:55","13/06/2022",1,73,11,7,,5.47658758928572
296,258,5,5,2,1,1,5,"09:59","14/06/2022",2,50,2,7,,7.95912688172043
296,258,5,5,2,1,1,1,"09:53","14/06/2022",1,46,3,7,,7.95912688172043
296,258,5,5,2,1,1,2,"09:54","14/06/2022",1,42,1,7,,7.95912688172043
296,258,5,5,2,1,1,6,"10:00","14/06/2022",2,30,555,7,3,7.95912688172043
296,258,5,5,2,1,1,3,"09:57","14/06/2022",1,67,555,7,7,7.95912688172043
296,258,5,5,2,1,1,7,"10:01","14/06/2022",2,38,11,7,,7.95912688172043
296,258,5,5,2,1,1,4,"09:58","14/06/2022",2,38,4,7,,7.95912688172043
297,259,5,5,2,1,1,1,"17:49","14/06/2022",1,40,1,7,,2.34540276243094
297,259,5,5,2,1,1,2,"17:50","14/06/2022",1,58,555,7,8,2.34540276243094
297,259,5,5,2,1,1,3,"17:52","14/06/2022",1,34,555,7,8,2.34540276243094
298,260,5,5,2,1,1,1,"09:33","17/06/2022",2,45,2,7,,421.347619047619
298,260,5,5,2,1,1,2,"09:34","17/06/2022",2,36,11,7,,421.347619047619
298,260,5,5,2,1,1,5,"09:38","17/06/2022",2,60,1,7,,421.347619047619
298,260,5,5,2,1,1,6,"09:39","17/06/2022",1,35,3,7,,421.347619047619
298,260,5,5,2,1,1,4,"09:37","17/06/2022",2,54,4,7,,421.347619047619
298,260,5,5,2,1,1,3,"09:36","17/06/2022",1,36,11,9,,421.347619047619
308,261,5,6,2,1,1,3,"14:49","17/06/2022",1,39,3,999,,65.4211258741259
308,261,5,6,2,1,1,1,"14:46","17/06/2022",1,33,1,999,,65.4211258741259
308,261,5,6,2,1,1,4,"14:50","17/06/2022",1,34,2,999,,65.4211258741259
308,261,5,6,2,1,1,2,"14:49","17/06/2022",1,32,4,999,,65.4211258741259
309,262,5,6,1,1,1,2,"11:03","17/06/2022",1,48,3,999,,11.2610976744186
309,262,5,6,1,1,1,4,"11:06","17/06/2022",2,29,6,999,,11.2610976744186
309,262,5,6,1,1,1,3,"11:03","17/06/2022",2,47,2,999,,11.2610976744186
309,262,5,6,1,1,1,1,"10:56","17/06/2022",1,49,1,999,,11.2610976744186
310,263,5,6,2,1,1,2,"13:32","20/06/2022",1,52,4,999,,265.9455
310,263,5,6,2,1,1,4,"13:35","20/06/2022",1,32,3,999,,265.9455
310,263,5,6,2,1,1,1,"13:31","20/06/2022",1,39,1,999,,265.9455
310,263,5,6,2,1,1,3,"13:34","20/06/2022",1,30,2,999,,265.9455
311,264,5,6,2,1,1,2,"14:17","18/06/2022",1,48,3,999,,110.668164383562
311,264,5,6,2,1,1,1,"14:17","18/06/2022",1,35,1,999,,110.668164383562
311,264,5,6,2,1,1,4,"14:19","18/06/2022",1,48,4,999,,110.668164383562
311,264,5,6,2,1,1,3,"14:18","18/06/2022",2,47,2,999,,110.668164383562
312,265,5,6,2,1,1,3,"10:30","18/06/2022",2,54,4,999,,188.315441860465
312,265,5,6,2,1,1,1,"10:29","18/06/2022",2,52,1,999,,188.315441860465
312,265,5,6,2,1,1,4,"10:31","18/06/2022",1,46,3,999,,188.315441860465
312,265,5,6,2,1,1,2,"10:30","18/06/2022",2,46,2,999,,188.315441860465
312,265,5,6,2,1,1,5,"10:32","18/06/2022",2,44,11,999,,188.315441860465
313,266,5,7,1,1,1,1,"15:28","06/06/2022",1,53,1,555,3,16.9766382352941
313,266,5,7,1,1,1,5,"15:29","06/06/2022",2,62,11,999,,16.9766382352941
313,266,5,7,1,1,1,3,"15:28","06/06/2022",1,21,7,999,,16.9766382352941
313,266,5,7,1,1,1,8,"15:29","06/06/2022",1,51,5,999,,16.9766382352941
313,266,5,7,1,1,1,6,"15:29","06/06/2022",1,40,2,999,,16.9766382352941
313,266,5,7,1,1,1,2,"11:13","06/06/2022",1,43,3,999,,16.9766382352941
313,266,5,7,1,1,1,7,"15:29","06/06/2022",2,41,6,8,,16.9766382352941
313,266,5,7,1,1,1,4,"15:29","06/06/2022",2,37,4,999,,16.9766382352941
314,267,5,7,2,1,1,3,"11:29","06/06/2022",1,36,3,7,,121.421042553191
314,267,5,7,2,1,1,4,"11:31","06/06/2022",2,42,4,7,,121.421042553191
314,267,5,7,2,1,1,2,"11:28","06/06/2022",1,35,1,7,,121.421042553191
314,267,5,7,2,1,1,1,"11:27","06/06/2022",1,42,11,555,9,121.421042553191
314,267,5,7,2,1,1,5,"11:33","06/06/2022",1,44,4,7,,121.421042553191
315,268,5,7,2,1,1,3,"12:02","07/06/2022",1,51,1,7,,161.408918918919
315,268,5,7,2,1,1,2,"12:01","07/06/2022",1,38,4,7,,161.408918918919
315,268,5,7,2,1,1,1,"11:59","07/06/2022",1,38,11,7,,161.408918918919
316,269,5,7,2,1,1,2,"11:02","07/06/2022",2,37,5,3,,140.077125
316,269,5,7,2,1,1,5,"12:17","07/06/2022",2,45,2,999,,140.077125
316,269,5,7,2,1,1,4,"12:17","07/06/2022",2,44,11,6,,140.077125
316,269,5,7,2,1,1,3,"11:03","07/06/2022",1,51,9,1,,140.077125
316,269,5,7,2,1,1,1,"11:02","07/06/2022",1,32,1,999,,140.077125
317,270,5,7,1,1,1,3,"09:01","07/06/2022",1,66,555,3,11,10.6805162650602
317,270,5,7,1,1,1,1,"08:57","07/06/2022",1,55,1,999,,10.6805162650602
317,270,5,7,1,1,1,6,"09:04","07/06/2022",2,37,4,999,,10.6805162650602
317,270,5,7,1,1,1,5,"09:04","07/06/2022",1,83,555,3,6,10.6805162650602
317,270,5,7,1,1,1,2,"09:00","07/06/2022",1,56,555,3,9,10.6805162650602
317,270,5,7,1,1,1,4,"09:03","07/06/2022",2,60,555,7,12,10.6805162650602
317,270,5,7,1,1,1,9,"09:13","07/06/2022",2,54,11,999,,10.6805162650602
317,270,5,7,1,1,1,8,"09:12","07/06/2022",2,34,6,999,,10.6805162650602
317,270,5,7,1,1,1,7,"09:05","07/06/2022",2,71,555,3,9,10.6805162650602
318,271,5,7,1,1,1,3,"13:09","06/06/2022",2,61,2,999,,14.9964432926829
318,271,5,7,1,1,1,4,"13:11","06/06/2022",1,43,9,999,,14.9964432926829
318,271,5,7,1,1,1,1,"13:07","06/06/2022",1,54,3,999,,14.9964432926829
318,271,5,7,1,1,1,2,"13:08","06/06/2022",1,60,11,999,,14.9964432926829
319,272,5,7,2,1,1,5,"12:32","06/06/2022",2,37,5,999,,156.04722972973
319,272,5,7,2,1,1,7,"12:37","06/06/2022",1,45,9,1,,156.04722972973
319,272,5,7,2,1,1,3,"12:31","06/06/2022",2,32,6,999,,156.04722972973
319,272,5,7,2,1,1,6,"12:33","06/06/2022",2,39,7,6,,156.04722972973
319,272,5,7,2,1,1,1,"12:29","06/06/2022",1,38,1,3,,156.04722972973
319,272,5,7,2,1,1,2,"12:30","06/06/2022",1,45,4,999,,156.04722972973
319,272,5,7,2,1,1,4,"12:32","06/06/2022",2,32,11,999,,156.04722972973
