"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","M01_01","M01_02","M01_03","M01_04","M01_05","M01_06","M01_07","M01_08","M01_09","M01_10","M01_11","M01_12","M01_OTHER","M02_01","M02_02","M02_03","M02_04","M02_OTHER","M03","M04","M04_OTHER","N01","N02","N11_01","N11_02","N11_03","N11_04","N11_05","N11_06","N11_07","N11_08","N11_09","N11_10","N11_11","N11_13","N11_14","N11_15","N11_16","N11_17","N11_18","N11_20","N11_21","N11_22","N11_23","N11_24","N11_26","N11_27","N11_28","N11_29","N11_30","N11_31","N11_32","N11_33","N11_34","N11_35","N11_37","hhid","camp","ref_weight"
2,28,130,1,13,1,229.0288,,1,1,1,,,,,,,,," ",,,1,,,,3," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293001302,,
2,28,130,1,14,1,229.0288,1,,1,,,,,,,,,," ",1,,,,,4,3," ","02",3," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293001402,,
2,28,130,1,15,1,229.0288,1,,1,,,,,,,,,," ",1,,,,,4,3," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","03"," "," "," "," "," "," "," "," ",293001502,,
2,28,130,1,17,1,229.0288,,,1,,,,,,,,,," ",1,,,,,,3," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",293001702,,
2,28,130,1,18,1,229.0288,1,,1,,,,,,,,,," ",1,,,,,2,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293001802,,
2,28,130,1,19,1,229.0288,,1,1,,,,,,,,,," ",,,,555,16,,1," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293001902,,
2,28,130,1,20,1,229.0288,1,,1,,,,,,,,,," ",1,,,,,3,1," ","02",2," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",293002002,,
2,28,130,1,21,1,229.0288,1,,,,,,,,,,,," ",1,,,,,3,4," ","02",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293002102,,
2,28,131,2,1,1,82.8797946428571,,,1,,,,,,,,,," ",1,,,,,4,4," ","01",2,"0102"," "," "," ","02","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," "," ",293100102,,
2,28,131,2,2,1,1149.95715066964,,1,1,,,,,,1,,,," ",1,,,,,,1," ","01",4," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102","01"," "," "," "," "," "," "," ",293100202,,
2,28,131,2,3,1,1149.95715066964,,1,,,,,,,,,1,," ",1,,,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293100302,,
2,28,131,2,4,1,1149.95715066964,,1,1,,,,,,,,,," ",1,,,,,,1," ","02",1," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",293100402,,
2,28,131,2,5,1,1149.95715066964,,1,1,,,,,,,,,," ",1,,,,,,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293100502,,
2,28,131,2,6,1,1149.95715066964,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293100602,,
2,28,131,2,7,1,1149.95715066964,,,1,,,,1,,,,,," ",1,,,,,,3," ","01",1," "," "," "," ","01","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293100702,,
2,28,131,2,8,1,1149.95715066964,,1,,,,,,,,,,," ",1,,,,,,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293100802,,
2,28,131,2,9,1,1149.95715066964,,1,,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",293100902,,
2,28,131,2,10,1,1149.95715066964,1,,1,1,,,,,,,,," ",1,,,,,3,1," ","02",3,"0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293101002,,
2,28,131,2,11,1,1149.95715066964,,1,1,,,,,,,,1,," ",,,1,,,4,3," ","02",3," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",293101102,,
2,28,131,2,12,1,1149.95715066964,,,1,,,,,,,,1,," ",,,1,,,2,1," ","02",1,"0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",293101202,,
2,28,131,2,13,1,1149.95715066964,,,1,,,,,,,,,," ",1,,,,,3,2," ","02",1," "," ","0102"," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293101302,,
2,28,131,2,14,1,82.8797946428571,1,,,,,,,,,,,," ",1,,,,,4,2," ","04",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102","0102"," "," "," "," "," "," "," ",293101402,,
2,28,131,2,15,1,1149.95715066964,,,1,,,,,,,,1,," ",1,,,,,2,1," ","01",2,"0102"," ","0102"," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293101502,,
2,28,131,2,16,1,1149.95715066964,,,,1,,1,,,,,,," ",1,,,,,3,1," ","02",3," "," ","0102","0102"," ","0102","0102"," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," ","0102","0102"," "," ","0102"," "," "," "," ",293101602,,
2,28,131,2,17,1,1149.95715066964,,,1,,,,,,,,,," ",1,,,,,2,2," ","02",1," "," "," ","0102","0102","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293101702,,
2,28,131,2,18,1,1149.95715066964,,1,1,,,,,,,,,," ",1,,,,,,3," ","02",1," "," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293101802,,
2,28,132,2,1,1,1520.222,,1,1,,,,,,,,1,," ",1,,,,,,3," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",293200102,,
2,28,132,2,2,1,1520.222,,1,,,,,,,,,,," ",1,,,,,,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293200202,,
2,28,132,2,3,1,1520.222,,1,,,,,,,,,,," ",1,,,,,,2," ","01",4," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293200302,,
2,28,132,2,4,1,1520.222,,1,,,,,,,,,,," ",1,,,,,,3," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293200402,,
2,28,132,2,5,1,1520.222,,1,1,,,,,,,,1,," ",1,,,,,,3," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293200502,,
2,28,132,2,6,1,1520.222,,,1,1,,,1,,,,,," ",1,,,,,,1," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293200602,,
2,28,132,2,7,1,1520.222,,1,1,,,,,,,,1,," ",1,,,,,,2," ","02",1," "," "," "," ","0102"," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293200702,,
2,28,132,2,8,1,1520.222,,1,,,,,,,,,,," ",1,,,,,,3," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293200802,,
2,28,132,2,9,1,1520.222,,,1,1,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," ","01","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293200902,,
2,28,132,2,10,1,1520.222,1,,1,,,,,,,,1,," ",1,,1,,,3,2," ","02",3,"0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","010203"," "," "," "," "," "," "," ",293201002,,
2,28,132,2,11,1,1520.222,,,,,,,1,,,1,,," ",1,,,,,,3," ","02",3," "," "," ","0102","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",293201102,,
2,28,132,2,12,1,1520.222,,,1,,,1,,,,,,," ",,,1,,,3,2," ","02",2,"0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",293201202,,
2,28,132,2,13,1,1520.222,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293201302,,
2,28,132,2,14,1,1520.222,,1,1,,,,,,,,1,," ",1,,,,,,4," ","02",1," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293201402,,
2,28,132,2,15,1,1520.222,,1,1,,,,,,,,1,," ",1,,,,,,1," ","01",4," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293201502,,
2,28,132,2,16,1,1520.222,,1,1,,,,,,,,,," ",1,,,,,2,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293201602,,
2,28,132,2,17,1,1520.222,,,1,,,,,,,,,," ",1,,,,,,1," ","03",1," "," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293201702,,
2,28,132,2,18,1,1520.222,,1,1,,,,,,,,1,," ",1,,,,,,1," ","02",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0203"," "," "," "," "," "," "," ",293201802,,
2,28,133,1,1,1,239.098475138122,1,,1,,,,,,,,,," ",1,,,,,1,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",293300102,,
2,28,133,1,3,1,239.098475138122,,1,,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01","0102"," "," "," "," "," "," "," ",293300302,,
2,28,133,1,4,1,239.098475138122,,,,,,,,,,,1,," ",1,,,,,,1," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293300402,,
2,28,133,1,5,1,239.098475138122,,,1,,,,,,,,,," ",1,,,,,,2," ","02",1," "," "," "," ","01","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293300502,,
2,28,133,1,6,1,239.098475138122,,1,1,,,,,,,,,," ",1,,,,,,1," ","02",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293300602,,
2,28,133,1,7,1,239.098475138122,,,,,,,,,,,1,," ",1,,,,,,2," ","02",1," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293300702,,
2,28,133,1,8,1,239.098475138122,,1,,,,,,,,,,," ",1,,,,,,1," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293300802,,
2,28,133,1,9,1,180.3201,,1,,,,,,,,,,," ",,,,555,4,1,1," ","01",3," ","01","0102","0102"," "," "," "," "," ","0102"," ","0102"," "," "," "," "," "," "," "," "," "," ","0102"," ","0102","0102"," "," ","0102"," "," "," "," ",293300902,,
2,28,133,1,10,1,180.3201,,1,,,,,,,,,,," ",,,,555,10,2,1," ","02",2," "," ","0102"," "," "," ","0102"," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," ","0102","0102","0102","0102"," "," "," "," "," ",293301002,,
2,28,133,1,11,1,180.3201,1,,1,1,,,,,,,,," ",1,,,,,1,2," ","02",2,"0102"," "," "," ","02"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102","01"," "," "," "," "," "," "," ",293301102,,
2,28,133,1,12,1,180.3201,1,,1,,,,,,,,,," ",1,,,,,1,2," ","02",1," "," ","0102"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",293301202,,
2,28,133,1,13,1,180.3201,1,,1,,,,,,,,,," ",1,,,,,2,2," ","01",1,"01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293301302,,
2,28,133,1,14,1,180.3201,1,,1,,,,,,,,,," ",1,,,,,2,2," ","02",2," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293301402,,
2,28,133,1,15,1,180.3201,1,,,1,,,,,,,,," ",1,,,,,1,2," ","02",1," "," ","0102"," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," ","0102"," "," "," "," ",293301502,,
2,28,133,1,16,1,180.3201,1,,,,,,,,,,,," ",1,,,,,1,4," ","02",1,"0102"," ","0102"," ","01"," ","01"," "," "," "," ","0102"," "," "," "," "," "," "," "," "," ","02"," ","02","0102"," "," "," "," "," "," "," "," ",293301602,,
2,28,133,1,17,1,180.3201,1,,,,,,,,,1,,," ",1,,,,,1,4," ","01",1,"0102"," "," "," ","01","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293301702,,
2,28,133,1,18,1,180.3201,1,,,,,,,,,,,," ",1,,,,,1,4," ","02",1,"0102"," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," ","01"," "," "," "," ",293301802,,
2,28,133,1,20,1,239.098475138122,1,,1,,,,,,,,,," ",1,,,,,4,1," ","01",1," "," ","0102"," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293302002,,
2,28,134,1,1,1,13.9770985339988,,,1,,,,1,,,,1,," ",1,,,,,,1," ","01",2," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293400102,,
2,28,134,1,2,1,13.9770985339988,1,,1,,,,,,,,,," ",1,,,,,3,1," ","01",1,"01"," "," "," ","01"," "," "," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," ","01","01"," "," "," "," "," "," "," ",293400202,,
2,28,134,1,3,1,13.9770985339988,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," "," ",293400302,,
2,28,134,1,4,1,452.6321,1,,1,,,,,,,,,," ",1,,,,,1,2," ","01",1,"01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293400402,,
2,28,134,1,5,1,13.9770985339988,,1,1,,,,,,,,,," ",,,1,,,,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293400502,,
2,28,134,1,6,1,13.9770985339988,,1,,,,,,,,,,," ",1,,,,,,2," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",293400602,,
2,28,134,1,7,1,452.6321,1,,1,,,,,,,,,," ",1,,,,,1,2," ","01",1," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293400702,,
2,28,134,1,8,1,13.9770985339988,,,1,,,,,,,,,," ",1,,,,,,1," ","02",1," "," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102","0102"," "," "," "," "," "," "," ",293400802,,
2,28,134,1,9,1,13.9770985339988,,,1,,,,,,,,,," ",1,,1,,,,1," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",293400902,,
2,28,134,1,11,1,452.6321,1,,,1,,,,,,,,," ",1,,,,,1,2," ","03",1,"0102"," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102","01"," "," "," "," "," "," "," ",293401102,,
2,28,134,1,12,1,452.6321,,,,,,,,,,,,555,"None",,,,555,4,2,1," ","02",1," "," "," "," "," ","0102"," "," "," ","0102"," ","0102"," "," "," "," "," "," "," "," "," "," "," "," ","0102","0102","0102"," "," "," "," "," "," ",293401202,,
2,28,134,1,13,1,452.6321,1,,1,,,,,,,,,," ",1,,,,,2,1," ","01",2," "," "," "," "," "," ","01"," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," ","01","01"," "," "," "," "," "," "," ",293401302,,
2,28,134,1,14,1,452.6321,1,,,,,,1,,,,,," ",1,,,,,1,2," ","02",3," "," ","0102"," "," "," "," "," "," ","0102","0102","0102"," ","02","0102","01"," "," "," "," "," "," ","0102","0102","0102"," "," ","0102","0102","03"," "," "," ",293401402,,
2,28,134,1,15,1,452.6321,1,,,,,,,,,,,," ",1,,,,,3,1," ","02",1,"0102"," "," "," "," ","0102"," "," "," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",293401502,,
2,28,134,1,17,1,452.6321,,1,,,,,,,,,,," ",,,,555,19,2,1," ","01",2," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," ","01","01"," "," ","01"," "," "," "," ",293401702,,
2,28,134,1,18,1,452.6321,,,,,,1,,,,,,," ",,,,555,9,1,2," ","01",2,"0102"," ","0102"," ","01"," "," "," ","0102","0102"," ","0102","0102","0102"," "," "," "," "," "," "," ","0102"," "," ","0102"," "," "," ","0102"," "," "," "," ",293401802,,
2,28,134,1,21,1,452.6321,1,,1,1,,,,,,,,," ",1,,,,,2,3," ","01",1," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102","0102"," "," "," "," "," "," "," ",293402102,,
2,28,134,1,22,1,452.6321,1,,1,,,,,,,,,," ",1,,,,,1,2," ","01",2," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",293402202,,
3,31,135,2,1,3,69.0437322727273,1,,1,,,,,,,,1,," ",1,,1,,,1,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",323500103,,
3,31,135,2,2,3,69.0437322727273,,,1,,,,,,,,1,," ",1,,,,,3,1," ","02",1," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",323500203,,
3,31,135,2,3,3,69.0437322727273,,,1,,,,,,,,,," ",,,1,,,3,1," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",323500303,,
3,31,135,2,4,3,69.0437322727273,,1,1,,,,,,,,1,," ",1,,,,,,2," ","02",1," "," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",323500403,,
3,31,135,2,5,3,69.0437322727273,,,1,,,,,,,,,," ",,,1,,,,2," ","01",3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",323500503,,
3,31,135,2,7,3,69.0437322727273,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",323500703,,
3,31,135,2,8,3,34.13398,,,1,,,,,,,1,,," ",1,,,,,2,2," ","02",3," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",323500803,,
3,31,135,2,9,3,69.0437322727273,,,1,,,1,,,,,,," ",1,,,,,,3," ","01",1," "," "," ","01"," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02","02"," "," "," "," "," "," "," ",323500903,,
3,31,135,2,10,3,34.13398,1,,1,,,,,,,1,1,," ",1,,,,,1,1," ","01",3," "," "," ","0102"," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",323501003,,
3,31,135,2,11,3,69.0437322727273,,,1,,,,,,,,1,," ",1,,,,,,1," ","02",1," "," "," "," ","02","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",323501103,,
3,31,135,2,12,3,34.13398,1,,1,,,,,,,,,," ",1,,,,,2,2," ","02",2," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",323501203,,
3,31,135,2,13,3,69.0437322727273,,1,1,,,,,,,,1,," ",1,,,,,,3," ","02",1," "," "," "," ","02"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",323501303,,
3,31,135,2,14,3,34.13398,1,,1,1,,,,,,,,," ",1,,,,,2,1," ","02",2," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","02"," "," "," "," "," "," "," ",323501403,,
3,31,135,2,15,3,69.0437322727273,1,,1,,,,,,,,,," ",1,,1,,,3,2," ","02",3," "," "," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01","0102"," "," "," "," "," "," "," ",323501503,,
3,31,135,2,16,3,69.0437322727273,1,,1,,,,,,,,,," ",1,,1,,,2,2," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",323501603,,
3,31,135,2,17,3,34.13398,1,,1,,,,,,,,,," ",1,,,,,1,1," ","02",3," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",323501703,,
3,31,135,2,18,3,34.13398,1,,1,,,,,,,,,," ",1,,,,,2,2," ","01",1," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",323501803,,
3,31,135,2,19,3,69.0437322727273,,1,1,,,,,,,,,," ",1,,,,,,2," ","02",3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",323501903,,
3,31,136,2,1,3,55.98943,1,,1,,,,,,,,1,," ",1,,,,,3,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",323600103,,
3,31,136,2,2,3,55.98943,,,1,,,,,,,,1,," ",1,,,,,,1," ","02",2," "," "," "," ","0102","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",323600203,,
3,31,136,2,3,3,55.98943,1,,1,1,,,,,,,,," ",,,1,,,1,1," ","02",2," "," "," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",323600303,,
3,31,136,2,4,3,55.98943,,1,,,,,,,,,,," ",1,,,,,,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",323600403,,
3,31,136,2,5,3,55.98943,,1,1,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",323600503,,
3,31,136,2,6,3,55.98943,,1,1,,,,,,,,,," ",1,,,,,,1," ","02",1," "," "," "," ","0102"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",323600603,,
3,31,136,2,7,3,55.98943,,,1,,,,,,,,1,," ",1,,,,,,1," ","02",1," "," "," "," "," ","01"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01"," "," "," "," "," "," "," ",323600703,,
3,31,136,2,8,3,55.98943,,,1,,,,,,,,,," ",,,1,,,2,2," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","01","0102"," "," "," "," "," "," "," ",323600803,,
3,31,136,2,9,3,55.98943,,1,1,,,,,,,,1,," ",1,,,,,,1," ","02",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","0102"," "," "," "," "," "," "," ",323600903,,
3,31,136,2,10,3,55.98943,,,1,,,,,,,,,," ",1,,,,,,1," ","02",3," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",323601003,,
3,31,136,2,11,3,55.98943,,1,,,,,,,,,,," ",1,,,,,,1," ","01",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",323601103,,
