"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","G01","G02","G02A","G02B","G28","G29","G30","G31","G32","G33","G34","G35A","G35B","G36A","G36B","G37A","G37B","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G48_AREA_OTHER","G49_SQUARE","G49_L","G49_W","G49_CERCLE","G50","G51","G52","G53","G54","G54_OTHER","G55_1","G55_2","G55_3","G55_4","G55_5","G55_6","G55_7","G55_8","G55_9","G55_10","G55_OTHER","hhid","camp","ref_weight"
1,13,47,1,16,1,335.788,"03",120,2,1,,,,,,,,0,,1,4,0,,2,2,2,2,2,2,2,2,0,,,,,,,,,,,,1,,,,,,,,,,,," ",134701601,,
1,13,47,1,17,1,335.788,"01",90,1,2,,,,,,,,0,,0,,0,,2,1,1,1,1,2,2,2,0,,,,,,,,,,,,1,,,,,,,,,,,," ",134701701,,
1,13,47,1,19,1,335.788,"02",120,1,2,,,,,,,,0,,0,,0,,1,2,4,4,4,4,2,2,0,,,,,,,,,,,,4,,,,,,,,,,,," ",134701901,,
1,13,48,1,1,1,1223.457,"02",180,1,1,,,,,,,,1,0,0,,0,,2,2,888,4,2,2,5,4,1,0,1,,2,,,,1,2,1,1,1,,,,,,,,,,,," ",134800101,,
1,13,48,1,2,1,1223.457,"01",240,1,2,,,,,,,,0,,0,,0,,2,2,4,3,4,2,4,4,0,,,,,,,,,,,,1,,,,,,,,,,,," ",134800201,,
1,13,48,1,3,1,1223.457,"04",240,1,1,,,,,,,,1,0,0,,0,,2,4,4,4,4,2,4,4,0,,,,,,,,,,,,4,,,,,,,,,,,," ",134800301,,
1,13,48,1,4,1,1223.457,"02",180,1,1,,,,,,,,0,,0,,1,0,2,2,2,4,4,2,4,4,0,,,,,,,,,,,,4,,,,,,,,,,,," ",134800401,,
1,13,48,1,5,1,1223.457,"02",360,1,1,,,,,,,,1,1,1,1,0,,2,2,5,2,5,1,5,2,1,1,1,,6,,,,1,4,1,1,1,,,,,,,,,,,," ",134800501,,
1,13,48,1,6,1,1223.457,"01",360,1,1,,,,,,,,0,,1,0,0,,2,888,888,2,4,2,4,2,0,,,,,,,,,,,,1,,,,,,,,,,,," ",134800601,,
1,13,48,1,7,1,1223.457,"02",180,1,1,,,,,,,,0,,1,0,0,,1,2,2,2,4,2,888,2,0,,,,,,,,,,,,4,,,,,,,,,,,," ",134800701,,
1,13,48,1,8,1,1223.457,"02",30,1,1,,,,,,,,1,0,1,1,0,,2,2,2,2,4,2,4,2,1,0,1,,3,,,,1,3,2,1,4,,,,,,,,,,,," ",134800801,,
1,13,48,1,9,1,1223.457,"02",100,1,2,5,5,3,3,3,5,5,0,,1,2,0,,1,2,2,1,2,4,4,4,1,1,2,,,3,2,,1,2,2,1,1,,,,,,,,,,,," ",134800901,,
1,13,48,1,10,1,1223.457,"03",360,1,2,3,3,3,3,3,3,3,0,,1,1,0,,1,1,1,5,2,4,2,4,1,1,1,,3,,,,1,3,4,1,4,,,,,,,,,,,," ",134801001,,
1,13,48,1,11,1,1223.457,"01",60,1,2,,,,,,,,0,,1,3,0,,1,2,2,888,1,888,888,3,1,1,4,4,,,,,4,4,0,1,2,,,,,,,,,,,," ",134801101,,
1,13,48,1,12,1,1223.457,"01",60,1,1,,,,,,,,0,,0,,0,,1,888,2,888,5,5,888,2,0,,,,,,,,,,,,3,,,,,,,,,,,," ",134801201,,
1,13,48,1,13,1,1223.457,"01",45,2,2,,,,,,,,0,,1,0,0,,2,2,1,1,4,5,2,5,0,,,,,,,,,,,,1,,,,,,,,,,,," ",134801301,,
1,13,48,1,14,1,1223.457,"02",120,1,1,,,,,,,,0,,0,,0,,2,2,1,4,4,4,888,2,0,,,,,,,,,,,,1,,,,,,,,,,,," ",134801401,,
1,13,48,1,15,1,1223.457,"05",180,1,1,,,,,,,,0,,0,,0,,2,2,2,1,4,4,888,4,0,,,,,,,,,,,,4,,,,,,1,,,,,," ",134801501,,
1,13,48,1,16,1,1223.457,"04",120,1,1,,,,,,,,0,,0,,0,,888,888,888,888,888,888,888,3,0,,,,,,,,,,,,2,,,,,,,,,,,888," ",134801601,,
1,13,48,1,17,1,1223.457,"05",120,1,2,,,,,,,,0,,0,,0,,2,1,1,1,2,2,888,4,1,1,2,,,3,2,,1,3,1,1,1,,,,,,,,,,,," ",134801701,,
1,13,49,1,1,1,170.3618,"02",360,1,1,5,5,2,5,2,2,5,0,,1,3,0,,4,1,1,4,4,1,4,1,1,1,2,,,4,3,,1,3,2,1,1,,,,,,,,,,,," ",134900101,,
1,13,49,1,2,1,170.3618,"01",360,1,1,,,,,,,,0,,1,0,0,,1,2,2,2,4,2,4,2,0,,,,,,,,,,,,4,,,,,,,,,,,," ",134900201,,
1,13,49,1,3,1,170.3618,"01",120,1,2,,,,,,,,0,,1,4,0,,1,2,2,4,2,2,5,2,0,,,,,,,,,,,,1,,,,,,,,,,,," ",134900301,,
1,13,49,1,4,1,170.3618,"01",180,1,1,,,,,,,,1,0,1,4,0,,888,2,888,4,888,888,5,888,1,0,1,,2,,,,1,4,1,1,1,,,,,,,,,,,," ",134900401,,
1,13,49,1,5,1,170.3618,"02",240,1,1,,,,,,,,0,,0,,0,,2,1,2,4,4,2,5,4,0,,,,,,,,,,,,4,,,,,,,,,,,," ",134900501,,
1,13,49,1,6,1,170.3618,"05",180,1,2,,,,,,,,0,,0,,0,,2,4,2,4,4,2,4,2,0,,,,,,,,,,,,4,,,,,,,,,,,," ",134900601,,
1,13,49,1,7,1,170.3618,"02",240,1,1,,,,,,,,1,0,1,0,0,,2,2,2,4,4,2,4,4,0,,,,,,,,,,,,4,,,,,,,,,,,," ",134900701,,
1,13,49,1,8,1,170.3618,"05",60,1,1,,,,,,,,0,,0,,0,,1,2,1,2,2,2,4,5,0,,,,,,,,,,,,4,,,,,,,,,,,," ",134900801,,
1,13,49,1,9,1,170.3618,"01",55,1,2,,,,,,,,1,0,1,0,0,,1,2,2,3,1,5,4,3,0,,,,,,,,,,,,3,,,,,,,,,,,," ",134900901,,
1,13,49,1,10,1,170.3618,"06",120,1,2,,,,,,,,1,0,1,1,0,,1,2,2,2,1,3,4,4,1,1,1,,3,,,,1,3,2,0,1,,,,,,,,,,,," ",134901001,,
1,13,49,1,11,1,170.3618,"02",90,1,1,,,,,,,,0,,1,4,0,,1,888,888,5,888,2,888,1,0,,,,,,,,,,,,3,,,,,,,,,,,," ",134901101,,
1,13,49,1,12,1,170.3618,"02",45,1,1,5,5,5,5,5,5,5,0,,0,,0,,1,2,2,2,2,2,5,5,1,1,1,,5,,,,1,6,2,1,3,,,,,,1,,,,,," ",134901201,,
1,13,49,1,13,1,170.3618,"01",240,1,2,,,,,,,,0,,0,,0,,1,2,1,2,1,1,1,888,0,,,,,,,,,,,,1,,,,,,,,,,,," ",134901301,,
1,13,49,1,14,1,170.3618,"04",180,1,2,5,5,5,5,5,5,5,0,,0,,0,,1,1,2,1,4,2,888,4,1,1,1,,2,,,,1,4,2,1,1,,,,,,,,,,,," ",134901401,,
1,13,49,1,15,1,170.3618,"04",150,1,2,,,,,,,,0,,0,,0,,1,1,1,1,888,888,5,2,1,1,1,,2,,,,1,3,1,1,1,,,,,,,,,,,," ",134901501,,
1,13,49,1,16,1,170.3618,"02",60,1,2,,,,,,,,1,0,0,,1,0,1,1,888,4,2,2,1,1,1,1,2,,,3,2,,1,3,1,1,1,,,,,,,,,,,," ",134901601,,
1,13,49,1,17,1,170.3618,"02",200,1,2,,,,,,,,1,0,1,0,0,,2,2,2,4,4,2,4,4,0,,,,,,,,,,,,4,,,,,,,,,,,," ",134901701,,
1,13,49,1,18,1,170.3618,"06",30,1,1,,,,,,,,0,,0,,0,,888,5,1,888,888,1,5,1,0,,,,,,,,,,,,3,,,,,,,,,,,," ",134901801,,
2,21,50,1,1,1,312.3764,"02",60,2,2,,,,,,,,0,,0,,0,,888,2,2,3,2,3,2,888,1,0,1,,3,,,,1,2,2,0,5,,,,,,,,,,,," ",215000102,,
2,21,50,1,2,1,312.3764,"02",120,1,1,,,,,,,,0,,0,,0,,1,1,1,1,1,1,1,1,1,1,2,,,3,2,,1,2,2,0,1,,,,,,,,,,,," ",215000202,,
2,21,50,1,3,1,70.7120706467662,"01",60,2,2,,,,,,,,0,,0,,0,,1,4,3,4,4,4,4,4,1,0,1,,2,,,,1,2,1,0,2,,,,,,,,,,,," ",215000302,,
2,21,50,1,4,1,312.3764,"02",240,2,2,,,,,,,,0,,1,1,0,,888,1,888,2,1,888,5,3,0,,,,,,,,,,,,1,,,,,,,,,,,," ",215000402,,
2,21,50,1,5,1,312.3764,"03",60,1,2,,,,,,,,0,,1,4,0,,888,2,2,2,4,2,4,2,1,1,2,,,3,2,,1,3,1,1,1,,,,,,,,,,,," ",215000502,,
2,21,50,1,7,1,70.7120706467662,"02",120,2,2,,,,,,,,0,,0,,0,,1,1,1,1,1,1,1,1,1,0,2,,,3,2,,1,2,0,1,1,,,,,,,,,,,," ",215000702,,
2,21,50,1,8,1,70.7120706467662,"01",120,2,2,2,2,2,2,2,2,2,1,2,0,,0,,1,1,1,1,1,1,1,1,1,0,2,,,3,2,,1,2,2,1,1,,,,,,,,,,,," ",215000802,,
2,21,50,1,9,1,70.7120706467662,"02",120,2,2,2,2,2,2,2,2,2,1,2,0,,0,,1,1,1,1,1,1,1,1,1,0,2,,,3,2,,1,2,0,1,1,,,,,,,,,,,," ",215000902,,
2,21,50,1,10,1,312.3764,"02",120,1,2,,,,,,,,0,,0,,0,,3,2,3,888,2,3,2,888,0,,,,,,,,,,,,6,,,,,,,,,,,," ",215001002,,
2,21,50,1,11,1,312.3764,"02",60,2,2,,,,,,,,0,,0,,0,,888,2,3,888,2,3,2,3,0,,,,,,,,,,,,5,,,,,,,,,,,," ",215001102,,
2,21,50,1,12,1,312.3764,"01",120,2,2,,,,,,,,0,,0,,0,,3,4,4,4,4,4,4,3,1,0,1,,2,,,,1,2,1,0,1,,,,,,,,,,,," ",215001202,,
2,21,50,1,13,1,312.3764,"02",60,2,2,,,,,,,,0,,1,4,0,,888,2,888,2,2,888,4,888,0,,,,,,,,,,,,1,,,,,,,,,,,," ",215001302,,
2,21,50,1,14,1,312.3764,"01",30,2,2,,,,,,,,0,,1,4,0,,888,2,888,4,2,888,4,888,1,1,1,,2,,,,1,4,1,1,1,,,,,,,,,,,," ",215001402,,
2,21,50,1,15,1,312.3764,"02",180,1,2,,,,,,,,1,0,1,2,0,,888,2,888,2,1,3,4,3,1,0,1,,2,,,,1,2,2,1,2,,,,,,,,,,,," ",215001502,,
2,21,50,1,16,1,312.3764,"02",240,1,2,,,,,,,,1,0,1,3,0,,3,1,3,1,2,888,5,3,1,0,2,,,3,2,,1,2,1,1,2,,,,,,,,,,,," ",215001602,,
2,21,50,1,17,1,312.3764,"01",120,2,2,,,,,,,,0,,0,,0,,2,4,3,3,4,4,4,4,1,1,1,,2,,,,1,2,1,0,2,,,,,,,,,,,," ",215001702,,
2,21,50,1,18,1,312.3764,"01",120,2,2,,,,,,,,0,,0,,0,,2,3,4,4,4,4,4,4,1,0,1,,2,,,,1,2,1,0,2,,,,,,,,,,,," ",215001802,,
2,21,51,1,1,1,30.9889583687341,"01",45,2,2,,,,,,,,0,,1,4,0,,4,1,2,1,2,4,4,3,1,0,1,,4,,,,1,4,1,1,2,,,,,,,,,,,," ",215100102,,
2,21,51,1,2,1,30.9889583687341,"02",60,1,1,,,,,,,,0,,0,,0,,4,2,2,888,2,2,888,888,1,0,1,,5,,,,1,6,1,1,2,,,,,,,,,,,," ",215100202,,
2,21,51,1,3,1,260.5286,"02",120,1,2,,,,,,,,0,,1,4,0,,4,888,888,888,888,888,4,3,1,1,4,3,,,,,1,3,1,1,5,,,,,,,,,,,," ",215100302,,
2,21,51,1,4,1,30.9889583687341,"02",120,1,2,,,,,,,,1,0,1,4,0,,888,2,888,888,2,888,4,4,1,0,2,,,3,2,,1,3,2,1,1,,,,,,,,,,,," ",215100402,,
2,21,51,1,5,1,30.9889583687341,"02",30,2,2,,,,,,,,0,,0,,0,,2,2,2,2,2,2,4,888,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215100502,,
2,21,51,1,6,1,30.9889583687341,"02",120,2,2,2,1,1,1,1,1,1,1,0,0,,0,,888,888,888,888,888,888,888,888,1,0,1,,2,,,,1,3,2,1,1,,,,,,,,,,,," ",215100602,,
2,21,51,1,7,1,30.9889583687341,"01",70,2,2,,,,,,,,0,,1,4,0,,2,2,4,2,1,888,4,5,1,0,2,,,5,3,,1,3,2,1,4,,,,,,,,,,,," ",215100702,,
2,21,51,1,8,1,30.9889583687341,"01",60,2,2,,,,,,,,1,0,1,2,0,,888,2,888,888,4,888,5,888,1,0,1,,2,,,,1,3,2,0,5,,,,,,,,,,,," ",215100802,,
2,21,51,1,9,1,30.9889583687341,"01",120,2,2,3,3,1,1,1,1,3,0,,1,4,0,,888,1,2,4,5,4,5,3,1,0,1,,3,,,,1,3,1,1,1,,,,,,,,,,,," ",215100902,,
2,21,51,1,10,1,260.5286,"03",70,2,2,,,,,,,,0,,1,4,0,,1,1,4,4,2,3,4,4,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215101002,,
2,21,51,1,11,1,260.5286,"05",180,1,1,3,5,3,3,3,3,5,0,,0,,1,4,1,2,1,4,2,4,2,1,1,1,1,,2,,,,1,3,2,0,4,,,,,,,,,,,," ",215101102,,
2,21,51,1,12,1,260.5286,"03",60,1,1,5,5,3,5,3,3,5,0,,1,4,0,,2,2,1,3,1,4,4,2,1,1,2,,,3,2,,1,3,2,1,4,,,,,,,,,,,," ",215101202,,
2,21,51,1,13,1,30.9889583687341,"01",180,2,2,,,,,,,,0,,1,4,0,,888,1,888,3,2,888,4,5,1,0,2,,,3,2,,1,3,1,0,1,,,,,,,,,,,," ",215101302,,
2,21,51,1,14,1,30.9889583687341,"02",120,2,2,,,,,,,,0,,1,4,1,4,1,1,1,4,2,4,888,2,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215101402,,
2,21,51,1,15,1,260.5286,"02",90,1,2,,,,,,,,0,,1,4,1,4,1,1,1,4,2,4,4,2,1,1,1,,2,,,,1,3,2,1,5,,,,,,,,,,,," ",215101502,,
2,21,51,1,17,1,260.5286,"06",120,1,1,,,,,,,,0,,0,,1,4,1,1,1,4,4,2,2,1,1,1,1,,2,,,,1,3,2,0,6,,,,,,,,,,,," ",215101702,,
2,21,51,1,18,1,260.5286,"02",120,1,2,,,,,,,,1,0,0,,0,,2,2,2,2,2,2,2,2,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215101802,,
2,21,51,1,20,1,30.9889583687341,"01",120,1,2,,,,,,,,0,,1,0,0,,4,2,3,2,888,888,2,3,1,0,2,,,2,2,,1,5,2,1,5,,,,,,,,,,,," ",215102002,,
2,21,52,2,1,1,1357.81097435897,"03",120,2,,,,,,,,,0,,1,4,1,4,1,1,1,4,2,4,2,1,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215200102,,
2,21,52,2,2,1,1357.81097435897,"01",120,2,,,,,,,,,1,0,1,4,0,,888,1,888,888,2,888,5,3,0,,,,,,,,,,,,5,,,,,,,,,,,," ",215200202,,
2,21,52,2,3,1,1091.848,"04",160,1,,3,3,3,3,3,3,3,1,0,1,4,0,,2,1,3,2,4,3,888,4,0,,,,,,,,,,,,6,,,,,,,,,,,," ",215200302,,
2,21,52,2,4,1,1357.81097435897,"01",120,1,,3,3,3,3,3,3,3,0,,1,3,0,,888,2,888,3,2,888,2,888,1,0,1,,3,,,,1,4,2,1,2,,,,,,,,,,,," ",215200402,,
2,21,52,2,5,1,1357.81097435897,"02",90,2,,3,3,1,3,1,3,3,0,,1,4,1,4,1,1,1,4,2,4,2,1,1,0,2,,,3,2,,1,3,2,1,5,,,,,,,,,,,," ",215200502,,
2,21,52,2,6,1,1357.81097435897,"02",180,2,,,,,,,,,0,,0,,0,,3,888,3,3,888,3,2,3,0,,,,,,,,,,,,4,,,,,,,,,,,," ",215200602,,
2,21,52,2,7,1,1357.81097435897,"01",60,2,,,,,,,,,0,,1,4,1,4,1,2,2,4,2,4,2,2,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215200702,,
2,21,52,2,8,1,1357.81097435897,"01",45,2,,,,,,,,,1,0,1,1,0,,888,2,888,888,2,888,888,888,1,0,1,,2,,,,1,3,1,1,1,,,,,,,,,,,," ",215200802,,
2,21,52,2,9,1,1357.81097435897,"03",90,2,,,,,,,,,0,,1,4,1,4,1,2,1,5,2,4,2,1,0,,,,,,,,,,,,5,,,,,,,,,,,," ",215200902,,
2,21,52,2,10,1,1091.848,"01",150,1,,3,3,2,2,2,3,2,0,,1,4,0,,1,2,3,1,1,3,4,888,1,1,2,,,5,2,,1,4,2,0,4,,,,,,,,,,,," ",215201002,,
2,21,52,2,11,1,1091.848,"01",60,1,,5,5,3,5,5,5,5,1,0,1,0,1,0,4,2,2,2,2,3,5,1,0,,,,,,,,,,,,4,,,,,,,,,,,," ",215201102,,
2,21,52,2,12,1,1357.81097435897,"02",160,1,,,,,,,,,0,,0,,0,,2,2,2,2,2,2,2,2,1,0,1,,2,,,,1,2,2,1,5,,,,,,,,,,,," ",215201202,,
2,21,52,2,13,1,1357.81097435897,"02",120,2,,,,,,,,,0,,1,4,1,4,2,2,1,4,2,4,2,2,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215201302,,
2,21,52,2,14,1,1091.848,"01",210,2,,3,3,3,3,3,3,3,0,,1,4,0,,2,1,2,2,2,4,4,2,1,0,2,,,3,2,,1,3,2,1,2,,,,,,,,,,,," ",215201402,,
2,21,52,2,15,1,1357.81097435897,"01",60,1,,3,3,1,3,1,1,3,0,,1,0,0,,2,2,3,2,2,2,2,2,1,0,1,,3,,,,1,2,3,1,4,,,,,,,,,,,," ",215201502,,
2,21,52,2,16,1,1091.848,"01",120,1,,3,3,3,3,3,3,3,0,,1,4,0,,2,1,2,1,3,1,4,5,1,0,4,6,,,,,1,6,0,1,4,,,,,,,,,,,," ",215201602,,
2,21,52,2,17,1,1357.81097435897,"02",90,1,,,,,,,,,0,,0,,0,,2,2,3,2,2,3,2,888,0,,,,,,,,,,,,5,,,,,,,,,,,," ",215201702,,
2,21,52,2,18,1,1357.81097435897,"04",120,1,,3,3,1,3,1,3,3,1,0,1,3,0,,888,2,888,888,2,888,4,888,1,0,2,,,4,3,,1,4,2,1,5,,,,,,,,,,,," ",215201802,,
2,21,53,2,1,1,1158.7450875,"01",120,2,,1,1,1,3,1,1,3,0,,1,4,0,,888,1,888,3,888,888,4,5,1,0,1,,2,,,,1,4,1,1,4,,,,,,,,,,,," ",215300102,,
2,21,53,2,2,1,1158.7450875,"01",120,2,,,,,,,,,1,888,0,,0,,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215300202,,
2,21,53,2,3,1,1158.7450875,"02",90,2,,,,,,,,,0,,1,4,1,4,1,1,1,4,2,4,2,2,0,,,,,,,,,,,,6,,,,,,,,,,,," ",215300302,,
2,21,53,2,4,1,1158.7450875,"01",30,2,,,,,,,,,1,0,0,,0,,888,888,888,888,888,888,888,888,0,,,,,,,,,,,,4,,,,,,,,,,,," ",215300402,,
2,21,53,2,5,1,1158.7450875,"03",120,2,,,,,,,,,0,,1,4,1,4,2,1,1,5,2,4,2,1,1,0,2,,,3,2,,1,3,2,0,6,,,,,,,,,,,," ",215300502,,
2,21,53,2,6,1,1158.7450875,"02",120,2,,,,,,,,,0,,1,4,1,4,1,1,1,4,2,4,2,1,0,,,,,,,,,,,,5,,,,,,,,,,,," ",215300602,,
2,21,53,2,7,1,1158.7450875,"02",45,1,,3,3,1,3,1,3,3,0,,1,4,0,,2,1,3,4,1,888,4,3,1,0,2,,,3,2,,1,2,2,1,4,,,,,,,,,,,," ",215300702,,
2,21,53,2,8,1,1158.7450875,"02",60,2,,,,,,,,,1,888,0,,0,,2,2,2,2,2,2,2,2,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215300802,,
2,21,53,2,9,1,1158.7450875,"02",120,2,,,,,,,,,0,,1,2,0,,888,1,888,888,2,888,5,3,1,0,2,,,3,2,,1,3,1,1,4,,,,,,,,,,,," ",215300902,,
2,21,53,2,10,1,1158.7450875,"03",90,2,,,,,,,,,0,,1,4,0,,1,1,1,5,2,4,2,1,1,0,1,,3,,,,1,4,2,1,5,,,,,,,,,,,," ",215301002,,
2,21,53,2,11,1,1018.677,"02",45,2,,3,3,3,3,3,3,3,0,,1,4,0,,1,2,3,2,1,3,2,1,1,0,2,,,4,3,,1,3,2,1,5,,,,,,,,,,,," ",215301102,,
2,21,53,2,12,1,1158.7450875,"02",120,2,,,,,,,,,0,,0,,0,,1,2,2,2,2,2,2,2,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215301202,,
2,21,53,2,13,1,1158.7450875,"02",120,2,,,,,,,,,0,,1,4,0,,4,2,2,4,1,5,4,4,1,0,2,,,3,2,,1,3,1,1,2,,,,,,,,,,,," ",215301302,,
2,21,53,2,14,1,1018.677,"02",120,1,,2,2,2,3,2,2,2,0,,1,4,0,,888,1,888,888,2,888,5,5,1,0,1,,2,,,,1,3,1,1,2,,,,,,,,,,,," ",215301402,,
2,21,53,2,15,1,1018.677,"02",180,1,,3,3,3,3,3,3,3,0,,0,,0,,3,5,3,2,4,4,2,2,1,1,1,,2,,,,1,2,2,0,4,,,,,,,,,,,," ",215301502,,
2,21,53,2,16,1,1018.677,"02",120,1,,3,3,3,3,3,3,3,1,0,0,,0,,2,2,4,3,2,888,4,2,1,1,1,,2,,,,1,2,2,1,4,,,,,,,,,,,," ",215301602,,
2,21,53,2,17,1,1018.677,"02",480,2,,,,,,,,,0,,0,,0,,1,2,2,2,2,2,2,2,1,1,2,,,3,2,,1,5,2,1,3,,,,,,,,,,,," ",215301702,,
2,21,53,2,18,1,1018.677,"01",120,1,,,,,,,,,0,,0,,0,,888,2,888,2,2,888,4,888,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215301802,,
2,21,54,2,1,1,429.702488636364,"01",100,2,,,,,,,,,1,4,0,,1,4,4,2,3,4,2,5,5,2,1,0,4,3,,,,,1,5,0,1,4,,,,,,,,,,,," ",215400102,,
2,21,54,2,2,1,429.702488636364,"02",120,2,,,,,,,,,1,0,1,4,1,4,2,2,4,4,2,3,4,3,0,,,,,,,,,,,,1,,,,,,,,,,,," ",215400202,,
2,21,54,2,3,1,429.702488636364,"02",180,2,,1,1,1,1,1,1,1,1,0,1,1,0,,1,1,2,5,2,1,5,2,1,0,2,,,3,2,,1,2,0,1,2,,,,,,,,,,,," ",215400302,,
2,21,54,2,4,1,429.702488636364,"02",180,2,,1,1,1,1,1,1,1,0,,1,4,0,,888,2,2,2,2,1,5,2,1,0,2,,,3,2,,1,2,1,0,2,,,,,,,,,,,," ",215400402,,
2,21,54,2,5,1,429.702488636364,"02",180,2,,,,,,,,,1,0,1,3,0,,2,2,2,2,2,2,2,2,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215400502,,
2,21,54,2,6,1,429.702488636364,"02",180,2,,1,1,3,1,1,1,1,1,0,1,4,0,,4,2,2,4,2,2,5,5,1,0,2,,,3,2,,1,2,0,1,2,,,,,,,,,,,," ",215400602,,
2,21,54,2,7,1,429.702488636364,"03",120,2,,,,,,,,,0,,1,4,0,,3,2,3,4,2,3,5,3,1,0,2,,,3,2,,1,3,2,0,2,,,,,,,,,,,," ",215400702,,
2,21,54,2,8,1,429.702488636364,"01",120,2,,,,,,,,,0,,1,4,0,,3,2,3,4,3,3,5,3,1,0,2,,,3,2,,1,2,2,1,2,,,,,,,,,,,," ",215400802,,
2,21,54,2,10,1,429.702488636364,"02",180,1,,,,,,,,,1,0,0,,1,4,4,2,3,4,2,3,4,2,1,0,1,,3,,,,1,3,2,0,1,,,,,,,,,,,," ",215401002,,
2,21,54,2,11,1,995.1005,"01",120,2,,,,,,,,,0,,0,,0,,2,888,888,3,2,888,4,888,1,0,1,,2,,,,1,3,2,1,555,15,,,,,,,,,,," ",215401102,,
2,21,54,2,12,1,995.1005,"02",60,2,,,,,,,,,0,,0,,0,,888,2,2,888,2,2,4,888,1,0,1,,2,,,,1,3,2,1,4,,,,,,,,,,,," ",215401202,,
2,21,54,2,13,1,995.1005,"02",180,2,,,,,,,,,1,0,1,2,0,,2,2,2,2,2,2,2,2,0,,,,,,,,,,,,4,,,,,,,,,,,," ",215401302,,
2,21,54,2,14,1,995.1005,"05",180,2,,,,,,,,,1,0,1,3,0,,2,2,2,2,2,2,2,2,1,1,2,,,3,2,,1,3,2,1,1,,,,,,,,,,,," ",215401402,,
2,21,54,2,15,1,995.1005,"02",90,2,,,,,,,,,0,,1,4,0,,3,2,3,4,2,3,5,4,1,1,2,,,3,2,,1,3,2,0,2,,,,,,,,,,,," ",215401502,,
2,21,54,2,16,1,995.1005,"02",90,2,,,,,,,,,1,0,1,2,0,,2,2,2,2,2,2,2,2,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215401602,,
2,21,54,2,17,1,995.1005,"02",60,2,,,,,,,,,0,,0,,0,,888,2,888,4,2,888,4,888,1,0,1,,2,,,,1,3,2,1,5,,,,,,,,,,,," ",215401702,,
2,21,54,2,18,1,429.702488636364,"01",120,2,,,,,,,,,0,,1,4,0,,3,4,3,3,4,3,5,3,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215401802,,
2,21,54,2,21,1,995.1005,"02",60,2,,,,,,,,,0,,0,,0,,888,2,888,4,2,888,4,888,1,0,1,,2,,,,1,3,2,0,5,,,,,,,,,,,," ",215402102,,
2,21,55,2,1,1,1326.08,"02",120,2,,1,1,1,1,1,1,1,0,,0,,0,,4,4,3,3,3,3,4,3,1,0,1,,3,,,,1,3,3,1,4,,,,,,,,,,,," ",215500102,,
2,21,55,2,2,1,1326.08,"02",240,1,,1,1,1,3,1,1,3,0,,1,4,0,,888,2,888,888,2,888,4,888,1,0,1,,3,,,,1,3,1,1,5,,,,,,,,,,,," ",215500202,,
2,21,55,2,3,1,1326.08,"04",120,2,,,,,,,,,0,,1,4,1,4,1,1,1,4,2,4,4,1,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215500302,,
2,21,55,2,4,1,1326.08,"02",180,2,,3,3,3,3,3,3,3,0,,1,4,0,,888,2,888,5,2,888,5,888,1,0,2,,,4,3,,1,4,2,1,5,,,,,,,,,,,," ",215500402,,
2,21,55,2,5,1,1326.08,"01",60,1,,,,,,,,,1,0,0,,0,,2,2,2,2,2,2,2,2,1,0,1,,4,,,,1,5,1,1,4,,,,,,,,,,,," ",215500502,,
2,21,55,2,6,1,1326.08,"02",120,2,,,,,,,,,0,,1,4,1,4,1,1,1,4,2,4,2,1,1,0,2,,,3,2,,1,3,2,0,1,,,,,,,,,,,," ",215500602,,
2,21,55,2,7,1,1326.08,"01",180,2,,,,,,,,,0,,0,,0,,2,4,888,2,2,4,2,3,1,0,1,,2,,,,1,2,2,1,4,,,,,,,,,,,," ",215500702,,
2,21,55,2,8,1,1326.08,"01",90,2,,,,,,,,,0,,1,888,0,,888,1,4,4,1,888,5,888,1,0,2,,,6,3,,1,6,2,0,5,,,,,,,,,,,," ",215500802,,
2,21,55,2,9,1,1326.08,"02",70,1,,3,3,3,3,3,3,3,1,0,1,4,0,,2,2,888,4,2,888,4,2,1,0,2,,,3,2,,1,5,2,1,2,,,,,,,,,,,," ",215500902,,
2,21,55,2,10,1,1326.08,"03",90,2,,,,,,,,,0,,1,4,1,4,1,1,888,4,2,4,2,2,0,,,,,,,,,,,,2,,,,,,,,,,,," ",215501002,,
