"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","G01","G02","G02A","G02B","G28","G29","G30","G31","G32","G33","G34","G35A","G35B","G36A","G36B","G37A","G37B","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G48_AREA_OTHER","G49_SQUARE","G49_L","G49_W","G49_CERCLE","G50","G51","G52","G53","G54","G54_OTHER","G55_1","G55_2","G55_3","G55_4","G55_5","G55_6","G55_7","G55_8","G55_9","G55_10","G55_OTHER","hhid","camp","ref_weight"
3,34,177,2,8,1,1238.97888375,"02",30,1,,,,,,,,,0,,0,,0,,1,1,2,888,888,2,1,1,0,,,,,,,,,,,,2,,,,,,,,,,,," ",357700803,,
3,34,177,2,9,1,1238.97888375,"02",120,1,,,,,,,,,0,,0,,0,,2,2,888,4,1,888,5,3,1,0,2,,,3,2,,1,3,1,1,2,,,,,,,,,,,," ",357700903,,
3,34,177,2,10,1,1238.97888375,"02",60,2,,,,,,,,,1,1,1,4,1,0,2,2,1,4,2,2,4,3,0,,,,,,,,,,,,1,,,,,,,,,,,," ",357701003,,
3,34,177,2,11,1,909.3423,"01",60,2,,,,,,,,,0,,1,4,1,4,888,3,888,4,2,888,888,888,1,0,1,,4,,,,1,2,0,1,1,,,,,,,,,,,," ",357701103,,
3,34,177,2,12,1,909.3423,"02",90,2,,,,,,,,,0,,1,1,1,4,888,888,888,3,3,888,4,3,0,,,,,,,,,,,,1,,,,,,,,,,,," ",357701203,,
3,34,177,2,13,1,909.3423,"02",80,2,,,,,,,,,0,,1,4,0,,1,2,888,1,3,888,5,888,0,,,,,,,,,,,,1,,,,,,,,,,,," ",357701303,,
3,34,177,2,14,1,1238.97888375,"02",60,1,,,,,,,,,1,2,1,4,1,0,1,2,1,888,1,888,4,2,1,0,1,,3,,,,3,5,2,1,1,,,,,,,,,,,," ",357701403,,
3,34,177,2,15,1,909.3423,"02",180,1,,,,,,,,,0,,0,,0,,2,2,4,3,2,3,1,888,1,1,2,,,3,2,,1,3,2,0,2,,,,,,,,,,,," ",357701503,,
3,34,177,2,16,1,909.3423,"02",120,2,,,,,,,,,0,,1,0,1,4,888,2,888,888,888,888,4,4,0,,,,,,,,,,,,1,,,,,,,,,,,," ",357701603,,
3,34,177,2,17,1,909.3423,"02",80,1,,,,,,,,,1,4,1,4,1,4,2,2,888,4,2,2,4,888,1,1,1,,2,,,,1,3,2,1,4,,,,,,,,,,,," ",357701703,,
3,34,177,2,18,1,909.3423,"02",240,1,,3,3,3,3,3,3,3,1,4,1,4,1,0,2,1,888,1,1,1,5,5,1,1,2,,,5,3,,1,5,2,1,8,,,,,,,,,,,," ",357701803,,
3,34,178,1,1,1,155.0491,"02",120,1,2,,,,,,,,0,,0,,0,,1,1,2,2,1,2,5,2,1,1,1,,3,,,,1,3,2,1,1,,,,,,,,,,,," ",357800103,,
3,34,178,1,2,1,308.448741489362,"01",90,2,2,,,,,,,,1,0,1,4,1,4,888,2,888,2,2,888,4,888,1,0,1,,2,,,,1,3,2,1,2,,,,,,,,,,,," ",357800203,,
3,34,178,1,3,1,308.448741489362,"02",120,2,2,,,,,,,,1,0,1,4,1,0,4,4,888,2,5,5,1,1,1,0,2,,,3,2,,1,3,2,1,6,,,,,,,,,,,," ",357800303,,
3,34,178,1,4,1,308.448741489362,"02",80,2,2,,,,,,,,1,0,1,4,1,4,2,2,2,2,2,5,2,2,1,0,2,,,3,2,,1,3,2,1,1,,,,,,,,,,,," ",357800403,,
3,34,178,1,5,1,308.448741489362,"02",120,2,2,,,,,,,,1,4,1,4,1,4,2,2,2,5,2,2,5,4,1,0,2,,,3,2,,1,3,2,1,1,,,,,,,,,,,," ",357800503,,
3,34,178,1,6,1,308.448741489362,"02",50,1,2,,,,,,,,0,,1,1,1,4,3,3,3,3,3,3,2,888,1,0,1,,3,,,,1,3,1,1,1,,,,,,,,,,,," ",357800603,,
3,34,178,1,7,1,308.448741489362,"02",240,2,2,,,,,,,,1,0,1,4,0,,5,1,888,4,2,888,5,3,0,,,,,,,,,,,,2,,,,,,,,,,,," ",357800703,,
3,34,178,1,9,1,308.448741489362,"02",120,2,2,,,,,,,,0,,1,4,0,,2,2,888,5,4,888,1,888,1,0,2,,,3,2,,1,4,2,1,4,,,,,,,,,,,," ",357800903,,
3,34,178,1,10,1,155.0491,"01",60,2,2,,,,,,,,1,0,1,4,0,,2,2,888,2,2,888,5,888,1,1,2,,,3,2,,3,4,1,1,2,,,,,,,,,,,," ",357801003,,
3,34,178,1,11,1,308.448741489362,"02",90,2,2,,,,,,,,0,,0,,1,4,3,2,888,4,4,888,4,4,1,0,2,,,3,2,,1,3,2,1,1,,,,,,,,,,,," ",357801103,,
3,34,178,1,12,1,155.0491,"02",120,2,2,,,,,,,,1,0,1,4,1,0,1,2,2,1,1,1,4,1,0,,,,,,,,,,,,1,,,,,,,,,,,," ",357801203,,
3,34,178,1,13,1,155.0491,"02",180,2,2,,,,,,,,0,,1,1,0,,2,1,4,4,1,4,5,3,1,1,1,,2,,,,1,2,2,1,1,,,,,,,,,,,," ",357801303,,
3,34,178,1,14,1,155.0491,"02",40,2,2,,,,,,,,1,4,1,3,0,,888,3,888,4,4,888,5,3,0,,,,,,,,,,,,2,,,,,,,,,,,," ",357801403,,
3,34,178,1,15,1,308.448741489362,"02",120,2,2,,,,,,,,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,0,1,,2,,,,2,3,3,1,2,,,,,,,,,,,," ",357801503,,
3,34,178,1,16,1,308.448741489362,"02",60,2,2,,,,,,,,0,,1,4,0,,888,2,2,5,5,5,1,5,1,0,2,,,4,2,,1,4,2,1,1,,,,,,,,,,,," ",357801603,,
3,34,178,1,17,1,155.0491,"02",480,1,1,,,,,,,,1,0,1,1,1,0,1,1,1,4,4,1,4,1,1,0,2,,,2,2,,1,4,2,0,2,,,,,,,,,,,," ",357801703,,
3,34,178,1,18,1,308.448741489362,"02",60,2,2,,,,,,,,0,,1,4,1,4,2,2,888,4,3,3,4,4,1,0,1,,3,,,,1,3,2,1,2,,,,,,,,,,,," ",357801803,,
3,34,178,1,22,1,308.448741489362,"01",120,2,2,,,,,,,,1,1,1,1,0,,2,1,3,4,2,4,4,4,0,,,,,,,,,,,,1,,,,,,,,,,,," ",357802203,,
3,34,179,2,1,1,1415.74600588235,"02",240,1,,,,,,,,,0,,1,4,1,4,888,2,888,4,888,888,4,4,1,0,1,,2,,,,1,3,1,1,1,,,,,,,,,,,," ",357900103,,
3,34,179,2,2,1,1415.74600588235,"01",180,2,,,,,,,,,1,4,1,4,0,,888,1,888,2,1,888,5,5,1,0,2,,,4,2,,1,3,2,1,1,,,,,,,,,,,," ",357900203,,
3,34,179,2,3,1,1415.74600588235,"03",180,2,,,,,,,,,1,1,0,,0,,2,2,888,2,1,888,888,4,1,0,2,,,3,2,,1,2,1,0,1,,,,,,,,,,,," ",357900303,,
3,34,179,2,4,1,1415.74600588235,"02",60,2,,,,,,,,,1,4,1,4,0,,888,888,1,888,888,888,4,888,1,0,1,,2,,,,2,4,2,1,1,,,,,,,,,,,," ",357900403,,
3,34,179,2,6,1,1415.74600588235,"02",120,2,,,,,,,,,1,0,1,4,1,4,888,2,888,2,2,888,888,888,1,1,2,,,3,2,,1,3,2,1,2,,,,,,,,,,,," ",357900603,,
3,34,179,2,7,1,1415.74600588235,"02",240,2,,,,,,,,,1,0,1,4,1,4,4,2,888,2,4,2,5,888,1,0,2,,,3,2,,1,3,2,1,4,,,,,,,,,,,," ",357900703,,
3,34,179,2,8,1,1415.74600588235,"01",240,1,,,,,,,,,1,0,1,4,1,4,888,2,888,2,4,888,2,888,1,0,2,,,3,2,,1,3,2,1,2,,,,,,,,,,,," ",357900803,,
3,34,179,2,9,1,1415.74600588235,"02",180,2,,,,,,,,,0,,0,,0,,1,888,888,1,1,888,2,888,0,,,,,,,,,,,,1,,,,,,,,,,,," ",357900903,,
3,34,179,2,10,1,729.3237,"01",60,2,,,,,,,,,1,0,1,4,0,,1,1,1,1,1,1,4,1,1,1,1,,3,,,,1,5,2,1,2,,,,,,,,,,,," ",357901003,,
3,34,179,2,11,1,1415.74600588235,"02",30,1,,1,1,1,1,1,1,1,1,0,1,4,1,0,2,1,1,1,2,3,2,1,1,0,1,,2,,,,3,2,2,1,1,,,,,,,,,,,," ",357901103,,
3,34,179,2,12,1,729.3237,"01",240,2,,,,,,,,,1,1,1,2,0,,2,2,3,3,3,3,2,4,1,0,2,,,3,3,,1,3,1,1,1,,,,,,,,,,,," ",357901203,,
3,34,179,2,13,1,1415.74600588235,"01",90,2,,,,,,,,,0,,1,0,0,,2,2,2,1,2,2,5,2,1,0,1,,2,,,,1,2,1,1,2,,,,,,,,,,,," ",357901303,,
3,34,179,2,14,1,1415.74600588235,"02",120,2,,,,,,,,,0,,0,,0,,1,2,1,2,2,5,1,888,0,,,,,,,,,,,,2,,,,,,,,,,,," ",357901403,,
3,34,179,2,15,1,1415.74600588235,"02",120,2,,,,,,,,,0,,0,,1,4,888,2,3,888,888,888,2,4,1,0,1,,2,,,,1,3,2,1,1,,,,,,,,,,,," ",357901503,,
3,34,179,2,16,1,1415.74600588235,"02",120,2,,,,,,,,,0,,1,4,1,4,888,888,888,888,888,888,2,4,0,,,,,,,,,,,,2,,,,,,,,,,,," ",357901603,,
3,34,179,2,17,1,1415.74600588235,"02",180,2,,,,,,,,,0,,0,,0,,4,2,2,4,1,2,1,3,1,0,2,,,3,2,,1,3,2,1,2,,,,,,,,,,,," ",357901703,,
3,34,179,2,18,1,1415.74600588235,"02",180,2,,,,,,,,,0,,1,4,0,,2,2,3,5,1,4,4,888,1,0,2,,,3,2,,1,3,2,1,1,,,,,,,,,,,," ",357901803,,
3,34,179,2,21,1,1415.74600588235,"02",240,2,,,,,,,,,0,,0,,0,,2,1,3,2,2,3,5,3,1,0,1,,2,,,,1,3,2,1,2,,,,,,,,,,,," ",357902103,,
3,34,180,1,1,1,178.477,"02",45,2,2,,,,,,,,1,1,1,4,0,,1,2,1,2,2,2,4,888,0,,,,,,,,,,,,2,,,,,,,,,,,," ",358000103,,
3,34,180,1,2,1,76.2036629213483,"02",60,2,2,,,,,,,,1,1,1,4,0,,1,2,2,888,2,2,4,3,1,0,2,,,2,2,,2,4,1,1,2,,,,,,,,,,,," ",358000203,,
3,34,180,1,3,1,178.477,"02",180,2,2,,,,,,,,0,,1,4,1,4,2,2,2,4,2,888,4,4,1,0,1,,2,,,,1,2,0,1,1,,,,,,,,,,,," ",358000303,,
3,34,180,1,4,1,76.2036629213483,"02",180,2,2,,,,,,,,1,0,1,3,0,,1,1,888,3,1,5,4,2,0,,,,,,,,,,,,1,,,,,,,,,,,," ",358000403,,
3,34,180,1,5,1,76.2036629213483,"02",150,1,1,,,,,,,,1,0,1,4,1,0,2,1,2,2,1,888,5,3,1,0,1,,2,,,,1,3,1,1,2,,,,,,,,,,,," ",358000503,,
3,34,180,1,6,1,76.2036629213483,"02",120,2,2,,,,,,,,0,,1,0,1,4,2,2,888,4,2,888,4,4,1,0,2,,,4,3,,1,3,2,1,1,,,,,,,,,,,," ",358000603,,
3,34,180,1,7,1,76.2036629213483,"02",120,1,2,1,1,1,3,1,3,1,1,3,1,4,0,,1,1,888,3,1,888,4,2,1,0,2,,,3,2,,1,3,2,0,1,,,,,,,,,,,," ",358000703,,
3,34,180,1,8,1,178.477,"01",120,1,2,,,,,,,,0,,1,1,1,4,2,2,2,2,2,4,4,4,1,1,2,,,4,3,,1,3,2,0,1,,,,,,,,,,,," ",358000803,,
3,34,180,1,11,1,178.477,"01",150,1,2,,,,,,,,1,0,1,1,0,,2,2,888,2,2,888,5,3,1,1,2,,,4,3,,3,4,2,1,2,,,,,,,,,,,," ",358001103,,
3,34,180,1,12,1,178.477,"02",60,2,2,,,,,,,,1,0,1,888,0,,3,1,1,3,1,2,4,2,1,1,2,,,2,2,,2,3,2,1,1,,,,,,,,,,,," ",358001203,,
3,34,180,1,13,1,178.477,"02",300,1,2,,,,,,,,0,,1,4,1,4,888,888,888,2,4,888,3,3,1,0,1,,3,,,,1,3,2,1,2,,,,,,,,,,,," ",358001303,,
3,34,180,1,14,1,178.477,"01",180,2,2,,,,,,,,1,0,1,0,0,,2,2,888,4,2,888,4,888,1,0,1,,3,,,,3,3,1,1,2,,,,,,,,,,,," ",358001403,,
3,34,180,1,15,1,178.477,"02",240,1,1,2,2,2,2,2,2,2,1,4,1,4,1,4,1,2,2,2,4,2,5,1,1,0,1,,3,,,,1,3,2,1,8,,1,1,,,,,,,,," ",358001503,,
3,34,180,1,16,1,178.477,"01",120,1,2,,,,,,,,0,,1,4,1,4,888,2,888,888,3,888,4,888,1,1,1,,3,,,,1,3,2,1,6,,1,,,,,,,,,," ",358001603,,
3,34,180,1,17,1,178.477,"01",240,1,1,,,,,,,,0,,0,,0,,2,1,2,2,1,4,4,4,1,1,2,,,3,2,,1,2,2,1,1,,,,,,,,,,,," ",358001703,,
3,34,180,1,18,1,178.477,"01",120,1,2,,,,,,,,1,2,1,3,0,,2,2,2,4,2,2,2,2,1,1,1,,2,,,,1,4,2,1,1,,,,,,,,,,,," ",358001803,,
3,34,180,1,20,1,76.2036629213483,"02",140,2,2,1,3,1,1,1,1,1,1,0,0,,0,,5,1,2,4,2,5,1,1,1,0,2,,,5,3,,1,5,2,1,2,,,,,,,,,,,," ",358002003,,
3,34,180,1,21,1,178.477,"02",120,1,2,,,,,,,,1,0,1,0,0,,2,2,2,4,1,2,4,2,1,1,1,,2,,,,1,2,3,1,1,,,,,,,,,,,," ",358002103,,
3,34,181,2,1,1,1090.555,"01",180,2,,,,,,,,,0,,0,,0,,3,3,888,3,3,888,1,3,0,,,,,,,,,,,,1,,,,,,,,,,,," ",358100103,,
3,34,181,2,3,1,1090.555,"01",120,2,,,,,,,,,0,,1,2,0,,2,2,888,2,3,888,1,5,1,0,2,,,3,2,,1,3,2,1,1,,,,,,,,,,,," ",358100303,,
3,34,181,2,4,1,1090.555,"02",180,2,,,,,,,,,0,,1,4,1,888,3,3,3,3,4,4,4,4,1,0,2,,,3,2,,1,3,2,1,1,,,,,,,,,,,," ",358100403,,
3,34,181,2,5,1,1090.555,"02",60,2,,,,,,,,,0,,0,,0,,4,2,888,4,2,888,2,3,1,0,2,,,3,2,,1,4,2,1,2,,,,,,,,,,,," ",358100503,,
3,34,181,2,6,1,1090.555,"02",120,2,,,,,,,,,0,,0,,0,,3,2,888,4,5,5,2,5,1,0,2,,,2,2,,1,2,2,1,1,,,,,,,,,,,," ",358100603,,
3,34,181,2,7,1,1090.555,"02",90,2,,,,,,,,,1,0,0,,1,4,888,2,888,2,4,888,5,888,0,,,,,,,,,,,,8,,,,,,,,,,,," ",358100703,,
3,34,181,2,8,1,1090.555,"01",60,2,,,,,,,,,1,0,1,4,0,,3,3,3,3,1,3,4,4,0,,,,,,,,,,,,1,,,,,,,,,,,," ",358100803,,
3,34,181,2,9,1,1090.555,"01",120,2,,,,,,,,,1,1,1,2,0,,3,1,1,2,2,2,4,3,0,,,,,,,,,,,,2,,,,,,,,,,,," ",358100903,,
3,34,181,2,10,1,1090.555,"02",150,2,,,,,,,,,0,,1,3,1,4,3,2,3,4,3,3,4,888,1,0,2,,,3,2,,1,3,1,1,1,,,,,,,,,,,," ",358101003,,
3,34,181,2,13,1,1090.555,"02",120,2,,,,,,,,,0,,1,2,1,0,2,1,1,2,2,2,4,1,1,0,2,,,3,3,,1,5,1,1,2,,,,,,,,,,,," ",358101303,,
3,34,181,2,14,1,1090.555,"02",240,1,,,,,,,,,1,0,0,,0,,2,2,888,2,2,888,1,4,0,,,,,,,,,,,,2,,,,,,,,,,,," ",358101403,,
3,34,181,2,15,1,1090.555,"02",120,2,,,,,,,,,0,,1,4,1,4,888,3,888,4,4,888,4,888,1,0,1,,2,,,,1,3,1,1,2,,,,,,,,,,,," ",358101503,,
3,34,181,2,16,1,1090.555,"02",240,2,,,,,,,,,0,,0,,0,,1,1,2,2,2,2,4,2,0,,,,,,,,,,,,1,,,,,,,,,,,," ",358101603,,
3,34,181,2,17,1,1090.555,"02",30,2,,,,,,,,,1,0,0,,0,,2,2,3,3,1,3,1,3,1,0,2,,,3,2,,1,2,2,1,1,,,,,,,,,,,," ",358101703,,
3,34,181,2,18,1,1090.555,"02",240,2,,,,,,,,,0,,1,4,0,,888,888,4,4,888,888,1,4,1,0,2,,,4,3,,1,3,2,1,1,,,,,,,,,,,," ",358101803,,
3,34,181,2,20,1,1090.555,"01",60,2,,,,,,,,,0,,0,,0,,888,2,888,2,2,888,5,888,0,,,,,,,,,,,,2,,,,,,,,,,,," ",358102003,,
3,34,181,2,21,1,1090.555,"02",120,2,,,,,,,,,1,0,1,4,1,4,888,2,888,4,4,888,4,888,1,0,3,,,,,4,1,3,2,1,1,,,,,,,,,,,," ",358102103,,
3,34,181,2,22,1,1090.555,"02",120,2,,,,,,,,,0,,0,,0,,1,1,3,3,1,3,4,3,1,0,1,,2,,,,1,2,1,1,1,,,,,,,,,,,," ",358102203,,
3,35,182,2,1,1,1370.70923611111,"02",60,2,,,,,,,,,0,,0,,0,,888,2,888,888,2,888,5,888,1,0,2,,,3,2,,1,3,1,1,1,,,,,,,,,,,," ",368200103,,
3,35,182,2,2,1,1370.70923611111,"02",120,2,,,,,,,,,0,,0,,0,,888,888,888,888,888,888,5,3,1,0,2,,,3,2,,1,3,2,1,1,,,,,,,,,,,," ",368200203,,
3,35,182,2,3,1,1370.70923611111,"02",60,2,,,,,,,,,0,,0,,1,3,2,3,888,888,888,4,5,888,1,0,1,,2,,,,1,4,2,1,2,,,,,,,,,,,," ",368200303,,
3,35,182,2,4,1,1370.70923611111,"01",60,1,,,,,,,,,0,,0,,1,3,888,1,888,888,888,888,2,888,1,0,1,,4,,,,1,4,1,1,2,,,,,,,,,,,," ",368200403,,
3,35,182,2,5,1,897.1915,"02",60,1,,,,,,,,,0,,1,4,0,,3,1,3,3,2,2,4,2,1,0,2,,,3,2,,1,2,1,1,5,,,,,,,,,,,," ",368200503,,
3,35,182,2,6,1,1370.70923611111,"02",45,2,,,,,,,,,1,0,1,2,0,,888,1,888,888,1,888,4,888,1,1,1,,2,,,,1,6,1,1,1,,,,,,,,,,,," ",368200603,,
3,35,182,2,7,1,1370.70923611111,"01",60,2,,,,,,,,,1,1,0,,0,,1,1,888,1,2,888,5,888,1,0,1,,3,,,,1,2,2,1,6,,,,,,,,,,,," ",368200703,,
3,35,182,2,8,1,1370.70923611111,"02",120,2,,,,,,,,,1,0,0,,0,,888,888,888,888,4,888,5,3,1,0,1,,3,,,,1,3,1,1,1,,,,,,,,,,,," ",368200803,,
3,35,182,2,9,1,1370.70923611111,"01",120,1,,,,,,,,,0,,0,,0,,4,1,1,4,1,1,1,1,1,0,2,,,2,2,,1,3,2,1,2,,,,,,,,,,,," ",368200903,,
3,35,182,2,10,1,897.1915,"02",30,2,,,,,,,,,0,,0,,0,,888,888,888,888,888,888,888,888,1,0,1,,2,,,,1,4,2,0,2,,,,,,,,,,,," ",368201003,,
3,35,182,2,11,1,897.1915,"02",180,2,,,,,,,,,1,2,0,,0,,4,1,3,1,1,4,1,1,1,0,2,,,2,2,,1,3,1,1,5,,,,,,,,,,,," ",368201103,,
3,35,182,2,12,1,897.1915,"02",120,2,,,,,,,,,0,,0,,0,,2,2,3,4,2,2,5,2,1,1,1,,2,,,,1,3,2,1,1,,,,,,,,,,,," ",368201203,,
3,35,182,2,13,1,897.1915,"02",120,2,,,,,,,,,1,0,1,4,0,,1,1,1,4,1,1,4,1,1,1,1,,3,,,,1,2,1,1,5,,,,,,,,,,,," ",368201303,,
3,35,182,2,14,1,897.1915,"02",120,2,,,,,,,,,0,,0,,0,,2,2,2,2,4,1,5,5,1,0,2,,,4,2,,1,5,2,1,5,,,,,,,,,,,," ",368201403,,
3,35,182,2,15,1,897.1915,"02",60,2,,,,,,,,,0,,0,,0,,888,2,2,2,2,2,2,888,1,1,1,,3,,,,1,4,3,0,2,,,,,,,,,,,," ",368201503,,
3,35,182,2,16,1,897.1915,"01",120,2,,,,,,,,,0,,1,4,0,,3,2,3,3,2,2,3,2,1,0,1,,2,,,,1,2,1,1,6,,,,,,,,,,,," ",368201603,,
3,35,182,2,17,1,897.1915,"01",90,2,,,,,,,,,0,,0,,0,,1,1,4,4,2,2,4,4,1,0,1,,2,,,,1,5,2,1,1,,,,,,,,,,,," ",368201703,,
3,35,182,2,18,1,897.1915,"02",60,2,,,,,,,,,1,0,0,,0,,888,888,2,888,2,2,888,888,1,0,1,,2,,,,1,3,2,0,2,,,,,,,,,,,," ",368201803,,
3,35,183,2,1,1,162.5009,"02",60,2,,,,,,,,,0,,1,3,1,2,2,2,3,888,888,888,3,888,1,0,1,,3,,,,1,3,2,1,2,,,,,,,,,,,," ",368300103,,
3,35,183,2,2,1,1357.25183522727,"02",180,2,,,,,,,,,1,0,0,,0,,888,888,888,888,888,888,5,888,1,0,2,,,3,2,,1,3,1,1,1,,,,,,,,,,,," ",368300203,,
3,35,183,2,3,1,1357.25183522727,"02",180,2,,,,,,,,,0,,0,,0,,4,4,2,1,4,1,5,1,1,0,2,,,3,3,,1,3,2,1,1,,,,,,,,,,,," ",368300303,,
3,35,183,2,4,1,1357.25183522727,"02",120,2,,,,,,,,,0,,0,,0,,3,888,888,888,888,888,5,3,1,0,2,,,3,2,,1,3,1,1,1,,,,,,,,,,,," ",368300403,,
3,35,183,2,5,1,1357.25183522727,"04",120,2,,,,,,,,,0,,0,,0,,1,2,2,2,4,1,5,2,1,0,2,,,5,3,,1,5,2,0,1,,,,,,,,,,,," ",368300503,,
3,35,183,2,6,1,1357.25183522727,"01",60,2,,,,,,,,,0,,1,3,1,3,1,2,888,2,888,2,4,888,1,0,1,,3,,,,1,2,1,1,2,,,,,,,,,,,," ",368300603,,
3,35,183,2,7,1,1357.25183522727,"02",120,2,,,,,,,,,0,,0,,0,,1,2,2,2,4,2,5,2,1,0,2,,,4,2,,1,3,2,1,1,,,,,,,,,,,," ",368300703,,
3,35,183,2,9,1,1357.25183522727,"01",60,2,,,,,,,,,0,,0,,0,,888,888,888,888,888,888,888,888,1,0,2,,,3,2,,1,3,2,0,2,,,,,,,,,,,," ",368300903,,
3,35,183,2,10,1,1357.25183522727,"02",60,2,,,,,,,,,0,,1,0,1,3,888,888,888,888,888,888,888,888,1,0,1,,4,,,,1,2,1,1,2,,,,,,,,,,,," ",368301003,,
3,35,183,2,11,1,162.5009,"02",120,2,,,,,,,,,0,,0,,0,,888,2,2,888,888,2,5,888,1,0,1,,2,,,,1,3,2,1,2,,,,,,,,,,,," ",368301103,,
3,35,183,2,12,1,162.5009,"02",120,2,,,,,,,,,0,,0,,0,,888,1,888,1,1,1,1,4,1,0,2,,,2,2,,1,2,1,1,2,,,,,,,,,,,," ",368301203,,
3,35,183,2,13,1,162.5009,"02",120,2,,,,,,,,,0,,1,4,0,,3,2,3,2,2,2,4,2,1,0,2,,,4,3,,1,3,1,1,5,,,,,,,,,,,," ",368301303,,
3,35,183,2,15,1,1357.25183522727,"01",180,2,,,,,,,,,1,0,1,4,0,,3,2,3,3,2,3,4,3,1,0,2,,,2,2,,1,5,1,1,5,,,,,,,,,,,," ",368301503,,
3,35,183,2,16,1,1357.25183522727,"01",60,2,,,,,,,,,0,,0,,0,,4,2,1,1,3,1,4,3,1,0,2,,,2,2,,1,3,1,0,2,,,,,,,,,,,," ",368301603,,
3,35,183,2,17,1,162.5009,"01",120,2,,,,,,,,,0,,0,,0,,3,3,888,888,2,888,5,888,1,0,2,,,4,3,,1,3,2,1,1,,,,,,,,,,,," ",368301703,,
3,35,183,2,18,1,162.5009,"01",60,2,,,,,,,,,0,,0,,0,,1,1,1,1,1,1,2,1,1,1,2,,,3,3,,1,2,2,1,2,,,,,,,,,,,," ",368301803,,
3,35,183,2,19,1,1357.25183522727,"01",120,2,,,,,,,,,0,,1,0,0,,3,3,3,2,2,3,4,3,1,0,1,,2,,,,1,2,0,1,5,,,,,,,,,,,," ",368301903,,
3,35,183,2,20,1,162.5009,"02",60,2,,,,,,,,,0,,0,,0,,888,888,2,2,2,2,5,888,1,0,1,,2,,,,1,3,2,1,2,,,,,,,,,,,," ",368302003,,
3,35,184,2,1,1,1540.114,"02",120,2,,,,,,,,,0,,0,,0,,1,2,2,1,4,2,5,4,1,0,2,,,4,2,,1,2,2,1,1,,,,,,,,,,,," ",368400103,,
3,35,184,2,2,1,1540.114,"02",120,2,,,,,,,,,0,,0,,0,,2,2,4,4,4,2,5,4,1,0,1,,4,,,,1,3,2,1,1,,,,,,,,,,,," ",368400203,,
3,35,184,2,3,1,1540.114,"02",120,2,,,,,,,,,0,,1,1,1,3,2,4,4,4,888,888,4,888,1,0,1,,3,,,,1,3,2,1,2,,,,,,,,,,,," ",368400303,,
3,35,184,2,4,1,1540.114,"02",120,2,,,,,,,,,0,,0,,0,,888,3,3,3,888,888,5,3,1,0,2,,,3,2,,1,3,1,1,2,,,,,,,,,,,," ",368400403,,
3,35,184,2,5,1,1540.114,"02",120,2,,1,1,1,1,1,1,1,0,,1,3,1,2,4,1,1,888,888,888,4,888,1,0,1,,2,,,,1,5,2,1,555,6,,,,,,,,,,," ",368400503,,
3,35,184,2,6,1,1540.114,"02",120,2,,,,,,,,,0,,1,1,1,1,888,2,2,888,2,2,5,2,1,0,1,,2,,,,1,3,2,1,6,,,,,,,,,,,," ",368400603,,
3,35,184,2,7,1,1540.114,"01",120,2,,,,,,,,,0,,1,2,0,,888,1,888,888,888,888,2,888,1,0,1,,3,,,,1,2,2,1,2,,,,,,,,,,,," ",368400703,,
3,35,184,2,8,1,1540.114,"02",60,2,,,,,,,,,0,,0,,0,,888,888,888,888,2,2,4,888,1,0,1,,2,,,,1,4,2,1,2,,,,,,,,,,,," ",368400803,,
3,35,184,2,9,1,1540.114,"02",240,2,,,,,,,,,0,,1,0,0,,3,2,2,3,2,2,4,2,1,0,2,,,3,2,,1,2,1,1,4,,,,,,,,,,,," ",368400903,,
3,35,184,2,10,1,1540.114,"02",180,2,,,,,,,,,1,0,1,0,1,4,3,888,888,888,888,888,5,3,1,0,2,,,5,3,,3,3,1,1,2,,,,,,,,,,,," ",368401003,,
3,35,184,2,11,1,1540.114,"02",180,2,,,,,,,,,0,,0,,0,,4,1,1,1,4,3,1,4,1,0,1,,2,,,,1,2,2,1,2,,,,,,,,,,,," ",368401103,,
3,35,184,2,12,1,1540.114,"01",60,2,,,,,,,,,1,0,0,,0,,888,888,888,888,888,888,5,888,1,0,2,,,3,2,,1,3,2,1,1,,,,,,,,,,,," ",368401203,,
3,35,184,2,13,1,1540.114,"07",180,1,,,,,,,,,0,,0,,0,,888,1,1,1,1,1,4,1,1,0,1,,3,,,,1,3,2,1,3,,,,,,,,,,,," ",368401303,,
3,35,184,2,14,1,1540.114,"02",80,2,,,,,,,,,0,,1,4,0,,3,2,2,3,2,1,4,1,1,0,2,,,3,2,,1,3,1,1,4,,,,,,,,,,,," ",368401403,,
3,35,184,2,15,1,1540.114,"02",60,1,,,,,,,,,0,,0,,0,,888,888,2,888,888,1,888,888,1,0,1,,2,,,,1,2,2,1,2,,,,,,,,,,,," ",368401503,,
3,35,184,2,16,1,1540.114,"02",90,2,,,,,,,,,0,,0,,0,,2,2,2,1,4,1,5,3,1,0,2,,,3,2,,1,3,1,1,1,,,,,,,,,,,," ",368401603,,
3,35,184,2,17,1,1540.114,"02",135,2,,,,,,,,,0,,1,0,0,,3,1,1,4,2,2,5,1,1,0,2,,,4,2,,1,3,1,1,5,,,,,,,,,,,," ",368401703,,
