"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","D1","D_TIER","D_PRICE","D2","D3","D4","D5","D6","D7","D07_OTHER","E00A","E01A","E01B","E01C","E02A","E02B","E02C","E03A","E03B","E03C","E04A","E04B","E04C","E05A","E05B","E05C","E06A","E06B","E06C","E07A","E07B","E07C","E08A","E08B","E09A","E09B","E09C","E10A","E10B","E10C","E11A","E11B","E13A","E13B","E14A","E14B","E15A","E15B","E16A","E16B","E17A","E17B","E18A","E18B","E20A","E20B","E21A","E21B","E22A","E22B","E23A","E23B","E24A","E24B","E26A","E26B","E27A","E27B","E28A","E28B","E29A","E29B","E30A","E30B","E30C","E31A","E31B","E31C","E32A","E32B","E32C","E33A","E33B","E34A","E34B","E35A","E35B","E37A","E37B","E38","E38_OTHER","F01","F10","F10_OTHER","hhid","camp","ref_weight"
2,27,125,2,6,1,1360.23511077158,111,1,82500,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"02",111,,282500602,,
2,27,125,2,7,1,1360.23511077158,111,1,15000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,1,1,10,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",555,15,282500702,,
2,27,125,2,8,1,1360.23511077158,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",111,,282500802,,
2,27,125,2,9,1,1360.23511077158,111,2,282500,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,1,1,5,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,282500902,,
2,27,125,2,10,1,1360.23511077158,,,," ",,,,,,,0,0,,,0,,,3,1,5,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",2,,282501002,,
2,27,125,2,11,1,100.539116883117,,,," ",,,,,,,0,3,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,4,,"02",1,,282501102,,
2,27,125,2,12,1,1360.23511077158,,,," ",,,,,,,0,0,,,0,,,3,1,3,0,,,1,1,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",111,,282501202,,
2,27,125,2,13,1,1360.23511077158,,,," ",,,,,,,0,0,,,0,,,3,1,5,0,,,1,1,1,1,1,3,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",2,,282501302,,
2,27,125,2,14,1,1360.23511077158,111,1,45000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",5,,282501402,,
2,27,125,2,15,1,1360.23511077158,,,," ",,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,1,1,12,0,,0,,0,,0,,555,7,"01",2,,282501502,,
2,27,125,2,16,1,1360.23511077158,,,," ",,,,,,,0,2,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,0,,,0,,,1,1,5,0,,0,,0,,0,,3,,"02",2,,282501602,,
2,27,125,2,17,1,1360.23511077158,111,1,15000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,1,1,3,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",111,,282501702,,
2,27,125,2,18,1,1360.23511077158,111,1,82500,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,7,"01",6,,282501802,,
2,27,126,1,1,1,288.1454,,,," ",,,,,,,0,0,,,0,,,8,1,5,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,0,,,0,,,1,1,2,0,,0,,0,,0,,2,,"01",111,,282600102,,
2,27,126,1,2,1,288.1454,,,," ",,,,,,,0,2,1,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",1,,282600202,,
2,27,126,1,3,1,288.1454,,,," ",,,,,,,0,8,1,4,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,,0,,,0,,,0,,0,,0,,0,,4,,"02",1,,282600302,,
2,27,126,1,4,1,288.1454,,,," ",,,,,,,0,3,1,2,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"02",1,,282600402,,
2,27,126,1,5,1,288.1454,,,," ",,,,,,,0,0,,,0,,,2,1,1,2,1,4,0,,,0,,,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"02",1,,282600502,,
2,27,126,1,6,1,288.1454,,,," ",,,,,,,0,0,,,0,,,6,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,555,6,"01",111,,282600602,,
2,27,126,1,7,1,288.1454,,,," ",,,,,,,0,0,,,0,,,7,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,1,0,,,1,1,1,0,,,0,,0,,0,,0,,4,,"01",1,,282600702,,
2,27,126,1,8,1,48.0242333333333,111,2,282500,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"02",111,,282600802,,
2,27,126,1,9,1,288.1454,,,," ",,,,,,,0,0,,,5,1,12,5,1,12,0,,,0,,,0,,,1,1,15,1,1,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,3,1,0,,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",1,,282600902,,
2,27,126,1,10,1,48.0242333333333,111,2,245000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",111,,282601002,,
2,27,126,1,11,1,288.1454,,,," ",,,,,,,0,6,1,12,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,2,1,0,,,0,,,1,1,3,0,,0,,0,,0,,4,,"02",111,,282601102,,
2,27,126,1,12,1,288.1454,,,," ",,,,,,,0,8,1,12,3,1,12,15,1,12,0,,,0,,,0,,,0,,,0,,0,,,2,1,12,1,1,1,1,0,,1,1,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,1,1,5,1,1,0,,0,,0,,2,,"01",111,,282601202,,
2,27,126,1,13,1,288.1454,,,," ",,,,,,,0,9,1,3,0,,,0,,,0,,,0,,,0,,,1,1,3,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,2,1,0,,,1,1,3,0,,,0,,0,,0,,0,,4,,"01",1,,282601302,,
2,27,126,1,14,1,288.1454,,,," ",,,,,,,0,0,,,0,,,7,1,12,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,1,1,0,,,0,,,1,1,5,0,,0,,0,,0,,2,,"01",111,,282601402,,
2,27,126,1,15,1,288.1454,,,," ",,,,,,,0,0,,,0,,,3,1,12,4,1,5,0,,,0,,,1,1,1,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,3,1,2,1,0,,,1,1,3,0,,,0,,0,,0,,0,,4,,"02",1,,282601502,,
2,27,126,1,16,1,288.1454,,,," ",,,,,,,0,7,1,12,1,1,12,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",1,,282601602,,
2,27,126,1,17,1,288.1454,,,," ",,,,,,,0,6,1,8,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,1,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,282601702,,
2,27,126,1,18,1,288.1454,,,," ",,,,,,,1,3,1,3,0,,,0,,,0,,,0,,,0,,,1,1,2,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",1,,282601802,,
2,28,127,2,1,1,1240.29181333333,111,2,215000,"01",0,0,0,1,,,0,0,,,0,,,0,,,0,,,1,1,4,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,292700102,,
2,28,127,2,2,1,1240.29181333333,111,2,215000,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"02",5,,292700202,,
2,28,127,2,3,1,1240.29181333333,111,2,215000,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,4,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"02",555,16,292700302,,
2,28,127,2,4,1,1240.29181333333,,,," ",,,,,,,0,0,,,0,,,2,1,4,0,,,0,,,1,1,5,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",2,,292700402,,
2,28,127,2,5,1,1240.29181333333,111,1,45000,"01",0,0,1,,,,0,0,,,0,,,0,,,0,,,1,1,4,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,292700502,,
2,28,127,2,6,1,1240.29181333333,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,292700602,,
2,28,127,2,7,1,1500.353,,,," ",,,,,,,0,0,,,0,,,3,1,12,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,292700702,,
2,28,127,2,8,1,1240.29181333333,111,2,215000,"02",0,0,1,,,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"02",111,,292700802,,
2,28,127,2,9,1,1240.29181333333,111,2,245000,"02",0,0,0,0,555,7,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"02",111,,292700902,,
2,28,127,2,10,1,1240.29181333333,111,2,215000,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",555,15,292701002,,
2,28,127,2,11,1,1500.353,,,," ",,,,,,,0,0,,,0,,,6,1,10,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"02",111,,292701102,,
2,28,127,2,12,1,1500.353,,,," ",,,,,,,0,0,,,0,,,9,1,4,0,,,0,,,1,1,12,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,292701202,,
2,28,127,2,13,1,1500.353,,,," ",,,,,,,0,0,,,0,,,0,,,1,1,6,0,,,1,1,3,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",1,,292701302,,
2,28,127,2,14,1,1500.353,,,," ",,,,,,,0,0,,,0,,,12,1,11,3,1,6,0,,,0,,,0,,,2,1,0,,,0,,,0,,1,1,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,1,1,1,0,,,1,1,4,0,,,0,,0,,0,,0,,4,,"02",1,,292701402,,
2,28,127,2,15,1,1240.29181333333,4,2,215000,"02",0,0,0,1,,,0,0,,,0,,,3,1,4,0,,,1,1,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"02",2,,292701502,,
2,28,127,2,16,1,1240.29181333333,111,2,215000,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,4,,"03",555,15,292701602,,
2,28,127,2,17,1,1500.353,,,," ",,,,,,,0,4,1,3,0,,,2,1,12,0,,,0,,,0,,,1,1,4,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"02",1,,292701702,,
2,28,127,2,18,1,1240.29181333333,,,," ",,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",2,,292701802,,
2,28,128,1,1,1,343.71137921458,111,1,15000,"02",1,,,,,,0,0,,,0,,,3,1,3,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,5,"02",111,,292800102,,
2,28,128,1,2,1,289.3982,,,," ",,,,,,,0,0,,,0,,,4,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,555,5,"01",1,,292800202,,
2,28,128,1,3,1,289.3982,,,," ",,,,,,,0,2,1,5,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",1,,292800302,,
2,28,128,1,4,1,343.71137921458,111,2,215000,"01",0,0,0,1,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,7,"01",6,,292800402,,
2,28,128,1,5,1,343.71137921458,4,2,215000,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"02",2,,292800502,,
2,28,128,1,6,1,343.71137921458,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",555,15,292800602,,
2,28,128,1,7,1,343.71137921458,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",555,15,292800702,,
2,28,128,1,8,1,289.3982,,,," ",,,,,,,1,6,0,8,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,,0,,,0,,,0,,0,,0,,0,,4,,"02",1,,292800802,,
2,28,128,1,9,1,343.71137921458,111,2,282500,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,292800902,,
2,28,128,1,10,1,289.3982,,,," ",,,,,,,0,0,,,0,,,8,1,4,0,,,0,,,1,1,22,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,0,,,1,1,0,0,,,0,,0,,0,,0,,1,,"01",1,,292801002,,
2,28,128,1,11,1,343.71137921458,,,," ",,,,,,,0,0,,,0,,,0,,,3,1,4,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",2,,292801102,,
2,28,128,1,12,1,343.71137921458,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,292801202,,
2,28,128,1,13,1,343.71137921458,4,2,245000,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,4,,"02",2,,292801302,,
2,28,128,1,14,1,289.3982,,,," ",,,,,,,0,0,,,0,,,12,1,4,0,,,0,,,0,,,1,1,3,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,2,1,0,,,0,,,1,1,3,0,,0,,0,,0,,2,,"02",1,,292801402,,
2,28,128,1,15,1,343.71137921458,111,1,82500,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",111,,292801502,,
2,28,128,1,16,1,289.3982,,,," ",,,,,,,0,1,1,1,0,,,6,1,3,0,,,0,,,0,,,1,1,2,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,1,1,0,,0,,,1,1,3,0,,,0,,0,,0,,0,,4,,"01",1,,292801602,,
2,28,128,1,17,1,289.3982,,,," ",,,,,,,1,4,1,12,0,,,6,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,1,1,1,1,4,0,,,0,,,0,,0,,0,,1,1,4,,"01",1,,292801702,,
2,28,128,1,18,1,343.71137921458,111,2,215000,"01",0,0,0,1,,,0,0,,,0,,,0,,,0,,,1,1,4,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"02",555,13,292801802,,
2,28,129,2,1,1,892.101,111,1,15000,"01",0,1,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",111,,292900102,,
2,28,129,2,2,1,892.101,111,2,282500,"01",0,0,1,,,,0,0,,,0,,,0,,,0,,,1,1,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,1,,"01",111,,292900202,,
2,28,129,2,3,1,892.101,,,," ",,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,555,7,"01",2,,292900302,,
2,28,129,2,4,1,892.101,4,2,215000,"01",0,0,0,1,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,7,"01",2,,292900402,,
2,28,129,2,5,1,892.101,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",6,,292900502,,
2,28,129,2,6,1,892.101,111,2,245000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,292900602,,
2,28,129,2,7,1,892.101,111,1,82500,"01",0,0,0,1,,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,292900702,,
2,28,129,2,8,1,892.101,111,1,45000,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",555,16,292900802,,
2,28,129,2,9,1,892.101,4,2,282500,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,7,"01",111,,292900902,,
2,28,129,2,10,1,892.101,7,2,215000,"01",0,0,0,0,2,,0,0,,,0,,,3,1,3,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",3,,292901002,,
2,28,129,2,11,1,892.101,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",5,,292901102,,
2,28,129,2,12,1,892.101,,,," ",,,,,,,1,3,1,6,0,,,0,,,0,,,0,,,1,1,2,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,292901202,,
2,28,129,2,13,1,892.101,7,1,45000,"01",0,0,0,0,2,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",3,,292901302,,
2,28,129,2,14,1,892.101,,,," ",,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,292901402,,
