"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","D1","D_TIER","D_PRICE","D2","D3","D4","D5","D6","D7","D07_OTHER","E00A","E01A","E01B","E01C","E02A","E02B","E02C","E03A","E03B","E03C","E04A","E04B","E04C","E05A","E05B","E05C","E06A","E06B","E06C","E07A","E07B","E07C","E08A","E08B","E09A","E09B","E09C","E10A","E10B","E10C","E11A","E11B","E13A","E13B","E14A","E14B","E15A","E15B","E16A","E16B","E17A","E17B","E18A","E18B","E20A","E20B","E21A","E21B","E22A","E22B","E23A","E23B","E24A","E24B","E26A","E26B","E27A","E27B","E28A","E28B","E29A","E29B","E30A","E30B","E30C","E31A","E31B","E31C","E32A","E32B","E32C","E33A","E33B","E34A","E34B","E35A","E35B","E37A","E37B","E38","E38_OTHER","F01","F10","F10_OTHER","hhid","camp","ref_weight"
1,12,34,2,2,1,597.105425,111,1,82500,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,1,1,2,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"02",111,,123400201,,
1,12,34,2,3,1,597.105425,111,2,215000,"01",0,0,0,1,,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",111,,123400301,,
1,12,34,2,4,1,597.105425,111,1,45000,"01",0,0,0,1,,,0,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",555,15,123400401,,
1,12,34,2,5,1,597.105425,111,1,82500,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,3,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"02",555,5,123400501,,
1,12,34,2,6,1,597.105425,111,1,82500,"02",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",555,15,123400601,,
1,12,34,2,7,1,243.7165,,,," ",,,,,,,0,0,,,0,,,2,1,8,0,,,1,1,2,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",1,,123400701,,
1,12,34,2,8,1,243.7165,,,," ",,,,,,,0,0,,,0,,,3,0,8,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,123400801,,
1,12,34,2,9,1,597.105425,111,1,45000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,1,1,4,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",6,,123400901,,
1,12,34,2,10,1,243.7165,,,," ",,,,,,,0,0,,,0,,,7,1,3,0,,,1,1,1,0,,,1,1,3,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,1,1,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,123401001,,
1,12,34,2,11,1,243.7165,,,," ",,,,,,,0,0,,,0,,,5,1,12,0,,,0,,,0,,,1,1,2,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,3,1,0,,,0,,,1,1,4,0,,0,,0,,0,,2,,"01",1,,123401101,,
1,12,34,2,12,1,243.7165,,,," ",,,,,,,0,0,,,0,,,5,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,123401201,,
1,12,34,2,13,1,243.7165,,,," ",,,,,,,0,0,,,0,,,4,1,4,0,,,0,,,0,,,1,1,2,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",1,,123401301,,
1,12,34,2,14,1,243.7165,,,," ",,,,,,,0,0,,,0,,,6,1,10,0,,,0,,,0,,,1,0,12,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"02",1,,123401401,,
1,12,34,2,15,1,243.7165,,,," ",,,,,,,0,0,,,0,,,5,1,3,0,,,1,1,1,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,123401501,,
1,12,34,2,16,1,243.7165,,,," ",,,,,,,0,0,,,0,,,8,1,9,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,1,0,0,,0,,0,,3,,"01",111,,123401601,,
1,12,34,2,17,1,597.105425,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,123401701,,
1,12,34,2,18,1,243.7165,,,," ",,,,,,,0,0,,,0,,,4,1,4,0,,,0,,,1,1,6,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,123401801,,
1,13,35,1,1,1,350.327,,,," ",,,,,,,0,0,,,0,,,0,,,8,1,6,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",111,,133500101,,
1,13,35,1,2,1,350.327,,,," ",,,,,,,0,0,,,0,,,3,1,12,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,133500201,,
1,13,35,1,3,1,195.906546052632,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",111,,133500301,,
1,13,35,1,4,1,350.327,,,," ",,,,,,,0,0,,,0,,,3,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,133500401,,
1,13,35,1,5,1,350.327,,,," ",,,,,,,0,0,,,0,,,1,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,133500501,,
1,13,35,1,6,1,350.327,,,," ",,,,,,,0,0,,,0,,,13,1,12,0,,,0,,,0,,,1,1,0,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,1,1,0,0,,,0,,0,,0,,0,,2,,"01",111,,133500601,,
1,13,35,1,7,1,350.327,,,," ",,,,,,,1,13,1,6,0,,,0,,,0,,,0,,,0,,,1,1,4,0,,0,,,1,1,1,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,3,1,0,,1,1,4,0,,,0,,,0,,0,,0,,0,,1,,"02",1,,133500701,,
1,13,35,1,8,1,350.327,,,," ",,,,,,,0,3,1,12,0,,,3,0,8,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,2,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,133500801,,
1,13,35,1,9,1,350.327,,,," ",,,,,,,0,0,,,0,,,0,,,6,1,12,1,1,2,1,1,4,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,6,1,1,1,0,,,0,,,1,1,5,0,,0,,0,,0,,2,,"02",1,,133500901,,
1,13,35,1,10,1,350.327,,,," ",,,,,,,0,9,0,8,0,,,0,,,0,,,0,,,1,1,6,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,7,1,1,1,3,0,,,0,,,0,,0,,0,,0,,4,,"01",1,,133501001,,
1,13,35,1,11,1,350.327,,,," ",,,,,,,0,0,,,0,,,0,,,6,1,12,1,1,2,1,1,4,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",1,,133501101,,
1,13,35,1,12,1,350.327,,,," ",,,,,,,0,0,,,0,,,4,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,133501201,,
1,13,35,1,13,1,350.327,,,," ",,,,,,,1,0,,,0,,,3,1,4,0,,,0,,,1,1,5,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,1,1,3,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,133501301,,
1,13,35,1,14,1,350.327,,,," ",,,,,,,0,0,,,0,,,5,1,12,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,1,1,2,0,,,0,,0,,0,,0,,2,,"02",1,,133501401,,
1,13,35,1,15,1,350.327,,,," ",,,,,,,0,0,,,0,,,10,1,5,0,,,0,,,0,,,1,1,3,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,,0,,,1,1,4,0,,0,,0,,0,,4,,"01",111,,133501501,,
1,13,35,1,16,1,350.327,,,," ",,,,,,,0,12,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",1,,133501601,,
1,13,35,1,17,1,350.327,,,," ",,,,,,,0,0,,,0,,,4,1,11,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,133501701,,
1,13,35,1,18,1,350.327,,,," ",,,,,,,1,0,,,0,,,6,1,4,0,,,0,,,1,1,3,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,2,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,133501801,,
1,13,36,2,1,1,388.099032258064,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,133600101,,
1,13,36,2,2,1,130.7725,,,," ",,,,,,,0,0,,,0,,,5,1,8,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,,1,1,1,0,,,0,,0,,0,,0,,2,,"02",1,,133600201,,
1,13,36,2,3,1,130.7725,,,," ",,,,,,,0,0,,,0,,,1,1,12,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",111,,133600301,,
1,13,36,2,4,1,130.7725,,,," ",,,,,,,0,0,,,0,,,2,1,7,0,,,0,,,0,,,1,1,1,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,1,,"01",111,,133600401,,
1,13,36,2,5,1,130.7725,,,," ",,,,,,,0,0,,,0,,,10,1,12,0,,,0,,,0,,,1,1,2,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,1,1,0,,0,,,0,,,1,1,3,0,,0,,0,,0,,1,,"01",111,,133600501,,
1,13,36,2,6,1,388.099032258064,111,1,82500,"01",0,0,0,1,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,7,"01",6,,133600601,,
1,13,36,2,7,1,130.7725,,,," ",,,,,,,0,0,,,0,,,0,,,7,1,6,0,,,1,1,12,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,3,1,0,,,0,,,0,,,0,,0,,0,,0,,1,,"02",1,,133600701,,
1,13,36,2,8,1,130.7725,,,," ",,,,,,,0,0,,,0,,,5,1,4,0,,,0,,,1,1,2,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,1,0,0,,0,,0,,3,,"01",1,,133600801,,
1,13,36,2,9,1,130.7725,,,," ",,,,,,,0,0,,,0,,,0,,,12,1,12,0,,,0,,,1,1,3,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,1,1,4,0,,,0,,,0,,0,,0,,0,,4,,"02",1,,133600901,,
1,13,36,2,10,1,130.7725,,,," ",,,,,,,0,0,,,0,,,8,1,12,0,,,0,,,0,,,1,0,12,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,1,1,5,0,,0,,0,,0,,1,,"01",1,,133601001,,
1,13,36,2,11,1,130.7725,,,," ",,,,,,,0,0,,,0,,,1,1,4,0,,,0,,,0,,,1,1,2,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,133601101,,
1,13,36,2,12,1,130.7725,,,," ",,,,,,,0,0,,,0,,,0,,,4,1,7,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,3,,"02",1,,133601201,,
1,13,36,2,15,1,130.7725,,,," ",,,,,,,0,0,,,0,,,10,1,5,0,,,0,,,0,,,1,1,3,0,,0,,,1,1,24,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,1,1,1,1,0,,,0,,,1,1,4,0,,0,,0,,0,,2,,"01",1,,133601501,,
1,13,36,2,16,1,130.7725,,,," ",,,,,,,0,0,,,0,,,5,1,5,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,1,1,3,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,133601601,,
1,13,36,2,17,1,130.7725,,,," ",,,,,,,0,0,,,0,,,4,1,4,0,,,0,,,1,1,12,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,4,,"04",1,,133601701,,
1,13,36,2,18,1,130.7725,,,," ",,,,,,,0,0,,,0,,,1,1,3,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",1,,133601801,,
1,13,36,2,20,1,130.7725,,,," ",,,,,,,0,0,,,0,,,0,,,7,1,4,0,,,0,,,1,1,12,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,1,1,4,0,,,0,,,0,,0,,0,,0,,4,,"01",1,,133602001,,
1,13,36,2,22,1,130.7725,,,," ",,,,,,,0,0,,,0,,,7,1,12,0,,,1,1,0,0,,,1,1,1,0,,0,,,1,1,2,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,2,1,0,,,0,,,1,1,4,0,,0,,0,,0,,2,,"02",1,,133602201,,
1,13,37,1,1,1,18.5966570841889,111,2,215000,"01",0,0,0,0,1,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,133700101,,
1,13,37,1,2,1,452.8286,,,," ",,,,,,,0,0,,,0,,,4,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,133700201,,
1,13,37,1,3,1,18.5966570841889,111,2,215000,"01",0,0,0,0,1,,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,133700301,,
1,13,37,1,4,1,452.8286,,,," ",,,,,,,0,0,,,0,,,0,,,3,1,12,0,,,1,1,1,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,1,1,6,0,,,0,,0,,0,,0,,2,,"01",1,,133700401,,
1,13,37,1,5,1,452.8286,,,," ",,,,,,,0,0,,,0,,,0,,,3,1,4,0,,,1,1,6,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",1,,133700501,,
1,13,37,1,6,1,452.8286,,,," ",,,,,,,0,0,,,0,,,3,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,133700601,,
1,13,37,1,7,1,18.5966570841889,111,2,245000,"01",1,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",5,,133700701,,
1,13,37,1,8,1,452.8286,,,," ",,,,,,,0,0,,,0,,,2,1,12,0,,,0,,,0,,,1,1,16,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,1,1,0,,,1,1,6,0,,,0,,0,,0,,0,,1,,"02",1,,133700801,,
1,13,37,1,9,1,452.8286,,,," ",,,,,,,0,0,,,0,,,2,1,3,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,133700901,,
1,13,37,1,10,1,452.8286,,,," ",,,,,,,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",1,,133701001,,
1,13,37,1,11,1,452.8286,,,," ",,,,,,,0,0,,,0,,,3,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,133701101,,
1,13,37,1,12,1,452.8286,,,," ",,,,,,,0,3,1,0,0,,,0,,,0,,,0,,,1,1,8,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",1,,133701201,,
1,13,37,1,13,1,452.8286,,,," ",,,,,,,0,2,0,8,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,1,1,10,0,,,0,,,0,,0,,0,,0,,4,,"01",1,,133701301,,
1,13,37,1,14,1,452.8286,,,," ",,,,,,,0,2,1,4,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,0,,,0,,,0,,,0,,0,,0,,0,,3,,"01",1,,133701401,,
1,13,37,1,15,1,452.8286,,,," ",,,,,,,0,2,1,3,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,0,,,0,,0,,0,,0,,4,,"01",111,,133701501,,
1,13,37,1,16,1,452.8286,,,," ",,,,,,,0,0,,,0,,,0,,,3,1,5,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,2,1,0,,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",1,,133701601,,
1,13,37,1,17,1,452.8286,,,," ",,,,,,,0,0,,,0,,,2,1,3,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,133701701,,
1,13,37,1,18,1,452.8286,,,," ",,,,,,,0,0,,,0,,,3,1,3,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,1,1,1,0,,,0,,,0,,0,,0,,0,,555,4,"01",111,,133701801,,
1,13,38,1,1,1,258.3678,,,," ",,,,,,,0,5,0,8,0,,,0,,,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,1,0,,,0,,,1,1,2,0,,0,,0,,0,,2,,"01",111,,133800101,,
1,13,38,1,2,1,258.3678,,,," ",,,,,,,0,10,1,3,0,,,0,,,0,,,0,,,0,,,1,1,4,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,0,,,1,1,2,0,,0,,0,,0,,2,,"01",1,,133800201,,
1,13,38,1,3,1,258.3678,,,," ",,,,,,,0,10,1,6,0,,,0,,,0,,,0,,,0,,,1,1,6,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,0,,,0,,,1,1,0,0,,0,,0,,0,,2,,"01",1,,133800301,,
1,13,38,1,4,1,258.3678,,,," ",,,,,,,0,6,1,4,0,,,0,,,0,,,0,,,1,1,5,0,,,0,,0,,,1,1,24,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,3,1,0,,0,,,0,,,1,1,4,0,,0,,0,,0,,2,,"01",1,,133800401,,
1,13,38,1,5,1,258.3678,,,," ",,,,,,,0,3,1,6,0,,,0,,,0,,,0,,,1,1,12,0,,,0,,0,,,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,1,1,0,,,0,,,0,,,0,,0,,0,,0,,2,,"02",111,,133800501,,
1,13,38,1,6,1,258.3678,,,," ",,,,,,,0,6,1,4,0,,,0,,,0,,,0,,,1,1,3,0,,,0,,0,,,1,1,12,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,1,1,0,,,0,,,1,1,3,0,,0,,0,,0,,2,,"02",1,,133800601,,
1,13,38,1,7,1,258.3678,,,," ",,,,,,,0,7,1,4,0,,,0,,,0,,,0,,,0,,,1,1,6,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,1,1,1,4,0,,,0,,,0,,0,,0,,0,,2,,"01",111,,133800701,,
1,13,38,1,8,1,258.3678,,,," ",,,,,,,0,5,1,0,0,,,0,,,0,,,0,,,0,,,1,1,2,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,1,0,,,1,1,3,0,,,0,,0,,0,,0,,2,,"01",1,,133800801,,
1,13,38,1,9,1,258.3678,,,," ",,,,,,,0,0,,,0,,,22,1,5,0,,,0,,,0,,,0,,,1,1,0,,,0,,,0,,1,1,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,2,1,0,,,1,1,2,0,,,0,,0,,0,,0,,2,,"01",1,,133800901,,
1,13,38,1,10,1,258.3678,,,," ",,,,,,,0,6,1,5,0,,,0,,,0,,,0,,,1,1,1,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,0,,0,,,0,,,1,1,6,0,,0,,0,,0,,2,,"01",1,,133801001,,
1,13,38,1,11,1,258.3678,,,," ",,,,,,,0,0,,,0,,,9,1,12,0,,,1,1,2,0,,,0,,,1,1,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,1,1,1,1,1,1,0,,,1,1,2,0,,,0,,0,,0,,0,,2,,"01",111,,133801101,,
1,13,38,1,12,1,258.3678,,,," ",,,,,,,0,0,,,0,,,12,1,4,0,,,0,,,0,,,0,,,0,,0,,,0,,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,0,,3,1,1,1,0,,,0,,,1,1,2,0,,0,,0,,0,,2,,"02",111,,133801201,,
