"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","A01","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","A13","A13_OTHER","A14","A15","A15_OTHER","A16","A17","A18","A19","A19_OTHER","A20","A22","A22B","A22B_OTHER","hhid","camp","ref_weight"
1,13,45,1,3,1,354.3039,3,2,3,6,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134500301,,
1,13,45,1,3,1,354.3039,4,1,3,5,1,0,,0,,,,," ",,," ",,,,,,,,,,134500301,,
1,13,45,1,3,1,354.3039,2,2,2,32,1,1,2,1,2,1,1,," ",,," ",1,,,,,1,,,,134500301,,
1,13,45,1,4,1,25.6564893103448,1,2,1,40,1,0,,1,2,1,1,," ",,," ",1,,,,,6,1,8,11,134500401,,
1,13,45,1,4,1,25.6564893103448,3,2,3,13,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134500401,,
1,13,45,1,4,1,25.6564893103448,5,1,3,4,0,,,,,,,," ",,," ",,,,,,,,,,134500401,,
1,13,45,1,4,1,25.6564893103448,4,1,3,10,1,0,,0,,,,," ",,," ",,,,,,6,,,,134500401,,
1,13,45,1,4,1,25.6564893103448,2,2,3,19,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,134500401,,
1,13,45,1,5,1,354.3039,2,2,2,34,1,1,4,1,1,1,1,," ",,," ",2,2013,"Gasabo",3,,1,,,,134500501,,
1,13,45,1,5,1,354.3039,1,1,1,36,1,1,5,1,1,1,1,," ",,," ",1,,,,,6,1,5,,134500501,,
1,13,45,1,5,1,354.3039,4,1,3,4,0,,,,,,,," ",,," ",,,,,,,,,,134500501,,
1,13,45,1,5,1,354.3039,6,2,13,20,1,0,,1,7,1,1,," ",,," ",1,,,,,1,,,,134500501,,
1,13,45,1,5,1,354.3039,3,1,3,6,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134500501,,
1,13,45,1,5,1,354.3039,5,2,3,1,0,,,,,,,," ",,," ",,,,,,,,,,134500501,,
1,13,45,1,6,1,354.3039,2,2,2,31,1,1,2,1,1,1,1,," ",,," ",2,2019,"Rwamagana",1,,1,,,,134500601,,
1,13,45,1,6,1,354.3039,1,1,1,39,1,1,2,1,1,1,1,," ",,," ",2,2019,"Rwamagana",1,,6,2,,,134500601,,
1,13,45,1,6,1,354.3039,3,2,3,10,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134500601,,
1,13,45,1,6,1,354.3039,5,2,3,3,0,,,,,,,," ",,," ",,,,,,,,,,134500601,,
1,13,45,1,6,1,354.3039,4,1,3,8,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134500601,,
1,13,45,1,7,1,354.3039,1,1,1,42,1,0,,1,2,1,1,," ",,," ",1,,,,,2,1,3,,134500701,,
1,13,45,1,7,1,354.3039,5,2,3,8,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134500701,,
1,13,45,1,7,1,354.3039,4,2,3,12,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134500701,,
1,13,45,1,7,1,354.3039,3,1,3,14,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134500701,,
1,13,45,1,7,1,354.3039,6,2,3,6,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134500701,,
1,13,45,1,7,1,354.3039,2,2,2,34,1,0,,1,2,1,1,," ",,," ",1,,,,,1,,,,134500701,,
1,13,45,1,8,1,25.6564893103448,2,2,2,43,1,1,4,1,1,1,1,," ",,," ",2,2020,"Ngororero",1,,1,,,,134500801,,
1,13,45,1,8,1,25.6564893103448,1,1,1,63,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,9,,134500801,,
1,13,45,1,8,1,25.6564893103448,3,1,3,16,1,1,4,1,7,1,1,," ",,," ",1,,,,,5,,,,134500801,,
1,13,45,1,8,1,25.6564893103448,4,1,3,14,1,1,2,1,7,1,1,," ",,," ",1,,,,,3,,,,134500801,,
1,13,45,1,9,1,354.3039,1,1,1,45,1,0,,1,1,1,1,," ",,," ",1,,,,,6,1,3,,134500901,,
1,13,45,1,9,1,354.3039,7,2,3,5,1,0,,0,,,,," ",,," ",,,,,,,,,,134500901,,
1,13,45,1,9,1,354.3039,4,2,3,15,1,1,4,1,7,1,1,," ",,," ",1,,,,,3,,,,134500901,,
1,13,45,1,9,1,354.3039,6,2,3,10,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134500901,,
1,13,45,1,9,1,354.3039,2,2,2,40,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,134500901,,
1,13,45,1,9,1,354.3039,3,2,3,20,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,134500901,,
1,13,45,1,9,1,354.3039,5,1,3,13,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134500901,,
1,13,45,1,9,1,354.3039,8,1,3,1,0,,,,,,,," ",,," ",,,,,,,,,,134500901,,
1,13,45,1,10,1,354.3039,1,2,1,90,1,0,,1,8,1,1,," ",,," ",1,,,,,1,2,,,134501001,,
1,13,45,1,10,1,354.3039,2,1,3,60,1,0,,1,6,1,1,," ",,," ",1,,,,,6,,,,134501001,,
1,13,45,1,11,1,354.3039,6,1,13,19,1,1,2,1,7,1,1,," ",,," ",2,2018,"Rwamagana",1,,6,,,,134501101,,
1,13,45,1,11,1,354.3039,5,2,13,17,1,1,2,1,7,1,1,," ",,," ",2,2021,"Rwamagana",1,,1,,,,134501101,,
1,13,45,1,11,1,354.3039,1,2,1,89,1,0,,1,7,1,1,," ",,," ",1,,,,,6,1,2,,134501101,,
1,13,45,1,11,1,354.3039,3,2,4,34,1,0,,1,7,1,1,," ",,," ",1,,,,,4,,,,134501101,,
1,13,45,1,11,1,354.3039,2,1,4,26,1,1,5,1,7,1,1,," ",,," ",1,,,,,6,,,,134501101,,
1,13,45,1,11,1,354.3039,4,1,12,1,0,,,,,,,," ",,," ",,,,,,,,,,134501101,,
1,13,45,1,12,1,354.3039,2,1,3,25,1,1,5,1,7,1,1,," ",,," ",1,,,,,2,,,,134501201,,
1,13,45,1,12,1,354.3039,1,2,1,55,1,1,2,1,5,1,1,," ",,," ",1,,,,,4,2,,,134501201,,
1,13,45,1,13,1,354.3039,1,1,1,34,1,1,4,1,1,1,1,," ",,," ",1,,,,,6,1,5,,134501301,,
1,13,45,1,13,1,354.3039,4,2,3,6,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134501301,,
1,13,45,1,13,1,354.3039,2,2,2,35,1,1,4,1,1,1,1,," ",,," ",1,,,,,1,,,,134501301,,
1,13,45,1,13,1,354.3039,3,2,3,13,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134501301,,
1,13,45,1,14,1,25.6564893103448,1,1,1,35,1,1,4,1,6,1,1,," ",,," ",1,,,,,2,1,1,,134501401,,
1,13,45,1,15,1,354.3039,4,2,12,28,1,1,5,1,7,2,1,4," ",2015,5," ",,,"Burundi",,,1,,,,134501501,,
1,13,45,1,15,1,354.3039,2,1,3,45,1,1,5,1,1,1,1,," ",,," ",2,2018,"Nyamata",1,,6,,,,134501501,,
1,13,45,1,15,1,354.3039,3,1,3,38,1,1,5,1,7,1,1,," ",,," ",1,,,,,6,,,,134501501,,
1,13,45,1,15,1,354.3039,1,2,1,70,1,0,,1,8,1,1,," ",,," ",1,,,,,6,2,,,134501501,,
1,13,45,1,19,1,354.3039,2,2,4,36,1,1,4,1,6,2,1,4," ",1994,555,"Returnee",,,"Burundi",,,1,,,,134501901,,
1,13,45,1,19,1,354.3039,7,1,12,12,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134501901,,
1,13,45,1,19,1,354.3039,5,1,4,34,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134501901,,
1,13,45,1,19,1,354.3039,6,2,12,19,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,134501901,,
1,13,45,1,19,1,354.3039,1,2,1,99,1,0,,1,8,1,1,," ",,," ",1,,,,,6,2,,,134501901,,
1,13,45,1,19,1,354.3039,3,1,3,65,1,0,,1,7,1,1,," ",,," ",1,,,,,6,,,,134501901,,
1,13,45,1,19,1,354.3039,4,1,4,30,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134501901,,
1,13,45,1,20,1,354.3039,1,1,1,30,1,1,4,1,1,1,1,," ",,," ",1,,,,,5,1,5,,134502001,,
1,13,45,1,20,1,354.3039,2,2,2,22,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,134502001,,
1,13,45,1,21,1,354.3039,1,1,1,50,1,1,4,1,1,1,1,," ",,," ",2,2014,"muhanga",1,,6,1,1,,134502101,,
1,13,45,1,21,1,354.3039,2,2,2,39,1,1,5,1,1,1,1,," ",,," ",2,2014,"muhanga",1,,1,,,,134502101,,
1,13,45,1,21,1,354.3039,4,1,3,0,0,,,,,,,," ",,," ",,,,,,,,,,134502101,,
1,13,45,1,21,1,354.3039,3,1,3,2,0,,,,,,,," ",,," ",,,,,,,,,,134502101,,
1,13,46,2,2,1,916.8375,3,2,3,9,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134600201,,
1,13,46,2,2,1,916.8375,1,1,1,41,1,1,2,1,2,1,1,," ",,," ",1,,,,,2,2,,,134600201,,
1,13,46,2,2,1,916.8375,2,1,14,45,1,1,2,1,2,1,1,," ",,," ",1,,,,,4,,,,134600201,,
1,13,46,2,2,1,916.8375,4,2,3,6,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134600201,,
1,13,46,2,2,1,916.8375,5,1,3,4,0,,,,,,,," ",,," ",,,,,,,,,,134600201,,
1,13,46,2,3,1,239.671213692946,1,2,1,45,1,1,2,1,5,1,1,," ",,," ",1,,,,,1,1,2,,134600301,,
1,13,46,2,4,1,239.671213692946,1,1,1,35,1,1,2,1,1,1,1,," ",,," ",1,,,,,2,1,1,,134600401,,
1,13,46,2,4,1,239.671213692946,3,2,3,12,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,134600401,,
1,13,46,2,4,1,239.671213692946,6,2,3,2,0,,,,,,,," ",,," ",,,,,,,,,,134600401,,
1,13,46,2,4,1,239.671213692946,4,2,3,9,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134600401,,
1,13,46,2,4,1,239.671213692946,5,2,3,5,1,0,,0,,,,," ",,," ",,,,,,,,,,134600401,,
1,13,46,2,4,1,239.671213692946,2,2,2,35,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,134600401,,
1,13,46,2,5,1,239.671213692946,2,2,2,48,1,1,2,1,2,1,1,," ",,," ",1,,,,,1,,,,134600501,,
1,13,46,2,5,1,239.671213692946,7,1,3,16,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134600501,,
1,13,46,2,5,1,239.671213692946,4,1,3,21,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134600501,,
1,13,46,2,5,1,239.671213692946,9,2,3,7,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134600501,,
1,13,46,2,5,1,239.671213692946,1,1,1,53,1,1,2,1,2,1,1,," ",,," ",1,,,,,4,2,,,134600501,,
1,13,46,2,5,1,239.671213692946,6,1,3,18,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134600501,,
1,13,46,2,5,1,239.671213692946,3,1,3,22,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,134600501,,
1,13,46,2,5,1,239.671213692946,10,1,3,4,0,,,,,,,," ",,," ",,,,,,,,,,134600501,,
1,13,46,2,5,1,239.671213692946,8,1,4,13,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134600501,,
1,13,46,2,5,1,239.671213692946,5,1,3,18,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134600501,,
1,13,46,2,6,1,239.671213692946,1,1,1,26,1,1,4,1,7,1,1,," ",,," ",1,,,,,5,1,1,,134600601,,
1,13,46,2,7,1,916.8375,1,2,1,29,1,1,3,1,7,1,1,," ",,," ",1,,,,,1,2,,,134600701,,
1,13,46,2,7,1,916.8375,2,1,3,11,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134600701,,
1,13,46,2,7,1,916.8375,3,1,3,10,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134600701,,
1,13,46,2,8,1,239.671213692946,1,1,1,43,1,1,2,1,5,1,1,," ",,," ",1,,,,,1,1,1,,134600801,,
1,13,46,2,8,1,239.671213692946,3,1,3,14,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134600801,,
1,13,46,2,8,1,239.671213692946,2,1,3,17,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134600801,,
1,13,46,2,8,1,239.671213692946,4,2,4,5,1,0,,0,,,,," ",,," ",,,,,,,,,,134600801,,
1,13,46,2,9,1,916.8375,2,1,3,22,1,1,2,1,7,1,1,," ",,," ",1,,,,,4,,,,134600901,,
1,13,46,2,9,1,916.8375,3,1,3,17,1,1,2,1,7,1,1,," ",,," ",1,,,,,4,,,,134600901,,
1,13,46,2,9,1,916.8375,4,1,4,5,1,0,,0,,,,," ",,," ",,,,,,,,,,134600901,,
1,13,46,2,9,1,916.8375,1,2,1,52,1,0,,1,8,1,1,," ",,," ",1,,,,,1,2,,,134600901,,
1,13,46,2,10,1,916.8375,1,1,1,32,1,1,2,1,2,1,1,," ",,," ",1,,,,,6,1,2,,134601001,,
1,13,46,2,10,1,916.8375,3,2,3,0,0,,,,,,,," ",,," ",,,,,,,,,,134601001,,
1,13,46,2,10,1,916.8375,2,2,2,24,1,1,4,1,2,1,1,," ",,," ",1,,,,,1,,,,134601001,,
1,13,46,2,11,1,239.671213692946,1,2,1,25,1,1,1,1,2,1,1,," ",,," ",1,,,,,2,1,2,,134601101,,
1,13,46,2,11,1,239.671213692946,5,2,7,14,1,1,1,1,7,1,1,," ",,," ",1,,,,,3,,,,134601101,,
1,13,46,2,11,1,239.671213692946,2,1,6,64,1,0,,1,1,1,1,," ",,," ",1,,,,,6,,,,134601101,,
1,13,46,2,11,1,239.671213692946,4,1,3,9,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134601101,,
1,13,46,2,11,1,239.671213692946,3,2,6,51,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,134601101,,
1,13,46,2,13,1,916.8375,6,1,7,33,1,1,2,1,7,1,1,," ",,," ",2,2021,"Nyanza",5,,6,,,,134601301,,
1,13,46,2,13,1,916.8375,1,1,1,58,1,1,2,1,2,1,1,," ",,," ",1,,,,,6,1,2,,134601301,,
1,13,46,2,13,1,916.8375,2,2,2,39,1,1,2,1,2,1,1,," ",,," ",1,,,,,1,,,,134601301,,
1,13,46,2,13,1,916.8375,3,1,3,10,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134601301,,
1,13,46,2,13,1,916.8375,4,1,3,9,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134601301,,
1,13,46,2,13,1,916.8375,5,2,3,4,0,,,,,,,," ",,," ",,,,,,,,,,134601301,,
1,13,46,2,14,1,916.8375,1,1,1,29,1,1,4,1,2,1,1,," ",,," ",1,,,,,6,1,5,,134601401,,
1,13,46,2,14,1,916.8375,3,1,3,5,1,0,,0,,,,," ",,," ",,,,,,,,,,134601401,,
1,13,46,2,14,1,916.8375,4,2,3,2,0,,,,,,,," ",,," ",,,,,,,,,,134601401,,
1,13,46,2,14,1,916.8375,2,2,2,26,1,1,4,1,2,1,1,," ",,," ",1,,,,,1,,,,134601401,,
1,13,46,2,15,1,916.8375,2,2,2,34,1,1,2,1,2,1,1,," ",,," ",2,2013,"Rulindo",3,,1,,,,134601501,,
1,13,46,2,15,1,916.8375,1,1,1,45,1,1,2,1,2,1,1,," ",,," ",1,,,,,2,1,2,,134601501,,
1,13,46,2,15,1,916.8375,5,1,3,6,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134601501,,
1,13,46,2,15,1,916.8375,3,1,3,12,1,1,1,1,7,1,1,," ",,," ",1,,,,,6,,,,134601501,,
1,13,46,2,15,1,916.8375,4,2,3,8,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134601501,,
1,13,46,2,16,1,916.8375,5,2,14,47,1,0,,1,6,1,1,," ",,," ",2,2015,"Gasabo",7,,2,,,,134601601,,
1,13,46,2,16,1,916.8375,4,1,4,18,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,134601601,,
1,13,46,2,16,1,916.8375,3,2,3,40,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,134601601,,
1,13,46,2,16,1,916.8375,1,2,1,95,1,1,2,1,8,1,1,," ",,," ",1,,,,,6,2,,,134601601,,
1,13,46,2,16,1,916.8375,2,2,3,47,1,1,4,1,7,1,1,," ",,," ",1,,,,,1,,,,134601601,,
1,13,46,2,18,1,239.671213692946,1,2,1,23,1,1,2,1,5,1,1,," ",,," ",1,,,,,1,1,2,,134601801,,
1,13,46,2,19,1,239.671213692946,1,1,1,39,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,1,,134601901,,
1,13,46,2,19,1,239.671213692946,2,2,2,37,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,134601901,,
1,13,46,2,19,1,239.671213692946,4,2,3,10,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134601901,,
1,13,46,2,19,1,239.671213692946,3,1,3,14,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,134601901,,
1,13,46,2,20,1,239.671213692946,8,2,3,4,0,,,,,,,," ",,," ",,,,,,,,,,134602001,,
1,13,46,2,20,1,239.671213692946,1,1,1,44,1,0,,1,2,1,1,," ",,," ",1,,,,,2,2,,,134602001,,
1,13,46,2,20,1,239.671213692946,2,2,2,40,1,1,2,1,2,1,1,," ",,," ",1,,,,,1,,,,134602001,,
1,13,46,2,20,1,239.671213692946,5,2,3,13,1,1,2,1,7,1,1,," ",,," ",1,,,,,4,,,,134602001,,
1,13,46,2,20,1,239.671213692946,7,2,3,6,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134602001,,
1,13,46,2,20,1,239.671213692946,3,1,3,17,1,1,2,1,7,1,1,," ",,," ",1,,,,,4,,,,134602001,,
1,13,46,2,20,1,239.671213692946,4,1,3,15,1,1,2,1,7,1,1,," ",,," ",1,,,,,4,,,,134602001,,
1,13,46,2,20,1,239.671213692946,9,2,3,17,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,134602001,,
1,13,46,2,20,1,239.671213692946,6,1,3,13,1,1,2,1,7,1,1,," ",,," ",1,,,,,4,,,,134602001,,
1,13,46,2,21,1,916.8375,2,2,2,35,1,0,,1,2,1,1,," ",,," ",1,,,,,1,,,,134602101,,
1,13,46,2,21,1,916.8375,6,1,3,0,0,,,,,,,," ",,," ",,,,,,,,,,134602101,,
1,13,46,2,21,1,916.8375,4,1,3,12,1,1,2,1,7,1,1,," ",,," ",1,,,,,4,,,,134602101,,
1,13,46,2,21,1,916.8375,5,1,3,8,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134602101,,
1,13,46,2,21,1,916.8375,1,1,1,42,1,0,,1,2,1,1,," ",,," ",1,,,,,5,2,,,134602101,,
1,13,46,2,21,1,916.8375,3,1,3,17,1,0,,1,7,1,1,," ",,," ",1,,,,,5,,,,134602101,,
1,13,47,1,1,1,335.788,1,1,1,40,1,1,5,1,1,1,1,," ",,," ",1,,,,,6,1,1,,134700101,,
1,13,47,1,1,1,335.788,2,2,2,36,1,1,5,1,1,1,1,," ",,," ",1,,,,,2,,,,134700101,,
1,13,47,1,1,1,335.788,3,2,3,6,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134700101,,
1,13,47,1,2,1,335.788,1,1,1,41,1,1,5,1,1,1,1,," ",,," ",1,,,,,6,1,1,,134700201,,
1,13,47,1,2,1,335.788,4,1,3,1,0,,,,,,,," ",,," ",,,,,,,,,,134700201,,
1,13,47,1,2,1,335.788,3,1,3,7,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134700201,,
1,13,47,1,2,1,335.788,2,2,2,32,1,1,5,1,1,1,1,," ",,," ",1,,,,,2,,,,134700201,,
1,13,47,1,3,1,335.788,1,2,1,55,1,0,,1,8,1,1,," ",,," ",1,,,,,6,2,,,134700301,,
1,13,47,1,3,1,335.788,2,1,3,30,1,1,4,1,7,1,1,," ",,," ",1,,,,,1,,,,134700301,,
1,13,47,1,3,1,335.788,3,1,3,28,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,134700301,,
1,13,47,1,4,1,335.788,1,2,1,46,1,1,4,1,8,2,1,4," ",1994,4," ",,,"DRC",,,1,1,1,,134700401,,
1,13,47,1,4,1,335.788,4,1,3,16,1,1,3,1,7,1,1,," ",,," ",1,,,,,6,,,,134700401,,
1,13,47,1,4,1,335.788,2,1,3,24,1,1,4,1,7,1,1,," ",,," ",1,,,,,5,,,,134700401,,
1,13,47,1,4,1,335.788,5,1,3,11,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134700401,,
1,13,47,1,4,1,335.788,3,2,3,22,1,1,4,1,7,1,1,," ",,," ",1,,,,,4,,,,134700401,,
1,13,47,1,5,1,335.788,1,2,1,29,1,1,5,1,7,2,1,4," ",1995,7," ",,,"Burundi",,,2,1,5,,134700501,,
1,13,47,1,6,1,335.788,1,1,1,61,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,2,,,134700601,,
1,13,47,1,6,1,335.788,3,1,3,29,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,134700601,,
1,13,47,1,6,1,335.788,2,2,2,60,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,134700601,,
1,13,47,1,6,1,335.788,4,2,3,26,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,134700601,,
1,13,47,1,7,1,335.788,1,2,1,65,1,1,2,1,8,1,1,," ",,," ",1,,,,,1,2,,,134700701,,
1,13,47,1,8,1,335.788,1,1,1,35,1,1,4,1,7,1,1,," ",,," ",2,2019,"Nyaruguru",1,,1,2,,,134700801,,
1,13,47,1,9,1,335.788,1,1,1,27,1,1,5,1,7,1,1,," ",,," ",1,,,,,2,1,1,,134700901,,
1,13,47,1,9,1,335.788,2,1,7,29,1,1,5,1,7,1,1,," ",,," ",1,,,,,2,,,,134700901,,
1,13,47,1,10,1,335.788,1,1,1,54,1,1,5,1,1,1,1,," ",,," ",1,,,,,6,1,1,,134701001,,
1,13,47,1,10,1,335.788,3,1,3,25,1,1,5,1,7,1,1,," ",,," ",1,,,,,6,,,,134701001,,
1,13,47,1,10,1,335.788,4,1,3,18,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,134701001,,
1,13,47,1,10,1,335.788,5,2,13,24,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,134701001,,
1,13,47,1,10,1,335.788,2,2,2,51,1,1,5,1,1,1,1,," ",,," ",1,,,,,4,,,,134701001,,
1,13,47,1,11,1,335.788,1,1,1,50,1,1,5,1,1,1,1,," ",,," ",1,,,,,6,1,1,,134701101,,
1,13,47,1,11,1,335.788,2,2,2,45,1,1,5,1,1,1,1,," ",,," ",1,,,,,1,,,,134701101,,
1,13,47,1,11,1,335.788,3,1,3,10,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134701101,,
1,13,47,1,12,1,335.788,1,1,1,68,1,1,4,1,1,1,1,," ",,," ",1,,,,,6,1,1,,134701201,,
1,13,47,1,12,1,335.788,2,2,2,62,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,134701201,,
1,13,47,1,12,1,335.788,3,2,3,19,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,134701201,,
1,13,47,1,13,1,335.788,2,2,2,65,1,1,4,1,1,1,1,," ",,," ",1,,,,,1,,,,134701301,,
1,13,47,1,13,1,335.788,1,1,1,73,1,1,5,1,1,1,1,," ",,," ",1,,,,,6,2,,,134701301,,
1,13,47,1,13,1,335.788,3,2,3,31,1,1,5,1,7,1,1,," ",,," ",1,,,,,2,,,,134701301,,
1,13,47,1,14,1,335.788,3,2,13,20,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,134701401,,
1,13,47,1,14,1,335.788,2,1,4,10,1,1,1,0,,,,," ",,," ",,,,,,6,,,,134701401,,
1,13,47,1,14,1,335.788,1,2,1,74,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,2,,,134701401,,
1,13,47,1,15,1,335.788,3,2,7,21,1,1,4,1,7,1,1,," ",,," ",2,2018,"Nyamasheke",5,,6,,,,134701501,,
1,13,47,1,15,1,335.788,4,2,12,18,1,1,2,1,7,1,1,," ",,," ",2,2021,"Nyamasheke",5,,1,,,,134701501,,
1,13,47,1,15,1,335.788,1,2,1,23,1,1,2,1,2,1,1,," ",,," ",1,,,,,6,1,1,,134701501,,
1,13,47,1,15,1,335.788,2,1,3,4,0,,,,,,,," ",,," ",,,,,,,,,,134701501,,
1,13,47,1,16,1,335.788,3,1,13,15,1,0,,1,7,1,1,," ",,," ",1,,,,,1,,,,134701601,,
1,13,47,1,16,1,335.788,2,1,3,24,1,1,5,1,7,1,1,," ",,," ",1,,,,,6,,,,134701601,,
1,13,47,1,16,1,335.788,1,1,1,73,1,1,4,1,6,1,1,," ",,," ",1,,,,,6,2,,,134701601,,
1,13,47,1,17,1,335.788,2,2,2,30,1,0,,1,2,1,1,," ",,," ",2,2015,"DRC",4,,1,,,,134701701,,
1,13,47,1,17,1,335.788,1,1,1,42,1,1,2,1,2,1,1,," ",,," ",1,,,,,1,1,4,,134701701,,
1,13,47,1,17,1,335.788,8,1,3,0,0,,,,,,,," ",,," ",,,,,,,,,,134701701,,
1,13,47,1,17,1,335.788,7,1,3,9,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134701701,,
1,13,47,1,17,1,335.788,4,1,3,20,1,1,4,1,7,1,1,," ",,," ",1,,,,,1,,,,134701701,,
1,13,47,1,17,1,335.788,3,2,3,21,1,0,,1,7,1,1,," ",,," ",1,,,,,2,,,,134701701,,
1,13,47,1,17,1,335.788,5,1,3,13,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,134701701,,
1,13,47,1,17,1,335.788,6,1,3,11,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134701701,,
1,13,47,1,19,1,335.788,2,2,2,46,1,1,4,1,1,1,1,," ",,," ",1,,,,,1,,,,134701901,,
1,13,47,1,19,1,335.788,3,2,3,20,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,134701901,,
1,13,47,1,19,1,335.788,7,1,3,5,1,1,1,0,,,,," ",,," ",,,,,,,,,,134701901,,
1,13,47,1,19,1,335.788,5,1,3,12,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,134701901,,
1,13,47,1,19,1,335.788,6,2,3,6,1,1,2,0,,,,," ",,," ",,,,,,6,,,,134701901,,
1,13,47,1,19,1,335.788,1,1,1,69,1,1,2,1,1,1,1,," ",,," ",1,,,,,5,2,,,134701901,,
1,13,47,1,19,1,335.788,4,1,3,18,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,134701901,,
1,13,48,1,1,1,1223.457,1,1,1,60,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,1,,134800101,,
1,13,48,1,1,1,1223.457,2,2,2,60,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,134800101,,
1,13,48,1,2,1,1223.457,1,1,1,32,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,1,1,,134800201,,
1,13,48,1,2,1,1223.457,2,1,14,29,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,134800201,,
1,13,48,1,3,1,1223.457,2,2,2,49,1,1,4,1,1,2,1,1," ",1994,1," ",,,"Uganda",,,2,,,,134800301,,
