"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","A01","A03","A04","A05","A06","A07","A08","A09","A10","A11","A12","A13","A13_OTHER","A14","A15","A15_OTHER","A16","A17","A18","A19","A19_OTHER","A20","A22","A22B","A22B_OTHER","hhid","camp","ref_weight"
4,41,203,2,15,1,741.469008403361,4,2,3,13,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,430301504,,
4,41,203,2,15,1,741.469008403361,1,1,1,38,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,2,,,430301504,,
4,41,203,2,15,1,741.469008403361,6,2,3,5,1,1,1,0,,,,," ",,," ",,,,,,,,,,430301504,,
4,41,203,2,16,1,2450.967,1,1,1,60,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,2,,,430301604,,
4,41,203,2,16,1,2450.967,3,2,3,28,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,430301604,,
4,41,203,2,16,1,2450.967,4,1,3,24,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,430301604,,
4,41,203,2,16,1,2450.967,2,2,2,62,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,430301604,,
4,41,203,2,17,1,741.469008403361,1,1,1,63,1,1,1,1,1,1,1,," ",,," ",1,,,,,6,1,4,,430301704,,
4,41,203,2,17,1,741.469008403361,4,2,3,17,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,430301704,,
4,41,203,2,17,1,741.469008403361,2,2,2,62,1,1,1,1,1,1,1,," ",,," ",1,,,,,1,,,,430301704,,
4,41,203,2,17,1,741.469008403361,3,1,3,23,1,1,1,1,7,1,1,," ",,," ",1,,,,,6,,,,430301704,,
4,41,203,2,18,1,741.469008403361,1,1,1,46,1,1,1,1,1,1,1,," ",,," ",1,,,,,2,1,1,,430301804,,
4,41,203,2,18,1,741.469008403361,3,1,3,10,1,1,1,0,,,,," ",,," ",,,,,,6,,,,430301804,,
4,41,203,2,18,1,741.469008403361,2,2,2,38,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,430301804,,
4,42,204,2,1,1,1559.74094680851,1,1,1,32,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,2,,440400104,,
4,42,204,2,1,1,1559.74094680851,2,2,2,30,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440400104,,
4,42,204,2,1,1,1559.74094680851,3,2,3,9,1,1,2,0,,,,," ",,," ",,,,,,6,,,,440400104,,
4,42,204,2,1,1,1559.74094680851,4,1,3,4,0,,,,,,,," ",,," ",,,,,,,,,,440400104,,
4,42,204,2,2,1,1559.74094680851,1,1,1,48,1,1,4,1,1,1,1,," ",,," ",1,,,,,6,1,3,,440400204,,
4,42,204,2,2,1,1559.74094680851,7,2,13,17,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,440400204,,
4,42,204,2,2,1,1559.74094680851,6,1,3,1,0,,,,,,,," ",,," ",,,,,,,,,,440400204,,
4,42,204,2,2,1,1559.74094680851,2,2,2,40,1,1,4,1,1,1,1,," ",,," ",1,,,,,2,,,,440400204,,
4,42,204,2,2,1,1559.74094680851,5,2,3,6,1,1,2,0,,,,," ",,," ",,,,,,6,,,,440400204,,
4,42,204,2,2,1,1559.74094680851,3,2,3,14,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,440400204,,
4,42,204,2,2,1,1559.74094680851,4,2,3,10,1,1,2,0,,,,," ",,," ",,,,,,6,,,,440400204,,
4,42,204,2,3,1,1559.74094680851,1,2,1,32,1,0,,1,1,1,1,," ",,," ",1,,,,,1,1,2,,440400304,,
4,42,204,2,3,1,1559.74094680851,4,1,3,9,1,0,,0,,,,," ",,," ",,,,,,6,,,,440400304,,
4,42,204,2,3,1,1559.74094680851,2,1,2,38,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,,,,440400304,,
4,42,204,2,3,1,1559.74094680851,3,1,3,13,1,0,,1,7,1,1,," ",,," ",1,,,,,2,,,,440400304,,
4,42,204,2,3,1,1559.74094680851,5,2,3,9,1,0,,0,,,,," ",,," ",,,,,,6,,,,440400304,,
4,42,204,2,4,1,1559.74094680851,1,1,1,50,1,0,,1,1,1,1,," ",,," ",1,,,,,6,2,,,440400404,,
4,42,204,2,4,1,1559.74094680851,3,2,3,25,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,440400404,,
4,42,204,2,4,1,1559.74094680851,4,1,3,17,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,440400404,,
4,42,204,2,4,1,1559.74094680851,5,1,3,15,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,440400404,,
4,42,204,2,4,1,1559.74094680851,2,2,2,47,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,440400404,,
4,42,204,2,5,1,1559.74094680851,1,1,1,30,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,2,,440400504,,
4,42,204,2,5,1,1559.74094680851,4,1,3,2,0,,,,,,,," ",,," ",,,,,,,,,,440400504,,
4,42,204,2,5,1,1559.74094680851,3,2,3,4,0,,,,,,,," ",,," ",,,,,,,,,,440400504,,
4,42,204,2,5,1,1559.74094680851,2,2,2,28,1,1,4,1,1,1,1,," ",,," ",1,,,,,1,,,,440400504,,
4,42,204,2,6,1,1559.74094680851,1,1,1,56,1,0,,1,1,1,1,," ",,," ",1,,,,,6,1,2,,440400604,,
4,42,204,2,6,1,1559.74094680851,3,2,3,20,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,440400604,,
4,42,204,2,6,1,1559.74094680851,4,1,4,10,1,1,2,0,,,,," ",,," ",,,,,,6,,,,440400604,,
4,42,204,2,6,1,1559.74094680851,5,2,4,8,1,1,2,0,,,,," ",,," ",,,,,,6,,,,440400604,,
4,42,204,2,6,1,1559.74094680851,2,2,2,53,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,440400604,,
4,42,204,2,7,1,1559.74094680851,1,1,1,62,1,0,,1,1,1,1,," ",,," ",1,,,,,6,1,2,,440400704,,
4,42,204,2,7,1,1559.74094680851,2,2,2,48,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,440400704,,
4,42,204,2,7,1,1559.74094680851,3,2,3,23,1,0,,1,7,1,1,," ",,," ",1,,,,,2,,,,440400704,,
4,42,204,2,7,1,1559.74094680851,4,2,3,18,1,0,,1,7,1,1,," ",,," ",1,,,,,6,,,,440400704,,
4,42,204,2,8,1,1559.74094680851,1,1,1,52,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,2,,440400804,,
4,42,204,2,8,1,1559.74094680851,2,2,2,52,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440400804,,
4,42,204,2,8,1,1559.74094680851,3,2,3,17,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,440400804,,
4,42,204,2,9,1,1559.74094680851,1,2,1,54,1,1,4,1,2,1,1,," ",,," ",1,,,,,1,2,,,440400904,,
4,42,204,2,10,1,461.0555,3,1,4,10,1,1,1,0,,,,," ",,," ",,,,,,6,,,,440401004,,
4,42,204,2,10,1,461.0555,1,2,1,63,1,0,,1,8,1,1,," ",,," ",1,,,,,1,2,,,440401004,,
4,42,204,2,10,1,461.0555,2,2,12,38,1,1,1,1,6,1,1,," ",,," ",1,,,,,1,,,,440401004,,
4,42,204,2,11,1,461.0555,1,2,1,47,1,1,1,1,8,1,1,," ",,," ",1,,,,,1,1,2,,440401104,,
4,42,204,2,11,1,461.0555,2,2,3,28,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,440401104,,
4,42,204,2,11,1,461.0555,3,2,3,26,1,1,1,1,7,1,1,," ",,," ",1,,,,,2,,,,440401104,,
4,42,204,2,12,1,461.0555,1,1,1,58,1,1,2,1,1,1,1,," ",,," ",1,,,,,4,2,,,440401204,,
4,42,204,2,12,1,461.0555,2,2,2,60,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440401204,,
4,42,204,2,13,1,461.0555,1,1,1,32,1,0,,1,1,1,1,," ",,," ",1,,,,,3,1,4,,440401304,,
4,42,204,2,13,1,461.0555,4,2,3,6,1,1,1,0,,,,," ",,," ",,,,,,6,,,,440401304,,
4,42,204,2,13,1,461.0555,2,2,2,35,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440401304,,
4,42,204,2,13,1,461.0555,3,1,3,9,1,1,1,0,,,,," ",,," ",,,,,,6,,,,440401304,,
4,42,204,2,13,1,461.0555,5,1,3,2,0,,,,,,,," ",,," ",,,,,,,,,,440401304,,
4,42,204,2,14,1,461.0555,1,2,1,45,1,0,,1,8,1,1,," ",,," ",1,,,,,1,1,2,,440401404,,
4,42,204,2,14,1,461.0555,2,2,3,20,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,440401404,,
4,42,204,2,14,1,461.0555,5,1,3,12,1,1,1,1,7,1,1,," ",,," ",1,,,,,6,,,,440401404,,
4,42,204,2,14,1,461.0555,4,1,3,14,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,440401404,,
4,42,204,2,14,1,461.0555,3,1,3,17,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,440401404,,
4,42,204,2,15,1,461.0555,1,1,1,51,1,1,2,1,1,1,1,," ",,," ",1,,,,,2,1,4,,440401504,,
4,42,204,2,15,1,461.0555,2,2,2,50,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,440401504,,
4,42,204,2,15,1,461.0555,3,2,4,8,1,1,1,0,,,,," ",,," ",,,,,,6,,,,440401504,,
4,42,204,2,16,1,461.0555,1,2,1,52,1,1,2,1,8,1,1,," ",,," ",1,,,,,1,1,8,15,440401604,,
4,42,204,2,16,1,461.0555,2,2,4,13,1,1,2,1,7,1,2,," ",,," ",1,,,,,2,,,,440401604,,
4,42,204,2,17,1,461.0555,1,1,1,42,1,1,4,1,1,1,1,," ",,," ",1,,,,,6,1,8,14,440401704,,
4,42,204,2,17,1,461.0555,4,1,3,11,1,1,2,0,,,,," ",,," ",,,,,,6,,,,440401704,,
4,42,204,2,17,1,461.0555,2,2,2,34,1,1,4,1,1,1,1,," ",,," ",1,,,,,1,,,,440401704,,
4,42,204,2,17,1,461.0555,3,1,3,15,1,1,2,1,7,1,2,," ",,," ",1,,,,,6,,,,440401704,,
4,42,204,2,17,1,461.0555,6,2,3,4,0,,,,,,,," ",,," ",,,,,,,,,,440401704,,
4,42,204,2,17,1,461.0555,5,1,3,7,1,1,1,0,,,,," ",,," ",,,,,,6,,,,440401704,,
4,42,204,2,18,1,461.0555,1,1,1,38,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,8,15,440401804,,
4,42,204,2,18,1,461.0555,3,2,3,8,1,1,1,0,,,,," ",,," ",,,,,,6,,,,440401804,,
4,42,204,2,18,1,461.0555,4,2,3,3,0,,,,,,,," ",,," ",,,,,,,,,,440401804,,
4,42,204,2,18,1,461.0555,2,2,2,32,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440401804,,
4,42,204,2,18,1,461.0555,5,1,7,1,0,,,,,,,," ",,," ",,,,,,,,,,440401804,,
4,42,205,2,1,1,1266.853,1,2,1,54,1,1,2,1,8,1,1,," ",,," ",1,,,,,1,2,,,440500104,,
4,42,205,2,1,1,1266.853,2,1,4,12,1,0,,1,7,1,1,," ",,," ",1,,,,,6,,,,440500104,,
4,42,205,2,2,1,1266.853,1,1,1,60,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,1,8,15,440500204,,
4,42,205,2,2,1,1266.853,6,1,3,7,1,1,1,0,,,,," ",,," ",,,,,,6,,,,440500204,,
4,42,205,2,2,1,1266.853,3,1,3,24,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,440500204,,
4,42,205,2,2,1,1266.853,7,1,3,3,0,,,,,,,," ",,," ",,,,,,,,,,440500204,,
4,42,205,2,2,1,1266.853,5,1,3,13,1,1,2,1,7,1,2,," ",,," ",1,,,,,6,,,,440500204,,
4,42,205,2,2,1,1266.853,4,1,3,19,1,1,2,1,7,1,1,," ",,," ",1,,,,,3,,,,440500204,,
4,42,205,2,2,1,1266.853,2,2,2,38,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440500204,,
4,42,205,2,3,1,1266.853,1,1,1,70,1,0,,1,1,1,1,," ",,," ",1,,,,,6,1,2,,440500304,,
4,42,205,2,3,1,1266.853,3,2,3,30,1,1,4,1,7,1,1,," ",,," ",1,,,,,2,,,,440500304,,
4,42,205,2,3,1,1266.853,2,2,2,65,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,440500304,,
4,42,205,2,4,1,1266.853,1,1,1,49,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,8,29,440500404,,
4,42,205,2,4,1,1266.853,3,2,3,17,1,1,2,1,7,1,1,," ",,," ",1,,,,,3,,,,440500404,,
4,42,205,2,4,1,1266.853,4,2,3,14,1,1,1,1,7,1,1,," ",,," ",1,,,,,4,,,,440500404,,
4,42,205,2,4,1,1266.853,5,2,3,12,1,1,1,1,7,1,1,," ",,," ",1,,,,,6,,,,440500404,,
4,42,205,2,4,1,1266.853,2,2,2,40,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440500404,,
4,42,205,2,4,1,1266.853,7,2,3,6,1,0,,0,,,,," ",,," ",,,,,,6,,,,440500404,,
4,42,205,2,4,1,1266.853,8,1,3,2,0,,,,,,,," ",,," ",,,,,,,,,,440500404,,
4,42,205,2,4,1,1266.853,6,2,3,12,1,1,1,1,7,1,1,," ",,," ",1,,,,,6,,,,440500404,,
4,42,205,2,5,1,1266.853,1,1,1,42,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,8,32,440500504,,
4,42,205,2,5,1,1266.853,3,1,3,22,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,440500504,,
4,42,205,2,5,1,1266.853,4,1,3,18,1,1,4,1,7,1,1,," ",,," ",1,,,,,5,,,,440500504,,
4,42,205,2,5,1,1266.853,2,2,2,38,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440500504,,
4,42,205,2,5,1,1266.853,6,2,3,8,1,1,1,0,,,,," ",,," ",,,,,,6,,,,440500504,,
4,42,205,2,5,1,1266.853,5,1,3,13,1,1,2,1,7,1,2,," ",,," ",1,,,,,6,,,,440500504,,
4,42,205,2,6,1,1266.853,1,2,1,30,1,1,2,1,2,1,1,," ",,," ",2,2021,"Gasabo",3,,1,1,2,,440500604,,
4,42,205,2,6,1,1266.853,5,2,3,0,0,,,,,,,," ",,," ",,,,,,,,,,440500604,,
4,42,205,2,6,1,1266.853,2,1,2,32,1,0,,1,2,1,1,," ",,," ",1,,,,,6,,,,440500604,,
4,42,205,2,6,1,1266.853,3,2,3,4,0,,,,,,,," ",,," ",,,,,,,,,,440500604,,
4,42,205,2,6,1,1266.853,4,2,3,3,0,,,,,,,," ",,," ",,,,,,,,,,440500604,,
4,42,205,2,7,1,1266.853,5,2,3,3,0,,,,,,,," ",,," ",,,,,,,,,,440500704,,
4,42,205,2,7,1,1266.853,4,1,3,5,1,1,1,0,,,,," ",,," ",,,,,,,,,,440500704,,
4,42,205,2,7,1,1266.853,2,2,2,38,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,440500704,,
4,42,205,2,7,1,1266.853,3,2,3,10,1,1,2,0,,,,," ",,," ",,,,,,4,,,,440500704,,
4,42,205,2,7,1,1266.853,1,1,1,63,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,2,,,440500704,,
4,42,205,2,8,1,1266.853,2,1,4,12,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,440500804,,
4,42,205,2,8,1,1266.853,1,2,1,78,1,0,,1,1,1,1,," ",,," ",1,,,,,1,2,,,440500804,,
4,42,205,2,9,1,1266.853,1,1,1,33,1,1,1,1,2,1,1,," ",,," ",1,,,,,6,1,1,,440500904,,
4,42,205,2,9,1,1266.853,3,2,3,8,1,1,1,0,,,,," ",,," ",,,,,,6,,,,440500904,,
4,42,205,2,9,1,1266.853,4,2,3,4,0,,,,,,,," ",,," ",,,,,,,,,,440500904,,
4,42,205,2,9,1,1266.853,2,2,2,28,1,1,2,1,2,1,1,," ",,," ",1,,,,,1,,,,440500904,,
4,42,205,2,10,1,1266.853,1,1,1,28,1,0,,1,1,1,1,," ",,," ",1,,,,,6,1,2,,440501004,,
4,42,205,2,10,1,1266.853,2,2,2,25,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440501004,,
4,42,205,2,10,1,1266.853,4,1,3,0,0,,,,,,,," ",,," ",,,,,,,,,,440501004,,
4,42,205,2,10,1,1266.853,3,1,3,5,1,0,,0,,,,," ",,," ",,,,,,,,,,440501004,,
4,42,205,2,11,1,1266.853,1,1,1,40,1,1,2,1,1,1,1,," ",,," ",1,,,,,3,1,8,15,440501104,,
4,42,205,2,11,1,1266.853,2,2,2,37,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440501104,,
4,42,205,2,11,1,1266.853,4,1,3,7,1,1,2,0,,,,," ",,," ",,,,,,6,,,,440501104,,
4,42,205,2,11,1,1266.853,3,1,3,10,1,1,2,0,,,,," ",,," ",,,,,,6,,,,440501104,,
4,42,205,2,12,1,1266.853,2,2,2,62,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,440501204,,
4,42,205,2,12,1,1266.853,1,1,1,62,1,0,,1,1,1,1,," ",,," ",1,,,,,6,2,,,440501204,,
4,42,205,2,12,1,1266.853,3,1,3,33,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,440501204,,
4,42,205,2,12,1,1266.853,4,1,3,30,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,440501204,,
4,42,205,2,12,1,1266.853,5,1,3,26,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,440501204,,
4,42,205,2,13,1,1266.853,1,1,1,55,1,1,2,1,1,1,1,," ",,," ",1,,,,,2,1,4,,440501304,,
4,42,205,2,13,1,1266.853,2,2,2,40,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440501304,,
4,42,205,2,13,1,1266.853,3,1,3,12,1,1,1,1,7,1,1,," ",,," ",1,,,,,4,,,,440501304,,
4,42,205,2,13,1,1266.853,4,1,3,8,1,1,1,0,,,,," ",,," ",,,,,,6,,,,440501304,,
4,42,205,2,14,1,1266.853,1,1,1,28,1,1,2,1,2,1,1,," ",,," ",1,,,,,6,1,1,,440501404,,
4,42,205,2,14,1,1266.853,3,2,3,2,0,,,,,,,," ",,," ",,,,,,,,,,440501404,,
4,42,205,2,14,1,1266.853,2,2,2,25,1,1,2,1,2,1,1,," ",,," ",1,,,,,1,,,,440501404,,
4,42,205,2,15,1,1266.853,1,1,1,36,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,1,,440501504,,
4,42,205,2,15,1,1266.853,4,1,3,7,1,1,2,0,,,,," ",,," ",,,,,,6,,,,440501504,,
4,42,205,2,15,1,1266.853,2,2,2,31,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440501504,,
4,42,205,2,15,1,1266.853,3,1,3,10,1,1,2,0,,,,," ",,," ",,,,,,6,,,,440501504,,
4,42,205,2,15,1,1266.853,6,2,3,1,0,,,,,,,," ",,," ",,,,,,,,,,440501504,,
4,42,205,2,15,1,1266.853,5,2,3,4,0,,,,,,,," ",,," ",,,,,,,,,,440501504,,
4,42,205,2,16,1,1266.853,2,2,2,32,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440501604,,
4,42,205,2,16,1,1266.853,1,1,1,35,1,0,,1,1,1,1,," ",,," ",1,,,,,6,2,,,440501604,,
4,42,205,2,16,1,1266.853,3,2,3,8,1,1,2,0,,,,," ",,," ",,,,,,6,,,,440501604,,
4,42,205,2,16,1,1266.853,4,2,3,2,0,,,,,,,," ",,," ",,,,,,,,,,440501604,,
4,42,205,2,17,1,1266.853,2,2,2,61,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440501704,,
4,42,205,2,17,1,1266.853,3,2,3,22,1,1,2,1,7,1,1,," ",,," ",1,,,,,1,,,,440501704,,
4,42,205,2,17,1,1266.853,4,1,3,16,1,1,2,1,7,1,1,," ",,," ",1,,,,,4,,,,440501704,,
4,42,205,2,17,1,1266.853,1,1,1,64,1,1,2,1,1,1,1,," ",,," ",1,,,,,2,2,,,440501704,,
4,42,205,2,18,1,1266.853,1,1,1,32,1,1,1,1,1,1,1,," ",,," ",1,,,,,6,1,2,,440501804,,
4,42,205,2,18,1,1266.853,3,2,3,12,1,1,1,1,7,1,1,," ",,," ",1,,,,,2,,,,440501804,,
4,42,205,2,18,1,1266.853,4,1,3,7,1,1,1,0,,,,," ",,," ",,,,,,6,,,,440501804,,
4,42,205,2,18,1,1266.853,2,2,2,25,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,440501804,,
4,42,205,2,18,1,1266.853,5,1,3,2,0,,,,,,,," ",,," ",,,,,,,,,,440501804,,
4,42,206,2,1,1,811.818,3,1,3,15,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,440600104,,
4,42,206,2,1,1,811.818,4,1,4,13,1,1,1,1,7,1,1,," ",,," ",1,,,,,6,,,,440600104,,
4,42,206,2,1,1,811.818,2,1,3,24,1,1,2,1,7,1,1,," ",,," ",1,,,,,6,,,,440600104,,
4,42,206,2,1,1,811.818,1,2,1,68,1,1,1,1,8,1,1,," ",,," ",1,,,,,1,2,,,440600104,,
4,42,206,2,2,1,811.818,2,1,4,15,1,1,1,1,7,1,1,," ",,," ",1,,,,,2,,,,440600204,,
4,42,206,2,2,1,811.818,1,2,1,72,1,0,,1,8,1,1,," ",,," ",1,,,,,1,2,,,440600204,,
4,42,206,2,3,1,811.818,1,1,1,40,1,1,1,1,1,1,1,," ",,," ",1,,,,,6,1,2,,440600304,,
4,42,206,2,3,1,811.818,3,2,3,18,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,440600304,,
4,42,206,2,3,1,811.818,4,2,3,16,1,1,2,1,7,1,1,," ",,," ",1,,,,,4,,,,440600304,,
4,42,206,2,3,1,811.818,2,2,2,34,1,1,1,1,1,1,1,," ",,," ",1,,,,,1,,,,440600304,,
4,42,206,2,3,1,811.818,7,2,3,4,0,,,,,,,," ",,," ",,,,,,,,,,440600304,,
4,42,206,2,3,1,811.818,6,2,3,7,1,1,1,0,,,,," ",,," ",,,,,,6,,,,440600304,,
4,42,206,2,3,1,811.818,5,1,3,10,1,1,1,0,,,,," ",,," ",,,,,,6,,,,440600304,,
4,42,206,2,4,1,1913.571,2,1,14,25,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,440600404,,
4,42,206,2,4,1,1913.571,1,2,1,72,1,0,,1,1,1,1,," ",,," ",1,,,,,1,2,,,440600404,,
4,42,206,2,5,1,811.818,1,2,1,57,1,0,,1,8,1,1,," ",,," ",1,,,,,1,2,,,440600504,,
4,42,206,2,5,1,811.818,2,1,3,39,1,0,,1,7,1,1,," ",,," ",1,,,,,6,,,,440600504,,
4,42,206,2,6,1,811.818,1,1,1,30,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,1,2,,440600604,,
4,42,206,2,6,1,811.818,2,1,12,19,1,0,,1,7,1,1,," ",,," ",1,,,,,1,,,,440600604,,
4,42,206,2,7,1,811.818,1,1,1,75,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,2,,,440600704,,
4,42,206,2,7,1,811.818,2,2,2,63,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,440600704,,
4,42,206,2,8,1,811.818,1,1,1,63,1,1,2,1,2,1,1,," ",,," ",1,,,,,6,1,2,,440600804,,
4,42,206,2,8,1,811.818,3,2,3,22,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,440600804,,
4,42,206,2,8,1,811.818,4,2,3,18,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,440600804,,
4,42,206,2,8,1,811.818,2,2,2,54,1,1,2,1,2,1,1,," ",,," ",1,,,,,1,,,,440600804,,
4,42,206,2,9,1,1913.571,1,1,1,54,1,1,5,1,1,1,1,," ",,," ",1,,,,,6,1,2,,440600904,,
4,42,206,2,9,1,1913.571,4,2,3,16,1,1,2,1,7,1,1,," ",,," ",1,,,,,5,,,,440600904,,
4,42,206,2,9,1,1913.571,2,2,2,47,1,1,3,1,1,1,1,," ",,," ",1,,,,,1,,,,440600904,,
4,42,206,2,9,1,1913.571,3,2,3,20,1,1,2,1,7,1,1,," ",,," ",1,,,,,3,,,,440600904,,
4,42,206,2,10,1,811.818,1,1,1,35,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,2,,440601004,,
4,42,206,2,10,1,811.818,3,2,3,4,0,,,,,,,," ",,," ",,,,,,,,,,440601004,,
4,42,206,2,10,1,811.818,2,2,2,30,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440601004,,
4,42,206,2,11,1,811.818,1,1,1,70,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,2,,440601104,,
4,42,206,2,11,1,811.818,4,1,3,19,1,0,,1,7,1,1,," ",,," ",1,,,,,6,,,,440601104,,
4,42,206,2,11,1,811.818,5,1,3,19,1,0,,1,7,1,1,," ",,," ",1,,,,,6,,,,440601104,,
4,42,206,2,11,1,811.818,3,2,3,22,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440601104,,
4,42,206,2,11,1,811.818,2,2,2,59,1,0,,1,1,1,1,," ",,," ",1,,,,,1,,,,440601104,,
4,42,206,2,12,1,1913.571,1,1,1,60,1,1,5,1,1,1,1,," ",,," ",1,,,,,6,1,8,45,440601204,,
4,42,206,2,12,1,1913.571,4,1,3,17,1,1,4,1,7,1,1,," ",,," ",1,,,,,6,,,,440601204,,
4,42,206,2,12,1,1913.571,3,1,3,21,1,1,5,1,7,1,1,," ",,," ",1,,,,,6,,,,440601204,,
4,42,206,2,12,1,1913.571,2,2,2,58,1,1,4,1,1,1,1,," ",,," ",1,,,,,1,,,,440601204,,
4,42,206,2,13,1,1913.571,2,1,3,19,1,1,2,1,7,1,1,," ",,," ",1,,,,,2,,,,440601304,,
4,42,206,2,13,1,1913.571,1,2,1,48,1,1,2,1,8,1,1,," ",,," ",1,,,,,1,2,,,440601304,,
4,42,206,2,14,1,811.818,1,2,1,70,1,1,3,1,8,1,1,," ",,," ",1,,,,,1,2,,,440601404,,
4,42,206,2,15,1,1913.571,1,1,1,45,1,1,4,1,1,1,1,," ",,," ",1,,,,,6,1,8,44,440601504,,
4,42,206,2,15,1,1913.571,3,2,3,2,0,,,,,,,," ",,," ",,,,,,,,,,440601504,,
4,42,206,2,15,1,1913.571,4,2,3,2,0,,,,,,,," ",,," ",,,,,,,,,,440601504,,
4,42,206,2,15,1,1913.571,2,2,3,30,1,1,4,1,1,1,1,," ",,," ",1,,,,,1,,,,440601504,,
4,42,206,2,16,1,1913.571,1,1,1,41,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,8,15,440601604,,
4,42,206,2,16,1,1913.571,3,1,3,14,1,1,2,1,7,1,2,," ",,," ",1,,,,,6,,,,440601604,,
4,42,206,2,16,1,1913.571,2,2,2,33,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440601604,,
4,42,206,2,16,1,1913.571,5,2,3,3,0,,,,,,,," ",,," ",,,,,,,,,,440601604,,
4,42,206,2,16,1,1913.571,4,1,3,10,1,1,2,0,,,,," ",,," ",,,,,,6,,,,440601604,,
4,42,206,2,17,1,1913.571,1,1,1,46,1,1,2,1,1,1,1,," ",,," ",1,,,,,6,1,8,15,440601704,,
4,42,206,2,17,1,1913.571,2,2,2,34,1,1,2,1,1,1,1,," ",,," ",1,,,,,1,,,,440601704,,
