"PROVINCE","DISTRICT","HI04","Cluster","HI05","HH_WT","TYPEHH","C003","C012","C012_OTHER","C013","C013_OTHER","C018","C018_OTHER","C019","C019_OTHER","C033","C033_OTHER","C034","C034_OTHER","C037_FIRST","C037_SECOND","C037_OTHER","C042","C042_OTHER","C052","C052_OTHER","C057","C057_OTHER","C058","C058_OTHER","C060","C060_OTHER","C074","C074_OTHER","C075","C075_OTHER","C088A","C088B","C088C","C088D","C088E","C088_OTHER","C091","C091_OTHER","C092","C092_OTHER","C102_FIRST","C102_SECOND","C102_OTHER","C108A","C108B","C108C","C108D","C108_OTHER","C114","C114_OTHER","C115","C115_OTHER","C122_FIRST","C122_SECOND","C122_OTHER","C126","C126_OTHER","C164_7","C168","C168_OTHER","C170_8","C170_OTHER","C003_OTHER","C001","C002","C004","C005","C006","C007","C008","C009","C010","C011","C014","C015","C016","C017","C020","C021","C022","C023","C024","C025","C026","C027A","C027B","C027C","C027D","C027E","C027F","C027G","C027H","C027I","C027J","C027K","C027L","C027M","C028A","C029A","C030A","C031A","C032A","C032A_UNITY","C028B","C029B","C030B","C031B","C032B","C032B_UNITY","C035","C036","C038","C039","C040","C041","C043","C044","C045","C046","C047","C048","C049","C050","C051","C053","C054","C055","C056","C059","C061","C062","C063","C064","C065","C066","C067","C068A","C068B","C068C","C068D","C068E","C068F","C068G","C068H","C068I","C068J","C068K","C068L","C068M","C069C","C070C","C071C","C072C","C073C","C073C_UNITY","C069D","C070D","C071D","C072D","C073D","C073D_UNITY","C076","C077","C078_FIRST","C078_SECOND","C078_OTHER","C079","C080","C081","C082","C083","C084","C085","C086A","C086B","C086C","C086D","C086E","C086F","C086G","C086H","C086I","C086J","C086K","C086L","C086M","C087","C089","C090","C093","C094","C095","C096","C097","C098","C099","C100","C100_UNITY","C101","C103","C104","C105","C106","C107A","C107B","C107C","C107D","C107E","C107F","C107G","C107H","C107I","C107J","C107K","C107L","C107M","C107N","C109","C110","C111","C112","C113","C116","C117","C118","C119","C120","C121","C123","C124","C125","C127","C152","C153","C154","C155","C156","C157","C158","C159","C160","C161","C162","C163","C164_1","C164_2","C164_3","C164_4","C164_5","C164_6","C164_8","C164_OTHER","C165","C166","C167","C169","C170_1","C170_2","C170_3","C170_4","C170_5","C170_6","C170_7","C171","C172","C173","C174","C175","C176","C177","hhid","camp","ref_weight"
1,12,1,16,5,443.4608,1,,2,,2,,2,,3,,13,,111,,111,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",1,,,40,2000,2,888,888,888,1,1,0,,3,,,,,2000,1,,,,,,,,,,,,,,,,,,,,0,23,3,2,10,2,999,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,,,2,121600501,,
1,12,1,16,6,443.4608,1,,1,,2,,4,,2,,7,,111,,111,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,11,75000,2,888,888,0,1,1,1,8,3,,,,,12000,1,,,,,,,,,,,,,,,,,,,,0,24,4,1,5,1,30,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,,,2,121600601,,
1,12,1,16,7,443.4608,1,,1,,1,,2,,3,,10,,111,,2,111,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,8,56000,2,888,7,0,1,1,1,3,3,,,,,8000,2,,,,,1,1,1,1,1,1,,,,0,24,4,3,1,1,0,24,4,3,5,1,14,1,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,,,1,121600701,,
1,12,1,16,8,443.4608,1,,1,,2,,4,,3,,10,,111,,2,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",1,,,12,888,2,888,888,0,1,1,0,,3,,,,,8000,1,,,,,,,,,,,,,,,,,,,,0,888,4,888,888,,999,1,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,,,2,121600801,,
1,12,1,16,9,443.4608,1,,1,,3,,2,,3,,10,,111,,2,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,3,888,2,888,888,888,1,1,1,3,3,,,,,14000,2,,,,,,,,,,,,,888,1,24,4,3,3,1,1,24,4,3,5,1,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,2,121600901,,
1,12,1,16,10,443.4608,1,,1,,3,,3,,3,,10,,111,,3,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,12,888,2,888,888,888,1,1,0,,3,,,,,7000,2,,,1,,1,,,,,,,,,1,23,3,1,60,2,1,23,3,1,5,1,999,1,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,2,121601001,,
1,12,1,16,11,443.4608,1,,6,,3,,1,,1,,13,,111,,111,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",1,,,1,111,,,,,1,1,1,6,3,,,,,2000,1,,,,,,,,,,,,,,,,,,,,0,24,4,111,,,999,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,,,1,121601101,,
1,12,1,16,12,22.51949375,1,5,,,,,,,,,,,,,,,,5,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",0,1,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,150,2,121601201,,
1,12,1,16,13,443.4608,1,,1,,3,,4,,1,,13,,111,,555,111,7,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,10,111,,,,,0,,0,,3,,,,,4000,2,,,,,,,,,,,,,888,0,24,4,2,60,2,0,24,4,2,60,2,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,,,1,121601301,,
1,12,1,16,14,443.4608,1,,1,,3,,4,,3,,11,,111,,111,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",1,,,4,888,2,888,888,888,1,1,1,8,3,,,,,14000,1,,,,,,,,,,,,,,,,,,,,0,24,4,1,5,1,999,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,,1,121601401,,
1,12,1,16,15,443.4608,1,,1,,3,,2,,3,,10,,111,,111,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,12,56000,2,200000,14,0,1,1,0,,3,,,,,10000,1,,,,,,,,,,,,,,,,,,,,0,24,4,1,10,2,2,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,1,,,1,121601501,,
1,12,1,16,16,443.4608,1,,1,,3,,4,,1,,13,,111,,2,111,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",1,,,10,111,,,,,0,,0,,3,,,,,4000,1,,,,,,,,,,,,,,,,,,,,0,24,4,111,,,999,1,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,1,,,2,121601601,,
1,12,1,16,17,443.4608,1,,1,,2,,4,,3,,13,,111,,5,111,,5,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",1,,,3,111,,,,,1,1,1,5,3,,,,,4500,1,,,,,,,,,,,,,,,,,,,,0,24,4,2,30,2,999,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,1,,,1,121601701,,
1,12,1,16,18,443.4608,1,,1,,3,,4,,3,,13,,111,,111,111,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,23,153000,2,888,30,0,1,1,1,3,3,,,,,8000,1,,,,,,,,,,,,,,,,,,,,0,24,4,3,60,2,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,1,,,1,121601801,,
1,12,1,17,1,7.15809113268609,1,5,,,,,,,,,,,,,,,,5,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,1500,2,121700101,,
1,12,1,17,2,85.07116,1,,6,,3,,4,,1,,13,,111,,3,5,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,4,30000,2,15000,30,0,0,,0,,3,,,,,1000,1,,,,,,,,,,,,,,,,,,,,0,22,4,2,60,2,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,,,2,121700201,,
1,12,1,17,3,7.15809113268609,1,2,,,,,,,,,,,,,,,,555,21,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,1500,2,121700301,,
1,12,1,17,4,7.15809113268609,1,2,,,,,,,,,,,,,,,,3,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,1,2,1,800,1,121700401,,
1,12,1,17,5,7.15809113268609,1,1,,,,,,,,,,,,,,,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,800,2,121700501,,
1,12,1,17,6,85.07116,1,,1,,3,,3,,3,,10,,111,,111,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,13,73963,2,888,48,0,1,1,0,,3,,,,,1000,1,,,,,,,,,,,,,,,,,,,,1,24,4,111,,,999,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,,1,121700601,,
1,12,1,17,7,85.07116,1,,6,,3,,2,,3,,13,,111,,111,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,7,40000,2,20000,7,0,1,1,0,,3,,,,,3000,2,,1,1,,,,,,,,,,,0,24,4,1,20,2,0,24,4,1,20,2,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,2,121700701,,
1,12,1,17,8,85.07116,1,,6,,3,,2,,3,,10,,111,,111,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,1,15000,2,10000,7,0,1,1,1,2,3,,,,,3000,1,,,,,,,,,,,,,,,,,,,,0,24,4,2,20,2,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,121700801,,
1,12,1,17,9,85.07116,1,,1,,3,,2,,3,,13,,111,,111,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,8,56000,2,150000,5,0,1,1,1,2,3,,,,,4000,1,,,,,,,,,,,,,,,,,,,,0,24,4,1,15,2,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,,,2,121700901,,
1,12,1,17,10,7.15809113268609,1,555,,,,,,,,,,,,,,,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,28,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,800,2,121701001,,
1,12,1,17,11,85.07116,1,,1,,3,,2,,3,,10,,111,,111,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",1,,,1,888,2,888,888,888,1,1,1,5,3,,,,,4000,1,,,,,,,,,,,,,,,,,,,,0,24,4,111,,,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,,1,121701101,,
1,12,1,17,12,85.07116,1,,1,,3,,3,,3,,11,,111,,111,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,1,888,2,888,888,888,1,1,1,5,3,,,,,1000,1,,,,,,,,,,,,,,,,,,,,0,24,4,111,,,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,2,121701201,,
1,12,1,17,13,85.07116,1,,7,,555,26,2,,3,,111,,111,,111,111,,555,9,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",1,,,6,62000,2,19500,48,0,1,1,0,,3,,,,,500,1,,,,,,,,,,,,,,,,,,,,1,24,4,1,30,2,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,2,121701301,,
1,12,1,17,14,85.07116,1,,7,,3,,1,,3,,10,,111,,111,111,,555,21,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",1,,,1,45000,2,27000,60,14,0,,0,,3,,,,,1000,2,,,,,,,,,,,,,888,0,24,4,1,10,2,0,24,4,1,10,2,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,,,2,121701401,,
1,12,1,17,15,85.07116,1,,7,,3,,4,,1,,10,,111,,3,111,,555,10,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,10,57000,2,12000,60,0,1,1,0,,3,,,,,500,2,1,1,1,,,,,,,,,,,0,18,2,1,30,2,0,24,2,1,30,2,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,2,121701501,,
1,12,1,17,16,85.07116,1,,2,,3,,1,,555,11,10,,111,,111,111,,5,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,1,111,,,,,1,1,1,3,3,,,,,500,1,,,,,,,,,,,,,,,,,,,,0,24,4,1,5,1,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,121701601,,
1,12,1,17,17,85.07116,1,,2,,3,,1,,3,,10,,111,,111,111,,5,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,1,111,,,,,1,1,1,5,3,,,,,500,1,,,,,,,,,,,,,,,,,,,,0,24,4,1,5,1,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,2,121701701,,
1,12,1,17,18,85.07116,1,,2,,3,,1,,3,,13,,111,,111,111,,5,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,1,111,,,,,1,1,0,,3,,,,,1000,1,,,,,,,,,,,,,,,,,,,,0,24,4,1,5,1,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,2,121701801,,
1,12,2,18,1,947.7518,1,,6,,3,,111,,1,,11,,111,,111,111,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",1,,,1,111,,,,,1,1,1,1,3,,,,,2000,1,,,,,,,,,,,,,,,,,,,,0,888,888,888,888,,111,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,,,2,121800101,,
1,12,2,18,2,947.7518,1,,1,,3,,4,,3,,4,,4,,111,111,,4,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,5," ",,,,"01",1,,,1,80000,2,30000,7,0,1,1,0,,3,,,,,3000,1,,,,,,,,,,,,,,,,,,,,1,24,4,1,5,1,999,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,1,12,4,1,0,,1,,,,1,,,,,2,2017,0,3,,,,,,,,1,2,2,1,,,1,121800201,,
1,12,2,18,3,143.598757575758,1,1,,,,,,,,,,,,,,,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,1,24,4,1,0,,0,,,,,,,,,3,2021,1,1,1,1,1,,,,,6,3,1,1,,,1,121800301,,
1,12,2,18,4,143.598757575758,1,1,,,,,,,,,,,,,,,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,2,2,2,2,1600,2,121800401,,
