"PROVINCE","DISTRICT","HI04","Cluster","HI05","HH_WT","TYPEHH","C003","C012","C012_OTHER","C013","C013_OTHER","C018","C018_OTHER","C019","C019_OTHER","C033","C033_OTHER","C034","C034_OTHER","C037_FIRST","C037_SECOND","C037_OTHER","C042","C042_OTHER","C052","C052_OTHER","C057","C057_OTHER","C058","C058_OTHER","C060","C060_OTHER","C074","C074_OTHER","C075","C075_OTHER","C088A","C088B","C088C","C088D","C088E","C088_OTHER","C091","C091_OTHER","C092","C092_OTHER","C102_FIRST","C102_SECOND","C102_OTHER","C108A","C108B","C108C","C108D","C108_OTHER","C114","C114_OTHER","C115","C115_OTHER","C122_FIRST","C122_SECOND","C122_OTHER","C126","C126_OTHER","C164_7","C168","C168_OTHER","C170_8","C170_OTHER","C003_OTHER","C001","C002","C004","C005","C006","C007","C008","C009","C010","C011","C014","C015","C016","C017","C020","C021","C022","C023","C024","C025","C026","C027A","C027B","C027C","C027D","C027E","C027F","C027G","C027H","C027I","C027J","C027K","C027L","C027M","C028A","C029A","C030A","C031A","C032A","C032A_UNITY","C028B","C029B","C030B","C031B","C032B","C032B_UNITY","C035","C036","C038","C039","C040","C041","C043","C044","C045","C046","C047","C048","C049","C050","C051","C053","C054","C055","C056","C059","C061","C062","C063","C064","C065","C066","C067","C068A","C068B","C068C","C068D","C068E","C068F","C068G","C068H","C068I","C068J","C068K","C068L","C068M","C069C","C070C","C071C","C072C","C073C","C073C_UNITY","C069D","C070D","C071D","C072D","C073D","C073D_UNITY","C076","C077","C078_FIRST","C078_SECOND","C078_OTHER","C079","C080","C081","C082","C083","C084","C085","C086A","C086B","C086C","C086D","C086E","C086F","C086G","C086H","C086I","C086J","C086K","C086L","C086M","C087","C089","C090","C093","C094","C095","C096","C097","C098","C099","C100","C100_UNITY","C101","C103","C104","C105","C106","C107A","C107B","C107C","C107D","C107E","C107F","C107G","C107H","C107I","C107J","C107K","C107L","C107M","C107N","C109","C110","C111","C112","C113","C116","C117","C118","C119","C120","C121","C123","C124","C125","C127","C152","C153","C154","C155","C156","C157","C158","C159","C160","C161","C162","C163","C164_1","C164_2","C164_3","C164_4","C164_5","C164_6","C164_8","C164_OTHER","C165","C166","C167","C169","C170_1","C170_2","C170_3","C170_4","C170_5","C170_6","C170_7","C171","C172","C173","C174","C175","C176","C177","hhid","camp","ref_weight"
5,55,2,305,11,,2,10,,,,,,,,,,,,,,,,10,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,555,," ",555,8,,"02",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,36,3,2600,1,1,15,3,1,0,,1,,,,,,,,9,2,2021,1,1,,,,,,,,5,3,1,1,,,1,580501105,3,106.034248352051
5,55,2,305,12,,2,10,,,,,,,,,,,,,,,,10,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,36,3,2900,0,1,24,4,1,0,,1,,,,1,,,,,2,2019,1,3,,,,,,,,5,3,1,1,,,1,580501205,3,106.034248352051
5,55,2,305,16,,2,10,,,,,,,,,,,,,,,,10,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,13,3,0,0,,0,,,,,,,,,4,2019,1,3,,,,,,,,6,2,2,1,,,2,580501605,3,106.034248352051
5,55,2,305,17,,2,10,,,,,,,,,,,,,,,,10,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,48,3,2900,0,0,20,4,0,0,,0,,,,,,,,,3,2019,1,2,,,,,,,1,5,2,1,1,,,2,580501705,3,106.034248352051
5,55,2,305,18,,2,10,,,,,,,,,,,,,,,,10,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,0,6,3,0,0,,0,,,,,,,,,5,2020,1,3,,,,,,,,4,1,2,1,,,2,580501805,3,106.034248352051
5,55,2,306,1,,2,2,,,,,,,,,,,,,,,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,100,2,580600105,3,106.034248352051
5,55,2,306,2,,2,2,,,,,,,,,,,,,,,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,2,2,1,0,,1,1,,,1,,1,,,5,2021,1,3,,,,,,,,4,0,,,,,,580600205,3,106.034248352051
5,55,2,306,3,,2,2,,,,,,,,,,,,,,,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,24,3,2600,1,1,12,3,1,0,,1,1,,1,,,,,,2,2021,1,3,,,,,,,,6,1,2,1,,,2,580600305,3,106.034248352051
5,55,2,306,4,,2,2,,,,,,,,,,,,,,,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,3,2,1,0,,1,1,,,1,,1,,,5,2016,1,3,,,,,,,,4,2,1,1,,,2,580600405,3,106.034248352051
5,55,2,306,5,,2,2,,,,,,,,,,,,,,,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,100,2,580600505,3,106.034248352051
5,55,2,306,6,,2,2,,,,,,,,,,,,,,,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,36,3,3000,1,1,3,3,1,0,,0,,,,,,,,,5,2019,1,3,,,,,,,,4,2,2,1,,,2,580600605,3,106.034248352051
5,55,2,306,7,,2,555,,,,,,,,,,,,,,,,555,21,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,12,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,,,,,,580600705,3,106.034248352051
5,55,2,306,8,,2,10,,,,,,,,,,,,,,,,10,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,800,1,580600805,3,106.034248352051
5,55,2,306,9,,2,555,,,,,,,,,,,,,,,,555,21,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,22,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,800,2,580600905,3,106.034248352051
5,55,2,306,10,,2,555,,,,,,,,,,,,,,,,555,21,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,22,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,800,2,580601005,3,106.034248352051
5,55,2,306,11,,2,10,,,,,,,,,,,,,,,,10,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,800,2,580601105,3,106.034248352051
5,55,2,306,12,,2,555,,,,,,,,,,,,,,,,555,21,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,22,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,2,1,2,2,1600,1,580601205,3,106.034248352051
5,55,2,306,13,,2,555,,,,,,,,,,,,,,,,555,21,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,22,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,1,2,1,800,1,580601305,3,106.034248352051
5,55,2,306,14,,2,10,,,,,,,,,,,,,,,,10,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,36,3,2600,0,0,24,4,0,0,,0,,,,,,,,,4,2020,1,2,1,1,,,,,,5,2,2,1,,,2,580601405,3,106.034248352051
5,55,2,307,1,,2,555,,,,,,,,,,,,,,,,555,19,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,11,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,800,2,580700105,3,106.034248352051
5,55,2,307,2,,2,555,,,,,,,,,,,,,,,,555,19,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,11,"01",0,1,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,36,3,5000,0,0,2,3,1,0,,0,,,,,,,,,1,2021,1,1,1,1,,,,,,6,2,2,1,,,2,580700205,3,106.034248352051
5,55,2,307,3,,2,555,,,,,,,,,,,,,,,,555,19,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,11,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,2500,2,580700305,3,106.034248352051
5,55,2,307,4,,2,555,,,,,,,,,,,,,,,,555,19,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,11,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,,,,,,580700405,3,106.034248352051
5,55,2,307,5,,2,555,,,,,,,,,,,,,,,,555,19,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,11,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,2,1,2,2,2000,2,580700505,3,106.034248352051
5,55,2,307,6,,2,555,,,,,,,,,,,,,,,,555,21,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,12,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,1000,2,580700605,3,106.034248352051
5,55,2,307,7,,2,555,,,,,,,,,,,,,,,,555,19,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,11,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,1000,2,580700705,3,106.034248352051
5,55,2,307,8,,2,555,,,,,,,,,,,,,,,,555,19,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,11,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,,,,,,580700805,3,106.034248352051
5,55,2,307,9,,2,10,,,,,,,,,,,,,,,,10,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,555,," ",555,2,,"03",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,1,4,4,1,0,,1,,,,,,,,1,2,2018,1,2,,,,,,,,4,1,2,1,,,2,580700905,3,106.034248352051
5,55,2,307,10,,2,10,,,,,,,,,,,,,,,,10,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,0,5,3,0,0,,0,,,,,,,,,4,2020,1,3,,,,,,,,4,0,,,,,,580701005,3,106.034248352051
5,55,2,307,11,,2,10,,,,,,,,,,,,,,,,10,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,20,4,0,0,,0,,,,,,,,,2,2020,1,2,,,,,,,1,6,1,2,1,,,2,580701105,3,106.034248352051
5,55,2,307,12,,2,10,,,,,,,,,,,,,,,,10,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,0,3,2,0,0,,0,,,,,,,,,4,2020,1,3,,,,,,,,4,1,2,1,,,2,580701205,3,106.034248352051
5,56,2,308,1,1039.469,1,1,,,,,,,,,,,,,,,,3,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,36,1,7100,0,1,24,4,1,0,,0,,,,,,,,,4,2021,1,3,,,,,,,,4,2,2,1,,,2,590800105,,
5,56,2,308,2,1039.469,1,2,,,,,,,,,,,,,,,,2,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,,,,,,590800205,,
5,56,2,308,3,1039.469,1,1,,,,,,,,,,,,,,,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1,2,2,1,600,2,590800305,,
5,56,2,308,4,1039.469,1,1,,,,,,,,,,,,,,,,2,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,2,1,1,0,,0,,,,,,,,,4,2021,1,3,,,,,,,,6,2,2,1,,,2,590800405,,
5,56,2,308,5,1039.469,1,2,,,,,,,,,,,,,,,,2,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,0,,,,,,590800505,,
5,56,2,308,7,1039.469,1,1,,,,,,,,,,,,,,,,1,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"01",0,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,2,2,2,1,400,2,590800705,,
5,56,2,308,8,1039.469,1,1,,,,,,,,,,,,,,,,2,,," ",," ",," ",," ",," ",," ",,,,,," ",," ",," ",,," ",,,,," ",," ",," ",,," ",,,,," ",,,,"02",0,1,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,24,1,3750,0,0,24,4,1,0,,0,,,,,,,,,4,2021,1,2,,,,,,,1,6,2,2,1,,,2,590800805,,
