"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","H01","H02","MARKET_PRICE","H03","H04","H05","H06","H07","H07_OTHER","hhid","camp","ref_weight"
2,22,65,2,14,3,14.71396,,,,,,,,,,226501402,,
2,22,65,2,15,3,14.71396,,,,,,,,,,226501502,,
2,22,65,2,16,3,14.71396,,,,,,,,,,226501602,,
2,22,65,2,17,3,14.71396,,,,,,,,,,226501702,,
2,22,65,2,18,3,14.71396,,,,,,,,,,226501802,,
2,22,66,2,1,3,121.1314,,,,,,,,,,226600102,,
2,22,66,2,2,3,36.8900172727273,,,,,,,,,,226600202,,
2,22,66,2,3,3,36.8900172727273,,,,,,,,,,226600302,,
2,22,66,2,4,3,36.8900172727273,,,,,,,,,,226600402,,
2,22,66,2,5,3,36.8900172727273,,,,,,,,,,226600502,,
2,22,66,2,6,3,36.8900172727273,,,,,,,,,,226600602,,
2,22,66,2,7,3,121.1314,,,,,,,,,,226600702,,
2,22,66,2,8,3,36.8900172727273,,,,,,,,,,226600802,,
2,22,66,2,9,3,36.8900172727273,,,,,,,,,,226600902,,
2,22,66,2,10,3,121.1314,,,,,,,,,,226601002,,
2,22,66,2,11,3,121.1314,,,,,,,,,,226601102,,
2,22,66,2,12,3,121.1314,,,,,,,,,,226601202,,
2,22,66,2,13,3,36.8900172727273,,,,,,,,,,226601302,,
2,22,66,2,14,3,121.1314,,,,,,,,,,226601402,,
2,22,66,2,15,3,121.1314,,,,,,,,,,226601502,,
2,22,66,2,16,3,121.1314,,,,,,,,,,226601602,,
2,22,66,2,17,3,121.1314,1,"01",7500,0,0,1,,,,226601702,,
2,22,66,2,18,3,121.1314,1,"02",7500,0,0,1,,,,226601802,,
2,22,67,2,1,3,32.74964,1,"02",2500,1,,,,,,226700102,,
2,22,67,2,2,3,105.216928510638,1,"01",7500,1,,,,,,226700202,,
2,22,67,2,3,3,105.216928510638,,,,,,,,,,226700302,,
2,22,67,2,4,3,105.216928510638,,,,,,,,,,226700402,,
2,22,67,2,5,3,105.216928510638,,,,,,,,,,226700502,,
2,22,67,2,6,3,105.216928510638,,,,,,,,,,226700602,,
2,22,67,2,7,3,32.74964,,,,,,,,,,226700702,,
2,22,67,2,8,3,105.216928510638,,,,,,,,,,226700802,,
2,22,67,2,9,3,105.216928510638,,,,,,,,,,226700902,,
2,22,67,2,10,3,32.74964,1,"02",7500,1,,,,,,226701002,,
2,22,67,2,11,3,32.74964,,,,,,,,,,226701102,,
2,22,67,2,12,3,105.216928510638,,,,,,,,,,226701202,,
2,22,67,2,13,3,32.74964,,,,,,,,,,226701302,,
2,22,67,2,14,3,105.216928510638,,,,,,,,,,226701402,,
2,22,67,2,15,3,32.74964,,,,,,,,,,226701502,,
2,22,67,2,16,3,32.74964,1,"01",2500,1,,,,,,226701602,,
2,22,67,2,17,3,32.74964,1,"01",7500,1,,,,,,226701702,,
2,22,67,2,18,3,32.74964,,,,,,,,,,226701802,,
2,22,68,2,1,1,311.598,,,,,,,,,,226800102,,
2,22,68,2,2,1,311.598,,,,,,,,,,226800202,,
2,22,68,2,3,1,1533.26,,,,,,,,,,226800302,,
2,22,68,2,4,1,1533.26,,,,,,,,,,226800402,,
2,22,68,2,5,1,1533.26,1,"01",2500,1,,,,,,226800502,,
2,22,68,2,6,1,311.598,,,,,,,,,,226800602,,
2,22,68,2,7,1,1533.26,1,"01",7500,1,,,,,,226800702,,
2,22,68,2,8,1,311.598,,,,,,,,,,226800802,,
2,22,68,2,9,1,1533.26,1,"01",7500,0,0,0,0,3,,226800902,,
2,22,68,2,10,1,1533.26,,,,,,,,,,226801002,,
2,22,68,2,11,1,1533.26,1,"02",2500,1,,,,,,226801102,,
2,22,68,2,12,1,1533.26,,,,,,,,,,226801202,,
2,22,68,2,13,1,1533.26,,,,,,,,,,226801302,,
2,22,68,2,14,1,1533.26,,,,,,,,,,226801402,,
2,22,68,2,15,1,1533.26,,,,,,,,,,226801502,,
2,22,68,2,16,1,1533.26,,,,,,,,,,226801602,,
2,22,68,2,17,1,1533.26,1,"03",7500,1,,,,,,226801702,,
2,22,68,2,18,1,1533.26,,,,,,,,,,226801802,,
2,22,69,2,1,3,123.808337946429,,,,,,,,,,226900102,,
2,22,69,2,2,3,123.808337946429,1,"01",7500,0,1,,,,,226900202,,
2,22,69,2,3,3,123.808337946429,,,,,,,,,,226900302,,
2,22,69,2,4,3,123.808337946429,,,,,,,,,,226900402,,
2,22,69,2,5,3,123.808337946429,,,,,,,,,,226900502,,
2,22,69,2,6,3,123.808337946429,1,"01",7500,0,1,,,,,226900602,,
2,22,69,2,7,3,36.73254,,,,,,,,,,226900702,,
2,22,69,2,8,3,123.808337946429,,,,,,,,,,226900802,,
2,22,69,2,9,3,36.73254,,,,,,,,,,226900902,,
2,22,69,2,10,3,36.73254,1,"03",7500,1,,,,,,226901002,,
2,22,69,2,11,3,123.808337946429,1,"02",2500,1,,,,,,226901102,,
2,22,69,2,12,3,36.73254,,,,,,,,,,226901202,,
2,22,69,2,13,3,36.73254,,,,,,,,,,226901302,,
2,22,69,2,14,3,36.73254,,,,,,,,,,226901402,,
2,22,69,2,15,3,36.73254,1,"01",7500,1,,,,,,226901502,,
2,22,69,2,16,3,36.73254,,,,,,,,,,226901602,,
2,22,69,2,17,3,36.73254,,,,,,,,,,226901702,,
2,22,69,2,18,3,36.73254,1,"02",7500,1,,,,,,226901802,,
2,22,70,2,1,3,80.0988717419355,,,,,,,,,,227000102,,
2,22,70,2,2,3,80.0988717419355,,,,,,,,,,227000202,,
2,22,70,2,3,3,80.0988717419355,,,,,,,,,,227000302,,
2,22,70,2,4,3,80.0988717419355,,,,,,,,,,227000402,,
2,22,70,2,5,3,80.0988717419355,1,"01",7500,0,0,0,0,2,,227000502,,
2,22,70,2,6,3,80.0988717419355,,,,,,,,,,227000602,,
2,22,70,2,7,3,80.0988717419355,,,,,,,,,,227000702,,
2,22,70,2,8,3,80.0988717419355,1,"01",2500,0,0,0,0,2,,227000802,,
2,22,70,2,9,3,46.32584,,,,,,,,,,227000902,,
2,22,70,2,10,3,46.32584,,,,,,,,,,227001002,,
2,22,70,2,11,3,80.0988717419355,,,,,,,,,,227001102,,
2,22,70,2,12,3,46.32584,,,,,,,,,,227001202,,
2,22,70,2,13,3,80.0988717419355,2,"02",16000,1,,,,,,227001302,,
2,22,70,2,14,3,46.32584,,,,,,,,,,227001402,,
2,22,70,2,15,3,46.32584,,,,,,,,,,227001502,,
2,22,70,2,16,3,46.32584,,,,,,,,,,227001602,,
2,22,70,2,17,3,46.32584,1,"02",7500,0,0,1,,,,227001702,,
2,22,70,2,18,3,46.32584,,,,,,,,,,227001802,,
2,22,71,2,1,1,1344.70940821918,,,,,,,,,,227100102,,
2,22,71,2,2,1,1344.70940821918,,,,,,,,,,227100202,,
2,22,71,2,3,1,1344.70940821918,,,,,,,,,,227100302,,
2,22,71,2,4,1,1344.70940821918,,,,,,,,,,227100402,,
2,22,71,2,5,1,1344.70940821918,,,,,,,,,,227100502,,
2,22,71,2,6,1,1344.70940821918,,,,,,,,,,227100602,,
2,22,71,2,7,1,1344.70940821918,,,,,,,,,,227100702,,
2,22,71,2,8,1,900.5852,,,,,,,,,,227100802,,
2,22,71,2,9,1,1344.70940821918,,,,,,,,,,227100902,,
2,22,71,2,10,1,900.5852,,,,,,,,,,227101002,,
2,22,71,2,11,1,900.5852,,,,,,,,,,227101102,,
2,22,71,2,12,1,900.5852,,,,,,,,,,227101202,,
2,22,71,2,13,1,900.5852,,,,,,,,,,227101302,,
2,22,71,2,14,1,900.5852,,,,,,,,,,227101402,,
2,22,71,2,15,1,900.5852,,,,,,,,,,227101502,,
2,22,71,2,16,1,900.5852,,,,,,,,,,227101602,,
2,22,71,2,17,1,1344.70940821918,,,,,,,,,,227101702,,
2,22,71,2,18,1,900.5852,1,"02",7500,1,,,,,,227101802,,
2,22,72,2,1,2,,,,,,,,,,,227200102,4,18.0079364776611
2,22,72,2,2,2,,,,,,,,,,,227200202,4,18.0079364776611
2,22,72,2,3,2,,,,,,,,,,,227200302,4,18.0079364776611
2,22,72,2,4,2,,,,,,,,,,,227200402,4,18.0079364776611
2,22,72,2,5,2,,,,,,,,,,,227200502,4,18.0079364776611
2,22,72,2,6,2,,,,,,,,,,,227200602,4,18.0079364776611
2,22,72,2,7,2,,,,,,,,,,,227200702,4,18.0079364776611
2,22,72,2,8,2,,,,,,,,,,,227200802,4,18.0079364776611
2,22,72,2,9,2,,,,,,,,,,,227200902,4,18.0079364776611
2,22,72,2,10,2,,,,,,,,,,,227201002,4,18.0079364776611
2,22,72,2,11,2,,,,,,,,,,,227201102,4,18.0079364776611
2,22,72,2,12,2,,,,,,,,,,,227201202,4,18.0079364776611
2,22,72,2,13,2,,,,,,,,,,,227201302,4,18.0079364776611
2,22,72,2,14,2,,,,,,,,,,,227201402,4,18.0079364776611
2,22,72,2,15,2,,1,"01",2500,0,0,1,,,,227201502,4,18.0079364776611
2,22,72,2,16,2,,,,,,,,,,,227201602,4,18.0079364776611
2,22,72,2,17,2,,,,,,,,,,,227201702,4,18.0079364776611
2,22,72,2,18,2,,,,,,,,,,,227201802,4,18.0079364776611
2,22,73,2,1,2,,,,,,,,,,,227300102,4,18.0079364776611
2,22,73,2,2,2,,,,,,,,,,,227300202,4,18.0079364776611
2,22,73,2,3,2,,,,,,,,,,,227300302,4,18.0079364776611
2,22,73,2,4,2,,,,,,,,,,,227300402,4,18.0079364776611
2,22,73,2,5,2,,,,,,,,,,,227300502,4,18.0079364776611
2,22,73,2,6,2,,,,,,,,,,,227300602,4,18.0079364776611
2,22,73,2,7,2,,,,,,,,,,,227300702,4,18.0079364776611
2,22,73,2,8,2,,,,,,,,,,,227300802,4,18.0079364776611
2,22,73,2,9,2,,,,,,,,,,,227300902,4,18.0079364776611
2,22,73,2,10,2,,,,,,,,,,,227301002,4,18.0079364776611
2,22,73,2,11,2,,,,,,,,,,,227301102,4,18.0079364776611
2,22,73,2,12,2,,,,,,,,,,,227301202,4,18.0079364776611
2,22,73,2,13,2,,,,,,,,,,,227301302,4,18.0079364776611
2,22,73,2,14,2,,,,,,,,,,,227301402,4,18.0079364776611
2,22,73,2,15,2,,,,,,,,,,,227301502,4,18.0079364776611
2,22,73,2,16,2,,,,,,,,,,,227301602,4,18.0079364776611
2,22,73,2,17,2,,,,,,,,,,,227301702,4,18.0079364776611
2,22,73,2,18,2,,,,,,,,,,,227301802,4,18.0079364776611
2,22,74,2,1,2,,,,,,,,,,,227400102,4,18.0079364776611
2,22,74,2,2,2,,,,,,,,,,,227400202,4,18.0079364776611
2,22,74,2,3,2,,,,,,,,,,,227400302,4,18.0079364776611
2,22,74,2,4,2,,,,,,,,,,,227400402,4,18.0079364776611
2,22,74,2,5,2,,,,,,,,,,,227400502,4,18.0079364776611
2,22,74,2,6,2,,,,,,,,,,,227400602,4,18.0079364776611
2,22,74,2,7,2,,,,,,,,,,,227400702,4,18.0079364776611
2,22,74,2,8,2,,,,,,,,,,,227400802,4,18.0079364776611
2,22,74,2,9,2,,,,,,,,,,,227400902,4,18.0079364776611
2,22,74,2,10,2,,,,,,,,,,,227401002,4,18.0079364776611
2,22,74,2,11,2,,,,,,,,,,,227401102,4,18.0079364776611
2,22,74,2,12,2,,,,,,,,,,,227401202,4,18.0079364776611
2,22,74,2,13,2,,,,,,,,,,,227401302,4,18.0079364776611
2,22,74,2,14,2,,,,,,,,,,,227401402,4,18.0079364776611
2,22,74,2,15,2,,,,,,,,,,,227401502,4,18.0079364776611
2,22,74,2,16,2,,,,,,,,,,,227401602,4,18.0079364776611
2,22,74,2,17,2,,,,,,,,,,,227401702,4,18.0079364776611
2,22,74,2,18,2,,,,,,,,,,,227401802,4,18.0079364776611
2,22,75,2,1,2,,,,,,,,,,,227500102,4,18.0079364776611
2,22,75,2,2,2,,,,,,,,,,,227500202,4,18.0079364776611
2,22,75,2,3,2,,,,,,,,,,,227500302,4,18.0079364776611
2,22,75,2,4,2,,,,,,,,,,,227500402,4,18.0079364776611
2,22,75,2,5,2,,,,,,,,,,,227500502,4,18.0079364776611
2,22,75,2,6,2,,,,,,,,,,,227500602,4,18.0079364776611
2,22,75,2,7,2,,,,,,,,,,,227500702,4,18.0079364776611
2,22,75,2,8,2,,,,,,,,,,,227500802,4,18.0079364776611
2,22,75,2,9,2,,,,,,,,,,,227500902,4,18.0079364776611
2,22,75,2,10,2,,,,,,,,,,,227501002,4,18.0079364776611
2,22,75,2,11,2,,1,"01",7500,0,0,1,,,,227501102,4,18.0079364776611
2,22,75,2,12,2,,,,,,,,,,,227501202,4,18.0079364776611
2,22,75,2,13,2,,,,,,,,,,,227501302,4,18.0079364776611
2,22,75,2,14,2,,,,,,,,,,,227501402,4,18.0079364776611
2,22,75,2,15,2,,,,,,,,,,,227501502,4,18.0079364776611
2,22,75,2,16,2,,1,"01",7500,0,0,1,,,,227501602,4,18.0079364776611
2,22,75,2,17,2,,,,,,,,,,,227501702,4,18.0079364776611
2,22,75,2,18,2,,,,,,,,,,,227501802,4,18.0079364776611
2,22,76,2,1,2,,,,,,,,,,,227600102,4,18.0079364776611
2,22,76,2,2,2,,,,,,,,,,,227600202,4,18.0079364776611
2,22,76,2,3,2,,,,,,,,,,,227600302,4,18.0079364776611
2,22,76,2,4,2,,,,,,,,,,,227600402,4,18.0079364776611
2,22,76,2,5,2,,,,,,,,,,,227600502,4,18.0079364776611
2,22,76,2,6,2,,,,,,,,,,,227600602,4,18.0079364776611
2,22,76,2,7,2,,,,,,,,,,,227600702,4,18.0079364776611
2,22,76,2,8,2,,1,"01",2500,0,0,1,,,,227600802,4,18.0079364776611
2,22,76,2,9,2,,,,,,,,,,,227600902,4,18.0079364776611
2,22,76,2,10,2,,,,,,,,,,,227601002,4,18.0079364776611
2,22,76,2,11,2,,,,,,,,,,,227601102,4,18.0079364776611
2,22,76,2,12,2,,,,,,,,,,,227601202,4,18.0079364776611
2,22,76,2,13,2,,,,,,,,,,,227601302,4,18.0079364776611
2,22,76,2,14,2,,,,,,,,,,,227601402,4,18.0079364776611
2,22,76,2,15,2,,,,,,,,,,,227601502,4,18.0079364776611
2,22,76,2,16,2,,,,,,,,,,,227601602,4,18.0079364776611
2,22,76,2,17,2,,,,,,,,,,,227601702,4,18.0079364776611
2,22,76,2,18,2,,,,,,,,,,,227601802,4,18.0079364776611
2,22,77,2,1,2,,,,,,,,,,,227700102,4,18.0079364776611
2,22,77,2,2,2,,,,,,,,,,,227700202,4,18.0079364776611
2,22,77,2,3,2,,,,,,,,,,,227700302,4,18.0079364776611
2,22,77,2,4,2,,,,,,,,,,,227700402,4,18.0079364776611
2,22,77,2,5,2,,,,,,,,,,,227700502,4,18.0079364776611
2,22,77,2,6,2,,,,,,,,,,,227700602,4,18.0079364776611
2,22,77,2,7,2,,,,,,,,,,,227700702,4,18.0079364776611
2,22,77,2,8,2,,,,,,,,,,,227700802,4,18.0079364776611
2,22,77,2,9,2,,,,,,,,,,,227700902,4,18.0079364776611
2,22,77,2,10,2,,,,,,,,,,,227701002,4,18.0079364776611
2,22,77,2,11,2,,,,,,,,,,,227701102,4,18.0079364776611
2,22,77,2,12,2,,,,,,,,,,,227701202,4,18.0079364776611
2,22,77,2,13,2,,,,,,,,,,,227701302,4,18.0079364776611
2,22,77,2,14,2,,,,,,,,,,,227701402,4,18.0079364776611
2,22,77,2,15,2,,,,,,,,,,,227701502,4,18.0079364776611
2,22,77,2,16,2,,,,,,,,,,,227701602,4,18.0079364776611
2,22,77,2,17,2,,,,,,,,,,,227701702,4,18.0079364776611
2,22,77,2,18,2,,,,,,,,,,,227701802,4,18.0079364776611
2,22,78,2,1,2,,,,,,,,,,,227800102,4,18.0079364776611
2,22,78,2,2,2,,,,,,,,,,,227800202,4,18.0079364776611
2,22,78,2,3,2,,,,,,,,,,,227800302,4,18.0079364776611
2,22,78,2,4,2,,,,,,,,,,,227800402,4,18.0079364776611
2,22,78,2,5,2,,,,,,,,,,,227800502,4,18.0079364776611
2,22,78,2,6,2,,,,,,,,,,,227800602,4,18.0079364776611
2,22,78,2,7,2,,,,,,,,,,,227800702,4,18.0079364776611
2,22,78,2,8,2,,,,,,,,,,,227800802,4,18.0079364776611
2,22,78,2,9,2,,,,,,,,,,,227800902,4,18.0079364776611
2,22,78,2,10,2,,,,,,,,,,,227801002,4,18.0079364776611
2,22,78,2,11,2,,,,,,,,,,,227801102,4,18.0079364776611
2,22,78,2,12,2,,,,,,,,,,,227801202,4,18.0079364776611
2,22,78,2,13,2,,,,,,,,,,,227801302,4,18.0079364776611
2,22,78,2,14,2,,,,,,,,,,,227801402,4,18.0079364776611
2,22,78,2,15,2,,,,,,,,,,,227801502,4,18.0079364776611
2,22,78,2,16,2,,,,,,,,,,,227801602,4,18.0079364776611
2,22,78,2,17,2,,,,,,,,,,,227801702,4,18.0079364776611
2,22,78,2,18,2,,,,,,,,,,,227801802,4,18.0079364776611
2,23,79,1,1,1,191.269876666667,1,"02",2500,0,0,1,,,,237900102,,
2,23,79,1,2,1,191.269876666667,1,"01",2500,0,0,0,0,1,,237900202,,
2,23,79,1,3,1,191.269876666667,2,"02",8200,0,0,1,,,,237900302,,
2,23,79,1,4,1,191.269876666667,1,"02",2500,0,0,1,,,,237900402,,
2,23,79,1,5,1,191.269876666667,2,"02",24600,1,,,,,,237900502,,
2,23,79,1,6,1,133.4441,,,,,,,,,,237900602,,
2,23,79,1,7,1,133.4441,,,,,,,,,,237900702,,
2,23,79,1,8,1,133.4441,,,,,,,,,,237900802,,
2,23,79,1,9,1,133.4441,,,,,,,,,,237900902,,
2,23,79,1,10,1,191.269876666667,2,"01",16000,1,,,,,,237901002,,
2,23,79,1,11,1,133.4441,,,,,,,,,,237901102,,
2,23,79,1,12,1,133.4441,,,,,,,,,,237901202,,
2,23,79,1,13,1,191.269876666667,1,"01",2500,0,0,1,,,,237901302,,
2,23,79,1,14,1,191.269876666667,1,"01",8200,0,0,0,1,,,237901402,,
2,23,79,1,15,1,133.4441,,,,,,,,,,237901502,,
2,23,79,1,16,1,133.4441,,,,,,,,,,237901602,,
2,23,79,1,17,1,191.269876666667,,,,,,,,,,237901702,,
2,23,79,1,18,1,133.4441,,,,,,,,,,237901802,,
2,23,80,2,1,1,943.521016042781,1,"01",2500,1,,,,,,238000102,,
2,23,80,2,2,1,943.521016042781,1,"01",2500,1,,,,,,238000202,,
2,23,80,2,3,1,2800.61,1,"01",7500,1,,,,,,238000302,,
2,23,80,2,4,1,943.521016042781,1,"02",7500,1,,,,,,238000402,,
2,23,80,2,5,1,943.521016042781,1,"01",7500,0,0,0,0,1,,238000502,,
2,23,80,2,6,1,943.521016042781,1,"02",2500,0,0,0,1,,,238000602,,
2,23,80,2,7,1,2800.61,1,"01",7500,0,1,,,,,238000702,,
2,23,80,2,8,1,943.521016042781,1,"01",2500,1,,,,,,238000802,,
2,23,80,2,9,1,943.521016042781,1,"01",7500,0,0,0,0,1,,238000902,,
2,23,80,2,10,1,2800.61,,,,,,,,,,238001002,,
2,23,80,2,11,1,2800.61,1,"01",2500,0,0,0,0,1,,238001102,,
2,23,80,2,12,1,943.521016042781,1,"01",7500,1,,,,,,238001202,,
2,23,80,2,13,1,943.521016042781,,,,,,,,,,238001302,,
2,23,80,2,14,1,943.521016042781,1,"01",7500,0,1,,,,,238001402,,
2,23,80,2,15,1,943.521016042781,1,"01",2500,1,,,,,,238001502,,
2,23,80,2,16,1,2800.61,1,"01",7500,0,0,1,,,,238001602,,
2,23,80,2,17,1,2800.61,,,,,,,,,,238001702,,
2,23,80,2,18,1,2800.61,,,,,,,,,,238001802,,
2,23,81,2,1,1,1569.95834545455,,,,,,,,,,238100102,,
2,23,81,2,2,1,1569.95834545455,1,"01",7500,0,0,1,,,,238100202,,
2,23,81,2,3,1,1569.95834545455,1,"01",2500,1,,,,,,238100302,,
2,23,81,2,4,1,1569.95834545455,1,"01",7500,0,0,0,0,1,,238100402,,
2,23,81,2,5,1,1451.222,1,"01",7500,1,,,,,,238100502,,
2,23,81,2,6,1,1451.222,1,"01",7500,1,,,,,,238100602,,
2,23,81,2,7,1,1451.222,,,,,,,,,,238100702,,
2,23,81,2,8,1,1451.222,1,"01",2500,1,,,,,,238100802,,
2,23,81,2,9,1,1569.95834545455,1,"01",2500,0,0,1,,,,238100902,,
2,23,81,2,10,1,1451.222,1,"01",2500,1,,,,,,238101002,,
2,23,81,2,11,1,1451.222,,,,,,,,,,238101102,,
2,23,81,2,12,1,1451.222,1,"01",2500,1,,,,,,238101202,,
2,23,81,2,13,1,1569.95834545455,1,"01",7500,0,0,0,0,1,,238101302,,
2,23,81,2,14,1,1569.95834545455,1,"01",2500,0,0,0,0,1,,238101402,,
2,23,81,2,15,1,1569.95834545455,1,"02",7500,0,0,0,0,1,,238101502,,
2,23,81,2,16,1,1569.95834545455,1,"01",2500,0,0,0,0,1,,238101602,,
2,23,81,2,17,1,1569.95834545455,1,"01",2500,0,0,1,,,,238101702,,
2,23,81,2,18,1,1569.95834545455,1,"01",2500,0,1,,,,,238101802,,
2,23,82,2,1,1,2203.36932666667,1,"01",7500,0,1,,,,,238200102,,
2,23,82,2,2,1,2203.36932666667,,,,,,,,,,238200202,,
2,23,82,2,3,1,2203.36932666667,1,"02",7500,1,,,,,,238200302,,
2,23,82,2,4,1,2203.36932666667,1,"01",7500,0,0,0,1,,,238200402,,
2,23,82,2,5,1,2203.36932666667,1,"01",7500,1,,,,,,238200502,,
2,23,82,2,6,1,2203.36932666667,1,"02",2500,1,,,,,,238200602,,
2,23,82,2,7,1,2203.36932666667,1,"01",2500,1,,,,,,238200702,,
2,23,82,2,8,1,2485.003,1,"02",7500,0,0,0,0,1,,238200802,,
2,23,82,2,9,1,2485.003,1,"01",2500,1,,,,,,238200902,,
2,23,82,2,10,1,2485.003,1,"02",7500,0,0,1,,,,238201002,,
2,23,82,2,11,1,2485.003,1,"01",7500,1,,,,,,238201102,,
2,23,82,2,12,1,2485.003,,,,,,,,,,238201202,,
2,23,82,2,13,1,2485.003,1,"01",2500,0,0,0,0,1,,238201302,,
2,23,82,2,14,1,2203.36932666667,1,"02",7500,1,,,,,,238201402,,
2,23,82,2,15,1,2203.36932666667,1,"01",7500,1,,,,,,238201502,,
2,23,82,2,16,1,2203.36932666667,1,"01",7500,0,1,,,,,238201602,,
2,23,82,2,17,1,2203.36932666667,,,,,,,,,,238201702,,
2,23,82,2,18,1,2203.36932666667,1,"01",7500,0,1,,,,,238201802,,
2,24,83,2,1,1,1305.621,1,"01",2500,0,1,,,,,248300102,,
2,24,83,2,2,1,1305.621,1,"01",7500,0,0,0,0,1,,248300202,,
2,24,83,2,3,1,1305.621,1,"01",7500,0,0,0,0,555,1,248300302,,
2,24,83,2,4,1,1305.621,1,"01",2500,1,,,,,,248300402,,
2,24,83,2,5,1,1305.621,1,"02",7500,0,0,0,0,1,,248300502,,
2,24,83,2,6,1,1305.621,1,"01",7500,1,,,,,,248300602,,
2,24,83,2,7,1,1305.621,1,"01",2500,0,0,0,1,,,248300702,,
2,24,83,2,8,1,1305.621,1,"02",2500,1,,,,,,248300802,,
2,24,83,2,9,1,1305.621,1,"01",7500,1,,,,,,248300902,,
2,24,83,2,10,1,1305.621,1,"01",2500,1,,,,,,248301002,,
2,24,83,2,11,1,1305.621,1,"01",2500,0,1,,,,,248301102,,
2,24,83,2,12,1,1305.621,1,"01",7500,0,0,0,1,,,248301202,,
2,24,83,2,13,1,1305.621,1,"01",7500,0,0,0,1,,,248301302,,
2,24,83,2,14,1,1305.621,1,"01",7500,1,,,,,,248301402,,
2,24,83,2,15,1,1305.621,1,"01",7500,0,0,0,888,1,,248301502,,
2,24,83,2,16,1,1305.621,1,"01",2500,1,,,,,,248301602,,
2,24,83,2,17,1,1305.621,1,"01",7500,0,0,0,1,,,248301702,,
2,24,83,2,18,1,1305.621,1,"01",2500,1,,,,,,248301802,,
2,24,84,2,1,1,72.2506289308176,,,,,,,,,,248400102,,
2,24,84,2,2,1,72.2506289308176,1,"01",2500,1,,,,,,248400202,,
2,24,84,2,3,1,1044.35,,,,,,,,,,248400302,,
2,24,84,2,4,1,72.2506289308176,,,,,,,,,,248400402,,
2,24,84,2,5,1,72.2506289308176,1,"01",7500,0,0,1,,,,248400502,,
2,24,84,2,6,1,1044.35,1,"04",2500,0,0,0,0,2,,248400602,,
2,24,84,2,7,1,72.2506289308176,1,"01",2500,0,1,,,,,248400702,,
2,24,84,2,8,1,1044.35,1,"02",7500,1,,,,,,248400802,,
2,24,84,2,9,1,1044.35,,,,,,,,,,248400902,,
2,24,84,2,10,1,1044.35,,,,,,,,,,248401002,,
2,24,84,2,11,1,72.2506289308176,1,"01",7500,0,0,0,0,1,,248401102,,
2,24,84,2,14,1,72.2506289308176,,,,,,,,,,248401402,,
2,24,84,2,15,1,1044.35,,,,,,,,,,248401502,,
2,24,84,2,16,1,1044.35,1,"02",7500,0,1,,,,,248401602,,
2,24,84,2,17,1,1044.35,,,,,,,,,,248401702,,
2,24,84,2,18,1,1044.35,,,,,,,,,,248401802,,
2,24,84,2,19,1,1044.35,,,,,,,,,,248401902,,
2,24,84,2,20,1,1044.35,,,,,,,,,,248402002,,
2,24,85,1,1,1,176.1393,,,,,,,,,,248500102,,
2,24,85,1,2,1,176.1393,,,,,,,,,,248500202,,
2,24,85,1,3,1,176.1393,,,,,,,,,,248500302,,
2,24,85,1,4,1,176.1393,,,,,,,,,,248500402,,
2,24,85,1,5,1,176.1393,,,,,,,,,,248500502,,
2,24,85,1,6,1,176.1393,,,,,,,,,,248500602,,
2,24,85,1,7,1,176.1393,,,,,,,,,,248500702,,
2,24,85,1,8,1,176.1393,,,,,,,,,,248500802,,
2,24,85,1,9,1,176.1393,,,,,,,,,,248500902,,
2,24,85,1,10,1,176.1393,,,,,,,,,,248501002,,
2,24,85,1,11,1,176.1393,,,,,,,,,,248501102,,
2,24,85,1,12,1,176.1393,,,,,,,,,,248501202,,
2,24,85,1,13,1,176.1393,,,,,,,,,,248501302,,
2,24,85,1,14,1,176.1393,,,,,,,,,,248501402,,
2,24,85,1,15,1,176.1393,,,,,,,,,,248501502,,
2,24,85,1,16,1,176.1393,,,,,,,,,,248501602,,
2,24,85,1,17,1,176.1393,,,,,,,,,,248501702,,
2,24,85,1,18,1,176.1393,,,,,,,,,,248501802,,
2,24,86,1,1,1,27.0131744680851,,,,,,,,,,248600102,,
2,24,86,1,2,1,27.0131744680851,,,,,,,,,,248600202,,
2,24,86,1,3,1,105.8016,,,,,,,,,,248600302,,
2,24,86,1,4,1,105.8016,,,,,,,,,,248600402,,
2,24,86,1,5,1,105.8016,,,,,,,,,,248600502,,
2,24,86,1,6,1,105.8016,,,,,,,,,,248600602,,
2,24,86,1,7,1,105.8016,,,,,,,,,,248600702,,
2,24,86,1,8,1,105.8016,,,,,,,,,,248600802,,
2,24,86,1,9,1,105.8016,,,,,,,,,,248600902,,
2,24,86,1,10,1,105.8016,,,,,,,,,,248601002,,
2,24,86,1,12,1,105.8016,,,,,,,,,,248601202,,
2,24,86,1,13,1,105.8016,,,,,,,,,,248601302,,
2,24,86,1,14,1,105.8016,,,,,,,,,,248601402,,
2,24,86,1,15,1,105.8016,,,,,,,,,,248601502,,
2,24,86,1,16,1,105.8016,,,,,,,,,,248601602,,
2,24,86,1,17,1,105.8016,,,,,,,,,,248601702,,
2,24,86,1,18,1,105.8016,,,,,,,,,,248601802,,
2,24,86,1,19,1,105.8016,2,"02",16000,1,,,,,,248601902,,
2,24,87,2,1,1,1630.48,1,"01",7500,1,,,,,,248700102,,
2,24,87,2,2,1,1630.48,1,"02",7500,0,1,,,,,248700202,,
2,24,87,2,3,1,1630.48,1,"01",2500,1,,,,,,248700302,,
