"PROVINCE","DISTRICT","Cluster","HI04","HI05","TYPEHH","HH_WT","B01","B02","B02_OTHER","B03","B04","B05","B05_OTHER","B06_1","B06_2","B06_3","B06_4","B06_5","B06_OTHER","B07_1","B07_2","B07_3","B07_4","B07_OTHER","B08_01","B08_02","B08_03","B08_04","B08_05","B08_06","B08_07","B08_08","B08_09","B08_10","B08_11","B08_12","B08_13","B08_14","B08_15","B08_OTHER","B09","B10","B11_01","B11_02","B11_03","B11_04","B11_05","B11_06","B11_07","B11_08","B11_09","B11_10","B11_11","B11_12","B11_13","B11_OTHER","B12","B13","B14","hhid","camp","ref_weight"
2,25,100,2,17,1,756.1237,"01",1,,0,0,1,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,1,,,,1,,,1,,,1,,,,1,3,1,260001702,,
2,25,100,2,18,1,756.1237,"01",1,,0,0,1,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,1,1,,,,1,,,1,,,,,,,1,1,1,260001802,,
2,25,100,2,19,1,1790.81928947368,"01",11,,0,0,1,,,,,111,,,1,,,,,,,,,,,,,,,,,,,555,5,1,1,1,,,,,,,,,,,,,,1,2,1,260001902,,
2,25,100,2,22,1,1790.81928947368,"01",9,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,2,3,1,260002202,,
2,25,101,2,1,3,75.79504,"01",9,,0,0,1,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,1,,,,2,2,1,260100102,,
2,25,101,2,2,3,75.79504,"01",11,,0,0,1,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,1,1,1,,,,,,,,,,,,,1,3,1,260100202,,
2,25,101,2,3,3,75.79504,"01",7,,1,0,1,,,,,111,,,1,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,2,1,260100302,,
2,25,101,2,4,3,75.79504,"01",8,,1,0,1,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,2,1,1,260100402,,
2,25,101,2,5,3,75.79504,"01",6,,2,0,1,,,,,111,,,1,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,2,1,260100502,,
2,25,101,2,6,3,75.79504,"01",9,,0,0,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,3,1,260100602,,
2,25,101,2,8,3,75.79504,"02",9,,1,0,1,,,,,111,,,,1,,,,,,,,,,,,,,,,,1,,,1,1,1,1,,,,,,,,,,,,,1,2,1,260100802,,
2,25,101,2,9,3,75.79504,"01",11,,1,0,1,,,,,111,,,,1,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,2,1,260100902,,
2,25,101,2,10,3,75.79504,"01",11,,1,0,1,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,1,4,260101002,,
2,25,101,2,11,3,75.79504,"01",11,,0,0,1,,,,,111,,,,,111,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,2,1,260101102,,
2,25,101,2,12,3,75.79504,"01",11,,0,0,1,,,,,111,,,1,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,2,1,4,260101202,,
2,25,101,2,13,3,75.79504,"01",11,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,1,1,1,260101302,,
2,25,101,2,14,3,75.79504,"01",11,,0,0,5,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,1,3,1,260101402,,
2,25,101,2,15,3,75.79504,"02",11,,0,0,1,,,,,111,,,1,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,3,1,260101502,,
2,25,101,2,16,3,75.79504,"01",11,,0,0,1,,,,,111,,,,1,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,3,1,260101602,,
2,25,101,2,17,3,75.79504,"01",11,,0,0,1,,,,,111,,,1,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,1,1,260101702,,
2,25,101,2,18,3,75.79504,"01",11,,0,0,1,,,,,111,,,1,,,,,,,,,,,,,,,,,,,555,5,0,,,,,,,,,,,,,,,,2,3,1,260101802,,
2,25,101,2,20,3,75.79504,"01",11,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,2,2,1,260102002,,
2,25,102,1,1,3,58.1195744863014,"01",11,,,,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,1,1,260200102,,
2,25,102,1,3,3,58.1195744863014,"01",11,,,,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,1,1,260200302,,
2,25,102,1,4,3,101.3189,"01",1,,,,5,,,,,111,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,2,4,260200402,,
2,25,102,1,5,3,101.3189,"01",1,,,,5,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,3,1,260200502,,
2,25,102,1,6,3,58.1195744863014,"01",11,,,,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,1,1,260200602,,
2,25,102,1,7,3,58.1195744863014,"01",11,,,,1,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,3,1,260200702,,
2,25,102,1,8,3,58.1195744863014,"02",11,,,,5,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,,1,,,,,2,1,260200802,,
2,25,102,1,9,3,58.1195744863014,"02",9,,,,5,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,,3,1,260200902,,
2,25,102,1,10,3,101.3189,"01",1,,,,1,,,1,1,,,,,1,,,,,,,,,,,,1,,,,,,,,1,1,1,1,,,,,,,,,,,,,,2,1,260201002,,
2,25,102,1,11,3,101.3189,"01",1,,,,5,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,2,1,260201102,,
2,25,102,1,13,3,101.3189,"01",1,,,,5,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,2,1,260201302,,
2,25,102,1,14,3,101.3189,"02",1,,,,1,,,,,111,,,1,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,3,1,260201402,,
2,25,102,1,15,3,101.3189,"02",1,,,,5,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,3,1,260201502,,
2,25,102,1,16,3,101.3189,"02",1,,,,5,,,,1,,,,,,111,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,3,1,260201602,,
2,25,102,1,17,3,101.3189,"02",1,,,,1,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,3,1,260201702,,
2,25,102,1,18,3,58.1195744863014,"01",11,,,,1,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,3,1,260201802,,
2,25,102,1,19,3,58.1195744863014,"01",11,,,,1,,,,,111,,,1,,,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,,3,1,260201902,,
2,25,102,1,21,3,101.3189,"02",1,,,,1,,,,,111,,,,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,,3,1,260202102,,
2,25,103,2,1,3,17.2765870588235,"01",11,,0,0,1,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,2,1,260300102,,
2,25,103,2,2,3,17.2765870588235,"01",11,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,2,2,1,260300202,,
2,25,103,2,3,3,17.2765870588235,"02",11,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,,1,,,,,,,,,,,,,2,1,1,260300302,,
2,25,103,2,4,3,17.2765870588235,"01",11,,1,0,1,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,1,1,260300402,,
2,25,103,2,5,3,17.2765870588235,"01",11,,0,0,1,,,,,111,,,1,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,1,1,1,260300502,,
2,25,103,2,6,3,17.2765870588235,"01",11,,1,0,1,,,,,111,,,1,,,,,,,,1,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,2,2,1,260300602,,
2,25,103,2,7,3,17.2765870588235,"01",13,1,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,1,1,1,260300702,,
2,25,103,2,8,3,17.2765870588235,"01",7,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,1,1,,,,,0,,,,,,,,,,,,,,,,1,2,1,260300802,,
2,25,103,2,9,3,17.2765870588235,"02",11,,0,0,1,,,,,111,,,1,,,,,,,,,,,,,,,,,,,555,5,1,1,1,,,,,,,,,,,,,,1,3,1,260300902,,
2,25,103,2,10,3,133.5009,"01",1,,1,1,5,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,1,3,1,260301002,,
2,25,103,2,12,3,133.5009,"02",1,,0,0,1,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,2,1,260301202,,
2,25,103,2,13,3,133.5009,"02",1,,0,0,1,,,,,111,,,,1,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,3,1,260301302,,
2,25,103,2,14,3,133.5009,"01",1,,1,0,1,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,2,1,260301402,,
2,25,103,2,15,3,133.5009,"02",1,,0,0,6,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,3,1,260301502,,
2,25,103,2,16,3,133.5009,"01",1,,0,1,6,,,,,111,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,1,,,,2,3,1,260301602,,
2,25,103,2,17,3,133.5009,"02",1,,1,0,5,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,,,,,2,3,1,260301702,,
2,25,103,2,18,3,133.5009,"02",1,,1,0,1,,,,,111,,,,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,2,3,4,260301802,,
2,25,103,2,21,3,133.5009,"02",1,,1,1,5,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,1,3,1,260302102,,
2,25,104,2,2,3,119.484141333333,"01",6,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,2,2,1,260400202,,
2,25,104,2,3,3,119.484141333333,"02",11,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,2,2,1,260400302,,
2,25,104,2,4,3,119.484141333333,"01",13,1,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,2,2,1,260400402,,
2,25,104,2,5,3,119.484141333333,"01",11,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,2,1,1,260400502,,
2,25,104,2,6,3,119.484141333333,"02",11,,1,0,1,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,3,1,260400602,,
2,25,104,2,7,3,119.484141333333,"01",11,,0,0,5,,,,,111,,,,,111,,,,,,,,,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,2,888,2,260400702,,
2,25,104,2,8,3,119.484141333333,"01",11,,0,0,1,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,2,2,1,260400802,,
2,25,104,2,9,3,119.484141333333,"01",11,,1,0,1,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,2,2,2,260400902,,
2,25,104,2,10,3,38.96222,"02",1,,0,0,1,,,,,111,,,1,,,,,,,,,,,,,,,,,,,555,5,1,1,1,,,,,,,,,,1,,,,1,3,1,260401002,,
2,25,104,2,11,3,38.96222,"02",1,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,1,,,,,,,1,2,1,260401102,,
2,25,104,2,12,3,38.96222,"02",1,,0,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,555,5,1,1,1,,,,1,,,,,,1,,,,1,3,1,260401202,,
2,25,104,2,13,3,38.96222,"01",1,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,2,3,1,260401302,,
2,25,104,2,14,3,38.96222,"02",1,,1,1,5,,,,,111,,,,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,1,,,1,,,1,,,,2,3,1,260401402,,
2,25,104,2,15,3,38.96222,"01",1,,2,1,1,,,,,111,,,1,,,,,,,,1,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,2,3,1,260401502,,
2,25,104,2,16,3,38.96222,"01",1,,1,0,5,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,2,3,1,260401602,,
2,25,104,2,17,3,38.96222,"01",1,,2,1,6,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,2,2,1,260401702,,
2,25,104,2,18,3,38.96222,"01",1,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,1,2,1,260401802,,
2,25,104,2,20,3,119.484141333333,"02",11,,0,1,1,,,,,111,,,1,,,,,,,,,,,,,,,,,,,555,5,1,1,1,,,,,,,,,,,,,,2,3,1,260402002,,
2,25,105,2,1,3,68.69241,"01",11,,0,0,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,2,1,260500102,,
2,25,105,2,2,3,68.69241,"01",7,,1,0,1,,,,,111,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,2,1,260500202,,
2,25,105,2,3,3,68.69241,"02",11,,0,0,1,,,,,111,,,1,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,2,1,260500302,,
2,25,105,2,4,3,68.69241,"01",6,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,2,1,1,260500402,,
2,25,105,2,5,3,68.69241,"02",11,,0,0,1,,,,,111,,,,,111,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,2,1,260500502,,
2,25,105,2,6,3,68.69241,"01",6,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,1,3,1,260500602,,
2,25,105,2,7,3,68.69241,"01",7,,2,0,1,,1,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,2,2,1,260500702,,
2,25,105,2,8,3,68.69241,"01",11,,0,0,1,,,,,111,,,,,111,,,,1,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,1,1,260500802,,
2,25,105,2,9,3,68.69241,"01",11,,2,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,2,1,1,260500902,,
2,25,105,2,10,3,68.69241,"01",11,,0,0,1,,,,,111,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,1,,,,2,2,1,260501002,,
2,25,105,2,11,3,68.69241,"02",6,,0,0,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,1,1,260501102,,
2,25,105,2,12,3,68.69241,"01",11,,0,0,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,1,2,1,260501202,,
2,25,105,2,13,3,68.69241,"02",11,,0,1,1,,,,,111,,,1,,,,,,,,,,,,,,,,,,,555,5,1,1,1,,,,,,,,,,,,,,2,888,4,260501302,,
2,25,105,2,14,3,68.69241,"01",13,1,2,0,1,,,,,111,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,2,2,1,260501402,,
2,25,105,2,15,3,68.69241,"01",9,,1,0,5,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,3,1,260501502,,
2,25,105,2,16,3,68.69241,"02",9,,1,0,5,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,1,,,1,,,,2,3,1,260501602,,
2,25,105,2,17,3,68.69241,"02",6,,0,0,5,,,,,111,,,1,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,1,3,1,260501702,,
2,25,105,2,18,3,68.69241,"02",9,,1,0,5,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,3,1,260501802,,
2,25,106,2,1,2,,"01",9,,0,0,2,,,,,111,,,,1,,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,,,,,,,,,,,2,1,6,260600102,1,21.6071434020996
2,25,106,2,2,2,,"02",8,,0,0,2,,,,,111,,,,1,,,,,,,,,,,,,1,1,1,,,,,1,1,1,1,,,,,,1,,,,,,,2,1,6,260600202,1,21.6071434020996
2,25,106,2,3,2,,"01",5,,0,0,5,,,,,111,,,,1,,,,,,,,,,,,,,1,1,,,,,1,1,1,1,,,,,,1,,,,,,,2,1,6,260600302,1,21.6071434020996
2,25,106,2,4,2,,"01",8,,0,0,5,,,,,111,,,,1,,,,,,,,,,,,,,1,1,,,,,1,1,1,1,,,,,,1,,,,,,,2,3,6,260600402,1,21.6071434020996
2,25,106,2,5,2,,"04",8,,0,0,2,,,,,111,,,,1,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,2,1,6,260600502,1,21.6071434020996
2,25,106,2,6,2,,"01",11,,0,0,2,,,,,111,,,,,111,,,,,,,,,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,2,1,6,260600602,1,21.6071434020996
2,25,106,2,7,2,,"01",6,,0,0,2,,,,,111,,,,1,,,,,,,1,,,,,,,,,,,,,1,1,1,1,,,,,,1,,,,,,,2,1,6,260600702,1,21.6071434020996
2,25,106,2,8,2,,"01",8,,0,0,2,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,,,,,,,,2,3,6,260600802,1,21.6071434020996
2,25,106,2,9,2,,"01",8,,0,0,2,,,,,111,,,,,111,,,,,,,,,,,,,1,1,,,,,1,0,,,,,,,,,,,,,,,2,1,6,260600902,1,21.6071434020996
2,25,106,2,10,2,,"02",5,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,1,,,,,,,2,888,1,260601002,1,21.6071434020996
2,25,106,2,11,2,,"01",5,,0,0,4,,,,,111,,,,,111,,,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,1,,,1,,,,2,1,1,260601102,1,21.6071434020996
2,25,106,2,12,2,,"02",5,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,1,,,,,,,2,1,1,260601202,1,21.6071434020996
2,25,106,2,13,2,,"02",5,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,2,1,1,260601302,1,21.6071434020996
2,25,106,2,14,2,,"02",8,,0,0,1,,1,,,,,,,,111,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,1,,,,,,,2,1,1,260601402,1,21.6071434020996
2,25,106,2,15,2,,"01",8,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,1,,,,,,,2,1,1,260601502,1,21.6071434020996
2,25,106,2,16,2,,"01",6,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,2,1,1,260601602,1,21.6071434020996
2,25,106,2,17,2,,"01",8,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,2,1,1,260601702,1,21.6071434020996
2,25,106,2,18,2,,"01",5,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,2,1,1,260601802,1,21.6071434020996
2,25,107,2,1,2,,"01",8,,0,0,1,,1,,,,,,,,111,,,,,,,,,,,,,,1,,,,,1,0,,,,,,,,,,,,,,,2,1,4,260700102,1,21.6071434020996
2,25,107,2,2,2,,"01",11,,0,0,1,,,,1,,,,,,111,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,2,3,4,260700202,1,21.6071434020996
2,25,107,2,3,2,,"01",9,,0,0,1,,1,,,,,,,,111,,,,,,,,,,,,,,1,,,,,1,0,,,,,,,,,,,,,,,2,1,4,260700302,1,21.6071434020996
2,25,107,2,4,2,,"01",9,,0,1,1,,1,,,,,,,,111,,,,,,,,,,,,,,1,,,,,1,0,,,,,,,,,,,,,,,2,1,4,260700402,1,21.6071434020996
2,25,107,2,5,2,,"01",5,,0,0,1,,1,,,,,,,,111,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,2,1,4,260700502,1,21.6071434020996
2,25,107,2,6,2,,"01",8,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,1,,,,2,1,4,260700602,1,21.6071434020996
2,25,107,2,7,2,,"01",6,,0,0,1,,1,,,,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,2,1,4,260700702,1,21.6071434020996
2,25,107,2,8,2,,"01",6,,0,0,1,,1,,,,,,,,111,,,,,,,,,,,,,,1,,,,,1,0,,,,,,,,,,,,,,,2,1,4,260700802,1,21.6071434020996
2,25,107,2,9,2,,"01",5,,1,0,5,,1,,,,,,,,111,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,,,,,,1,1,4,260700902,1,21.6071434020996
2,25,107,2,10,2,,"01",8,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,,,,,,,,2,1,4,260701002,1,21.6071434020996
2,25,107,2,11,2,,"02",11,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,2,1,6,260701102,1,21.6071434020996
2,25,107,2,12,2,,"01",11,,0,0,1,,,,,,,,,,111,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,,,,,,,,2,1,4,260701202,1,21.6071434020996
2,25,107,2,13,2,,"01",11,,0,2,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,2,1,4,260701302,1,21.6071434020996
2,25,107,2,14,2,,"01",11,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,,,,,,,,2,1,4,260701402,1,21.6071434020996
2,25,107,2,15,2,,"01",8,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,,,,,,,,2,1,4,260701502,1,21.6071434020996
2,25,107,2,16,2,,"01",8,,0,0,1,,,,,,,,,,111,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,,,,,,,,2,2,4,260701602,1,21.6071434020996
2,25,107,2,17,2,,"02",5,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,,,,,,,,2,1,4,260701702,1,21.6071434020996
2,25,107,2,18,2,,"01",8,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,,,,,,,,2,1,4,260701802,1,21.6071434020996
2,25,108,2,1,2,,"02",11,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,,,,,,,,2,1,4,260800102,1,21.6071434020996
2,25,108,2,2,2,,"01",11,,0,0,1,,,,,111,,,,,,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,,,,,,,,2,1,4,260800202,1,21.6071434020996
2,25,108,2,3,2,,"01",8,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,0,,,,,,,,,,,,,,,2,1,4,260800302,1,21.6071434020996
2,25,108,2,4,2,,"01",6,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,2,1,4,260800402,1,21.6071434020996
2,25,108,2,5,2,,"01",5,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,1,,,,2,1,4,260800502,1,21.6071434020996
2,25,108,2,6,2,,"02",11,,0,0,1,,,,,111,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,1,,,,2,1,4,260800602,1,21.6071434020996
2,25,108,2,8,2,,"01",6,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,1,,,,2,2,4,260800802,1,21.6071434020996
2,25,108,2,9,2,,"01",11,,0,0,1,,,,,111,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,1,,,,2,1,4,260800902,1,21.6071434020996
2,25,108,2,11,2,,"01",9,,0,0,2,,,,,111,,,,,111,,,,,,,,,,,,,,1,,,,,1,0,,,,,,,,,,,,,,,2,1,6,260801102,1,21.6071434020996
2,25,108,2,12,2,,"01",11,,0,0,2,,,,,111,,,,,111,,,,,,,,,,,,,,1,,,,,1,0,,,,,,,,,,,,,,,2,3,4,260801202,1,21.6071434020996
2,25,108,2,13,2,,"01",11,,0,0,2,,,,,111,,,,,111,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,,,,,,,,,,,2,1,6,260801302,1,21.6071434020996
2,25,108,2,14,2,,"01",5,,0,0,2,,,,1,,,,,,111,,,,,,,,,,,,,1,,,,,,1,1,1,1,,,,,,,,,,,,,2,1,6,260801402,1,21.6071434020996
2,25,108,2,15,2,,"01",9,,0,0,2,,,,,111,,,,,111,,,,,,,,,,,,,1,1,,,,,1,1,1,,,,,,,,,,,,,,2,1,6,260801502,1,21.6071434020996
2,25,108,2,16,2,,"01",9,,0,0,2,,,,,111,,,,,111,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,2,1,6,260801602,1,21.6071434020996
2,25,108,2,18,2,,"01",9,,0,0,3,,,,,111,,,,,111,,,,,,,,,,,,,,1,,,,,1,0,,,,,,,,,,,,,,,2,1,6,260801802,1,21.6071434020996
2,25,109,2,1,2,,"02",8,,0,0,1,,1,,,,,,,,111,,,,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,2,1,4,260900102,1,21.6071434020996
2,25,109,2,2,2,,"01",6,,0,0,1,,1,,,,,,,,111,,,,,,,,,,,,,1,,,,,,1,1,1,,,,,,,,,,,,,,2,1,4,260900202,1,21.6071434020996
