"Cluster","HI05","HH_WT","PROVINCE","DISTRICT","HI04","TYPEHH","F02","F03","F03_OTHER1","F04","F04_OTHER","F05","F06","F07","F08A","F08B","F08_OTHER","F09_1","F09_2","F09_3","F09_4","F09_5","F09_6","F09_7","F09_8","F09_9","hhid","camp","ref_weight"
37,3,18.5966570841889,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133700301,,
37,3,18.5966570841889,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133700301,,
37,3,18.5966570841889,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133700301,,
37,3,18.5966570841889,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133700301,,
37,3,18.5966570841889,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133700301,,
37,4,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133700401,,
37,4,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133700401,,
37,4,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133700401,,
37,4,452.8286,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133700401,,
37,4,452.8286,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133700401,,
37,5,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133700501,,
37,5,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133700501,,
37,5,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133700501,,
37,5,452.8286,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133700501,,
37,5,452.8286,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133700501,,
37,6,452.8286,1,13,1,1,1,1," ",," ",,2,1,111,111,,,,,,,,,,,133700601,,
37,6,452.8286,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133700601,,
37,6,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133700601,,
37,6,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133700601,,
37,6,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133700601,,
37,7,18.5966570841889,1,13,1,1,3,1," ",1," ",1,7,1,2,3,,,,,,,,,,111,133700701,,
37,7,18.5966570841889,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133700701,,
37,7,18.5966570841889,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133700701,,
37,7,18.5966570841889,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133700701,,
37,7,18.5966570841889,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133700701,,
37,8,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133700801,,
37,8,452.8286,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133700801,,
37,8,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133700801,,
37,8,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133700801,,
37,8,452.8286,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133700801,,
37,9,452.8286,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133700901,,
37,9,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133700901,,
37,9,452.8286,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133700901,,
37,9,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133700901,,
37,9,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133700901,,
37,10,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133701001,,
37,10,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133701001,,
37,10,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133701001,,
37,10,452.8286,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133701001,,
37,10,452.8286,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133701001,,
37,11,452.8286,1,13,1,1,1,1," ",," ",,1,1,4,111,,,,,,,,,,,133701101,,
37,11,452.8286,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133701101,,
37,11,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133701101,,
37,11,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133701101,,
37,11,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133701101,,
37,12,452.8286,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133701201,,
37,12,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133701201,,
37,12,452.8286,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133701201,,
37,12,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133701201,,
37,12,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133701201,,
37,13,452.8286,1,13,1,1,3,1," ",1," ",1,1,1,111,111,,,,,,,,,,,133701301,,
37,13,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133701301,,
37,13,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133701301,,
37,13,452.8286,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133701301,,
37,13,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133701301,,
37,14,452.8286,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133701401,,
37,14,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133701401,,
37,14,452.8286,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133701401,,
37,14,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133701401,,
37,14,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133701401,,
37,15,452.8286,1,13,1,1,1,1," ",," ",,1,1,111,111,,,,,,,,,,,133701501,,
37,15,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133701501,,
37,15,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133701501,,
37,15,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133701501,,
37,15,452.8286,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133701501,,
37,16,452.8286,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133701601,,
37,16,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133701601,,
37,16,452.8286,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133701601,,
37,16,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133701601,,
37,16,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133701601,,
37,17,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133701701,,
37,17,452.8286,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133701701,,
37,17,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133701701,,
37,17,452.8286,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133701701,,
37,17,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133701701,,
37,18,452.8286,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133701801,,
37,18,452.8286,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133701801,,
37,18,452.8286,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133701801,,
37,18,452.8286,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133701801,,
37,18,452.8286,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133701801,,
38,1,258.3678,1,13,1,1,1,1," ",," ",,1,1,111,111,,,,,,,,,,,133800101,,
38,1,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133800101,,
38,1,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133800101,,
38,1,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133800101,,
38,1,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133800101,,
38,2,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133800201,,
38,2,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133800201,,
38,2,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133800201,,
38,2,258.3678,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133800201,,
38,2,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133800201,,
38,3,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133800301,,
38,3,258.3678,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133800301,,
38,3,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133800301,,
38,3,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133800301,,
38,3,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133800301,,
38,4,258.3678,1,13,1,1,1,1," ",," ",,1,1,111,111,,,,,,,,,,,133800401,,
38,4,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133800401,,
38,4,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133800401,,
38,4,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133800401,,
38,4,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133800401,,
38,5,258.3678,1,13,1,1,1,1," ",," ",,2,1,4,111,,,,,,,,,,,133800501,,
38,5,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133800501,,
38,5,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133800501,,
38,5,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133800501,,
38,5,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133800501,,
38,6,258.3678,1,13,1,1,1,1," ",," ",,2,1,4,111,,,,,,,,,,,133800601,,
38,6,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133800601,,
38,6,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133800601,,
38,6,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133800601,,
38,6,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133800601,,
38,7,258.3678,1,13,1,1,1,1," ",," ",,1,1,111,111,,,,,,,,,,,133800701,,
38,7,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133800701,,
38,7,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133800701,,
38,7,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133800701,,
38,7,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133800701,,
38,8,258.3678,1,13,1,1,1,1," ",," ",,2,1,4,111,,,,,,,,,,,133800801,,
38,8,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133800801,,
38,8,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133800801,,
38,8,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133800801,,
38,8,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133800801,,
38,9,258.3678,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133800901,,
38,9,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133800901,,
38,9,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133800901,,
38,9,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133800901,,
38,9,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133800901,,
38,10,258.3678,1,13,1,1,1,1," ",," ",,1,1,111,111,,,,,,,,,,,133801001,,
38,10,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133801001,,
38,10,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133801001,,
38,10,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133801001,,
38,10,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133801001,,
38,11,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133801101,,
38,11,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133801101,,
38,11,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133801101,,
38,11,258.3678,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133801101,,
38,11,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133801101,,
38,12,258.3678,1,13,1,1,1,1," ",," ",,1,1,111,111,,,,,,,,,,,133801201,,
38,12,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133801201,,
38,12,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133801201,,
38,12,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133801201,,
38,12,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133801201,,
38,13,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133801301,,
38,13,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133801301,,
38,13,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133801301,,
38,13,258.3678,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133801301,,
38,13,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133801301,,
38,14,258.3678,1,13,1,1,1,1," ",," ",,1,1,111,111,,,,,,,,,,,133801401,,
38,14,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133801401,,
38,14,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133801401,,
38,14,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133801401,,
38,14,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133801401,,
38,15,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133801501,,
38,15,258.3678,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133801501,,
38,15,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133801501,,
38,15,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133801501,,
38,15,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133801501,,
38,16,258.3678,1,13,1,1,1,1," ",," ",,2,1,111,111,,,,,,,,,,,133801601,,
38,16,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133801601,,
38,16,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133801601,,
38,16,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133801601,,
38,16,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133801601,,
38,17,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133801701,,
38,17,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133801701,,
38,17,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133801701,,
38,17,258.3678,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133801701,,
38,17,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133801701,,
38,18,258.3678,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133801801,,
38,18,258.3678,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133801801,,
38,18,258.3678,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133801801,,
38,18,258.3678,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133801801,,
38,18,258.3678,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133801801,,
39,1,274.0154,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133900101,,
39,1,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133900101,,
39,1,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133900101,,
39,1,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133900101,,
39,1,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133900101,,
39,2,274.0154,1,13,1,1,1,1," ",," ",,1,1,111,111,,,,,,,,,,,133900201,,
39,2,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133900201,,
39,2,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133900201,,
39,2,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133900201,,
39,2,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133900201,,
39,3,274.0154,1,13,1,1,1,1," ",," ",,2,1,4,5,,,,,,,,,,111,133900301,,
39,3,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133900301,,
39,3,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133900301,,
39,3,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133900301,,
39,3,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133900301,,
39,4,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133900401,,
39,4,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133900401,,
39,4,274.0154,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133900401,,
39,4,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133900401,,
39,4,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133900401,,
39,5,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133900501,,
39,5,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133900501,,
39,5,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133900501,,
39,5,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133900501,,
39,5,274.0154,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133900501,,
39,6,274.0154,1,13,1,1,1,1," ",," ",,2,1,4,111,,,,,,,,,,,133900601,,
39,6,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133900601,,
39,6,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133900601,,
39,6,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133900601,,
39,6,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133900601,,
39,7,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133900701,,
39,7,274.0154,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133900701,,
39,7,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133900701,,
39,7,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133900701,,
39,7,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133900701,,
39,8,274.0154,1,13,1,1,1,1," ",," ",,1,1,4,111,,,,,,,,,,,133900801,,
39,8,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133900801,,
39,8,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133900801,,
39,8,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133900801,,
39,8,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133900801,,
39,9,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133900901,,
39,9,274.0154,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133900901,,
39,9,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133900901,,
39,9,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133900901,,
39,9,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133900901,,
39,10,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133901001,,
39,10,274.0154,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133901001,,
39,10,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133901001,,
39,10,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133901001,,
39,10,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,111,133901001,,
39,11,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133901101,,
39,11,274.0154,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133901101,,
39,11,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133901101,,
39,11,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133901101,,
39,11,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133901101,,
39,12,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133901201,,
39,12,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133901201,,
39,12,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133901201,,
39,12,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133901201,,
39,12,274.0154,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133901201,,
39,13,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133901301,,
39,13,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133901301,,
39,13,274.0154,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133901301,,
39,13,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133901301,,
39,13,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133901301,,
39,14,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,111,133901401,,
39,14,274.0154,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133901401,,
39,14,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133901401,,
39,14,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133901401,,
39,14,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133901401,,
39,15,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133901501,,
39,15,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133901501,,
39,15,274.0154,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133901501,,
39,15,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133901501,,
39,15,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133901501,,
39,16,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133901601,,
39,16,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133901601,,
39,16,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133901601,,
39,16,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133901601,,
39,16,274.0154,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133901601,,
39,17,274.0154,1,13,1,1,1,1," ",," ",,1,1,111,111,,,,,,,,,,,133901701,,
39,17,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133901701,,
39,17,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133901701,,
39,17,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133901701,,
39,17,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133901701,,
39,18,274.0154,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,133901801,,
39,18,274.0154,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,133901801,,
39,18,274.0154,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,133901801,,
39,18,274.0154,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,133901801,,
39,18,274.0154,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,133901801,,
40,1,93.9255136842105,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,134000101,,
40,1,93.9255136842105,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,134000101,,
40,1,93.9255136842105,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,134000101,,
40,1,93.9255136842105,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,134000101,,
40,1,93.9255136842105,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,134000101,,
40,2,637.3517,1,13,1,1,1,1," ",," ",,1,1,111,111,,,,,,,,,,,134000201,,
40,2,637.3517,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,134000201,,
40,2,637.3517,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,134000201,,
40,2,637.3517,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,134000201,,
40,2,637.3517,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,134000201,,
40,3,637.3517,1,13,1,1,1,1," ",," ",,1,1,111,111,,,,,,,,,,,134000301,,
40,3,637.3517,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,134000301,,
40,3,637.3517,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,134000301,,
40,3,637.3517,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,134000301,,
40,3,637.3517,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,134000301,,
40,4,637.3517,1,13,1,1,1,1," ",," ",,1,1,5,4,,,,,,,,,,111,134000401,,
40,4,637.3517,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,134000401,,
40,4,637.3517,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,134000401,,
40,4,637.3517,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,134000401,,
40,4,637.3517,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,134000401,,
40,5,637.3517,1,13,1,1,1,1," ",," ",,1,1,111,111,,,,,,,,,,,134000501,,
40,5,637.3517,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,134000501,,
40,5,637.3517,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,134000501,,
40,5,637.3517,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,134000501,,
40,5,637.3517,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,134000501,,
40,6,637.3517,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,134000601,,
40,6,637.3517,1,13,1,1,4,0," ",," ",,,,,,,,,,,,,,,,134000601,,
40,6,637.3517,1,13,1,1,3,0," ",," ",,,,,,,,,,,,,,,,134000601,,
40,6,637.3517,1,13,1,1,1,0," ",," ",,,,,,,,,,,,,,,,134000601,,
40,6,637.3517,1,13,1,1,2,0," ",," ",,,,,,,,,,,,,,,,134000601,,
40,7,637.3517,1,13,1,1,5,0," ",," ",,,,,,,,,,,,,,,,134000701,,
