Total_Customers,Annual_Gen_GWh,Annual_Sold_GWh,Residential_Sold_GWh,Residential_Share,Technical_Losses,Peak_Demand_MW,Cost_Recovery_Target_Frw
1360000,1366.393277,1120.073577,232.048523,0.2071725713068937,0.18026998825756077,233.74,360
