hhid,Cluster,PROVINCE,HH_WT,Conn_Grid,m_R,Tier,Is_Urban,Accept_Cash
238201502,82,2,2203.36932666667,0,0.0,0,0,1
238201602,82,2,2203.36932666667,0,0.0,0,0,0
238201702,82,2,2203.36932666667,0,0.0,0,0,0
238201802,82,2,2203.36932666667,0,0.0,0,0,0
248300102,83,2,1305.621,0,0.0,2,0,0
248300202,83,2,1305.621,0,0.0,0,0,0
248300302,83,2,1305.621,0,0.0,0,0,0
248300402,83,2,1305.621,0,0.0,0,0,1
248300502,83,2,1305.621,0,0.0,0,0,0
248300602,83,2,1305.621,0,0.0,0,0,1
248300702,83,2,1305.621,0,0.0,0,0,0
248300802,83,2,1305.621,0,0.0,2,0,1
248300902,83,2,1305.621,0,0.0,0,0,1
248301002,83,2,1305.621,0,0.0,0,0,1
248301102,83,2,1305.621,0,0.0,0,0,0
248301202,83,2,1305.621,0,0.0,0,0,0
248301302,83,2,1305.621,0,0.0,0,0,0
248301402,83,2,1305.621,0,0.0,0,0,1
248301502,83,2,1305.621,0,0.0,0,0,0
248301602,83,2,1305.621,0,0.0,0,0,1
248301702,83,2,1305.621,0,0.0,0,0,0
248301802,83,2,1305.621,0,0.0,0,0,1
248400102,84,2,72.2506289308176,0,0.0,0,0,0
248400202,84,2,72.2506289308176,0,0.0,0,0,1
248400302,84,2,1044.35,1,1.0,1,0,0
248400402,84,2,72.2506289308176,0,0.0,0,0,0
248400502,84,2,72.2506289308176,0,0.0,0,0,0
248400602,84,2,1044.35,1,0.9050826180324714,4,0,0
248400702,84,2,72.2506289308176,0,0.0,0,0,0
248400802,84,2,1044.35,1,0.7467377606116178,2,0,1
248400902,84,2,1044.35,1,0.919247239296088,1,0,0
248401002,84,2,1044.35,1,1.0,2,0,0
248401102,84,2,72.2506289308176,0,0.0,0,0,0
248401402,84,2,72.2506289308176,0,0.0,2,0,0
248401502,84,2,1044.35,1,1.0,2,0,0
248401602,84,2,1044.35,1,1.0,1,0,0
248401702,84,2,1044.35,1,1.0,4,0,0
248401802,84,2,1044.35,1,1.0,1,0,0
248401902,84,2,1044.35,1,0.8849912256345183,1,0,0
248402002,84,2,1044.35,1,1.0,3,0,0
248500102,85,2,176.1393,1,1.0,4,1,0
248500202,85,2,176.1393,1,1.0,4,1,0
248500302,85,2,176.1393,1,1.0,4,1,0
248500402,85,2,176.1393,1,1.0,5,1,0
248500502,85,2,176.1393,1,1.0,4,1,0
248500602,85,2,176.1393,1,1.0,4,1,0
248500702,85,2,176.1393,1,1.0,4,1,0
248500802,85,2,176.1393,1,0.9893985045149725,4,1,0
248500902,85,2,176.1393,1,1.0,4,1,0
248501002,85,2,176.1393,1,0.9893985045149725,5,1,0
248501102,85,2,176.1393,1,0.919247239296088,4,1,0
248501202,85,2,176.1393,1,1.0,5,1,0
248501302,85,2,176.1393,1,1.0,4,1,0
248501402,85,2,176.1393,1,1.0,4,1,0
248501502,85,2,176.1393,1,0.9893985045149725,4,1,0
248501602,85,2,176.1393,1,1.0,5,1,0
248501702,85,2,176.1393,1,0.919247239296088,4,1,0
248501802,85,2,176.1393,1,1.0,5,1,0
248600102,86,2,27.0131744680851,0,0.0,0,1,0
248600202,86,2,27.0131744680851,0,0.0,0,1,0
248600302,86,2,105.8016,1,0.919247239296088,4,1,0
248600402,86,2,105.8016,1,1.0,4,1,0
248600502,86,2,105.8016,1,0.950828820881464,4,1,0
248600602,86,2,105.8016,1,0.9615431065957498,1,1,0
248600702,86,2,105.8016,1,1.0,2,1,0
248600802,86,2,105.8016,1,1.0,4,1,0
248600902,86,2,105.8016,1,0.7467377606116178,1,1,0
248601002,86,2,105.8016,1,1.0,4,1,0
248601202,86,2,105.8016,1,1.0,4,1,0
248601302,86,2,105.8016,1,1.0,4,1,0
248601402,86,2,105.8016,1,1.0,2,1,0
248601502,86,2,105.8016,1,0.950828820881464,4,1,0
248601602,86,2,105.8016,1,1.0,4,1,0
248601702,86,2,105.8016,1,1.0,4,1,0
248601802,86,2,105.8016,1,1.0,2,1,0
248601902,86,2,105.8016,1,0.6635272020419626,4,1,1
248700102,87,2,1630.48,0,0.0,0,0,1
248700202,87,2,1630.48,0,0.0,0,0,0
248700302,87,2,1630.48,0,0.0,0,0,1
248700402,87,2,1630.48,0,0.0,0,0,0
248700502,87,2,1630.48,0,0.0,0,0,0
248700602,87,2,1630.48,0,0.0,0,0,1
248700702,87,2,1630.48,0,0.0,0,0,0
248700802,87,2,1630.48,0,0.0,0,0,0
248700902,87,2,1630.48,0,0.0,0,0,1
248701002,87,2,1630.48,0,0.0,0,0,0
248701102,87,2,1630.48,0,0.0,0,0,1
248701202,87,2,1630.48,0,0.0,0,0,1
248701302,87,2,1630.48,0,0.0,2,0,0
248701402,87,2,1630.48,0,0.0,0,0,0
248701502,87,2,1630.48,0,0.0,0,0,0
248701602,87,2,1630.48,0,0.0,0,0,1
248701702,87,2,1630.48,0,0.0,0,0,0
248701802,87,2,1630.48,0,0.0,0,0,1
248800102,88,2,254.1424,1,1.0,4,1,0
248800202,88,2,254.1424,1,1.0,2,1,0
248800302,88,2,254.1424,1,0.9050826180324714,2,1,0
248800402,88,2,30.3453611940299,0,0.0,0,1,0
248800502,88,2,254.1424,1,1.0,1,1,0
248800602,88,2,30.3453611940299,0,0.0,0,0,0
248800702,88,2,254.1424,1,1.0,2,1,0
248800802,88,2,254.1424,1,0.7467377606116178,4,1,0
248800902,88,2,254.1424,1,0.844247239296088,4,1,0
248801002,88,2,254.1424,1,1.0,1,1,0
248801102,88,2,254.1424,1,1.0,1,1,0
248801202,88,2,254.1424,1,1.0,1,1,0
248801302,88,2,254.1424,1,0.5967377606116178,4,1,0
248801502,88,2,254.1424,1,1.0,2,1,0
248801602,88,2,254.1424,1,1.0,1,1,0
248801702,88,2,254.1424,1,0.9349912256345181,1,1,1
248801802,88,2,254.1424,1,1.0,1,1,0
248801902,88,2,254.1424,1,0.9050826180324714,1,1,0
248900102,89,2,256.0451,1,1.0,1,1,0
248900202,89,2,34.7647441810345,0,0.0,0,1,0
248900302,89,2,256.0451,1,1.0,2,1,0
248900402,89,2,256.0451,1,1.0,1,1,0
248900502,89,2,256.0451,1,1.0,2,1,0
248900602,89,2,256.0451,1,1.0,4,1,0
248900702,89,2,34.7647441810345,0,0.0,0,1,1
248900802,89,2,256.0451,1,1.0,2,1,0
248900902,89,2,256.0451,1,1.0,2,1,0
248901002,89,2,256.0451,1,1.0,1,1,0
248901102,89,2,256.0451,1,1.0,1,1,0
248901202,89,2,256.0451,1,1.0,4,1,0
248901302,89,2,256.0451,1,1.0,2,1,0
248901402,89,2,256.0451,1,1.0,1,1,0
248901502,89,2,34.7647441810345,0,0.0,0,1,0
248901602,89,2,256.0451,1,1.0,1,1,0
248901702,89,2,34.7647441810345,0,0.0,0,1,0
248901802,89,2,256.0451,1,1.0,1,1,0
259000102,90,2,2393.83153777778,0,0.0,0,0,0
259000202,90,2,2393.83153777778,0,0.0,2,0,0
259000302,90,2,2393.83153777778,0,0.0,0,0,0
259000402,90,2,2393.83153777778,0,0.0,2,0,0
259000502,90,2,2393.83153777778,0,0.0,0,0,0
259000602,90,2,2393.83153777778,0,0.0,0,0,0
259000702,90,2,2393.83153777778,0,0.0,0,0,0
259000802,90,2,420.7907,1,1.0,2,0,1
259000902,90,2,2393.83153777778,0,0.0,0,0,1
259001002,90,2,420.7907,1,1.0,2,0,0
259001102,90,2,420.7907,1,1.0,1,0,1
259001202,90,2,420.7907,1,0.8329384009307528,1,0,0
259001302,90,2,2393.83153777778,0,0.0,0,0,0
259001402,90,2,420.7907,1,1.0,1,0,0
259001502,90,2,420.7907,1,1.0,1,0,0
259001602,90,2,2393.83153777778,0,0.0,0,0,0
259001702,90,2,420.7907,1,0.7276786390680324,1,0,0
259001802,90,2,420.7907,1,1.0,1,0,0
259100102,91,2,85.1704951111111,0,0.0,0,0,0
259100202,91,2,85.1704951111111,0,0.0,0,0,0
259100302,91,2,85.1704951111111,0,0.0,0,0,0
259100402,91,2,85.1704951111111,0,0.0,0,0,0
259100502,91,2,85.1704951111111,0,0.0,0,0,0
259100602,91,2,85.1704951111111,0,0.0,0,0,0
259100702,91,2,85.1704951111111,0,0.0,0,0,0
259100802,91,2,85.1704951111111,0,0.0,0,0,0
259100902,91,2,85.1704951111111,0,0.0,2,0,0
259101002,91,2,39.37677,1,1.0,1,0,1
259101102,91,2,39.37677,1,1.0,1,0,0
259101202,91,2,85.1704951111111,0,0.0,0,0,1
259101302,91,2,39.37677,1,1.0,2,0,1
259101402,91,2,39.37677,1,1.0,4,0,1
259101502,91,2,39.37677,1,1.0,1,0,0
259101602,91,2,39.37677,1,0.7467377606116178,1,0,0
259101702,91,2,39.37677,1,1.0,2,0,0
259101802,91,2,39.37677,1,1.0,2,0,0
259200102,92,2,920.8033,1,0.9800826180324713,1,1,0
259200202,92,2,31.0267890002785,0,0.0,0,1,0
259200302,92,2,31.0267890002785,0,0.0,2,1,0
259200402,92,2,31.0267890002785,0,0.0,0,1,1
259200502,92,2,31.0267890002785,0,0.0,0,1,1
259200602,92,2,31.0267890002785,0,0.0,0,1,1
259200702,92,2,31.0267890002785,0,0.0,0,1,0
259200802,92,2,920.8033,1,0.9800826180324713,4,1,0
259200902,92,2,920.8033,1,0.9800826180324713,1,1,0
259201002,92,2,920.8033,1,1.0,1,1,0
259201102,92,2,920.8033,1,1.0,2,1,1
259201202,92,2,920.8033,1,1.0,2,1,0
259201302,92,2,920.8033,1,1.0,2,1,0
259201402,92,2,920.8033,1,1.0,2,1,0
259201502,92,2,920.8033,1,1.0,2,1,1
259201602,92,2,920.8033,1,1.0,2,1,0
259201702,92,2,31.0267890002785,0,0.0,0,1,0
259201802,92,2,920.8033,1,1.0,2,1,0
259300102,93,2,81.83583,1,1.0,1,0,0
259300202,93,2,81.83583,1,0.9800826180324713,2,0,0
259300302,93,2,60.3000852631579,0,0.0,0,0,0
259300402,93,2,81.83583,1,1.0,4,0,1
259300502,93,2,81.83583,1,1.0,1,0,0
259300602,93,2,81.83583,1,1.0,2,0,0
259300702,93,2,60.3000852631579,0,0.0,2,0,0
259300802,93,2,81.83583,1,1.0,2,0,0
259300902,93,2,81.83583,1,0.9800826180324713,2,0,0
259301002,93,2,60.3000852631579,0,0.0,2,0,0
259301102,93,2,81.83583,1,1.0,1,0,1
259301202,93,2,81.83583,1,1.0,4,0,1
259301302,93,2,81.83583,1,1.0,1,0,0
259301402,93,2,81.83583,1,1.0,1,0,1
259301502,93,2,81.83583,1,1.0,2,0,1
259301602,93,2,60.3000852631579,0,0.0,0,0,1
259301702,93,2,81.83583,1,1.0,2,0,1
259301802,93,2,81.83583,1,1.0,2,0,1
259400102,94,2,84.76505,0,0.0,0,0,0
259400202,94,2,84.76505,0,0.0,0,0,0
259400302,94,2,84.76505,0,0.0,2,0,1
259400402,94,2,84.76505,0,0.0,0,0,1
259400602,94,2,84.76505,0,0.0,0,0,0
259400702,94,2,84.76505,0,0.0,0,0,1
259400802,94,2,84.76505,0,0.0,2,0,1
259400902,94,2,84.76505,0,0.0,0,0,1
259401002,94,2,84.76505,0,0.0,0,0,0
259401102,94,2,84.76505,0,0.0,2,0,1
259401202,94,2,84.76505,0,0.0,0,0,1
259401302,94,2,84.76505,0,0.0,2,0,0
259401402,94,2,84.76505,0,0.0,0,0,1
259401502,94,2,84.76505,0,0.0,2,0,0
259401602,94,2,84.76505,0,0.0,0,0,0
259401702,94,2,84.76505,0,0.0,0,0,1
259401802,94,2,84.76505,0,0.0,2,0,0
259401902,94,2,84.76505,0,0.0,2,0,0
259500102,95,2,64.8652657239057,0,0.0,2,0,0
259500302,95,2,64.8652657239057,0,0.0,0,0,0
259500402,95,2,64.8652657239057,0,0.0,0,0,0
259500502,95,2,64.8652657239057,0,0.0,0,0,1
259500602,95,2,64.8652657239057,0,0.0,0,0,1
259500702,95,2,66.31664,1,1.0,2,0,0
259500802,95,2,64.8652657239057,0,0.0,0,0,0
259500902,95,2,64.8652657239057,0,0.0,0,0,1
259501002,95,2,64.8652657239057,0,0.0,2,0,1
259501102,95,2,66.31664,1,1.0,4,0,0
259501202,95,2,64.8652657239057,0,0.0,0,0,1
259501302,95,2,66.31664,1,0.9800826180324713,1,0,0
259501402,95,2,66.31664,1,0.9800826180324713,1,0,0
259501502,95,2,66.31664,1,1.0,2,0,0
259501602,95,2,66.31664,1,1.0,2,0,0
259501702,95,2,66.31664,1,1.0,1,0,1
259501802,95,2,64.8652657239057,0,0.0,0,0,0
259502102,95,2,64.8652657239057,0,0.0,0,0,0
259600102,96,2,160.396731614907,0,0.0,0,0,0
259600202,96,2,11.79711,1,1.0,2,0,0
259600302,96,2,160.396731614907,0,0.0,0,0,1
259600402,96,2,11.79711,1,1.0,2,0,0
259600502,96,2,160.396731614907,0,0.0,0,0,1
259600602,96,2,160.396731614907,0,0.0,0,0,1
259600702,96,2,160.396731614907,0,0.0,0,0,0
259600802,96,2,160.396731614907,0,0.0,0,0,1
259600902,96,2,160.396731614907,0,0.0,2,0,0
259601002,96,2,11.79711,1,1.0,2,0,1
259601102,96,2,11.79711,1,1.0,4,0,1
259601202,96,2,11.79711,1,1.0,1,0,0
259601302,96,2,11.79711,1,0.9800826180324713,2,0,0
259601402,96,2,11.79711,1,1.0,4,0,0
259601502,96,2,11.79711,1,1.0,2,0,1
259601602,96,2,11.79711,1,0.9800826180324713,2,0,0
259601702,96,2,11.79711,1,1.0,1,0,0
259601802,96,2,11.79711,1,0.9800826180324713,4,0,0
259700102,97,2,66.53046,0,0.0,0,0,0
259700202,97,2,66.53046,0,0.0,2,0,1
259700302,97,2,66.53046,0,0.0,2,0,0
259700402,97,2,66.53046,0,0.0,2,0,0
259700502,97,2,66.53046,0,0.0,0,0,1
259700602,97,2,66.53046,0,0.0,0,0,0
259700702,97,2,66.53046,0,0.0,0,0,1
259700802,97,2,66.53046,0,0.0,0,0,0
259700902,97,2,66.53046,0,0.0,0,0,0
259701002,97,2,66.53046,0,0.0,2,0,0
259701102,97,2,66.53046,0,0.0,2,0,0
259701202,97,2,66.53046,0,0.0,2,0,0
259701302,97,2,66.53046,0,0.0,2,0,0
259701402,97,2,66.53046,0,0.0,2,0,0
259701502,97,2,66.53046,0,0.0,2,0,0
259701602,97,2,66.53046,0,0.0,0,0,0
259701702,97,2,66.53046,0,0.0,2,0,0
259701802,97,2,66.53046,0,0.0,2,0,0
259800102,98,2,35.5647948387097,0,0.0,0,0,1
259800202,98,2,35.5647948387097,0,0.0,0,0,0
259800302,98,2,35.5647948387097,0,0.0,2,0,0
259800402,98,2,35.5647948387097,0,0.0,2,0,1
259800502,98,2,35.5647948387097,0,0.0,0,0,0
259800602,98,2,35.5647948387097,0,0.0,0,0,0
259800702,98,2,35.5647948387097,0,0.0,0,0,1
259800802,98,2,35.5647948387097,0,0.0,2,0,0
259800902,98,2,35.5647948387097,0,0.0,0,0,0
259801002,98,2,91.87572,1,1.0,2,0,0
259801102,98,2,91.87572,1,1.0,1,0,0
259801202,98,2,91.87572,1,1.0,2,0,1
259801302,98,2,91.87572,1,1.0,2,0,0
259801402,98,2,35.5647948387097,0,0.0,0,0,0
259801502,98,2,91.87572,1,1.0,1,0,0
259801602,98,2,91.87572,1,1.0,1,0,1
259801702,98,2,91.87572,1,1.0,1,0,0
259801802,98,2,91.87572,1,1.0,2,0,1
259900102,99,2,950.1539,0,0.0,2,0,0
259900202,99,2,950.1539,0,0.0,0,0,0
259900302,99,2,950.1539,0,0.0,2,0,1
259900402,99,2,950.1539,0,0.0,0,0,1
259900502,99,2,950.1539,0,0.0,0,0,1
259900602,99,2,950.1539,0,0.0,0,0,0
259900702,99,2,950.1539,0,0.0,0,0,0
259900802,99,2,950.1539,0,0.0,2,0,0
259900902,99,2,950.1539,0,0.0,2,0,0
259901002,99,2,950.1539,0,0.0,0,0,0
259901102,99,2,950.1539,0,0.0,0,0,0
259901202,99,2,950.1539,0,0.0,0,0,0
259901302,99,2,950.1539,0,0.0,2,0,0
259901402,99,2,950.1539,0,0.0,0,0,0
259901502,99,2,950.1539,0,0.0,0,0,0
259901602,99,2,950.1539,0,0.0,0,0,0
259901702,99,2,950.1539,0,0.0,2,0,0
259901802,99,2,950.1539,0,0.0,0,0,0
260000102,100,2,1790.81928947368,0,0.0,0,0,1
260000402,100,2,1790.81928947368,0,0.0,2,0,1
260000502,100,2,1790.81928947368,0,0.0,0,0,0
260000602,100,2,1790.81928947368,0,0.0,0,0,0
260000702,100,2,1790.81928947368,0,0.0,2,0,0
260000802,100,2,1790.81928947368,0,0.0,2,0,0
260000902,100,2,1790.81928947368,0,0.0,2,0,1
260001002,100,2,756.1237,1,1.0,2,0,0
260001102,100,2,756.1237,1,1.0,2,0,0
260001202,100,2,756.1237,1,1.0,1,0,0
260001302,100,2,756.1237,1,1.0,1,0,0
260001402,100,2,756.1237,1,0.9800826180324713,4,0,0
260001502,100,2,756.1237,1,0.9800826180324713,2,0,0
260001602,100,2,756.1237,1,1.0,1,0,0
260001702,100,2,756.1237,1,1.0,1,0,1
260001802,100,2,756.1237,1,1.0,1,0,0
260001902,100,2,1790.81928947368,0,0.0,0,0,0
260002202,100,2,1790.81928947368,0,0.0,2,0,0
260100102,101,2,75.79504,0,0.0,2,0,0
260100202,101,2,75.79504,0,0.0,0,0,1
260100302,101,2,75.79504,0,0.0,0,0,1
260100402,101,2,75.79504,0,0.0,2,0,1
260100502,101,2,75.79504,0,0.0,0,0,0
260100602,101,2,75.79504,0,0.0,0,0,0
260100802,101,2,75.79504,0,0.0,0,0,1
260100902,101,2,75.79504,0,0.0,0,0,1
260101002,101,2,75.79504,0,0.0,0,0,0
260101102,101,2,75.79504,0,0.0,0,0,0
260101202,101,2,75.79504,0,0.0,0,0,0
260101302,101,2,75.79504,0,0.0,2,0,0
260101402,101,2,75.79504,0,0.0,0,0,0
260101502,101,2,75.79504,0,0.0,2,0,0
260101602,101,2,75.79504,0,0.0,2,0,0
260101702,101,2,75.79504,0,0.0,0,0,0
260101802,101,2,75.79504,0,0.0,0,0,0
260102002,101,2,75.79504,0,0.0,0,0,0
260200102,102,2,58.1195744863014,0,0.0,0,1,0
260200302,102,2,58.1195744863014,0,0.0,0,1,0
260200402,102,2,101.3189,1,1.0,1,1,0
260200502,102,2,101.3189,1,1.0,1,1,1
260200602,102,2,58.1195744863014,0,0.0,0,1,0
260200702,102,2,58.1195744863014,0,0.0,0,1,1
260200802,102,2,58.1195744863014,0,0.0,0,1,1
260200902,102,2,58.1195744863014,0,0.0,2,1,1
260201002,102,2,101.3189,1,1.0,2,1,0
260201102,102,2,101.3189,1,1.0,4,1,0
260201302,102,2,101.3189,1,1.0,1,1,0
260201402,102,2,101.3189,1,0.9800826180324713,1,1,0
260201502,102,2,101.3189,1,1.0,2,1,0
260201602,102,2,101.3189,1,0.9800826180324713,4,1,0
260201702,102,2,101.3189,1,1.0,1,1,0
260201802,102,2,58.1195744863014,0,0.0,0,1,0
260201902,102,2,58.1195744863014,0,0.0,2,1,0
260202102,102,2,101.3189,1,0.9800826180324713,1,1,0
260300102,103,2,17.2765870588235,0,0.0,0,0,1
260300202,103,2,17.2765870588235,0,0.0,0,0,0
260300302,103,2,17.2765870588235,0,0.0,0,0,0
260300402,103,2,17.2765870588235,0,0.0,2,0,0
260300502,103,2,17.2765870588235,0,0.0,0,0,1
260300602,103,2,17.2765870588235,0,0.0,0,0,1
260300702,103,2,17.2765870588235,0,0.0,0,0,0
260300802,103,2,17.2765870588235,0,0.0,2,0,0
260300902,103,2,17.2765870588235,0,0.0,2,0,1
260301002,103,2,133.5009,1,1.0,2,0,1
260301202,103,2,133.5009,1,0.9800826180324713,2,0,0
260301302,103,2,133.5009,1,0.9800826180324713,1,0,0
260301402,103,2,133.5009,1,1.0,1,0,0
260301502,103,2,133.5009,1,1.0,1,0,0
260301602,103,2,133.5009,1,0.9800826180324713,2,0,0
260301702,103,2,133.5009,1,1.0,2,0,0
260301802,103,2,133.5009,1,1.0,1,0,0
260302102,103,2,133.5009,1,1.0,4,0,0
260400202,104,2,119.484141333333,0,0.0,0,0,0
260400302,104,2,119.484141333333,0,0.0,0,0,0
260400402,104,2,119.484141333333,0,0.0,0,0,0
260400502,104,2,119.484141333333,0,0.0,0,0,0
260400602,104,2,119.484141333333,0,0.0,0,0,0
260400702,104,2,119.484141333333,0,0.0,0,0,0
260400802,104,2,119.484141333333,0,0.0,2,0,0
260400902,104,2,119.484141333333,0,0.0,0,0,1
260401002,104,2,38.96222,1,1.0,1,0,0
260401102,104,2,38.96222,1,1.0,2,0,0
260401202,104,2,38.96222,1,1.0,1,0,1
260401302,104,2,38.96222,1,1.0,1,0,0
260401402,104,2,38.96222,1,0.9800826180324713,4,0,0
260401502,104,2,38.96222,1,0.9050826180324714,1,0,1
260401602,104,2,38.96222,1,0.844247239296088,1,0,1
260401702,104,2,38.96222,1,0.844247239296088,1,0,0
260401802,104,2,38.96222,1,1.0,1,0,0
260402002,104,2,119.484141333333,0,0.0,0,0,1
260500102,105,2,68.69241,0,0.0,2,0,0
260500202,105,2,68.69241,0,0.0,0,0,0
260500302,105,2,68.69241,0,0.0,2,0,0
260500402,105,2,68.69241,0,0.0,0,0,0
260500502,105,2,68.69241,0,0.0,2,0,0
260500602,105,2,68.69241,0,0.0,0,0,0
260500702,105,2,68.69241,0,0.0,0,0,1
260500802,105,2,68.69241,0,0.0,0,0,0
260500902,105,2,68.69241,0,0.0,0,0,0
260501002,105,2,68.69241,0,0.0,0,0,0
260501102,105,2,68.69241,0,0.0,0,0,0
260501202,105,2,68.69241,0,0.0,0,0,0
260501302,105,2,68.69241,0,0.0,0,0,0
260501402,105,2,68.69241,0,0.0,0,0,0
260501502,105,2,68.69241,0,0.0,0,0,1
260501602,105,2,68.69241,0,0.0,0,0,0
260501702,105,2,68.69241,0,0.0,0,0,0
260501802,105,2,68.69241,0,0.0,0,0,1
260600102,106,2,21.6071434020996,0,0.0,0,0,0
260600202,106,2,21.6071434020996,0,0.0,0,0,0
260600302,106,2,21.6071434020996,0,0.0,0,0,0
260600402,106,2,21.6071434020996,0,0.0,0,0,0
260600502,106,2,21.6071434020996,0,0.0,0,0,0
260600602,106,2,21.6071434020996,0,0.0,0,0,0
260600702,106,2,21.6071434020996,0,0.0,0,0,0
260600802,106,2,21.6071434020996,0,0.0,0,0,0
260600902,106,2,21.6071434020996,0,0.0,0,0,0
260601002,106,2,21.6071434020996,0,0.0,0,0,0
260601102,106,2,21.6071434020996,0,0.0,0,0,0
260601202,106,2,21.6071434020996,0,0.0,0,0,0
260601302,106,2,21.6071434020996,0,0.0,0,0,0
260601402,106,2,21.6071434020996,0,0.0,2,0,0
260601502,106,2,21.6071434020996,0,0.0,0,0,0
260601602,106,2,21.6071434020996,0,0.0,0,0,0
260601702,106,2,21.6071434020996,0,0.0,0,0,0
260601802,106,2,21.6071434020996,0,0.0,0,0,0
260700102,107,2,21.6071434020996,0,0.0,0,0,0
260700202,107,2,21.6071434020996,0,0.0,0,0,0
260700302,107,2,21.6071434020996,0,0.0,0,0,0
260700402,107,2,21.6071434020996,0,0.0,0,0,0
260700502,107,2,21.6071434020996,0,0.0,0,0,0
260700602,107,2,21.6071434020996,0,0.0,0,0,0
260700702,107,2,21.6071434020996,0,0.0,0,0,0
260700802,107,2,21.6071434020996,0,0.0,0,0,0
260700902,107,2,21.6071434020996,0,0.0,2,0,0
260701002,107,2,21.6071434020996,0,0.0,2,0,0
260701102,107,2,21.6071434020996,0,0.0,0,0,0
260701202,107,2,21.6071434020996,0,0.0,0,0,0
260701302,107,2,21.6071434020996,0,0.0,0,0,0
260701402,107,2,21.6071434020996,0,0.0,0,0,0
260701502,107,2,21.6071434020996,0,0.0,0,0,0
260701602,107,2,21.6071434020996,0,0.0,0,0,0
260701702,107,2,21.6071434020996,0,0.0,0,0,0
260701802,107,2,21.6071434020996,0,0.0,4,0,0
260800102,108,2,21.6071434020996,0,0.0,0,0,0
260800202,108,2,21.6071434020996,0,0.0,2,0,0
260800302,108,2,21.6071434020996,0,0.0,0,0,0
260800402,108,2,21.6071434020996,0,0.0,0,0,0
260800502,108,2,21.6071434020996,0,0.0,2,0,0
260800602,108,2,21.6071434020996,0,0.0,0,0,0
260800802,108,2,21.6071434020996,0,0.0,0,0,0
260800902,108,2,21.6071434020996,0,0.0,0,0,0
260801102,108,2,21.6071434020996,0,0.0,0,0,0
260801202,108,2,21.6071434020996,0,0.0,0,0,0
260801302,108,2,21.6071434020996,0,0.0,0,0,0
260801402,108,2,21.6071434020996,0,0.0,0,0,0
260801502,108,2,21.6071434020996,0,0.0,0,0,0
260801602,108,2,21.6071434020996,0,0.0,2,0,0
260801802,108,2,21.6071434020996,0,0.0,0,0,0
260900102,109,2,21.6071434020996,0,0.0,0,0,0
260900202,109,2,21.6071434020996,0,0.0,0,0,0
260900302,109,2,21.6071434020996,0,0.0,0,0,0
260900402,109,2,21.6071434020996,0,0.0,0,0,0
260900502,109,2,21.6071434020996,0,0.0,0,0,0
260900602,109,2,21.6071434020996,0,0.0,0,0,0
260900702,109,2,21.6071434020996,0,0.0,0,0,0
260900802,109,2,21.6071434020996,0,0.0,0,0,0
260900902,109,2,21.6071434020996,0,0.0,0,0,0
260901002,109,2,21.6071434020996,0,0.0,0,0,0
260901102,109,2,21.6071434020996,0,0.0,0,0,0
260901202,109,2,21.6071434020996,0,0.0,0,0,0
260901302,109,2,21.6071434020996,0,0.0,0,0,0
260901402,109,2,21.6071434020996,0,0.0,2,0,0
260901502,109,2,21.6071434020996,0,0.0,2,0,0
260901602,109,2,21.6071434020996,0,0.0,0,0,0
260901702,109,2,21.6071434020996,0,0.0,0,0,0
260901802,109,2,21.6071434020996,0,0.0,2,0,1
261000102,110,2,21.6071434020996,0,0.0,0,0,0
261000202,110,2,21.6071434020996,0,0.0,0,0,0
261000302,110,2,21.6071434020996,0,0.0,0,0,0
261000402,110,2,21.6071434020996,0,0.0,0,0,0
261000502,110,2,21.6071434020996,0,0.0,0,0,0
261000602,110,2,21.6071434020996,0,0.0,0,0,0
261000702,110,2,21.6071434020996,0,0.0,0,0,0
261000802,110,2,21.6071434020996,0,0.0,0,0,0
261000902,110,2,21.6071434020996,0,0.0,0,0,0
261001002,110,2,21.6071434020996,0,0.0,2,0,0
261001102,110,2,21.6071434020996,0,0.0,0,0,0
261001202,110,2,21.6071434020996,0,0.0,0,0,0
261001302,110,2,21.6071434020996,0,0.0,0,0,0
261001402,110,2,21.6071434020996,0,0.0,0,0,0
261001502,110,2,21.6071434020996,0,0.0,0,0,0
261001602,110,2,21.6071434020996,0,0.0,2,0,0
261001702,110,2,21.6071434020996,0,0.0,0,0,0
261001802,110,2,21.6071434020996,0,0.0,0,0,0
261100102,111,2,21.6071434020996,0,0.0,0,0,0
261100202,111,2,21.6071434020996,0,0.0,0,0,0
261100302,111,2,21.6071434020996,0,0.0,0,0,0
261100402,111,2,21.6071434020996,0,0.0,0,0,0
261100502,111,2,21.6071434020996,0,0.0,0,0,0
261100602,111,2,21.6071434020996,0,0.0,0,0,0
261100702,111,2,21.6071434020996,0,0.0,0,0,0
261100802,111,2,21.6071434020996,0,0.0,0,0,0
261100902,111,2,21.6071434020996,0,0.0,0,0,0
261101002,111,2,21.6071434020996,0,0.0,0,0,0
261101102,111,2,21.6071434020996,0,0.0,0,0,0
261101202,111,2,21.6071434020996,0,0.0,0,0,0
261101302,111,2,21.6071434020996,0,0.0,0,0,0
261101402,111,2,21.6071434020996,0,0.0,0,0,0
261101502,111,2,21.6071434020996,0,0.0,0,0,0
261101602,111,2,21.6071434020996,0,0.0,0,0,0
261101702,111,2,21.6071434020996,0,0.0,0,0,0
261101802,111,2,21.6071434020996,0,0.0,0,0,0
