Country,alpha,beta,gamma,Financing_share,Hardening_share,No_viable_share,Mean_mR,Connected_weight
Rwanda,0.6,0.3,0.6,0.7420011568205188,0.10281958177141687,0.15517926140806437,0.9671309367250556,1520387.9078892116
Rwanda,0.6,0.3,0.8,0.7419706011184122,0.1030678997289861,0.1549614991526017,0.9638931361880261,1520387.9078892116
Rwanda,0.6,0.3,1.0,0.7419706011184122,0.10481781321237713,0.15321158566921067,0.9608464424202988,1520387.9078892116
Rwanda,0.7,0.05,0.6,0.7419706011184122,0.10470196165956877,0.15332743722201903,0.967644098828182,1520387.9078892116
Rwanda,0.7,0.05,0.8,0.7419706011184122,0.10481781321237713,0.15321158566921067,0.9629672758302503,1520387.9078892116
Rwanda,0.7,0.05,1.0,0.739331694172901,0.10745672015788826,0.15321158566921078,0.9585664959435334,1520387.9078892116
Rwanda,0.7,0.15,0.6,0.7420011568205188,0.10303734402687946,0.1549614991526017,0.969037536717614,1520387.9078892116
Rwanda,0.7,0.15,0.8,0.7419706011184122,0.10481781321237713,0.15321158566921067,0.964767393980372,1520387.9078892116
Rwanda,0.7,0.15,1.0,0.7398475577205721,0.10694085661021716,0.15321158566921078,0.9607492906055437,1520387.9078892116
Rwanda,0.7,0.3,0.6,0.7420011568205188,0.10281958177141687,0.15517926140806437,0.970725740314426,1520387.9078892116
Rwanda,0.7,0.3,0.8,0.7419706011184122,0.10470196165956877,0.15332743722201903,0.9669483063545581,1520387.9078892116
Rwanda,0.7,0.3,1.0,0.7419706011184122,0.10481781321237713,0.15321158566921067,0.9633938302922096,1520387.9078892116
Rwanda,0.8,0.05,0.6,0.7419706011184122,0.10481781321237713,0.15321158566921067,0.9707986679195174,1520387.9078892116
Rwanda,0.8,0.05,0.8,0.7398475577205721,0.10694085661021716,0.15321158566921078,0.9654537273504527,1520387.9078892116
Rwanda,0.8,0.05,1.0,0.7390706831520025,0.10771773117878683,0.15321158566921067,0.9604242646227762,1520387.9078892116
Rwanda,0.8,0.15,0.6,0.7419706011184122,0.10470196165956877,0.15332743722201903,0.9723911683645826,1520387.9078892116
Rwanda,0.8,0.15,0.8,0.7399847959207166,0.10680361841007276,0.15321158566921056,0.9675110052363062,1520387.9078892116
Rwanda,0.8,0.15,1.0,0.7395865466996735,0.10720186763111571,0.15321158566921078,0.9629188870936449,1520387.9078892116
Rwanda,0.8,0.3,0.6,0.7420011568205188,0.10303734402687946,0.1549614991526017,0.9743205439037961,1520387.9078892116
Rwanda,0.8,0.3,0.8,0.7419706011184122,0.10481781321237713,0.15321158566921067,0.9700034765210902,1520387.9078892116
Rwanda,0.8,0.3,1.0,0.7399847959207166,0.10680361841007276,0.15321158566921056,0.9659412181641205,1520387.9078892116
Rwanda,0.9,0.05,0.6,0.7399847959207166,0.10680361841007276,0.15321158566921056,0.9739532370108529,1520387.9078892116
Rwanda,0.9,0.05,0.8,0.7395865466996735,0.10720186763111571,0.15321158566921078,0.9679401788706553,1520387.9078892116
Rwanda,0.9,0.05,1.0,0.7390706831520025,0.10771773117878683,0.15321158566921067,0.9622820333020189,1520387.9078892116
Rwanda,0.9,0.15,0.6,0.7419706011184122,0.10481781321237713,0.15321158566921067,0.9757448000115512,1520387.9078892116
Rwanda,0.9,0.15,0.8,0.7399847959207166,0.10680361841007276,0.15321158566921056,0.9702546164922403,1520387.9078892116
Rwanda,0.9,0.15,1.0,0.7390706831520025,0.10771773117878683,0.15321158566921067,0.9650884835817464,1520387.9078892116
Rwanda,0.9,0.3,0.6,0.7420011568205188,0.10467140595746213,0.15332743722201903,0.9779153474931666,1520387.9078892116
Rwanda,0.9,0.3,0.8,0.7399847959207166,0.10680361841007276,0.15321158566921056,0.9730586466876222,1520387.9078892116
Rwanda,0.9,0.3,1.0,0.739723784899818,0.10706462943097132,0.15321158566921067,0.9684886060360314,1520387.9078892116
North-West Nigeria,0.5,0.05,0.6,0.5196218284147331,0.4712047469875459,0.00917342459772097,0.6688016616836735,3284361.25
North-West Nigeria,0.5,0.05,0.8,0.50865597034062,0.48217060506165893,0.00917342459772097,0.6293822461185786,3284361.25
North-West Nigeria,0.5,0.05,1.0,0.5030101054235312,0.48781646997874784,0.00917342459772097,0.5969658240546468,3284361.25
North-West Nigeria,0.5,0.15,0.6,0.5248941595683031,0.465932415833976,0.00917342459772097,0.6848584758369833,3284361.25
North-West Nigeria,0.5,0.15,0.8,0.5161327543276731,0.47469382107460584,0.00917342459772097,0.6488668355384184,3284361.25
North-West Nigeria,0.5,0.15,1.0,0.5057840237845544,0.4850425516177246,0.00917342459772097,0.6192692327843937,3284361.25
