Country,alpha,beta,gamma,Financing_share,Hardening_share,No_viable_share,Mean_mR,Connected_weight
North-West Nigeria,0.6,0.05,0.8,50.88902381225458,48.19363372797332,0.917342459772108,0.6138766855636001,3284361.25
North-West Nigeria,0.6,0.05,1.0,48.99164149242648,50.09101604780142,0.9173424597721025,0.5749769790868821,3284361.25
North-West Nigeria,0.6,0.15,0.6,53.93748229534636,45.14517524488154,0.9173424597720969,0.6804481612256857,3284361.25
North-West Nigeria,0.6,0.15,0.8,52.25694609879561,46.82571144143229,0.917342459772108,0.6372581928674078,3284361.25
North-West Nigeria,0.6,0.15,1.0,50.94720955970882,48.13544798051909,0.9173424597720969,0.6017410695625782,3284361.25
North-West Nigeria,0.6,0.3,0.6,54.33396243831004,44.74869510191786,0.917342459772108,0.7037922987254975,3284361.25
North-West Nigeria,0.6,0.3,0.8,53.07068727213631,46.011970268091595,0.9173424597720969,0.6655857882547132,3284361.25
North-West Nigeria,0.6,0.3,1.0,52.25694609879561,46.82571144143229,0.917342459772108,0.6341667945619793,3284361.25
North-West Nigeria,0.7,0.05,0.6,53.69764448750767,45.38501305272023,0.9173424597720969,0.6535583067997544,3284361.25
North-West Nigeria,0.7,0.05,0.8,51.1437512745813,47.9389062656466,0.9173424597720969,0.5983711250086216,3284361.25
North-West Nigeria,0.7,0.05,1.0,48.573795856864066,50.50886168336384,0.9173424597720969,0.552988134119117,3284361.25
North-West Nigeria,0.7,0.15,0.6,54.217106230942555,44.865551309285344,0.9173424597720969,0.6760378466143881,3284361.25
North-West Nigeria,0.7,0.15,0.8,52.06819921946024,47.01445832076766,0.9173424597720969,0.6256495501963971,3284361.25
North-West Nigeria,0.7,0.15,1.0,51.10525032935461,47.97740721087329,0.9173424597720969,0.5842129063407627,3284361.25
North-West Nigeria,0.7,0.3,0.6,54.67842759266879,44.404229947559124,0.9173424597720858,0.703272673697502,3284361.25
North-West Nigeria,0.7,0.3,0.8,53.86230846924326,45.220349070984646,0.9173424597720969,0.6586984114815868,3284361.25
North-West Nigeria,0.7,0.3,1.0,52.330874640362715,46.751782899865184,0.9173424597720969,0.622042918840064,3284361.25
North-West Nigeria,0.8,0.05,0.6,53.83372178779409,45.24893575243381,0.917342459772108,0.6459366293577948,3284361.25
North-West Nigeria,0.8,0.05,0.8,50.93992838286334,48.142729157364556,0.917342459772108,0.5828655644536429,3284361.25
North-West Nigeria,0.8,0.05,1.0,47.814246636261736,51.26841090396616,0.9173424597720969,0.5309992891513521,3284361.25
North-West Nigeria,0.8,0.15,0.6,54.413664390415796,44.6689931498121,0.917342459772108,0.6716275320030904,3284361.25
North-West Nigeria,0.8,0.15,0.8,53.15939951513069,45.92325802509721,0.9173424597720969,0.6140409075253864,3284361.25
North-West Nigeria,0.8,0.15,1.0,50.8341345979442,48.24852294228369,0.9173424597720969,0.5666847431189471,3284361.25
North-West Nigeria,0.8,0.3,0.6,55.09376893577377,43.98888860445413,0.9173424597720969,0.702753048669506,3284361.25
North-West Nigeria,0.8,0.3,0.8,54.112827200913884,44.969830339314015,0.917342459772108,0.6518110347084605,3284361.25
North-West Nigeria,0.8,0.3,1.0,53.07986867588814,46.002788864339756,0.917342459772108,0.6099190431181487,3284361.25
North-West Nigeria,0.9,0.05,0.6,53.74984003697876,45.33281750324915,0.9173424597720858,0.6383149519158352,3284361.25
North-West Nigeria,0.9,0.05,0.8,51.271836431299946,47.810821108927954,0.9173424597720969,0.5673600038986644,3284361.25
North-West Nigeria,0.9,0.05,1.0,47.05477933400883,52.02787820621908,0.9173424597720914,0.5090104441835872,3284361.25
North-West Nigeria,0.9,0.15,0.6,54.75694514825909,44.32571239196881,0.9173424597720969,0.6672172173917928,3284361.25
North-West Nigeria,0.9,0.15,0.8,52.801644710744796,46.281012829483096,0.917342459772108,0.602432264854376,3284361.25
North-West Nigeria,0.9,0.15,1.0,50.13392019522334,48.94873734500457,0.9173424597720969,0.5491565798971315,3284361.25
North-West Nigeria,0.9,0.3,0.6,55.42754069161489,43.65511684861301,0.917342459772108,0.7022334236415106,3284361.25
